name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002
TotalAssets,"3,125,500,000","3,499,300,000","3,762,000,000","3,545,800,000","2,562,700,000","2,472,600,000","2,601,400,000","2,375,200,000","2,469,000,000","2,819,700,000","3,145,600,000","2,987,900,000","3,633,300,000","4,044,300,000","4,656,700,000","4,282,400,000","4,308,400,000","5,041,600,000","5,474,000,000","4,609,800,000","4,683,400,000","4,975,900,000","5,230,600,000","4,133,600,000","4,446,000,000","4,334,900,000","4,835,000,000","3,838,800,000","3,946,600,000","4,246,300,000","4,641,600,000","3,763,500,000","3,807,500,000","4,091,400,000","4,742,200,000","3,510,400,000","3,645,100,000","4,133,600,000","4,349,300,000","4,131,800,000","4,459,000,000","4,847,400,000","5,432,600,000","4,539,400,000","4,927,400,000","5,063,800,000","5,215,065,000","4,362,959,000","4,535,371,000","4,955,327,000","5,036,008,000","4,248,937,000","4,255,482,000","4,512,590,000","4,163,701,000","3,772,397,000","3,767,785,000","3,775,891,000","3,614,840,000","3,181,505,000","3,186,778,000","3,349,584,000","3,086,770,000","2,855,236,000","2,913,310,000","3,015,119,000","2,925,832,000","920,672,000","942,156,000","914,983,000","893,829,000","840,708,000","840,058,000","898,924,000","866,022,000","751,466,000","744,821,000","803,909,000","796,623,000","679,577,000","647,547,000","606,843,000"
	CurrentAssets,"2,329,600,000","2,598,800,000","2,913,100,000","2,657,000,000","1,657,200,000","1,551,200,000","1,651,900,000","1,379,900,000","1,419,900,000","1,633,700,000","1,863,100,000","1,667,600,000","1,920,100,000","3,127,700,000","2,797,100,000","1,854,700,000","1,851,600,000","2,538,700,000","2,671,000,000","1,790,600,000","1,847,000,000","2,140,700,000","2,358,800,000","1,684,400,000","2,037,100,000","1,938,800,000","2,494,400,000","1,501,600,000","1,756,800,000","2,062,500,000","2,443,700,000","1,586,300,000","1,642,400,000","1,949,600,000","2,634,700,000","1,464,500,000","1,562,400,000","2,010,900,000","2,252,400,000","1,379,400,000","1,635,600,000","1,997,300,000","2,436,100,000","1,509,900,000","1,882,800,000","2,154,800,000","2,300,047,000","1,585,799,000","1,736,341,000","2,127,304,000","2,194,094,000","1,444,335,000","1,527,081,000","1,818,041,000","2,152,906,000","1,724,973,000","1,762,599,000","1,794,717,000","1,660,810,000","1,255,793,000","1,273,778,000","1,440,341,000","1,208,812,000","984,507,000","1,022,670,000","1,121,265,000","985,760,000","408,039,000","438,302,000","423,988,000","421,500,000","384,611,000","398,110,000","472,752,000","443,077,000","337,640,000","352,408,000","416,453,000","413,369,000","302,138,000","275,821,000","236,704,000"
		CashCashEquivalentsAndShortTermInvestments,"1,035,000,000","1,271,400,000","1,413,000,000","1,720,400,000","694,700,000","508,500,000","445,900,000","735,100,000","570,300,000","499,400,000","290,300,000","424,000,000","543,200,000","1,624,400,000","454,500,000","279,600,000","247,200,000","864,400,000","454,700,000","262,100,000","311,900,000","669,400,000","356,100,000","289,500,000","473,600,000","450,400,000","186,200,000","136,200,000","369,800,000","610,100,000","374,000,000","193,000,000","208,900,000","536,200,000","649,100,000","199,500,000","245,700,000","635,800,000","366,400,000","138,700,000","329,100,000","655,000,000","442,600,000","224,800,000","395,800,000","710,800,000","181,062,000","289,348,000","431,878,000","905,418,000","292,027,000","197,856,000","230,255,000","578,141,000","478,056,000","539,898,000","625,986,000","857,414,000","277,808,000","349,277,000","307,328,000","652,403,000","180,948,000","218,726,000","224,881,000","401,593,000","81,031,000","98,954,000","149,414,000","170,992,000","101,563,000","159,748,000","167,093,000","204,905,000","91,577,000","144,147,000","174,477,000","232,030,000","125,121,000","152,623,000","113,397,000","80,750,000"
			CashAndCashEquivalents,"1,035,000,000","1,271,400,000","1,413,000,000","1,720,400,000","694,700,000","508,500,000","445,900,000","735,100,000","570,300,000","499,400,000","290,300,000","424,000,000","543,200,000","1,624,400,000","454,500,000","279,600,000","247,200,000","864,400,000","454,700,000","262,100,000","311,900,000","669,400,000","356,100,000","289,500,000","473,600,000","450,400,000","186,200,000","136,200,000","369,800,000","610,100,000","374,000,000","193,000,000","208,900,000","536,200,000","649,100,000","199,500,000","245,700,000","635,800,000","366,400,000","138,700,000","329,100,000","655,000,000","442,600,000","224,800,000","395,800,000","710,800,000","181,062,000","289,348,000","431,878,000","905,418,000","292,027,000","197,856,000","230,255,000","578,141,000","478,056,000","539,898,000","625,986,000","857,414,000","277,808,000","349,277,000","307,328,000","652,403,000","180,948,000","218,726,000","224,881,000","401,593,000","81,031,000","98,954,000","149,414,000","170,992,000","101,563,000","159,748,000","167,093,000","204,905,000","91,577,000","144,147,000","174,477,000","232,030,000","125,121,000","152,623,000","113,397,000","80,750,000"
				CashFinancial,,,,,"694,700,000",,"445,900,000","735,100,000","570,300,000",,,"424,000,000","543,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"103,400,000","141,100,000","83,400,000","68,500,000","102,100,000","105,300,000","77,600,000","83,100,000","86,700,000","141,900,000","145,700,000","122,400,000","126,000,000","134,200,000","157,500,000","169,700,000","156,400,000","182,700,000","195,800,000","185,400,000","172,500,000","220,900,000","181,100,000","126,600,000","139,000,000","176,500,000","234,400,000","118,300,000","99,500,000","113,500,000","174,900,000","174,200,000","86,000,000","84,400,000","88,600,000","55,700,000","57,200,000","73,600,000","49,600,000","40,200,000","48,100,000","64,400,000","58,100,000","44,200,000","50,600,000","65,500,000","58,845,000","44,299,000","36,031,000","64,006,000","52,543,000","40,119,000","47,265,000","65,981,000","50,730,000","60,966,000","66,662,000","56,019,000","47,443,000","29,798,000","38,856,000","34,268,000","32,841,000","28,596,000","33,375,000","38,738,000","34,662,000","9,418,000","10,136,000","9,812,000","10,490,000","6,547,000","6,101,000","9,545,000","8,013,000","6,213,000","5,195,000","6,893,000","7,461,000","4,762,000","4,924,000","5,930,000"
			AccountsReceivable,"103,400,000","141,100,000","83,400,000","68,500,000","102,100,000","29,900,000","77,600,000","83,100,000","86,700,000","34,700,000","145,700,000","122,400,000","126,000,000","44,600,000","157,500,000","169,700,000","156,400,000","93,500,000","195,800,000","185,400,000","172,500,000","80,500,000","181,100,000","126,600,000","139,000,000","61,800,000","185,500,000","118,300,000","99,500,000","52,900,000","116,900,000","91,200,000","86,000,000","42,600,000","88,600,000","55,700,000","57,200,000","35,900,000",,,,,,,,,,,,,,,,"65,981,000","50,730,000","60,966,000","66,662,000","56,019,000","47,443,000","29,798,000","38,856,000","34,268,000","32,841,000","28,596,000","33,375,000","38,738,000","34,662,000","9,418,000","10,136,000","9,812,000","10,490,000","6,547,000","6,101,000","9,545,000","8,013,000","6,213,000","5,195,000","6,893,000","7,461,000","4,762,000","4,924,000","5,930,000"
				GrossAccountsReceivable,"106,900,000","144,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,500,000","-3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,900,000",,,,"58,000,000","83,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
