name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991
OperatingCashFlow,"202,229,000","-64,915,000","145,542,000","104,307,000","17,295,000","41,511,000","102,352,000","111,943,000","82,321,000","85,161,000","191,752,000","-24,015,000","-53,616,000","-56,122,000","142,784,000","-55,527,000","12,613,000","24,577,000","56,827,000","149,930,000","42,322,000","105,750,000","-41,559,000","182,515,000","32,444,000","75,391,000","-28,862,000","18,316,000","40,329,000","72,350,000","10,905,000","-13,306,000","29,625,000","86,559,000","-18,693,000","15,417,000","86,000","63,525,000","27,716,000","-3,328,000","-2,398,000","51,418,000","19,433,000","-8,233,000","4,534,000","28,490,000","19,066,000","5,456,000","-8,191,000","32,291,000","24,582,000","30,508,000","20,918,000","71,100,000","4,110,000","17,451,000","23,948,000","45,203,000","17,687,000","30,223,000","14,299,000","50,966,000","12,973,000","37,197,000","27,513,000","41,747,000","-4,183,000","18,773,223","10,613,215","51,764,465","6,281,097","19,884,205","21,312,238","61,718,787","21,210,975","13,902,818","-4,016,056","20,065,018","-4,691,217","-5,188,531","20,091,235","29,066,358","21,294,698","25,254,057","43,402,961","43,669,755","20,908,026","39,966,534","7,936,315","27,000,000","1,100,000","10,700,000","2,300,000","11,400,000","12,900,000","15,700,000","13,500,000","600,000","800,000","8,100,000","-1,600,000","500,000","2,600,000","2,500,000","2,600,000","2,300,000","4,100,000","2,800,000","1,100,000","2,900,000","2,400,000","2,400,000","1,100,000","1,900,000","200,000","3,500,000","1,300,000","4,600,000","500,000","2,400,000","1,800,000"
	CashFlowFromContinuingOperatingActivities,"202,229,000","-64,915,000","145,542,000","104,307,000","17,295,000","41,511,000","102,352,000","111,943,000","82,321,000","85,161,000","191,752,000","-24,015,000","-53,616,000","-56,122,000","142,784,000","-55,527,000","12,613,000","24,577,000","56,827,000","149,930,000","42,322,000","105,750,000","-41,559,000","182,515,000","32,444,000","75,391,000","-28,862,000","18,316,000","40,329,000","72,350,000","10,905,000","-13,306,000","29,625,000","86,559,000","-18,693,000","15,417,000","86,000","63,525,000","27,716,000","-3,328,000","-2,398,000","51,418,000","19,433,000","-8,233,000","4,534,000","28,490,000","19,066,000","5,456,000","-8,191,000","32,291,000","24,582,000","30,508,000","20,918,000","71,100,000","4,110,000","17,451,000","23,948,000","45,203,000","17,687,000","30,223,000","14,299,000","50,966,000","12,973,000","37,197,000","27,513,000","41,747,000","-4,183,000","18,773,223","10,613,215","51,764,465","6,281,097","19,884,205","21,312,238","61,718,787","21,210,975","13,902,818","-4,016,056","20,065,018","-4,691,217","-5,188,531","20,091,235","29,066,358","21,294,698","25,254,057","43,402,961","43,669,755","20,908,026","39,966,534","7,936,315","27,000,000","1,100,000","10,700,000","2,300,000","11,400,000","12,900,000","15,700,000","13,500,000","600,000","800,000","8,100,000","-1,600,000","500,000","2,600,000","2,500,000","2,600,000","2,300,000","4,100,000","2,800,000","1,100,000","2,900,000","2,400,000","2,400,000","1,100,000","1,900,000","200,000","3,500,000","1,300,000","4,600,000","500,000","2,400,000","1,800,000"
		NetIncomeFromContinuingOperations,"67,212,000","19,536,000","794,000","28,717,000","18,165,000","898,000","-4,195,000","33,926,000","37,024,000","-32,418,000","-11,189,000","24,229,000","29,896,000","14,279,000","-12,054,000","27,830,000","29,900,000","17,231,000","28,776,000","43,708,000","38,796,000","23,663,000","51,050,000","49,360,000","33,083,000","15,473,000","30,824,000","33,827,000","20,258,000","9,432,000","20,807,000","16,490,000","7,895,000","-3,067,000","18,660,000","14,666,000","7,199,000","1,462,000","11,861,000","13,282,000","9,645,000","3,485,000","12,966,000","12,965,000","1,489,000","-5,094,000","6,747,000","4,643,000","1,648,000","-3,965,000","3,523,000","6,628,000","7,597,000","-77,953,000","10,548,000","3,090,000","6,886,000","-3,225,000","14,927,000","14,294,000","12,445,000","5,585,000","9,560,000","10,090,000","-6,503,000","3,871,000","10,722,000","-12,392,957","13,712,525","7,373,590","15,620,842","17,086,886","11,176,619","16,442,142","13,927,239","11,361,515","2,784,159","-1,110,936","4,114,553","-56,844,100","-79,217,050","5,008,249","8,025,413","13,643,746","13,057,666","13,091,089","21,618,030","21,590,425","18,941,815","12,000,000","12,500,000","13,500,000","8,800,000","6,600,000","7,500,000","7,100,000","9,100,000","3,300,000","3,500,000","5,500,000","2,400,000","1,600,000","1,700,000","2,700,000","1,700,000","1,000,000","1,000,000","1,300,000","1,100,000","1,100,000","900,000","-3,300,000","-500,000","-25,900,000","-1,800,000","-2,200,000","700,000","-4,100,000","-2,500,000","100,000","1,900,000"
		OperatingGainsLosses,"-6,740,000","-5,389,000","56,000","-415,000","-992,000","-2,790,000","-819,000","-4,001,000","-2,960,000","-14,292,000","-1,018,000","-2,241,000","-4,806,000","-6,738,000","-2,192,000","-3,874,000","-4,909,000","-8,415,000","-6,495,000","-6,646,000","-5,048,000","-1,729,000","-1,443,000","-3,593,000","-4,061,000","-1,016,000","-1,136,000","-861,000","-3,067,000","-1,659,000","-1,523,000","-2,802,000","-5,469,000","-570,000","-1,865,000","-816,000","-1,460,000","-826,000","-1,581,000","-2,852,000","-7,439,000","-2,221,000","-2,918,000","-3,406,000","-3,300,000","-1,980,000","-1,530,000","-1,534,000","-4,308,000","-809,000","-1,026,000","-636,000","-3,513,000","-1,798,000","-1,022,000","-1,818,000","-2,582,000","-1,026,000","-1,178,000","-1,617,000","-4,959,000","-1,327,000","-370,000","-16,257,000","11,840,000","-609,000","-882,000","23,466,809","-2,778,022","-402,792","-581,995","-190,991","-2,330,750","-10,850,723","237,473","359,006","-62,325","-488,688","-394,674","69,908,976","86,587,940","-203,714","-205,797","21,320","-506,090","-286,916","-124,006","1,680,330","-346,584","-100,000","-200,000","0","-300,000","-100,000","-100,000","0","-200,000","-100,000","-100,000","-500,000","-200,000",,,"100,000","-700,000","-100,000","-100,000","-100,000","-500,000",,,"1,800,000","100,000","24,500,000","100,000","800,000","100,000","400,000","200,000",,
			GainLossOnSaleOfPPE,"-6,740,000","-5,389,000","56,000","-415,000","-992,000","-2,852,000","-819,000","-4,001,000","-3,418,000","-1,788,000","-1,094,000","-2,241,000","-4,806,000","-6,738,000","-2,192,000","-3,874,000","-4,909,000","-8,415,000","-6,495,000","-6,646,000","-5,048,000","-1,729,000","-1,443,000","-3,593,000","-4,061,000","-1,016,000","-1,136,000","-861,000","-3,067,000","-1,659,000","-1,523,000","-2,802,000","-5,469,000","-570,000","-1,865,000","-816,000","-1,460,000","-826,000","-1,581,000","-2,852,000","-7,439,000","-2,221,000","-2,918,000","-3,406,000","-3,300,000","-1,980,000","-1,530,000","-1,534,000","-4,308,000","-809,000","-1,026,000","-636,000","-1,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"150,210,000","36,637,000","37,345,000","37,765,000","38,463,000","39,079,000","43,584,000","42,312,000","44,130,000","45,871,000","46,615,000","47,355,000","47,245,000","46,341,000","45,909,000","45,534,000","44,805,000","43,355,000","42,651,000","40,244,000","37,410,000","35,706,000","34,546,000","36,010,000","31,583,000","29,898,000","27,449,000","25,865,000","23,986,000","23,263,000","22,930,000","23,059,000","22,726,000","23,435,000","23,552,000","24,821,000","24,530,000","20,819,000","15,311,000","15,646,000","15,561,000","15,528,000","15,958,000","15,639,000","15,491,000","15,787,000","15,616,000","17,049,000","15,851,000","15,516,000","15,191,000","15,843,000","16,163,000","16,586,000","16,843,000","17,242,000","17,509,000","17,116,000","16,241,000","16,033,000","15,685,000","14,606,000","13,046,000","12,349,000","12,429,000","12,349,000","11,507,000","11,003,058","11,524,787","12,800,023","11,265,132","11,613,398","10,110,060","11,008,530","9,334,410","8,898,453","8,885,456","10,460,239","10,829,811","10,913,966","10,207,899","8,680,574","9,041,259","10,674,945","10,456,936","9,851,659","9,133,325","9,003,712","8,655,372","7,000,000","7,100,000","7,100,000","4,900,000","4,100,000","4,000,000","3,600,000","5,300,000","2,300,000","2,300,000","4,200,000","1,600,000","1,400,000","1,500,000","1,600,000","1,300,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,700,000","1,900,000","1,800,000","2,100,000","2,200,000","2,000,000","2,100,000","2,100,000","2,000,000","1,900,000","1,800,000"
			DepreciationAndAmortization,"150,210,000","36,637,000","37,345,000","37,765,000","38,463,000","39,079,000","43,584,000","42,312,000","44,130,000","45,871,000","46,615,000","47,355,000","47,245,000","46,341,000","45,909,000","45,534,000","44,805,000","43,355,000","42,651,000","40,244,000","37,410,000","35,706,000","34,546,000","36,010,000","31,583,000","29,898,000","27,449,000","25,865,000","23,986,000","23,263,000","22,930,000","23,059,000","22,726,000","23,435,000","23,552,000","24,821,000","24,530,000","20,819,000","15,311,000","15,646,000","15,561,000","15,528,000","15,958,000","15,639,000","15,491,000","15,787,000","15,616,000","17,049,000","15,851,000","15,516,000","15,191,000","15,843,000","16,163,000","16,586,000","16,843,000","17,242,000","17,509,000","17,116,000","16,241,000","16,033,000","15,685,000","14,606,000","13,046,000","12,349,000","12,429,000","12,349,000","11,507,000","11,003,058","11,524,787","12,800,023","11,265,132","11,613,398","10,110,060","11,008,530","9,334,410","8,898,453","8,885,456","10,460,239","10,829,811","10,913,966","10,207,899","8,680,574","9,041,259","10,674,945","10,456,936","9,851,659","9,133,325","9,003,712","8,655,372","7,000,000","7,100,000","7,100,000","4,900,000","4,100,000","4,000,000","3,600,000","5,300,000","2,300,000","2,300,000","4,200,000","1,600,000","1,400,000","1,500,000","1,600,000","1,300,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,700,000","1,900,000","1,800,000","2,100,000","2,200,000","2,000,000","2,100,000","2,100,000","2,000,000","1,900,000","1,800,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,612,000","17,030,000","17,301,000","16,910,000","16,047,000","15,841,000","15,495,000","14,417,000","12,859,000","12,164,000",,,"11,381,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231,000","212,000","208,000","206,000","194,000","192,000","190,000","189,000","187,000","185,000",,,"126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231,000","212,000","208,000","206,000","194,000","192,000","190,000","189,000","187,000","185,000",,,"126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
