name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
TotalRevenue,"928,229,000","244,513,000","240,482,000","227,632,000","215,602,000","213,119,000","203,843,000","196,285,000","198,610,000","206,227,000","215,919,000","208,218,000","196,656,000","197,389,000","198,433,000","180,698,000","175,169,000","174,118,000","189,333,000","190,021,000","180,500,000","168,285,000","167,198,000","164,583,000","154,321,000","153,537,000","154,651,000","151,556,000","151,819,000","62,824,000","67,535,000","68,155,000","62,129,000","55,596,000","57,417,000","53,348,000","47,390,000","49,380,000","45,244,000","42,066,000","40,615,000","38,231,000","37,061,000","36,917,000","33,407,000","34,804,000","21,090,000","17,505,000","11,087,000","10,142,000","9,476,000","11,556,000","10,828,000","9,892,000","10,891,000"
	OperatingRevenue,"928,229,000","244,513,000","240,482,000","227,632,000","215,602,000","213,119,000","203,843,000","196,285,000","198,610,000","206,227,000","215,919,000","208,218,000","196,656,000","197,389,000","198,433,000","180,698,000","175,169,000","174,118,000","189,333,000","190,021,000","180,500,000","168,285,000","167,198,000","164,583,000","154,321,000","153,537,000","154,651,000","151,556,000","151,819,000","62,824,000","67,535,000","68,155,000","62,129,000","55,596,000","57,417,000","53,348,000","47,390,000","49,380,000","45,244,000","42,066,000","40,615,000","38,231,000","37,061,000","36,917,000","33,407,000","34,804,000","21,090,000","17,505,000","11,087,000","10,142,000","9,476,000","11,556,000","10,828,000","9,892,000","10,891,000"
CostOfRevenue,"350,446,000","92,614,000","92,346,000","83,909,000","81,577,000","78,015,000","77,598,000","75,109,000","72,562,000","74,510,000","80,754,000","78,409,000","70,435,000","71,924,000","74,521,000","67,806,000","62,479,000","62,904,000","66,141,000","69,690,000","62,471,000","55,205,000","59,230,000","60,474,000","55,386,000","53,655,000","57,139,000","57,818,000","51,760,000","23,140,000","26,556,000","31,370,000","24,411,000","21,932,000","25,259,000","22,902,000","20,508,000","19,682,000","21,748,000","19,976,000","20,067,000","16,126,000","17,521,000","18,908,000","15,304,000","15,453,000","9,183,000","8,781,000","6,358,000","4,523,000","4,846,000","6,633,000","6,095,000","4,663,000","5,303,000"
GrossProfit,"577,783,000","151,899,000","148,136,000","143,723,000","134,025,000","135,104,000","126,245,000","121,176,000","126,048,000","131,717,000","135,165,000","129,809,000","126,221,000","125,465,000","123,912,000","112,892,000","112,690,000","111,214,000","123,192,000","120,331,000","118,029,000","113,080,000","107,968,000","104,109,000","98,935,000","99,882,000","97,512,000","93,738,000","100,059,000","39,684,000","40,979,000","36,785,000","37,718,000","33,664,000","32,158,000","30,446,000","26,882,000","29,698,000","23,496,000","22,090,000","20,548,000","22,105,000","19,540,000","18,009,000","18,103,000","19,351,000","11,907,000","8,724,000","4,729,000","5,619,000","4,630,000","4,923,000","4,733,000","5,229,000","5,588,000"
OperatingExpense,"426,455,000","112,705,000","105,607,000","106,856,000","101,287,000","101,210,000","101,290,000","92,480,000","91,413,000","92,381,000","92,044,000","87,442,000","87,950,000","86,599,000","82,500,000","76,504,000","76,909,000","76,117,000","79,360,000","84,171,000","89,921,000","84,577,000","81,123,000","80,369,000","79,124,000","80,871,000","83,709,000","89,573,000","83,965,000","26,358,000","29,339,000","24,163,000","24,523,000","22,444,000","21,751,000","25,276,000","19,568,000","23,894,000","21,277,000","17,739,000","17,859,000","16,646,000","15,623,000","13,880,000","13,688,000","14,507,000","8,041,000","6,696,000","2,955,000","3,039,000","2,958,000","2,729,000","2,688,000","3,056,000","2,919,000"
	SellingGeneralAndAdministration,"73,409,000","20,512,000","17,500,000","18,288,000","17,109,000","18,449,000","23,939,000","17,428,000","17,897,000","18,618,000","17,848,000","17,661,000","18,344,000","18,094,000","14,980,000","14,280,000","16,203,000","15,564,000","13,130,000","13,013,000","14,506,000","13,810,000","13,926,000","12,955,000","13,016,000","12,503,000","9,583,000","9,378,000","10,373,000","9,200,000","9,096,000","6,802,000","6,579,000","5,776,000","4,757,000","5,020,000","5,186,000","4,989,000","3,675,000","4,157,000","4,151,000","4,514,000","3,986,000","2,844,000","3,062,000","3,146,000","2,114,000","2,379,000","0","541,000","522,000","0","0","607,000","543,000"
		GeneralAndAdministrativeExpense,"73,409,000","20,512,000","17,500,000","18,288,000","17,109,000","18,449,000","23,939,000","17,428,000","17,897,000","18,618,000","17,848,000","17,661,000","18,344,000","18,094,000","14,980,000","14,280,000","16,203,000","15,564,000","13,130,000","13,013,000","14,506,000","13,810,000","13,926,000","12,955,000","13,016,000","12,503,000","9,583,000","9,378,000","10,373,000","9,200,000","9,096,000","6,802,000","6,579,000","5,776,000","4,757,000","5,020,000","5,186,000","4,989,000","3,675,000",,,,,,,,,,,,,,,,
			OtherGandA,"73,409,000","20,512,000","17,500,000","18,288,000","17,109,000","18,449,000","23,939,000","17,428,000","17,897,000","18,618,000","17,848,000","17,661,000","18,344,000","18,094,000","14,980,000","14,280,000","16,203,000","15,564,000","13,130,000","13,013,000","14,506,000","13,810,000","13,926,000","12,955,000","13,016,000","12,503,000","9,583,000","9,378,000","10,373,000","9,200,000","9,096,000","6,802,000","6,579,000","5,776,000","4,757,000","5,020,000","5,186,000","4,989,000","3,675,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"353,046,000","92,193,000","88,107,000","88,568,000","84,178,000","82,761,000","77,351,000","75,052,000","73,516,000","73,763,000","74,196,000","69,781,000","69,606,000","68,505,000","67,520,000","62,224,000","60,706,000","60,553,000","66,230,000","71,158,000","75,415,000","70,767,000","67,197,000","67,414,000","66,108,000","68,368,000","74,126,000","80,195,000","73,592,000","17,158,000","20,243,000","17,361,000","17,944,000","16,668,000","16,994,000","20,256,000","14,382,000","18,905,000","17,602,000","13,582,000","13,708,000","12,132,000","11,637,000","11,036,000","10,626,000","11,361,000","5,927,000","4,317,000","2,955,000","2,498,000","2,436,000","2,729,000","2,688,000","2,449,000","2,376,000"
		DepreciationAndAmortizationInIncomeStatement,"353,046,000","92,193,000","88,107,000","88,568,000","84,178,000","82,761,000","77,351,000","75,052,000","73,516,000","73,763,000","74,196,000","69,781,000","69,606,000","68,505,000","67,520,000","62,224,000","60,706,000","60,553,000","66,230,000","71,158,000","75,415,000","70,767,000","67,197,000","67,414,000","66,108,000","68,368,000","74,126,000","80,195,000","73,592,000","17,158,000","20,243,000","17,361,000","17,944,000","16,668,000","16,994,000","20,256,000","14,382,000","18,905,000","17,602,000","13,582,000","13,708,000","12,132,000","11,637,000","11,036,000","10,626,000","11,361,000","5,927,000","4,317,000","2,955,000","2,498,000","2,436,000","2,729,000","2,688,000","2,449,000","2,376,000"
