name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
MarketCap,"2,379,587,631","2,804,630,107","3,234,430,365","3,259,509,313","3,279,709,595","3,517,671,500","3,420,982,267","3,271,970,950","2,793,495,224","1,440,448,570","2,141,615,401","1,575,440,465","2,262,644,864","2,255,583,742","1,014,274,675","1,557,766,148","1,812,137,166","1,725,553,022","2,388,107,660","2,387,598,269","1,070,379,298","1,087,157,868","818,644,683","898,467,180","610,116,143","783,929,174","1,121,924,009","1,147,695,618","1,507,785,769","1,040,036,816","770,500,846","647,352,349","784,742,252","747,679,570","665,340,543","610,365,033","380,272,469","236,472,826","210,656,084","113,180,576","81,092,017","90,295,712","75,741,568","126,153,169","297,751,278","164,113,747","98,743,754","93,848,983","87,636,961","152,343,465","100,260,229","106,770,633","129,433,090","122,494,010","57,182,557","62,363,640","48,310,727","82,894,930","100,571,055","84,046,984","98,583,731","95,247,850","89,168,745","136,327,624","160,366,240","195,293,865","131,055,806","71,715,272","44,188,817","38,239,196","98,720,806","64,528,195","86,024,153","120,176,318","114,033,120","109,388,016","103,153,537","20,864,340","14,900,666","13,586,830","46,167,954","92,335,936","125,799,323","88,217,479","295,619,069","146,778,316","113,774,180","430,660,997","351,915,460"
EnterpriseValue,"2,580,758,631","2,700,116,107","2,989,080,365","2,924,533,313","3,277,555,595","3,389,757,500","3,231,880,267","3,028,818,950","2,763,515,224","1,350,057,570","1,980,388,401","1,343,022,465","2,208,794,864","2,077,069,742","758,561,675","1,230,593,148","1,428,262,166","1,399,955,022","2,012,817,660","2,351,728,269","999,533,298","979,357,868","652,807,683","700,183,180","382,032,143","526,193,174","836,211,009","837,791,618","1,398,220,769","905,666,816","623,096,846","584,462,349","703,295,252","653,470,570","556,988,543","553,227,033","318,182,469","162,925,826","137,109,084","50,012,576","11,408,017","15,226,712","-7,358,432","43,053,169","205,911,278","61,532,747","-8,223,246","-30,939,017","-37,151,039","29,832,465","-21,712,771","-14,814,367","130,007,090","124,229,010","56,887,557","59,039,640","41,636,727","73,945,930","87,466,055","65,097,984","89,781,731","74,296,850","57,803,745","91,518,624","115,557,240","139,560,865","134,555,806","75,215,272","35,547,817","21,099,196","89,498,806","57,019,195","71,969,153","95,269,318","84,507,120","77,199,016","81,145,537","-4,251,660","-12,436,334","-17,592,170","3,802,954","41,085,936","74,549,323","21,357,479","223,198,069","63,695,316","83,901,180","393,085,997","314,340,460"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72",,,"0.828","0.921","1.136","1.149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.685",,,,,
PsRatio,"11.478","13.98","16.939","16.812","17.12","20.22","18.628","17.902","15.936","9.933","19.337","22.407","62.207","227.266",,,,,,,,,,,,,,,,,,,"64.112","57.915","48.843","40.638",,,,"61.548","28.779","19.188","14.506","24.16","37.097","14.736","12.076","11.609","9.992","15.224","9.447","9.561","10.165","10.409","4.88","5.601","5.627","10.126","12.566","18.007","31.604","90.415","171.953","441.137","518.985","1,525.733","811.017","551.656","334.764","287.513","720.59","457.647","597.39","806.552","760.221","734.148","54.898","10.9","7.622","6.828","154.926","311.517","424.998","634.005","1,857.009","2,442.86","268.182","1,019.542","1,005.008"
PbRatio,"19.85","6.833","6.407","6.138","16.265","12.751","9.581","8.073","13.515","5.505","7.044","4.418","15.844","10.831","3.481","4.205","4.19","4.779","5.67","28.638","8.796","7.037","3.767","3.586","2.16","2.515","3.31","3.141","9.146","5.584","3.867","5.803","5.957","5.217","4.234","5.803","3.557","1.956","1.743","1.185","0.633","0.673","0.532","0.886","1.685","0.883","0.514","0.754","0.705","1.224","0.809","0.882","1.072","1.052",,"84.964","17.926","11.859","8.754","4.598","26.709","6.862","2.642","2.97","3.494","3.578","20.842","11.405","4.846","2.179","13.645","13.15","6.901","5.6","4.349","3.818","5.703","0.982","0.635","0.324","0.861","1.547","2.107","1.132","3.416","1.517","2.655","9.007","7.36"
EnterprisesValueRevenueRatio,"12.817","50.843","53.259","62.547","72.247","84.293","78.036","69.4","65.032","36.627","43.327","34.538","73.695","94.835","77.129",,,,,,,,,,,,,,,,,,,,,,"27.668",,,,,,"-5.245","98.973","210.543","38.434","-6.225","-17.122","-19.931","15.465","-8.727","-5.986","42.765","52.417","19.898","14.502","15.724","31.915","40.834","44.833","39.464","44.757","115.147","404.95","550.273","2,584.46","5,606.492","3,418.876","1,269.565","370.161","3,891.252","2,375.8","2,481.695","1,561.792","3,129.893","2,859.223","2,386.633","-68.575","-478.321","-10.013","54.328","402.803","1,222.12","323.598","3,234.755","636.953","-1,010.858","7,416.717","314,340.46"
EnterprisesValueEBITDARatio,"-6.578","-30.264","-30.245","-28.931","-31.763","-42.087","-35.568","-57.186","-54.411","-24.216","-46.62","-25.935","-38.371","-31.835","-9.294","-15.29","-20.705","-22.43","-31.672","-54.765","-23.569","-27.827","-9.86","-19.293","-10.801","-16.257","-26.253","-28.138","-50.952","-34.548","-27.469","-25.366","-31.322","-36.478","-36.17","-33.265","-39.462","-11.548","-9.284","-5.543","-1.194","-2.271","0.914","-1.248","-20.726","-9.032","1.434","122.289","99.069","174.459","-252.474","673.38","-165.614","1.026","-16.217","-36.11","-9.997","-16.411","-27.359","-16.145","-36.159","-7.199","-2.762","-7.243","-12.505","-17.032","-95.565","-33.759","-6.343","-3.983","-15.221","-7.463","-7.952","-19.761","-33.952","-31.574","-24.702","1.872","0.669","8.044","-0.531","-6.636","-7.627","-2.48","-24.083","-5.796","2.006","-75.217","-5.663"
