name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalAssets,"5,848,900,000","5,549,300,000","5,554,500,000","5,599,300,000","5,688,400,000","6,333,600,000","6,957,500,000","7,279,852,000","7,109,989,000","6,538,529,000","6,392,812,000","6,531,632,000","6,226,228,000","6,348,037,000","6,508,662,000","6,590,821,000","6,182,370,000","4,565,278,000","3,449,557,000","3,424,372,000","3,140,133,000","3,092,140,000","3,113,859,000","3,334,893,000","2,966,847,000","2,966,232,000","1,545,912,000","1,575,339,000","1,390,505,000","1,386,967,000","1,433,896,000","1,499,192,000","1,431,547,000","1,348,743,000","1,338,696,000","1,405,363,000","1,292,041,000","1,287,028,000","1,216,982,000","1,222,087,000","1,252,190,000","1,151,505,000","1,156,964,000","1,222,069,000","1,089,991,000","1,040,565,000","1,042,189,000","1,061,691,000","1,003,717,000","967,230,000","1,040,786,000","1,057,669,000","1,004,208,000","953,672,000","1,067,816,000","1,038,580,000","925,982,000","934,150,000","1,006,660,000","1,043,786,000","836,431,000","848,222,000","839,890,000","809,481,000","758,235,000","634,506,000","384,437,000","402,043,000","362,100,000","351,150,000","301,498,000","292,392,000"
	CurrentAssets,"2,911,400,000","2,609,900,000","2,668,700,000","2,679,500,000","2,778,100,000","3,487,700,000","2,976,800,000","3,265,635,000","3,031,983,000","2,253,775,000","2,514,247,000","2,592,714,000","2,233,688,000","2,301,080,000","2,400,867,000","2,608,417,000","2,094,715,000","2,739,041,000","1,603,839,000","1,566,934,000","1,314,676,000","1,301,529,000","1,302,190,000","1,502,618,000","1,184,066,000","1,169,767,000","866,629,000","893,410,000","720,706,000","698,994,000","798,338,000","865,002,000","805,803,000","719,921,000","705,083,000","772,101,000","655,852,000","646,286,000","630,775,000","667,549,000","741,069,000","641,820,000","678,865,000","740,788,000","633,264,000","581,242,000","577,544,000","604,210,000","544,289,000","509,629,000","577,169,000","586,561,000","532,946,000","476,930,000","582,870,000","547,183,000","423,985,000","423,464,000","487,585,000","517,685,000","418,517,000","427,349,000","425,645,000","422,762,000","385,630,000","361,105,000","230,213,000","249,607,000","215,345,000","206,212,000","180,594,000","171,579,000"
		CashCashEquivalentsAndShortTermInvestments,"52,400,000","225,800,000","260,000,000","188,900,000","619,300,000","461,400,000","624,600,000","1,018,376,000","781,172,000","43,749,000","72,287,000","27,729,000","645,000","18,423,000","129,927,000","27,551,000","16,000,000","63,827,000","138,250,000","33,055,000","10,012,000","73,271,000","31,386,000","36,536,000","14,841,000","32,210,000","45,661,000","17,594,000","22,956,000","23,337,000","54,472,000","26,405,000","34,041,000","56,399,000","47,027,000","26,375,000","16,728,000","34,025,000","40,205,000","31,243,000","171,129,000","155,171,000","143,027,000","107,982,000","178,422,000","175,674,000","117,136,000","82,077,000","89,869,000","110,231,000","82,742,000","83,037,000","98,106,000","22,059,000","26,038,000","11,503,000","10,574,000","7,321,000","6,469,000","7,232,000","43,315,000","42,576,000","1,847,000","1,129,000",,"7,262,000",,"5,860,000","8,522,000","4,900,000",,"473,000"
			CashAndCashEquivalents,"52,400,000","225,800,000","260,000,000","188,900,000","619,300,000","461,400,000","624,600,000","1,018,376,000","781,172,000","43,749,000","72,287,000","27,729,000","645,000","18,423,000","129,927,000","27,551,000","16,000,000","63,827,000","138,250,000","33,055,000","10,012,000","73,271,000","31,386,000","36,536,000","14,841,000","32,210,000","45,661,000","17,594,000","22,956,000","23,337,000","54,472,000","26,405,000","34,041,000","56,399,000","47,027,000","26,375,000","16,728,000","34,025,000","40,205,000","31,243,000","171,129,000","155,171,000","143,027,000","107,982,000","178,422,000","175,674,000","117,136,000","82,077,000","89,869,000","110,231,000","82,742,000","83,037,000","98,106,000","22,059,000","26,038,000","11,503,000","10,574,000","7,321,000","6,469,000","7,232,000","43,315,000","42,576,000","1,847,000","1,129,000",,"7,262,000",,"5,860,000","8,522,000","4,900,000",,"473,000"
		Receivables,"1,008,500,000","855,200,000","978,300,000","965,100,000","759,500,000","746,400,000","1,029,300,000","993,757,000","907,539,000","861,087,000","1,108,134,000","1,079,091,000","869,760,000","881,749,000","1,090,533,000","1,077,888,000","832,823,000","552,703,000","704,527,000","670,977,000","506,386,000","489,898,000","626,965,000","640,101,000","490,850,000","489,172,000","399,732,000","389,499,000","248,154,000","269,383,000","360,802,000","352,554,000","230,379,000","243,752,000","332,048,000","313,698,000","227,810,000","231,500,000","303,770,000","279,304,000","210,594,000","221,665,000","280,322,000","296,208,000","177,825,000","184,546,000","241,341,000","234,789,000","162,080,000","158,868,000","227,379,000","226,741,000","166,939,000","196,773,000","283,652,000","276,857,000","173,039,000","189,186,000","267,563,000","263,688,000","152,318,000","167,338,000","210,676,000","189,791,000","160,807,000","155,414,000","123,345,000","122,412,000","91,117,000","93,194,000","93,824,000","88,105,000"
			AccountsReceivable,"1,008,500,000","855,200,000","978,300,000","965,100,000","759,500,000","746,400,000","1,029,300,000","993,757,000","907,539,000","861,087,000","1,108,134,000","1,079,091,000","869,760,000","881,749,000","1,090,533,000","1,077,888,000","832,823,000","552,703,000","704,527,000","670,977,000","506,386,000","489,898,000","626,965,000","640,101,000","490,850,000","489,172,000","399,732,000","389,499,000","248,154,000","269,383,000","360,802,000","352,554,000","230,379,000","243,752,000","329,673,000","313,698,000","227,810,000","231,500,000","291,456,000","279,304,000","210,594,000","221,665,000","280,322,000","296,208,000","177,825,000","184,546,000","241,341,000","234,789,000","162,080,000","158,868,000","227,379,000","226,741,000","166,939,000","196,773,000","283,652,000","276,857,000","173,039,000","189,186,000","267,563,000","263,688,000","152,318,000","167,338,000","210,676,000","189,791,000","160,807,000","155,414,000","123,345,000","122,412,000","91,117,000","93,194,000","93,824,000","88,105,000"
				GrossAccountsReceivable,"1,024,000,000","871,300,000","994,600,000","984,800,000","780,500,000","767,000,000","1,048,500,000","1,014,701,000","923,542,000","876,287,000","1,121,229,000","1,103,823,000","892,818,000","903,102,000","1,108,117,000","1,091,851,000","849,316,000","566,173,000","716,356,000","684,230,000","523,526,000","506,609,000","641,777,000","652,123,000","500,246,000","498,043,000","406,030,000","397,851,000","257,083,000","277,521,000","369,312,000","361,012,000","240,286,000","252,761,000","339,505,000","324,687,000","241,038,000","244,619,000","304,920,000","293,864,000","226,409,000","236,609,000","294,138,000","309,970,000","191,194,000","197,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-15,500,000","-16,100,000","-16,300,000","-19,700,000","-21,000,000","-20,600,000","-19,200,000","-20,944,000","-16,003,000","-15,200,000","-13,095,000","-24,732,000","-23,058,000","-21,353,000","-17,584,000","-13,963,000","-16,493,000","-13,470,000","-11,829,000","-13,253,000","-17,140,000","-16,711,000","-14,812,000","-12,022,000","-9,396,000","-8,871,000","-6,298,000","-8,352,000","-8,929,000","-8,138,000","-8,510,000","-8,458,000","-9,907,000","-9,009,000","-9,832,000","-10,989,000","-13,228,000","-13,119,000","-13,464,000","-14,560,000","-15,815,000","-14,944,000","-13,816,000","-13,762,000","-13,369,000","-12,530,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,375,000",,,,"12,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,462,100,000","1,161,700,000","1,084,500,000","1,170,700,000","1,087,100,000","952,900,000","944,600,000","951,538,000","1,037,905,000","1,037,827,000","1,018,183,000","1,124,063,000","1,031,183,000","1,025,310,000","936,047,000","1,165,389,000","1,005,577,000","603,793,000","551,924,000","641,425,000","580,889,000","528,709,000","480,736,000","620,908,000","513,750,000","466,063,000","320,999,000","386,812,000","361,317,000","314,670,000","301,626,000","399,619,000","421,756,000","308,660,000","251,370,000","335,438,000","322,939,000","270,363,000","222,740,000","284,412,000","262,767,000","193,020,000","202,474,000","269,469,000","209,569,000","155,190,000","158,774,000","223,458,000","220,163,000","173,236,000","195,011,000","216,341,000","207,042,000","188,462,000","209,255,000","203,101,000","194,551,000","173,020,000","165,848,000","192,735,000","178,804,000","165,036,000","164,285,000","181,484,000","178,494,000","152,376,000","82,423,000","99,852,000","95,980,000","82,750,000","68,573,000","67,544,000"
