name,ttm,03/31/2022,12/31/2021
MarketCap,"501,882,389","641,728,960","604,483,550"
EnterpriseValue,"403,371,389","658,886,960","718,782,550"
PsRatio,"9.829","7.353","12.334"
PbRatio,"1.122","1.783",
EnterprisesValueRevenueRatio,"7.901","78.169","44.829"
EnterprisesValueEBITDARatio,"-1.363","-7.573","-11.082"
