name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"282,057,000","79,285,000","69,924,000","67,062,000","65,786,000","81,304,000","98,511,000","98,253,000","97,313,000","89,557,000","81,573,000","69,858,000","57,822,000","47,945,000","43,436,000","48,880,000","49,252,000","51,749,000","60,297,000","68,297,000","83,426,000","90,751,000","76,991,000","63,857,000","57,451,000","60,086,000","63,080,000","75,125,000","66,974,000","47,261,000","49,581,000","48,245,000","35,814,000","34,427,000","34,365,000","36,795,000","37,522,000","31,354,000","27,513,000","26,949,000","25,992,000","28,028,000"
	OperatingRevenue,"282,057,000","79,285,000","69,924,000","67,062,000","65,786,000","81,304,000","98,511,000","98,253,000","97,313,000","89,557,000","81,573,000","69,858,000","57,822,000","47,945,000","43,436,000","48,880,000","49,252,000","51,749,000","60,297,000","68,297,000","83,426,000","90,751,000","76,991,000","63,857,000","57,451,000","60,086,000","63,080,000","75,125,000","66,974,000","47,261,000","49,581,000","48,245,000","35,814,000","34,427,000","34,365,000","36,795,000","37,522,000","31,354,000","27,513,000","26,949,000","25,992,000","28,028,000"
CostOfRevenue,"147,927,000","41,894,000","36,941,000","34,204,000","34,888,000","50,413,000","67,934,000","71,492,000","67,884,000","59,258,000","52,602,000","40,550,000","31,601,000","26,139,000","22,322,000","28,916,000","29,344,000","31,651,000","41,086,000","48,900,000","62,781,000","69,773,000","57,251,000","45,464,000","39,478,000","42,715,000","47,261,000","58,637,000","51,873,000","34,559,000","36,896,000","36,362,000","24,602,000","23,304,000","22,849,000","26,064,000","27,150,000","21,899,000","16,413,000","17,544,000","15,654,000","18,039,000"
GrossProfit,"134,130,000","37,391,000","32,983,000","32,858,000","30,898,000","30,891,000","30,577,000","26,761,000","29,429,000","30,299,000","28,971,000","29,308,000","26,221,000","21,806,000","21,114,000","19,964,000","19,908,000","20,098,000","19,211,000","19,397,000","20,645,000","20,978,000","19,740,000","18,393,000","17,973,000","17,371,000","15,819,000","16,488,000","15,101,000","12,702,000","12,685,000","11,883,000","11,212,000","11,123,000","11,516,000","10,731,000","10,372,000","9,455,000","11,100,000","9,405,000","10,338,000","9,989,000"
OperatingExpense,"85,620,000","24,148,000","20,038,000","19,996,000","21,438,000","22,221,000","21,438,000","16,891,000","16,794,000","18,596,000","19,002,000","18,536,000","16,429,000","13,305,000","14,599,000","12,563,000","11,943,000","12,239,000","11,976,000","11,337,000","11,982,000","12,461,000","12,380,000","11,041,000","10,826,000","10,633,000","8,262,000","8,190,000","7,862,000","7,236,000","6,919,000","6,308,000","6,038,000","6,015,000","5,511,000","5,571,000","6,877,000","3,876,000","4,152,000","3,622,000","4,186,000","4,181,000"
	SellingGeneralAndAdministration,"15,297,000","4,708,000","3,653,000","3,449,000","3,487,000","4,021,000","3,523,000","2,601,000","2,988,000","3,793,000","3,063,000","2,977,000","2,951,000","3,401,000","3,339,000","2,367,000","2,764,000","2,961,000","2,673,000","2,098,000","2,678,000","2,986,000","2,688,000","2,156,000","2,224,000","2,484,000","2,100,000","1,873,000","2,096,000","2,328,000","1,943,000","1,741,000","1,981,000","2,046,000","1,725,000","1,638,000","2,857,000","717,000","540,000","904,000","954,000","834,000"
		GeneralAndAdministrativeExpense,"15,297,000","4,708,000","3,653,000","3,449,000","3,487,000","4,021,000","3,523,000","2,601,000","2,988,000","3,793,000","3,063,000","2,977,000","2,951,000","3,401,000","3,339,000","2,367,000","2,764,000","2,961,000","2,673,000","2,098,000","2,678,000","2,986,000","2,688,000","2,156,000","2,224,000","2,484,000","2,100,000","1,873,000","2,096,000","2,328,000","1,943,000","1,741,000","1,981,000","2,046,000","1,725,000","1,638,000","2,857,000","717,000","540,000","904,000","954,000","834,000"
			OtherGandA,"15,297,000","4,708,000","3,653,000","3,449,000","3,487,000","4,021,000","3,523,000","2,601,000","2,988,000","3,793,000","3,063,000","2,977,000","2,951,000","3,401,000","3,339,000","2,367,000","2,764,000","2,961,000","2,673,000","2,098,000","2,678,000","2,986,000","2,688,000","2,156,000","2,224,000","2,484,000","2,100,000","1,873,000","2,096,000","2,328,000","1,943,000","1,741,000","1,981,000","2,046,000","1,725,000","1,638,000","2,857,000","717,000","540,000","904,000","954,000","834,000"
	DepreciationAmortizationDepletionIncomeStatement,"70,455,000","18,835,000","16,893,000","17,164,000","17,563,000","18,255,000","17,886,000","14,323,000","13,923,000","14,426,000","15,939,000","15,559,000","13,478,000","9,904,000","11,260,000","10,196,000","9,179,000","9,278,000","9,303,000","9,239,000","9,304,000","9,475,000","9,692,000","8,885,000","8,602,000","8,149,000","6,162,000","6,317,000","5,766,000","4,908,000","4,976,000","4,567,000","4,057,000","3,969,000","3,786,000","3,933,000","4,020,000","3,159,000","3,612,000","2,718,000","3,232,000","3,347,000"
		DepreciationAndAmortizationInIncomeStatement,"70,455,000","18,835,000","16,893,000","17,164,000","17,563,000","18,255,000","17,886,000","14,323,000","13,923,000","14,426,000","15,939,000","15,559,000","13,478,000","9,904,000","11,260,000","10,196,000","9,179,000","9,278,000","9,303,000","9,239,000","9,304,000","9,475,000","9,692,000","8,885,000","8,602,000","8,149,000","6,162,000","6,317,000","5,766,000","4,908,000","4,976,000","4,567,000","4,057,000","3,969,000","3,786,000","3,933,000","4,020,000","3,159,000","3,612,000","2,718,000","3,232,000","3,347,000"
