name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013
TotalRevenue,"778,033,000","205,679,000","203,297,000","179,954,000","189,103,000","184,202,000","188,169,000","179,351,000","176,039,000","190,011,000","201,200,000","157,118,000","86,623,000","87,052,000","75,777,000","70,495,000","71,067,000","69,904,000","60,436,000","56,789,000","56,879,000","55,421,000","46,814,000","43,358,000","44,185,000","44,013,000","35,886,000","30,556,000","30,494,000","29,850,000","24,871,000","21,862,000","20,891,000","20,231,000","17,161,000","15,248,000","14,982,000","14,624,000"
	OperatingRevenue,"778,033,000","205,679,000","203,297,000","179,954,000","189,103,000","184,202,000","188,169,000","179,351,000","176,039,000","190,011,000","201,200,000","157,118,000","86,623,000","87,052,000","75,777,000","70,495,000","71,067,000","69,904,000","60,436,000","56,789,000","56,879,000","55,421,000","46,814,000","43,358,000","44,185,000","44,013,000","36,350,000","30,397,000","30,406,000","29,633,000","24,703,000","21,599,000","20,715,000","20,113,000","16,898,000","15,165,000","14,871,000","14,527,000"
CostOfRevenue,"346,270,000","94,506,000","97,998,000","76,634,000","77,132,000","81,086,000","87,251,000","74,793,000","74,255,000","81,937,000","87,519,000","61,083,000","28,183,000","29,299,000","31,332,000","24,678,000","24,492,000","25,548,000","28,790,000","23,062,000","21,077,000","21,680,000","22,585,000","17,467,000","15,631,000","16,332,000","17,455,000","12,880,000","11,909,000","11,944,000","12,358,000","9,630,000","9,122,000","8,772,000","8,739,000","6,870,000","6,639,000","6,965,000"
GrossProfit,"431,763,000","111,173,000","105,299,000","103,320,000","111,971,000","103,116,000","100,918,000","104,558,000","101,784,000","108,074,000","113,681,000","96,035,000","58,440,000","57,753,000","44,445,000","45,817,000","46,575,000","44,356,000","31,646,000","33,727,000","35,802,000","33,741,000","24,229,000","25,891,000","28,554,000","27,681,000","18,431,000","17,676,000","18,585,000","17,906,000","12,513,000","12,232,000","11,769,000","11,459,000","8,422,000","8,378,000","8,343,000","7,659,000"
OperatingExpense,"402,251,000","109,168,000","106,166,000","90,442,000","96,475,000","90,056,000","87,843,000","84,863,000","82,391,000","80,233,000","87,487,000","68,438,000","30,792,000","30,075,000","27,864,000","26,831,000","25,012,000","23,816,000","23,212,000","20,165,000","19,307,000","17,814,000","18,048,000","16,849,000","15,815,000","14,431,000","14,072,000","11,372,000","11,087,000","9,924,000","10,493,000","7,938,000","6,698,000","5,971,000","6,833,000","4,982,000","4,730,000","4,733,000"
	SellingGeneralAndAdministration,"148,498,000","40,287,000","37,193,000","32,730,000","38,288,000","34,773,000","36,365,000","34,979,000","32,660,000","30,453,000","37,304,000","31,876,000","17,653,000","17,679,000","16,371,000","16,663,000","15,136,000","14,367,000","14,189,000","12,144,000","11,428,000","10,489,000","10,417,000","9,557,000","9,740,000","8,757,000","8,200,000","6,544,000","6,680,000","5,991,000","6,881,000","4,718,000","3,987,000","3,376,000","4,412,000","2,770,000","2,662,000","2,655,000"
		GeneralAndAdministrativeExpense,"87,419,000","23,727,000","20,876,000","20,004,000","22,812,000","20,687,000","22,903,000","22,099,000","20,493,000","18,998,000","23,368,000","19,222,000","9,262,000","8,709,000","8,478,000","9,161,000","7,893,000","7,507,000","6,757,000","6,252,000","6,234,000","5,868,000","4,861,000","5,166,000","5,550,000","4,574,000","3,535,000","3,477,000","3,943,000","3,158,000","3,091,000","2,443,000","1,666,000","1,143,000","1,268,000","894,000","825,000","910,000"
			OtherGandA,"87,419,000","23,727,000","20,876,000","20,004,000","22,812,000","20,687,000","22,903,000","22,099,000","20,493,000","18,998,000","23,368,000","19,222,000","9,262,000","8,709,000","8,478,000","9,161,000","7,893,000","7,507,000","6,757,000","6,252,000","6,234,000","5,868,000","4,861,000","5,166,000","5,550,000","4,574,000","3,535,000","3,477,000","3,943,000","3,158,000","3,091,000","2,443,000","1,666,000","1,143,000","1,268,000","894,000","825,000","910,000"
		SellingAndMarketingExpense,"61,079,000","16,560,000","16,317,000","12,726,000","15,476,000","14,086,000","13,462,000","12,880,000","12,167,000","11,455,000","13,936,000","12,654,000","8,391,000","8,970,000","7,893,000","7,502,000","7,243,000","6,860,000","7,432,000","5,892,000","5,194,000","4,621,000","5,556,000","4,391,000","4,190,000","4,183,000","4,665,000","3,067,000","2,737,000","2,833,000","3,790,000","2,275,000","2,321,000","2,233,000","3,144,000","1,876,000","1,837,000","1,745,000"
	ResearchAndDevelopment,"167,078,000","45,183,000","45,927,000","38,070,000","37,898,000","35,469,000","32,319,000","30,758,000","30,654,000","31,078,000","31,515,000","23,511,000","11,645,000","10,905,000","10,002,000","8,678,000","8,398,000","7,979,000","7,480,000","6,866,000","6,797,000","6,242,000","6,548,000","6,209,000","4,993,000","4,625,000","4,891,000","4,419,000","3,998,000","3,524,000","3,202,000","2,811,000","2,302,000","2,186,000","2,011,000","1,803,000","1,659,000","1,669,000"
	DepreciationAmortizationDepletionIncomeStatement,"86,675,000","23,698,000","23,046,000","19,642,000","20,289,000","19,814,000","19,159,000","19,126,000","19,077,000","18,702,000","18,668,000","13,051,000","1,494,000","1,491,000","1,491,000","1,490,000","1,478,000","1,470,000","1,543,000","1,155,000","1,082,000","1,083,000","1,083,000","1,083,000","1,082,000","1,049,000","981,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000"
		DepreciationAndAmortizationInIncomeStatement,"86,675,000","23,698,000","23,046,000","19,642,000","20,289,000","19,814,000","19,159,000","19,126,000","19,077,000","18,702,000","18,668,000","13,051,000","1,494,000","1,491,000","1,491,000","1,490,000","1,478,000","1,470,000","1,543,000","1,155,000","1,082,000","1,083,000","1,083,000","1,083,000","1,082,000","1,049,000","981,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000"
			Amortization,"86,675,000","23,698,000","23,046,000","19,642,000","20,289,000","19,814,000","19,159,000","19,126,000","19,077,000","18,702,000","18,668,000","13,051,000","1,494,000","1,491,000","1,491,000","1,490,000","1,478,000","1,470,000","1,543,000","1,155,000","1,082,000","1,083,000","1,083,000","1,083,000","1,082,000","1,049,000","981,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000"
				AmortizationOfIntangiblesIncomeStatement,"86,675,000","23,698,000","23,046,000","19,642,000","20,289,000","19,814,000","19,159,000","19,126,000","19,077,000","18,702,000","18,668,000","13,051,000","1,494,000","1,491,000","1,491,000","1,490,000","1,478,000","1,470,000","1,543,000","1,155,000","1,082,000","1,083,000","1,083,000","1,083,000","1,082,000","1,049,000","981,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000","410,000","409,000","409,000","409,000"
OperatingIncome,"29,512,000","2,005,000","-867,000","12,878,000","15,496,000","13,060,000","13,075,000","19,695,000","19,393,000","27,841,000","26,194,000","27,597,000","27,648,000","27,678,000","16,581,000","18,986,000","21,563,000","20,540,000","8,434,000","13,562,000","16,495,000","15,927,000","6,181,000","9,042,000","12,739,000","13,250,000","4,359,000","6,304,000","7,498,000","7,982,000","2,020,000","4,294,000","5,071,000","5,488,000","1,589,000","3,396,000","3,613,000","2,926,000"
NetNonOperatingInterestIncomeExpense,"-39,199,000","-10,409,000","-10,666,000","-11,403,000","-6,721,000","-6,281,000","-6,576,000","-6,778,000","-8,819,000","-11,663,000","-13,785,000","-8,179,000","1,817,000",,,,,,,,,,,,,,,,,,"0",,"0","0",,,"-10,000","-10,000"
	InterestIncomeNonOperating,"1,145,000","52,000","82,000","478,000","533,000","408,000","195,000","174,000","76,000","600,000","632,000","2,046,000","1,817,000",,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"40,344,000","10,461,000","10,748,000","11,881,000","7,254,000","6,689,000","6,771,000","6,952,000","8,895,000","12,263,000","14,417,000","10,225,000",,,,,,,,,,,,,,,,,,,"0",,"0","0",,,"10,000","10,000"
OtherIncomeExpense,"-69,039,000","-9,647,000","-32,232,000","-10,600,000","-16,560,000","-12,845,000","-7,841,000","-8,788,000","-11,265,000","-14,134,000","-13,016,000","-50,670,000","-5,729,000","23,600,000","-221,000","-1,555,000","-75,000","-1,000","-1,706,000","-395,000","-38,000","-90,000","-158,000","-256,000","-37,000","-641,000","-63,000","121,000","-542,000","-105,000","-98,000","-145,000","-39,000","-827,000","-5,845,000","-138,000","-30,000","-73,000"
	GainOnSaleOfSecurity,"27,760,000",,"15,000",,,,,,,,"190,000","285,000","3,774,000",,,,,,,,,,,,,,,,,,"0",,,"-735,000","-5,868,000","-109,000",,
