name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"7,592,000,000","1,714,000,000","2,499,000,000","1,843,000,000","1,536,000,000","1,461,000,000","1,466,000,000","1,379,000,000","1,385,000,000","1,537,000,000","1,452,000,000","1,425,000,000","1,422,000,000","1,340,000,000","1,330,000,000","1,278,000,000","1,267,000,000","1,038,000,000","937,000,000","1,034,000,000","1,094,000,000","1,106,000,000","1,190,000,000","1,073,000,000","1,009,000,000","996,000,000","1,080,000,000","1,199,000,000","1,381,000,000","1,436,000,000","1,417,000,000","1,657,000,000","1,659,000,000","1,633,000,000","1,724,000,000","1,780,000,000","1,950,000,000","1,829,000,000","1,828,000,000","1,949,000,000","2,029,000,000","1,964,000,000","2,046,000,000","2,364,000,000","2,416,000,000","2,277,000,000","2,342,000,000","2,432,000,000","2,671,000,000","2,631,000,000","2,964,000,000","2,840,000,000","3,101,000,000","3,200,000,000","3,386,000,000","3,018,000,000","2,658,000,000","2,519,000,000","2,460,000,000","2,142,000,000","2,114,000,000","2,253,000,000","2,462,000,000","2,470,000,000","2,420,000,000","2,281,000,000","2,730,000,000","2,492,000,000","2,492,000,000","2,492,000,000","2,990,000,000","2,990,000,000","2,990,000,000","2,990,000,000"
	OperatingRevenue,"7,592,000,000","1,714,000,000","2,499,000,000","1,843,000,000","1,536,000,000","1,461,000,000","1,466,000,000","1,379,000,000","1,385,000,000","1,537,000,000","1,452,000,000","1,425,000,000","1,422,000,000","1,340,000,000","1,330,000,000","1,278,000,000","1,267,000,000","1,038,000,000","937,000,000","1,034,000,000","1,094,000,000","1,106,000,000","1,190,000,000","1,073,000,000","1,009,000,000","996,000,000","1,080,000,000","1,199,000,000","1,381,000,000","1,436,000,000","1,417,000,000","1,657,000,000","1,659,000,000","1,633,000,000","1,724,000,000","1,780,000,000","1,950,000,000","1,829,000,000","1,828,000,000","1,949,000,000","2,029,000,000","1,964,000,000","2,046,000,000","2,364,000,000","2,416,000,000","2,277,000,000","2,304,000,000","2,432,000,000","2,610,000,000","2,616,000,000","2,965,000,000","2,841,000,000","3,075,000,000","3,179,000,000","3,332,000,000","3,005,000,000","2,658,000,000","2,498,000,000","2,357,000,000","2,142,000,000","2,114,000,000","2,253,000,000","2,455,000,000","2,470,000,000","2,420,000,000","2,281,000,000","2,730,000,000","2,492,000,000","2,492,000,000","2,492,000,000","2,990,000,000","2,990,000,000","2,990,000,000","2,990,000,000"
CostOfRevenue,"6,758,000,000","1,518,000,000","2,261,000,000","1,650,000,000","1,329,000,000","1,293,000,000","1,300,000,000","1,207,000,000","1,243,000,000","1,351,000,000","1,281,000,000","1,256,000,000","1,262,000,000","1,187,000,000","1,207,000,000","1,156,000,000","1,137,000,000","957,000,000","872,000,000","947,000,000","986,000,000","1,024,000,000","1,184,000,000","1,109,000,000","935,000,000","928,000,000","986,000,000","1,112,000,000","1,307,000,000","1,366,000,000","1,579,000,000","1,627,000,000","1,631,000,000","1,594,000,000","1,640,000,000","1,579,000,000","1,810,000,000","1,673,000,000","1,768,000,000","1,767,000,000","1,879,000,000","1,838,000,000","1,910,000,000","2,188,000,000","2,231,000,000","2,134,000,000","2,137,000,000","2,238,000,000","2,415,000,000","2,483,000,000","2,781,000,000","2,648,000,000","2,910,000,000","3,009,000,000","3,174,000,000","2,819,000,000","2,518,000,000","2,309,000,000","2,172,000,000","2,043,000,000","2,057,000,000","2,160,000,000","2,353,000,000","2,312,000,000","2,425,000,000","2,195,000,000",,,,,,,,
GrossProfit,"834,000,000","196,000,000","238,000,000","193,000,000","207,000,000","168,000,000","166,000,000","172,000,000","142,000,000","186,000,000","171,000,000","169,000,000","160,000,000","153,000,000","123,000,000","122,000,000","130,000,000","81,000,000","65,000,000","87,000,000","108,000,000","82,000,000","6,000,000","-36,000,000","74,000,000","68,000,000","94,000,000","87,000,000","74,000,000","70,000,000","-162,000,000","30,000,000","28,000,000","39,000,000","84,000,000","201,000,000","140,000,000","156,000,000","60,000,000","182,000,000","150,000,000","126,000,000","136,000,000","176,000,000","185,000,000","143,000,000","205,000,000","194,000,000","256,000,000","148,000,000","183,000,000","192,000,000","191,000,000","191,000,000","212,000,000","199,000,000","140,000,000","210,000,000","288,000,000","99,000,000","57,000,000","93,000,000","109,000,000","158,000,000","-5,000,000","86,000,000",,,,,,,,
OperatingExpense,"411,000,000","107,000,000","110,000,000","91,000,000","103,000,000","89,000,000","76,000,000","89,000,000","73,000,000","97,000,000","100,000,000","75,000,000","88,000,000","78,000,000","53,000,000","37,000,000","41,000,000","35,000,000","40,000,000","37,000,000","38,000,000","32,000,000","32,000,000","43,000,000","34,000,000","34,000,000","36,000,000","38,000,000","42,000,000","39,000,000","61,000,000","58,000,000","60,000,000","60,000,000","68,000,000","66,000,000","63,000,000","52,000,000","59,000,000","56,000,000","52,000,000","55,000,000","48,000,000","61,000,000","58,000,000","43,000,000","52,000,000","53,000,000","55,000,000","49,000,000","59,000,000","55,000,000","54,000,000","47,000,000","59,000,000","55,000,000","50,000,000","56,000,000","206,000,000","-3,000,000","-8,000,000","31,000,000","-12,000,000","63,000,000","34,000,000","17,000,000",,,,,,,,
	SellingGeneralAndAdministration,"411,000,000","107,000,000","110,000,000","91,000,000","103,000,000","89,000,000","76,000,000","89,000,000","73,000,000","97,000,000","100,000,000","75,000,000","88,000,000","78,000,000","53,000,000","37,000,000","41,000,000","35,000,000","40,000,000","37,000,000","38,000,000","32,000,000","32,000,000","43,000,000","34,000,000","34,000,000","36,000,000","38,000,000","42,000,000","39,000,000","61,000,000","58,000,000","60,000,000","60,000,000","68,000,000","66,000,000","63,000,000","52,000,000","59,000,000","56,000,000","52,000,000","55,000,000","51,000,000","61,000,000","58,000,000","44,000,000","55,000,000","53,000,000","55,000,000","49,000,000","60,000,000","54,000,000","54,000,000","49,000,000","60,000,000","55,000,000","52,000,000","56,000,000","135,000,000","32,000,000","30,000,000","29,000,000","35,000,000","32,000,000","24,000,000","17,000,000",,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"53,000,000","37,000,000","41,000,000","35,000,000","40,000,000","37,000,000","38,000,000","32,000,000","32,000,000","43,000,000","34,000,000","34,000,000","36,000,000","38,000,000","42,000,000","39,000,000","61,000,000","58,000,000","60,000,000","60,000,000","68,000,000","66,000,000","63,000,000","52,000,000",,,,,,,,,,,,,,,"57,000,000",,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,"53,000,000","37,000,000","41,000,000","35,000,000","40,000,000","37,000,000","38,000,000","32,000,000","32,000,000","43,000,000","34,000,000","34,000,000","36,000,000","38,000,000","42,000,000","39,000,000","61,000,000","58,000,000","60,000,000","60,000,000","68,000,000","66,000,000","63,000,000","52,000,000",,,,,,,,,,,,,,,"54,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000",,,,,"-1,000,000","1,000,000",,"-2,000,000","-1,000,000",,"-2,000,000",,,"-35,000,000","-38,000,000","2,000,000","-47,000,000","31,000,000","10,000,000",,,,,,,,,
