name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"-74,143,324","9,125,000","-44,522,375","-21,734,485","-17,011,463","-13,318,001","-448,426","8,089,588","-428,534","-3,817,544","2,000,452","3,520,879","2,306,369","-6,793,712","-2,641,556","-3,232,329","-1,496,822","-4,275,713","-5,186,265","-496,130","-1,874,463","-861,267","-23,034","433,509","-1,886,650","-887,237","-1,700,530","244,654","-100,519","801,240","-649,141","-3,073,780","-4,094,317","-3,646,906","-3,407,783","-3,821,088","-2,904,513","-1,390,872","-1,522,461","-1,021,702","-1,956,014","-1,254,494","-607,942","-596,688","-550,291","-623,657","-780,050","-58,738","-2,560","-4,248","-4,189","-4,063"
	CashFlowFromContinuingOperatingActivities,"-74,143,324","9,125,000","-44,522,375","-21,734,485","-17,011,463","-13,318,001","-321,163","8,089,588","-428,534","-3,817,544","2,000,452","3,520,879","2,306,369","-6,793,712","-2,641,556","-3,232,329","-1,496,822","-4,275,713","-5,186,265","-496,130","-1,866,463","-869,267","-23,034","433,509","-1,886,650","-887,237","-1,700,530","244,654","-100,519","801,240","-649,141","-3,073,780","-4,094,317","-3,646,906","-3,407,783","-3,821,088","-2,904,513","-1,390,872","-1,522,461","-1,021,702","-1,956,014","-1,254,494","-607,942","-596,688","-550,291","-623,657","-780,050","-58,738","-2,560","-4,248","-4,189","-4,063"
		NetIncomeFromContinuingOperations,"10,031,273","6,679,000","-3,354,286","2,745,791","3,960,344","585,424","1,665,861","4,753,603","1,558,334","546,051","-1,173,082","961,043","-1,473,295","11,656,594","-849,772","-4,131,714","-3,348,658","-2,876,504","-5,207,812","-1,622,244","470,773","-1,881,300","-419,542","183,256","-1,544,120","-1,287,209","-1,486,329","-702,091","-594,583","212,706","-459,632","-5,581,748","-5,036,886","-3,026,284","-5,852,484","-2,423,200","-2,717,905","-1,439,994","-1,177,930","-1,319,112","-1,844,225","-916,419","-1,181,844","-1,097,027","1,972,039","-726,284","-3,874,569","-4,038","-2,860","-1,548","-3,749","-4,803"
		OperatingGainsLosses,,"85,000","956,611",,,,"61,557","-407,593","-121,303","144,403","-410,116","1,888","220,404","-12,273,213",,,,,,,,,,,,,,,,,"0","12,646","1,615","3,722","348,677","-1,172","0","0","0","0","0","-48,449","49,253",,"21,804","11,972","75,518",,,,,
			GainLossOnSaleOfBusiness,,,,,"0","0","61,557","-407,593","-121,303","144,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"964,846","85,000","956,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,"-121,303","144,403","-410,116","1,888","220,404","-12,273,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,353,221","386,000","192,656","516,999","257,698","295,868","431,965","405,468","466,860","434,536","131,764","543,353","110,953","107,343","37,542","14,972","11,695","7,953","6,133","5,618","4,440","4,234","4,605","4,978","3,974","3,394","6,522","8,670","8,733","9,118","7,112","11,019","12,298","13,821","13,091","15,068","14,133","13,274","12,628","-187,976","19,882","195,243","4,456","12,093","3,737","1,877","1,683",,,,,
			DepreciationAndAmortization,"1,353,221","386,000","192,656","516,999","257,698","295,868","431,965","405,468","466,860","434,536","131,764","543,353","110,953","107,343","37,542","14,972","11,695","7,953","6,133","5,618","4,440","4,234","4,605","4,978","3,974","3,394","6,522","8,670","8,733","9,118","7,112","11,019","12,298","13,821","13,091","15,068","14,133","13,274","12,628","-187,976","19,882","195,243","4,456","12,093","3,737","1,877","1,683",,,,,
				Depreciation,"686,689","245,000","29,924","341,340","70,227","108,198","45,083","31,829","-74,588","124,939",,,,,,,,,,,,,,,,,,,,,,,,,,"15,068","14,133",,,"11,605","8,876",,,,,,,,,,,
