name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"367,972,232","496,975,447","738,150,376","779,462,999","864,399,801","1,008,686,954","896,334,544","1,069,049,583","714,797,280","607,829,906","634,063,142","649,709,355","517,914,086"
EnterpriseValue,"204,063,232","310,233,447","524,633,376","551,078,999","616,219,801","742,109,954","606,331,544","943,994,583","589,742,280","471,429,906","486,228,142","487,055,355","448,118,086"
PeRatio,"8.182",,,,,,,"9.029",,,,,
PbRatio,"2.511","2.939","3.716","3.541","3.514","3.899","3.129","10.313","6.041","4.722","4.422","4.102","7.85"
EnterprisesValueEBITDARatio,"-1.826","-11.914","-16.178","-22.637","-21.281","-49.091","-20.366","-43.829","-35.842","-38.083","-29.975","-29.864","-58.893"
