name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003
	PreferredStockDividends,"43,055,000","10,493,000","10,994,000","11,272,000","10,296,000","10,297,000","10,296,000","10,297,000","10,296,000","10,297,000","10,175,000","6,544,000","6,257,000","5,925,000","5,925,000","5,925,000","5,925,000","5,925,000","5,985,000","3,225,000","3,225,000","3,225,000","3,225,000","3,225,000","3,225,000","3,225,000","3,225,000","3,225,000","3,087,000","1,453,000","1,453,000","1,453,000","1,453,000","1,453,000","1,453,000","1,453,000","662,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,"2,722,000","3,443,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"17,922,000","-84,343,000","22,460,000","36,861,000","42,944,000","41,911,000","70,123,000","91,344,000","107,517,000","-598,680,000","55,307,000","34,835,000","16,478,000","38,214,000","3,676,000","28,048,000","23,769,000","23,693,000","24,631,000","24,620,000","11,111,000","15,957,000","9,672,000","20,043,000","11,210,000","13,726,000","982,000","22,407,000","21,544,000","22,090,000","40,523,000","38,272,000","30,326,000","21,258,000","21,834,000","16,933,000","11,238,000","15,383,000","9,390,000","7,913,000","5,137,000","5,839,000","-1,892,000","-15,000","4,169,000","2,514,000","1,018,000","1,577,000","1,542,000","2,668,000","4,192,000","2,877,000","2,547,000","2,054,000","-5,141,000","1,029,000","1,263,000","-21,258,000","-15,615,000","-20,716,000","-14,196,000","-4,741,000","-9,545,000","-3,868,000","-1,618,000","-1,796,000","-8,708,075","2,859,551","546,084","-37,560","2,861,840","2,451,869","-484,108","-971,999","2,565,609","3,468,688","4,763,339"
BasicEPS,,"-0.22","0.06","0.1","0.11","0.11","0.19","0.24","0.28","-1.71","0.2","0.15","0.08","0.22","0.02","0.21","0.21","0.21","0.22","0.22","0.1","0.14","0.09","0.18","0.1","0.13","0.01","0.2","0.2","0.21","0.42","0.42","0.34","0.29","0.34","0.27","0.19","0.31","0.19","0.3","0.34","0.42",,"0","0.44","0.27",,"0.17","0.16","0.28",,"0.31","0.27","0.22",,"0.11","0.14","-4.2",,"-57","-7.9","-2.6",,"-2.1","0.1","-1",,"1.6","0.3","0",,"1.4","-0.3","-5",,"19.49","26.764"
DilutedEPS,,"-0.22","0.06","0.1","0.11","0.11","0.18","0.23","0.28","-1.71","0.2","0.15","0.08","0.21","0.02","0.2","0.2","0.2","0.21","0.21","0.1","0.14","0.09","0.18","0.1","0.13","0.01","0.2","0.2","0.21","0.42","0.42","0.34","0.29","0.34","0.27","0.19","0.31","0.19","0.3","0.34","0.42",,"0","0.44","0.27",,"0.17","0.16","0.28",,"0.3","0.27","0.22",,"0.11","0.14","-4.2",,"-57","-7.9","-2.6",,"-2.1","0.1","-1",,"1.6","0.3","0",,"1.4","-0.3","-5",,"19.49","26.764"
BasicAverageShares,,"380,795,000","379,346,000","379,395,000","379,299,000","378,881,000","377,744,000","377,744,000","377,465,000","350,912,000","275,121,000","234,043,000","200,691,000","174,421,000","148,871,000","132,413,000","115,211,000","112,018,000","111,871,000","111,886,000","111,863,000","111,721,000","109,911,000","109,569,000","109,489,000","109,402,000","109,402,000","109,402,000","109,252,000","105,488,000","96,323,000","90,685,000","89,686,000","74,505,000","63,875,000","63,755,000","58,959,000","49,611,000","48,219,000","26,541,000","15,262,000","13,998,000",,"11,146,000","9,447,000","9,433,000",,"9,425,000","9,419,000","9,418,000",,"9,406,000","9,320,000","9,320,000",,"9,320,000","9,320,000","5,070,000",,"363,600","1,811,300","1,807,800",,"1,802,500","1,793,300","1,796,700",,"1,795,817","1,780,723","1,779,737",,"1,779,737","1,779,737","177,973",,"177,973","177,973"
DilutedAverageShares,,"380,795,000","380,551,000","380,983,000","381,517,000","380,815,000","399,009,000","399,709,000","399,982,000","350,912,000","296,347,000","255,537,000","202,398,000","194,970,000","149,590,000","152,727,000","135,164,000","131,761,000","131,565,000","131,580,000","111,863,000","111,721,000","109,911,000","109,569,000","109,489,000","109,402,000","109,402,000","109,402,000","109,252,000","105,488,000","96,323,000","90,685,000","89,686,000","74,505,000","63,875,000","63,755,000","58,959,000","49,611,000","48,219,000","26,541,000","15,262,000","13,998,000",,"11,146,000","9,447,000","9,433,000",,"9,425,000","11,919,000","11,918,000",,"11,906,000","11,820,000","11,820,000",,"9,320,000","9,320,000","5,070,000",,"363,600","1,811,300","1,807,800",,"1,802,500","1,829,600","1,796,700",,"1,824,237","1,812,097","1,779,737",,"1,780,054","1,779,737","177,973",,"177,973","177,973"
NetIncomeFromContinuingAndDiscontinuedOperation,"67,142,000","-73,850,000","36,176,000","51,576,000","53,240,000","52,208,000","80,419,000","101,641,000","117,813,000","-588,383,000","65,482,000","41,379,000","22,735,000","44,139,000","9,601,000","33,973,000","29,694,000","29,618,000","30,616,000","27,845,000","14,336,000","19,182,000","12,897,000","23,268,000","14,435,000","16,951,000","4,207,000","25,632,000","24,631,000","23,543,000","41,976,000","39,725,000","31,779,000","22,711,000","23,287,000","18,386,000","11,900,000","15,383,000","9,390,000","7,913,000","5,137,000","5,839,000","-1,892,000","-15,000","4,169,000","2,514,000","1,018,000","1,577,000","1,542,000","2,668,000","4,192,000","2,877,000","2,547,000","2,054,000","-5,141,000","1,029,000","1,263,000","-21,258,000","-15,615,000","-20,716,000","-14,196,000","-4,741,000","-9,545,000","-3,868,000","-1,618,000","-1,796,000","-8,708,075","2,859,551","546,084","-37,560","2,861,840","2,451,869","-484,108","-971,999","2,565,609","3,468,688","4,763,339"
NormalizedIncome,"72,188,695.332","-63,518,561.927","23,216,728.04","57,585,345.268","53,240,000","52,208,000","80,419,000","101,641,000","117,813,000","-563,171,237.766","65,482,000","41,379,000","22,735,000","47,257,796.146","9,374,700","33,516,750","29,416,600","29,238,400","30,004,200.701","28,545,711.769","16,359,517.289","19,182,000","12,897,000","23,268,000","14,435,000","16,951,000","4,207,000","25,632,000","24,631,000","23,543,000","41,976,000","43,030,470.3","31,779,000","22,711,000","23,287,000","18,386,000","11,900,000","15,383,000","9,408,000","7,914,000","5,095,000","5,848,000","-1,932,000","-34,000","4,160,000","2,519,000","952,400","1,279,000","1,274,000","2,357,000","3,906,000","2,641,000","2,438,000","1,976,350","-15,976,150","745,950","434,000","-21,438,000","8,117,500","-19,318,200","-2,083,350","-900,000","13,409,000","-6,454,600","-7,067,200","-3,774,200","-12,649,177.418","-2,531,624.8","-4,444,569.6","-2,629,860","-679,332.4","-237,488.2","-4,651,156","-2,946,228.8","2,565,609","3,468,688","4,763,339"
InterestIncome,"215,328,000","58,501,000","52,318,000","52,323,000","52,186,000","50,039,000","46,220,000","45,358,000","47,970,000","210,613,000","199,772,000","179,602,000","167,258,000","147,982,000","128,936,000","110,249,000","107,723,000","108,891,000","102,339,000","91,382,000","93,981,000","78,385,000","78,389,000","79,525,000","79,766,000","81,626,000","80,866,000","82,587,000","84,400,000","88,985,000","93,124,000","94,937,000","95,548,000","95,238,000","86,758,000","76,869,000","68,884,000","59,216,000","49,608,000","43,837,000","24,991,000","19,091,000","6,684,000","7,431,000","6,482,000","3,694,000","3,957,000","4,536,000","5,185,000","6,221,000","6,895,000","7,994,000","7,621,000","8,585,000","9,791,000","10,324,000","10,755,000","13,253,000","11,577,000","12,376,000","12,898,000","13,713,000","2,676,000","20,878,000","41,327,000","22,626,000","20,991,596","19,698,369","19,669,492","17,116,543","13,861,640","10,290,141","1,885,779","1,261,068","2,264,025","1,823,609","2,090,999"
InterestExpense,"92,171,000","28,622,000","21,546,000","21,292,000","20,711,000","19,699,000","20,261,000","19,829,000","19,444,000","163,531,000","155,774,000","147,631,000","141,567,000","121,779,000","107,062,000","90,646,000","90,223,000","89,139,000","87,300,000","78,062,000","78,273,000","64,467,000","63,575,000","64,007,000","63,102,000","63,984,000","64,875,000","64,295,000","64,097,000","67,384,000","74,315,000","75,617,000","75,665,000","75,413,000","68,584,000","61,532,000","54,917,000","46,145,000","38,185,000","35,707,000","19,150,000","12,884,000","1,269,000","1,203,000","1,181,000","1,184,000","1,992,000","2,311,000","2,495,000","2,813,000","2,970,000","3,311,000","3,463,000","4,491,000","7,883,000","8,142,000","8,256,000","11,979,000","11,228,000","12,107,000","12,786,000","13,966,000","5,837,000","20,096,000","34,164,000","18,279,000","17,723,911","16,158,928","14,531,423","11,689,738","8,732,686","5,465,192","1,206,029","502,615","609,105","1,198,381","807,448"
NetInterestIncome,"123,157,000","29,879,000","30,772,000","31,031,000","31,475,000","30,340,000","25,959,000","25,529,000","28,526,000","47,082,000","43,998,000","31,971,000","25,691,000","26,203,000","21,874,000","19,603,000","17,500,000","19,752,000","15,039,000","13,320,000","15,708,000","13,918,000","14,814,000","15,518,000","16,664,000","17,642,000","15,991,000","18,292,000","20,303,000","21,601,000","18,809,000","19,320,000","19,883,000","19,825,000","18,174,000","15,337,000","13,967,000","13,071,000","11,423,000","8,130,000","5,841,000","6,207,000","5,415,000","6,228,000","5,301,000","2,510,000","1,965,000","2,225,000","2,690,000","3,408,000","3,925,000","4,683,000","4,158,000","4,094,000","1,908,000","2,182,000","2,499,000","1,274,000","349,000","269,000","112,000","-253,000","-3,161,000","782,000","7,163,000","4,347,000","3,267,685","3,539,441","5,138,069","5,426,805","5,128,954","4,824,949","679,750","758,453","1,654,920","625,228","1,283,551"
ReconciledDepreciation,"82,054,000","41,198,000","15,897,000","13,465,000","11,494,000","10,530,000","11,069,000",,,,,,,,"-10,229,000","-7,521,000","-5,859,000","-5,729,000","-2,051,000","925,000","200,000","1,123,000","1,935,000","1,968,000","2,733,000","1,012,000","-898,000","2,738,000","-72,000","-1,226,000","212,000","-1,266,000","-301,000","-1,316,000","347,000","4,481,000","4,858,000","3,738,000","3,899,000","2,061,000","4,495,000","31,000","24,000","34,000","34,000","34,000","42,000","142,000","165,000","320,000","-377,000","359,000","357,000","353,000","379,000","-175,000","663,000","556,000","1,698,000","-1,021,000","650,000","1,054,000","1,002,000","1,314,000","1,262,000","1,011,000","2,035,688","2,419,770","2,001,983","1,527,559","1,689,657","461,788",,,"-79,687","67,752","67,753"
NetIncomeFromContinuingOperationNetMinorityInterest,"67,142,000","-73,850,000","36,176,000","51,576,000","53,240,000","52,208,000","80,419,000","101,641,000","117,813,000","-588,383,000","65,482,000","41,379,000","22,735,000","44,139,000","9,601,000","33,973,000","29,694,000","29,618,000","30,616,000","27,845,000","14,336,000","19,182,000","12,897,000","23,268,000","14,435,000","16,951,000","4,207,000","25,632,000","24,631,000","23,543,000","41,976,000","39,725,000","31,779,000","22,711,000","23,287,000","18,386,000","11,900,000","15,383,000","9,408,000","7,914,000","5,095,000","5,848,000","-1,932,000","-34,000","4,160,000","2,519,000","760,000","1,279,000","1,274,000","2,357,000","3,906,000","2,641,000","2,438,000","1,899,000","-5,504,000","744,000","434,000","-21,438,000","5,329,000","-20,041,000","-5,178,000","-900,000","7,652,000","-3,868,000","-1,618,000","-1,796,000","-8,708,075","2,859,551","546,084","-37,560","2,861,840","2,451,869","-484,108","-971,999","2,565,609","3,468,688","4,763,339"
TotalUnusualItemsExcludingGoodwill,"-5,291,000","-10,334,000","13,391,000","-6,152,000","0","0","0","0","0","-25,222,000","0","0","0","-3,124,000","310,000","625,000","380,000","520,000","635,000","-714,000","-2,099,000",,,,,,"0","0",,,"0","-3,397,000",,,,,,,,,,,,,,,"-296,000","0","0","0","0","0","0","-119,000","16,111,000","-3,000",,,"-4,290,000","-1,112,000","-4,761,000",,"-9,595,000","4,311,000","9,082,000","3,297,000","5,149,039","8,985,293","8,317,756","4,320,500","5,901,954","4,482,262","6,945,080","3,290,383",,,
TotalUnusualItems,"-5,291,000","-10,334,000","13,391,000","-6,152,000","0","0","0","0","0","-25,222,000","0","0","0","-3,124,000","310,000","625,000","380,000","520,000","635,000","-714,000","-2,099,000",,,,,,"0","0",,,"0","-3,397,000",,,,,,,,,,,,,,,"-296,000","0","0","0","0","0","0","-119,000","16,111,000","-3,000",,,"-4,290,000","-1,112,000","-4,761,000",,"-9,595,000","4,311,000","9,082,000","3,297,000","5,149,039","8,985,293","8,317,756","4,320,500","5,901,954","4,482,262","6,945,080","3,290,383",,,
TaxRateForCalcs,"0.046","0","0.032","0.023","0","0.001","0.001","0.27","0.016","0","0.27","0.27","0.27","0.002","0.27","0.27","0.27","0.27","0.037","0.019","0.036","0.061","0.028","0.007","0.141","0.011","0.015","0.106","0.046","0.01","0.04","0.027","0.017","0.118","0.009","0.011","0.016","0.008","0.35","0.07","0.086","0.35","0.35","0.35","0.08","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.4","0.4","0.4","0.4","0.235","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.045","0.4"
TaxEffectOfUnusualItems,"-244,304.668","-2,561.927","431,728.04","-142,654.732","0","0","0","0","0","-10,237.766","0","0","0","-5,203.854","83,700","168,750","102,600","140,400","23,200.701","-13,288.231","-75,482.711","0","0","0","0","0","0","0","0","0","0","-91,529.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-103,600","0","0","0","0","0","0","-41,650","5,638,850","-1,050","0","0","-1,501,500","-389,200","-1,666,350","0","-3,838,000","1,724,400","3,632,800","1,318,800","1,207,936.582","3,594,117.2","3,327,102.4","1,728,200","2,360,781.6","1,792,904.8","2,778,032","1,316,153.2","0","0","0"
