name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalAssets,"160,276,148","156,896,368","161,616,490","166,419,501","83,574,238","54,334,246","34,542,197","31,630,256","31,020,577","31,424,067","25,329,373","21,968,271","20,549,780","22,095,679","24,376,136","26,794,693","25,895,594","28,343,807","27,838,329","24,906,730","23,606,588","21,373,982","9,498,681","9,843,973","12,115,249","14,023,960","15,469,913","7,978,886","6,364,377","7,050,498","7,353,502","9,313,916","10,292,520","150,887","393,449","3,480","487","79,900","13,153","22,135","191,100","84,593","203,039","1,279,234","64,834","489,289","329,849","1,571,505","229,097","72,664","408,643","798,956","79,411","1,386","7,219","111,660","92,892","130,582","25","118","15,022","4,516","12,495","19,881","130","130","977"
	CurrentAssets,"160,276,148","156,896,368","161,616,490","166,419,501","83,574,238","54,334,246","34,542,197","31,630,256","31,020,577","31,424,067","25,329,373","21,817,138","20,549,780","22,095,679","24,323,740","26,742,297","25,812,255","28,291,411","27,785,933","24,854,334","23,554,192","21,321,586","9,446,285","9,843,467","12,114,494","14,022,957","15,468,661","7,977,385","6,362,628","7,048,500","7,351,255","8,198,600","9,222,036","148,752","393,449","3,480","487","79,789","12,577","21,095","189,595","82,623","200,605","1,276,418","61,641","485,688","325,758","1,537,352","227,786","71,163","406,952","742,577","78,729","614","6,357","10,799","14,188","58,582","25","118","15,022","4,516","12,495","19,881","130","130","977"
		CashCashEquivalentsAndShortTermInvestments,"153,342,556","151,146,355","152,107,745","157,560,045","75,859,339","47,357,599","29,249,018","27,619,145","26,563,071","27,458,423","22,185,630","21,249,206","19,457,845","20,715,169","22,930,638","25,827,592","25,656,584","28,048,644","27,440,257","24,793,424","23,351,567","21,161,460","9,186,814","9,727,040","11,950,847","13,853,405","15,290,976","7,961,331","6,310,643","6,980,924","7,262,138","8,179,681","9,193,558","95,927","345,074","1,645","487","79,789","11,362","18,195","178,647","9,079","134,702","1,222,654","3,641","423,783","264,669","1,458,439","144,510","21,034","350,994","742,577","78,729","614","6,357","5,799","9,188","48,582","25","118","15,022","4,516","12,275","19,881","130","130","977"
			CashAndCashEquivalents,"153,342,556","151,146,355","152,107,745","157,560,045","75,859,339","47,357,599","29,249,018","27,619,145","26,563,071","27,458,423","22,185,630","21,249,206","19,457,845","20,715,169","22,930,638","25,827,592","25,656,584","28,048,644","27,440,257","24,793,424","23,351,567","21,161,460","9,186,814","9,727,040","11,950,847","13,853,405","15,290,976","7,961,331","6,310,643","6,980,924","7,262,138","8,179,681","9,193,558","95,927","345,074","1,645","487","79,789","11,362","18,195","178,647","9,079","134,702","1,222,654","3,641","423,783","264,669","1,458,439","144,510","21,034","350,994","742,577","78,729","614","6,357","5,799","9,188","48,582","25","118","15,022","4,516","12,275","19,881","130","130","977"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,"21,161,460","9,186,814","9,727,040","11,950,847","13,853,405","15,290,976","7,961,331","6,310,643","6,980,924","7,262,138","8,179,681","9,193,558","95,927","345,074","1,645","487","79,789","11,362","18,195","178,647","9,079","134,702","1,222,654","3,641","423,783","264,669","1,458,439","144,510","21,034","350,994","742,577","78,729","614",,,,,,,,,,,,,
		Receivables,"6,468,987","5,372,153","9,136,831","8,601,258","7,328,090","6,577,807","4,849,340","3,547,972","4,151,947","3,730,672","2,642,745","93,314","76,160","30,372","40,171","6,145","5,011","7,377","9,748","8,216","60,636","49,130","79,347","47,953","78,670","92,337","76,840",,,,,,,,,,,,"0","0","953","3,048","809","21,358","8,658","0","37,820",,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"6,468,987","5,372,153","9,136,831","8,601,258","7,328,090","6,577,807","4,849,340","3,547,972","4,151,947","3,730,672","2,642,745","93,314","76,160","30,372","40,171","6,145","5,011","7,377","9,748","8,216","60,636","49,130","79,347","47,953","78,670","92,337","76,840",,,,,,,,,,,,"0","0","953","3,048","809","21,358","8,658","0","37,820",,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"464,605","377,860","355,549","258,198","386,809","398,840","443,839","438,631","305,559","234,972","500,998","474,618","864,642","1,199,005","1,251,798","858,560","150,660","235,390","335,928","52,694","141,989","110,996","180,124","68,474","84,977","77,215","100,845","16,054","51,985","67,576","89,117","18,919","28,478","52,825","48,375",,,,"0","0","0","34,686","9,630","32,406","49,342","61,905","23,269","41,630","168","178","181",,,,,"5,000","5,000","10,000",,,,,"220",,,,
		CurrentDeferredAssets,,,"16,365",,,,,"24,508",,,,,"151,133","151,133","101,133","50,000",,,,,,,,,,,,,,,,,,,"0","1,835","0","0","1,215","2,900","9,995","35,810","55,464",,,,"0","37,283","83,108","49,951","55,777",,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"0","0","0","0","0","0","0","0","0","0","0","151,133","0","0","52,396","52,396","83,339","52,396","52,396","52,396","52,396","52,396","52,396","506","755","1,003","1,252","1,501","1,749","1,998","2,247","1,115,316","1,070,484","2,135","0","0","0","111","576","1,040","1,505","1,970","2,434","2,816","3,193","3,601","4,091","34,153","1,311","1,501","1,691","56,379","682","772","862","100,861","78,704","72,000","0","0","0","0","0","0","0","0","0"
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,"0","506","755","1,003","1,252","1,501","1,749","1,998","2,247","1,751","1,943","2,135","0","0","0","111","576","1,040","1,505","1,970","2,434","2,816","3,193","3,601","4,091","1,121","1,311","1,501","1,691","602","682","772","862","952","992",,,,,,,,,,
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,"0","506","755","3,015","3,015","3,015","3,015","3,015","3,015","2,327","2,327","2,327","5,631","5,631","5,631","5,631","5,631","5,631","5,631","5,631","5,631",,"3,193","3,601","5,631","1,121","1,311","1,501","2,321",,,"772","1,082","1,082","992",,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,"0","506","755","3,015","3,015","3,015","3,015","3,015","3,015","2,327","2,327","2,327","5,631","5,631","5,631","5,631","5,631","5,631","5,631","5,631","5,631",,"3,193","3,601","5,631","1,121","1,311","1,501","2,321",,,"772","1,082","1,082","992",,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,012","-1,763","-1,514","-1,266","-1,017","-768","-576","-384","-192","-5,631","-5,631","-5,631","-5,520","-5,055","-4,591","-4,126","-3,661","-3,197",,,,"-1,540",,,,"-630",,,,"-220","-130",,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,909","77,712","72,000",,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,909","77,712","72,000",,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,"0","151,133",,,,,"30,943",,,,,,,,,,,,,,,"1,113,565","1,068,541",,,,,,,,,,,,,,,"33,032",,,,"55,777",,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,"0","0","0","0","52,396","52,396","52,396","52,396","52,396","52,396","52,396","52,396","52,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"8,071,107","10,528,662","10,798,386","9,273,772","7,763,942","8,033,469","7,305,628","6,949,198","6,228,831","5,463,917","5,039,674","4,336,607","6,370,604","4,875,895","3,884,626","3,209,070","3,416,737","2,798,472","3,584,334","1,454,571","2,119,897","2,194,946","3,190,525","2,172,887","2,432,064","2,532,665","2,660,910","1,409,529","1,662,078","6,577,372","7,160,876","1,905,233","1,884,336","1,821,141","2,856,660","3,556,844","3,435,275","3,408,588","2,888,324","2,219,923","3,119,454","2,565,889","1,345,443","2,252,687","1,293,589","582,937","3,290,071","8,846,773","5,847,882","4,555,412","4,266,466","3,503,956","3,272,839","2,758,451","2,299,389","1,790,842","1,107,709","498,724","462,529","451,875","211,932","32,322","28,006","29,637","37,872","33,212","26,997"
	CurrentLiabilities,"8,071,107","10,528,662","10,798,386","9,273,772","7,763,942","8,033,469","7,305,628","6,949,198","6,228,831","5,463,917","5,039,674","4,336,607","6,370,604","4,875,895","3,884,626","3,209,070","3,416,737","2,798,472","3,584,334","1,454,571","2,119,897","2,194,946","3,190,525","2,172,542","2,431,727","2,532,400","2,660,578","1,351,567","1,528,351","1,418,152","1,441,149","1,904,142","1,883,325","1,821,141","1,952,660","3,556,844","3,435,275","3,408,588","2,888,324","2,219,923","3,119,454","2,565,889","1,345,443","2,252,687","1,293,589","582,937","3,290,071","7,883,372","4,692,452","4,431,431","4,098,466","3,503,956","3,272,839","2,758,451","2,299,389","1,790,842","1,107,709","498,724","462,529","451,875","211,932","32,322","28,006","29,637","37,872","33,212","26,997"
		PayablesAndAccruedExpenses,"7,116,042","8,879,645","9,152,652","8,829,941","7,276,831","8,033,469","7,305,628","6,949,198","6,228,831","5,463,917","5,039,674","4,336,607","6,370,604","4,875,895","3,884,626","3,209,070","3,416,737","2,798,472","3,584,334","1,435,498","2,033,692","2,163,465","3,119,993","2,057,531","2,338,137","2,417,431","2,503,726","1,259,051","1,437,939","1,319,840","1,249,084","1,703,307","1,689,605","1,620,777","1,741,797","2,799,244","2,673,983","2,809,588","2,589,324","2,170,923","1,918,747","1,397,295","410,024","1,367,287","1,093,589","382,937","797,763","1,774,806","1,746,061","1,570,482","1,591,940","980,263","1,267,637","1,073,951","749,389","494,790","432,709","298,724","462,529","178,875","126,932","12,322","8,006","9,637","10,486","24,090","17,058"
			Payables,"2,631,888","4,634,791","4,739,781","4,176,707","3,658,052","4,216,948","3,989,054","3,980,204","3,649,734","3,127,498","3,523,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,397,295","410,024",,"1,093,589","382,937",,,,,"1,591,940",,"1,267,637",,"749,389","494,790","432,709","298,724","462,529","178,875","126,932","12,322","8,006","9,637","10,486","24,090","17,058"
				AccountsPayable,"2,631,888","4,634,791","4,739,781","4,176,707","3,658,052","4,216,948","3,989,054","3,980,204","3,649,734","3,127,498","3,523,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,397,295","410,024",,"1,093,589","382,937",,,,,"1,591,940",,"1,267,637",,"749,389","494,790","432,709","298,724","462,529","178,875","126,932","12,322","8,006","9,637","10,486","24,090","17,058"
			CurrentAccruedExpenses,"4,484,154","4,244,854","4,412,871","4,653,234","3,618,779","3,816,521","3,316,574","2,968,994","2,579,097","2,336,419","1,516,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"511,234","1,205,186","1,201,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,"87,887","88,145","82,410","85,238","92,516","90,412","98,312","192,065","200,835","193,720","200,364","210,863","757,600","761,292","599,000","299,000","49,000","1,200,707","1,156,094","867,919","827,900","200,000","200,000","2,492,308","2,601,588","2,425,059","2,428,441","2,506,526","2,523,693","2,005,202","1,684,500","1,550,000","1,296,052","675,000","200,000",,"273,000","85,000","20,000","20,000","20,000",,,
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,"87,887","88,145","82,410","85,238","92,516","90,412","98,312","192,065","200,835","193,720","200,364","210,863","757,600","761,292","599,000","299,000","49,000","1,200,707","1,156,094","867,919","827,900","200,000","200,000","2,492,308","2,601,588","2,425,059","2,428,441","2,506,526","2,523,693","2,005,202","1,684,500","1,550,000","1,296,052","675,000","200,000",,"273,000","85,000","20,000","20,000","20,000",,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,"0","87,887","88,145","82,410","85,238","92,516","90,412","98,312","192,065","200,835","193,720","200,364","210,863","757,600","761,292","599,000","299,000","49,000","1,200,707","1,156,094","867,919","827,900","200,000","200,000","2,492,308","2,601,588","2,425,059","2,428,441","2,506,526","2,523,693","1,985,202","1,684,500","1,550,000","1,296,052","675,000","200,000",,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000",,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"443,831","443,831","443,831","443,831","487,111",,,,,,,,,,,,,,,"19,073","86,205","31,481","70,532","27,124","5,445","32,559","71,614",,,,,,,,,,,,,,,,,"57,500",,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"443,831","443,831","443,831","443,831","487,111",,,,,,,,,,,,,,,"19,073","86,205","31,481","70,532","27,124","5,445","32,559","71,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,500","67,500",,,,,"3,506,978","521,332","432,508",,,,,,,,,,,,,,,"27,386","9,122","9,939"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345","337","265","332","57,962","133,727","5,159,220","5,719,727","1,091","1,011","0","904,000","0","0","0","0","0","0","0","0","0","0","0","0","963,401","1,155,430","123,981","168,000","0","0","0",,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,"345","337","265","332","57,962","133,727","5,159,220","5,719,727","1,091","1,011",,,,,,,,,,,,,,,"963,401","1,155,430","123,981",,,,,,,,,,,,,,,,,
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,"345","337","265","332","57,962","133,727","5,159,220","5,719,727","1,091","1,011",,,,,,,,,,,,,,,"963,401","1,155,430","123,981",,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","904,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"152,205,041","146,367,706","150,818,104","157,145,729","75,810,296","46,300,777","27,236,569","24,681,058","24,791,746","25,960,150","20,289,699","17,631,664","14,179,176","17,219,784","20,491,510","23,585,623","22,478,857","25,545,335","24,253,995","23,452,159","21,486,691","19,179,036","6,308,156","7,671,086","9,683,185","11,491,295","12,809,003","6,569,357","4,702,299","473,126","192,626","7,408,683","8,408,184","-1,670,254","-2,463,211","-3,553,364","-3,434,788","-3,328,688","-2,875,171","-2,197,788","-2,928,354","-2,481,296","-1,142,404","-973,453","-1,228,755","-93,648","-2,960,222","-7,275,268","-5,618,785","-4,482,748","-3,857,823","-2,705,000","-3,193,428","-2,757,065","-2,292,170","-1,679,182","-1,014,817","-368,142","-462,504","-451,757","-196,910","-27,806","-15,511","-9,756","-37,742","-33,082","-26,020"
	StockholdersEquity,"152,205,041","146,367,706","150,818,104","157,145,729","75,810,296","46,300,777","27,236,569","24,681,058","24,791,746","25,960,150","20,289,699","17,631,664","14,179,176","17,219,784","20,491,510","23,585,623","22,478,857","25,545,335","24,253,995","23,452,159","21,486,691","19,179,036","6,308,156","7,671,086","9,683,185","11,491,295","12,809,003","6,569,357","4,702,299","473,126","192,626","7,408,683","8,408,184","-1,670,254","-2,463,211","-3,553,364","-3,434,788","-3,328,688","-2,875,171","-2,197,788","-2,928,354","-2,481,296","-1,142,404","-973,453","-1,228,755","-93,648","-2,960,222","-7,275,268","-5,618,785","-4,482,748","-3,857,823","-2,705,000","-3,193,428","-2,757,065","-2,292,170","-1,679,182","-1,014,817","-368,142","-462,504","-451,757","-196,910","-27,806","-15,511","-9,756","-37,742","-33,082","-26,020"
