name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997
OperatingCashFlow,"-1,906,615,000","530,952,000","-466,805,000","-697,324,000","-1,273,438,000","-111,883,000","-200,626,000","-21,390,000","-359,783,000","1,249,559,000","-118,700,000","7,550,000","-168,657,000","43,201,000","48,341,000","3,745,000","-119,964,000","230,849,000","112,572,000","-274,219,000","-110,396,000","191,493,000","-125,012,000","-303,285,000","-125,205,000","85,364,000","232,686,000","-296,835,000","-202,298,000","117,554,000","-183,515,000","-347,996,000","-227,539,000","-209,080,000","-120,023,000","-229,531,000","-186,030,000","-77,579,000","-279,213,000","-213,296,000","-170,412,000","-115,520,000","-59,737,000","79,214,000","-103,733,000","22,092,000","5,290,000","-13,022,000","-65,074,000","55,608,000","-6,187,000","107,766,000","28,128,000","-79,417,000","-42,037,000","87,727,000","139,545,000","79,356,000","-74,397,000","-14,108,000","92,626,000","75,399,000","-765,000","50,814,000","38,666,000","48,085,000","-26,394,000","29,806,000","54,001,000","64,882,000","-38,869,000","15,881,000","65,100,000","2,624,000","17,426,000","13,071,000","45,335,000","72,632,000","-774,000","-20,391,000","83,990,000","9,142,000","-31,331,000","44,103,000","48,959,000","-19,090,000","-30,775,000","-11,257,000","69,001,000","-9,163,000","15,807,000","-14,500,000","-9,500,000","-16,900,000","-17,200,000","-600,000","-18,100,000","-46,100,000","-16,700,000","-27,500,000","-51,700,000","9,800,000"
	CashFlowFromContinuingOperatingActivities,"-1,906,615,000","530,952,000","-466,805,000","-697,324,000","-1,273,438,000","-111,883,000","-200,626,000","-21,390,000","-359,783,000","1,249,559,000","-118,700,000","7,550,000","-168,657,000","43,201,000","48,341,000","3,745,000","-119,964,000","230,849,000","112,572,000","-274,219,000","-110,396,000","191,493,000","-125,012,000","-303,285,000","-125,205,000","85,364,000","232,686,000","-296,835,000","-202,298,000","117,554,000","-183,515,000","-347,996,000","-227,539,000","-209,080,000","-120,023,000","-229,531,000","-186,030,000","-77,579,000","-279,213,000","-213,296,000","-170,412,000","-115,520,000","-59,737,000","79,214,000","-103,733,000","22,092,000","5,290,000","-13,022,000","-65,074,000","55,608,000","-6,187,000","107,766,000","28,128,000","-79,417,000","-42,037,000","87,727,000","139,545,000","79,356,000","-74,397,000","-14,108,000","92,626,000","75,399,000","-765,000","50,814,000","38,666,000","48,085,000","-26,394,000","29,806,000","54,001,000","64,882,000","-38,869,000","15,881,000","65,100,000","2,624,000","17,426,000","13,071,000","45,335,000","72,632,000","-774,000","-20,391,000","83,990,000","9,142,000","-31,331,000","44,103,000","48,959,000","-19,090,000","-30,775,000","-11,257,000","69,001,000","-9,163,000","15,807,000","-14,500,000","-9,500,000","-16,900,000","-17,200,000","-600,000","-18,100,000","-46,100,000","-16,700,000","-27,500,000","-51,700,000","9,800,000"
		NetIncomeFromContinuingOperations,"966,806,000","252,265,000","159,836,000","269,438,000","285,267,000","436,756,000","209,945,000","235,300,000","296,696,000","4,978,000","214,934,000","173,156,000","233,599,000","266,744,000","192,556,000","190,311,000","220,890,000","238,656,000","122,146,000","148,840,000","181,424,000","211,702,000","152,603,000","136,645,000","162,362,000","175,360,000","141,027,000","128,199,000","172,228,000","181,974,000","143,138,000","130,049,000","154,518,000","169,653,000","99,209,000","106,452,000","140,274,000","146,651,000","107,221,000","94,681,000","111,636,000","120,746,000","92,818,000","82,794,000","111,895,000","126,288,000","89,510,000","82,364,000","107,885,000","101,119,000","75,360,000","74,589,000","102,971,000","28,748,000","37,523,000","-21,874,000","14,006,000","29,558,000","21,829,000","29,846,000","64,995,000","65,355,000","42,138,000","45,419,000","54,264,000","56,776,000","40,403,000","26,412,000","41,422,000","39,818,000","29,694,000","18,045,000","29,859,000","35,330,000","22,527,000","19,052,000","39,611,000","35,260,000","19,133,000","14,717,000","31,714,000","29,238,000","18,396,000","18,443,000","27,391,000","26,572,000","7,781,000","7,568,000","16,271,000","13,944,000","-1,682,000","-3,200,000","3,300,000","2,700,000","-10,000,000","-7,300,000","-3,000,000","-3,200,000","-22,100,000","-9,100,000","-1,800,000","-1,200,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,129,000","1,197,000","1,733,000","77,000","1,366,000","1,569,000","493,000","424,000","813,000","914,000","1,108,000","-178,000","441,000","1,108,000","254,000","192,000","1,238,000","136,000","1,004,000","191,000","700,000","127,000","13,000","303,000","13,000","83,000","35,000","241,000","2,465,000","6,716,000","1,028,000","519,000","1,369,000","63,000","-74,000","46,000","-171,000","173,000","88,000","-2,000","13,000","52,000","-841,000","12,000","-676,000","-727,000","-21,000","-62,000","-874,000","-603,000",,,"-88,000","50,000","58,000","10,000",,,,,"8,787,000","132,000",,,"4,035,000",,,,,,,"400,000",,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,000","35,000","241,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"281,305,000","70,473,000","72,369,000","71,519,000","66,944,000","62,356,000","61,661,000","61,528,000","60,627,000","58,340,000","57,585,000","54,758,000","51,962,000","51,506,000","46,638,000","45,298,000","44,968,000","45,343,000","46,767,000","45,097,000","44,184,000","43,894,000","43,221,000","42,641,000","42,212,000","40,801,000","36,856,000","35,316,000","33,122,000","32,066,000","30,179,000","29,228,000","28,423,000","27,343,000","27,928,000","24,823,000","24,825,000","24,335,000","24,562,000","24,279,000","23,460,000","22,982,000","34,791,000","17,017,000","15,600,000","15,404,000","15,764,000","14,609,000","14,616,000","14,432,000","14,381,000","14,368,000","14,547,000","15,032,000","13,362,000","13,885,000","14,246,000","13,248,000","12,447,000","12,142,000","11,191,000","10,835,000","9,374,000","8,450,000","8,652,000","8,075,000","7,500,000","7,008,000","6,292,000","5,946,000","6,840,000","4,518,000","4,582,000","4,313,000","3,956,000","3,909,000","4,343,000","4,095,000","2,955,000","3,548,000","4,291,000","4,156,000","3,101,000","3,934,000","4,612,000","4,693,000","4,066,000","4,904,000","4,570,000","4,576,000","4,041,000","4,400,000","4,200,000","2,600,000","3,300,000","2,400,000","2,200,000","2,100,000","1,200,000","1,500,000","1,000,000","900,000"
			DepreciationAndAmortization,"281,305,000","70,473,000","72,369,000","71,519,000","66,944,000","62,356,000","61,661,000","61,528,000","60,627,000","58,340,000","57,585,000","54,758,000","51,962,000","51,506,000","46,638,000","45,298,000","44,968,000","45,343,000","46,767,000","45,097,000","44,184,000","43,894,000","43,221,000","42,641,000","42,212,000","40,801,000","36,856,000","35,316,000","33,122,000","32,066,000","30,179,000","29,228,000","28,423,000","27,343,000","27,928,000","24,823,000","24,825,000","24,335,000","24,562,000","24,279,000","23,460,000","22,982,000","34,791,000","17,017,000","15,600,000","15,404,000","15,764,000","14,609,000","14,616,000","14,432,000","14,381,000","14,368,000","14,547,000","15,032,000","13,362,000","13,885,000","14,246,000","13,248,000","12,447,000","12,142,000","11,191,000","10,835,000","9,374,000","8,450,000","8,652,000","8,075,000","7,500,000","7,008,000","6,292,000","5,946,000","6,840,000","4,518,000","4,582,000","4,313,000","3,956,000","3,909,000","4,343,000","4,095,000","2,955,000","3,548,000","4,291,000","4,156,000","3,101,000","3,934,000","4,612,000","4,693,000","4,066,000","4,904,000","4,570,000","4,576,000","4,041,000","4,400,000","4,200,000","2,600,000","3,300,000","2,400,000","2,200,000","2,100,000","1,200,000","1,500,000","1,000,000","900,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,499,000","6,999,000","6,268,000","5,926,000","6,811,000","4,490,000","4,562,000","4,282,000","3,928,000","3,880,000","4,310,000","4,063,000","2,923,000","3,526,000","4,286,000","4,138,000",,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000","9,000","24,000","20,000","29,000","28,000","20,000","31,000","28,000","29,000","33,000","32,000","32,000","22,000","5,000","18,000",,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000","9,000","24,000","20,000","29,000","28,000","20,000","31,000","28,000","29,000","33,000","32,000","32,000","22,000","5,000","18,000",,,,,,,,,,,,,,,,,,,,
