name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"367,173,047","1,022,319,760","1,827,373,750","2,244,398,521"
EnterpriseValue,"120,812,047","706,196,760","1,457,900,750","1,811,122,521"
PsRatio,"93.881"
PbRatio,"0.996","2.336","4.171","5.382"
EnterprisesValueRevenueRatio,"30.89","180.567",,
EnterprisesValueEBITDARatio,"-0.408","-10.384","-9.2","-44.646"
