name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
				ChangeInPayable,"-216,636","-1,208,576","322,288","515,963","153,689","-1,595,034","1,465,528","129,359","804,882","1,076,916","-280,562","-112,474","659,313","-602,704","1,354,044","-242,540","138,734","-602,747","-516,654","-176,631","296,151","-512,502","579,631","406,341","307,867","-1,232,907","395,906","808,715","36,745","-376,700","664,568","75,146","-158,375","-354,496","1,117,370","162,303","-44,536","1,993","46,217","-169,734","1,138","-159,640","307,572","-7,621","-61,683","60,035","-20,435","6,746","36,859","-19,417","21,443","9,034","-155,057","-14,060","184,556","-77,720","-4,678","26,490"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-700",,,,,,,"0","-24,091",,,"0","0"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-700",,,,,,,"0","-24,091",,,"0","0"
					ChangeInAccountPayable,"-216,636","-1,208,576","322,288","515,963","153,689","-1,595,034","1,465,528","129,359","804,882","1,076,916","-280,562","-112,474","659,313","-602,704","1,354,044","-242,540","138,734","-602,747","-516,654","-176,631","296,151","-512,502","579,631","406,341","307,867","-1,232,907","395,906","808,715","36,745","-376,700","664,568","75,146","-158,375","-354,496","1,117,370","162,303","-44,536","1,993","46,217","-169,734","1,138","-159,640","307,572","-7,621","-62,383","60,735","-20,435","6,746","36,859","-19,417","21,443","-15,057","-155,057","10,031","184,556","-77,720","-4,678","26,490"
				ChangeInAccruedExpense,"848,263","-1,184,781","536,185","340,068","1,187,637","-1,581,415","712,325","517,877","341,155","-154,473","340,878","-260,977","522,478","-1,034,454","365,952","-14,010","278,884","-404,291","519,388","238,272","138,994","-230,975","245,866","-125,597","159,909","1,107","-38,022","35,154","-21,000","5,392","17,609","7,850","-146,042","134,042","12,000","-87,500","43,750","37,750","6,000","700","0","-66,700","123,500","-103,200","15,000","10,000","22,131","-105","34","-4,534","4,606","-45,593","14,327","-10,667","21,588","12,772","-1,335","-10,018"
					ChangeInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-45,000","15,000","15,000",,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,270",,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"845,889","-96,865","1,041,502","28,796","-128,531","162,345","-175,482","-187,415","157,254","-88,576","-535,890","346,513","123,567","35,199","-202,686","-31,837","-11,761","207,727","-221,932","-307,820","-292,862","943,193","-379,526","98,858","-177,977","618,224","-66,110","-43,101","82,775","133,308","-101,890","-42,908","-125,806","164,462","-9,020","-29,348","-38,152","31,520","-262,522","34,698","73,923","-127,452","190,305","-12,310",,,,,,,,,,,,,,
InvestingCashFlow,"-467,186","-65,751","-99,021","-166,502","-135,912","-84,564","-79,471","-20,256","-9,061","-15,937","-9,520,629","-13,718","-1,033,891","-13,848","-5,607,051","-10,538","-32,678","-36,566","854,235","-40,529","-739,803","-116,146","-124,547","-119,001","-90,188","-15,802","6,084","-59,781","-24,425","-22,842","-85,893","-110,227","-104,560","-109,272","-198,090","-62,280","-7,910","-30,368","0","5,085","-22,296","-33,659","-85,504","-71,565","-45,240","-37,610","-54,947","-41,030","-85,000","-44,660","-107,700","0","0","0","18,547","0","-21,800","-7,368"
	CashFlowFromContinuingInvestingActivities,"-467,186","-65,751","-99,021","-166,502","-135,912","-84,564","-79,471","-20,256","-9,061","-15,937","-9,520,629","-13,718","-1,033,891","-13,848","-5,607,051","-10,538","-32,678","-36,566","854,235","-40,529","-739,803","-116,146","-124,547","-119,001","-90,188","-15,802","6,084","-59,781","-24,425","-22,842","-85,893","-110,227","-104,560","-109,272","-198,090","-62,280","-7,910","-30,368","0","5,085","-22,296","-33,659","-85,504","-71,565","-45,240","-37,610","-54,947","-41,030","-85,000","-44,660","-107,700","0","0","0","18,547","0","-21,800","-7,368"
		NetPPEPurchaseAndSale,"-94,931","-14,480","-37,757","-18,911","-23,783","-19,871","-22,787","-20,256","-9,061","-15,937","-26,260","-13,718","-33,891","-13,848","-11,231","-10,538","-8,790","-3,803","-12,933","-4,711","-8,453","-16,146","-93,017","-65,608","-5,302","-14,507","-1,547","-499",,,"-4,290","-1,102",,,"0","0","0","0","0","0","-806","-1,424","-13,100",,,,"0",,,"0","0","0","0","0","-8,328","0","5,075","-7,368"
			PurchaseOfPPE,"-94,931","-14,480","-37,757","-18,911","-23,783","-19,871","-22,787","-20,256","-9,061","-15,937","-26,260","-13,718","-33,891","-13,848","-11,231","-10,538","-8,790","-3,803","-12,933","-4,711","-8,453","-16,146","-93,017","-65,608","-5,302","-14,507","-1,547","-499",,,"-4,290","-1,102",,,"0","0","0","0","0","0","-806","-1,424","-13,100",,,,"0",,,"0","0",,,,"-8,328","0","5,075","-7,368"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,
		NetIntangiblesPurchaseAndSale,"-8,089","-51,271","302,902","-147,591","-112,129","-64,693","-11,932","0",,,"-500,000","0","-1,000,000","0","0","0","-23,888","-32,763","867,168","-35,818","-731,350","-100,000","-31,530","-53,393","-84,886","-1,295","7,631","-59,282","-24,425","-22,842","-81,603","-109,125","-102,968","-109,272","-198,090","-62,280","-7,910","-30,368","0","5,085","-21,490","-32,235","-67,355","-71,565","-45,240","-37,610","-54,747","-40,000","-85,000","-44,660","-107,700","0","0","0","26,875","0","-26,875","0"
			PurchaseOfIntangibles,"-8,089","-51,271","302,902","-147,591","-112,129","-64,693","-11,932","0",,,"-500,000","0","-1,000,000","0","0","0","-23,888","-32,763","867,168","-35,818","-731,350","-100,000","-31,530","-53,393","-84,886","-1,295","7,631","-59,282","-24,425","-22,842","-81,603","-109,125","-102,968","-109,272","-198,090","-62,280","-7,910","-30,368","0","5,085","-21,490","-32,235","-67,355","-71,565","-45,240","-37,610","-54,747","-40,000","-85,000","-44,660","-107,700",,,,,"0",,
			SaleOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,"0"
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"0","0","100,000","-100,000","0","0","0","0","0","0","0","0","0",,"-1,592","0","0","0","0","0","0","0","0","0",,"0","0","0","-200","-1,030","0","0","0",,,,"0","0","0","0"
FinancingCashFlow,"4,002,348","258,128","1,058,756","1,094,697","1,590,767","70,180,734","1,156,314","-1,954,902","-1,214,357","112,152","113,279","206,324","21,518,140","343,785","65,322","451,023",,,"0","0","-390,000","0","0","0","0","-357,415","0","4,346,446","0","0","0","0","0","2,795,032","0","0","0","0","0","0","0","0","-57,500","500,000",,,"650,000","0",,,"35,000","0","-4,000","0","1,344","2,873,656","41,250","381,000"
	CashFlowFromContinuingFinancingActivities,"4,002,348","258,128","1,058,756","1,094,697","1,590,767","70,180,734","1,156,314","-1,954,902","-1,214,357","112,152","113,279","206,324","21,518,140","343,785","65,322","451,023",,,"0","0","-390,000","0","0","0","0","-357,415","0","4,346,446","0","0","0","0","0","2,795,032","0","0","0","0","0","0","0","0","-57,500","500,000",,,"650,000","0",,,"35,000","0","-4,000","0","1,344","2,873,656","41,250","381,000"
		NetIssuancePaymentsOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,,"0","0","-4,000","0","344","-316,344","-187,750","180,000"
			NetLongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"70,000","200,000"
				LongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"70,000","200,000"
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,,,"0","-4,000","0",,"-46,344","-257,750","-20,000"
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,,,"0",,,,"-46,344","-257,750","-20,000"
		NetCommonStockIssuance,"0","0","0","0","0","70,671,536","-1,332,080","1,045,097",,,"-1,066,134","206,324",,,"-455,942","451,023",,,"0","0","-390,000","0","0","0","0","-357,415","-387,300","4,733,746","0","0","-1,204,968","0","0","4,000,000",,,,,,,,,,"0",,,"8,750",,,,"0","0","0","0","1,000","205,000","229,000","201,000"
			CommonStockIssuance,"0","0","0","0","0","70,671,536","-1,332,080","1,045,097",,,"-1,066,134","206,324",,,"-455,942","451,023",,,"0",,,,"0",,,,"-387,300","4,733,746","0","0","-1,204,968","0","0","10,000,000",,,,,,,,,"0","0",,,"8,750",,,,,"0","0","0","1,000","205,000","229,000","201,000"
			CommonStockPayments,,,,,,,,,,,,,,,"0","0",,,"0","0","-390,000","0","0","-449,500","0","-357,415","0","0","0","0","0","0","0","-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		NetPreferredStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","855,460",,,"-350,000","0",,,"0","0","0","0","0","2,985,000","0","0"
			PreferredStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","855,460",,,"-350,000","0",,,,"0","0","0","0","2,985,000","0","0"
		ProceedsFromStockOptionExercised,"4,002,348","258,128","1,058,756","1,094,697","1,590,767","1,120,011",,,,"112,152",,,,"343,785",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,
		NetOtherFinancingCharges,,,"0","0","0","-1,610,813","0","-2,999,999",,,,"0",,,,,,,,,,,,,,,,,,,,"0","0","-1,204,968",,,,,,,,,,,,,"991,250","0",,,,,,,,,,
EndCashPosition,"88,954,391","88,954,391","84,681,770","85,056,578","83,923,455","82,278,696","10,516,776","12,032,538","14,114,294","15,210,069","18,852,680","29,759,967","30,536,420","10,133,940","8,914,034","13,523,002","12,003,864","4,298,619","5,122,573","5,013,128","5,842,602","6,721,265","7,034,647","7,574,638","7,566,783","7,548,261","8,207,565","8,174,409","3,645,878","3,510,823","3,446,973","3,260,094","3,549,698","4,030,730","1,118,243","486,692","352,432","260,394","284,263","282,630","527,511","797,503","959,166","1,019,315","969,765","1,148,923","1,278,094","674,375","1,132,928","371,412","656,394","1,006,382","1,338,109","1,822,771","2,502,656","2,807,523","141,683","317,991"
	ChangesInCash,"6,675,695","4,272,621","-374,808","1,133,123","1,644,759","71,761,920","-1,515,762","-2,081,756","-1,095,775","-3,642,611","-10,907,287","-776,453","20,402,480","1,219,906","-4,608,968","1,519,138","7,705,245","-823,954","109,445","-829,474","-878,663","-313,382","-539,991","7,855","18,522","-659,304","33,156","4,528,531","135,055","63,850","186,879","-289,604","-481,032","2,912,487","631,551","134,260","92,038","-23,869","1,633","-244,881","-269,992","-161,663","-60,149","49,550","-179,158","-129,171","603,719","-458,553","761,516","-284,982","-349,988","-331,724","-484,662","-679,888","-304,867","2,665,840","-176,308","182,562"
	BeginningCashPosition,"82,278,696","84,681,770","85,056,578","83,923,455","82,278,696","10,516,776","12,032,538","14,114,294","15,210,069","18,852,680","29,759,967","30,536,420","10,133,940","8,914,034","13,523,002","12,003,864","4,298,619","5,122,573","5,013,128","5,842,602","6,721,265","7,034,647","7,574,638","7,566,783","7,548,261","8,207,565","8,174,409","3,645,878","3,510,823","3,446,973","3,260,094","3,549,698","4,030,730","1,118,243","486,692","352,432","260,394","284,263","282,630","527,511","797,503","959,166","1,019,315","969,765","1,148,923","1,278,094","674,375","1,132,928","371,412","656,394","1,006,382","1,338,109","1,822,771","2,502,659","2,807,523","141,683","317,991","135,429"
IncomeTaxPaidSupplementalData,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","-4","4","0","0","0","0","0",,,"0","0","0","0",,,,,,"0",,,"0","0",,,"0","0"
InterestPaidSupplementalData,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-163","0","0","163","0","0","0","0","0",,,"0","0","0","0","0",,,"0","0","41,974","0",,,,,,"61","0","0","1,634","159","0","0","0","0"
CapitalExpenditure,"-467,186","-65,751","-99,021","-166,502","-135,912","-84,564","-79,471","-20,256","-9,061","-15,937","-526,260","-13,718","-1,033,891","-13,848","-11,231","-10,538","-32,678","-36,566",,"-40,529","-739,803","-116,146","-124,547","-119,001","-90,188","-15,802","6,084","-59,781","-24,425","-22,842","-85,893","-110,227","-104,560","-109,272","-198,090","-62,280","-7,910","-30,368","0","5,085","-22,296","-33,659","-80,455","-71,565","-45,240","-37,610","-54,747","-41,230","-85,000","-44,660",,,,,"18,547","0","-21,800","-7,368"
IssuanceOfCapitalStock,"0","0","0","0","0","70,671,536","-1,332,080","1,045,097",,,"-1,066,134","206,324",,,"-455,942","451,023",,,"0",,,,"0",,,,"-387,300","4,733,746","0","0","-1,204,968","0","0","10,000,000",,,,,"0",,,,"0","855,460",,,"-341,250","0",,,,"0","0","0","1,000","3,190,000","229,000","201,000"
IssuanceOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"70,000","200,000"
RepaymentOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,,"0","0",,,"-319,656","-46,344","-257,750","-20,000"
RepurchaseOfCapitalStock,,,,,,,,,,,,,,,"0","0",,,"0","0","-390,000","0","0","-449,500","0","-357,415","0","0","0","0","0","0","0","-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,
FreeCashFlow,"2,673,347","4,014,493","-1,433,564","38,426","53,992","1,581,186","-2,672,076","-126,854","118,582","-3,754,763","-2,026,197","-982,777","-1,115,660","876,121","921,530","1,068,115","-464,149","-823,954","109,445","-829,474","-488,663","-313,382","-539,991","7,855","18,522","-301,889","33,156","182,085","135,055","63,850","186,879","-289,604","-481,032","117,455","631,551","134,260","92,038","-23,869","1,633","-244,881","-269,992","-161,663","2,400","-450,450","-179,158","-129,171","-46,081","-458,753","-747,234","-284,982","-384,988","-331,724","-480,662","-679,888","-306,211","-207,816","-217,558","-198,438"
