name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"-887,948,000","-256,409,000","-281,357,000","-180,065,000","-170,117,000","-185,647,000","-151,213,000","-14,506,000","-35,368,000","-116,885,000","-98,379,000","-49,493,000","-68,030,000","11,415,000","81,295,000","-32,575,000","-65,427,000","-45,754,000","-21,845,000","-5,709,000","-4,350,000","-29,107,000","-23,349,000","-28,818,000","-21,018,000","-77,395,000","-33,334,000","-27,330,000","-42,286,000","-2,316,000","-11,891,000","-6,096,000","-1,205,000","11,264,000"
	CashFlowFromContinuingOperatingActivities,"-887,948,000","-256,409,000","-281,357,000","-180,065,000","-170,117,000","-185,647,000","-151,213,000","-14,506,000","-35,368,000","-116,885,000","-98,379,000","-49,493,000","-68,030,000","11,415,000","81,295,000","-32,575,000","-65,427,000","-45,754,000","-21,845,000","-5,709,000","-4,350,000","-29,107,000","-23,349,000","-28,818,000","-21,018,000","-77,395,000","-33,334,000","-27,330,000","-42,286,000","-2,316,000","-11,891,000","-6,096,000","-1,205,000","11,264,000"
		NetIncomeFromContinuingOperations,"-932,677,000","-156,469,000","-321,466,000","-241,333,000","-213,409,000","-204,322,000","-297,449,000","-85,401,000","-134,549,000","-109,549,000","-86,997,000","-112,534,000","-104,585,000","-86,906,000","-49,515,000","-47,524,000","-71,727,000","-91,420,000","-68,221,000","-80,187,000","-65,242,000","-73,084,000","-85,803,000","-74,968,000","-64,727,000","-77,803,000","-74,306,000","-72,215,000","-49,865,000","-52,520,000","-55,032,000","-45,117,000","-32,748,000","-24,593,000"
		OperatingGainsLosses,,"-66,182,000",,,,,,,,,,,,"1,489,000","4,848,000","8,505,000","6,464,000","5,667,000","6,697,000","2,259,000","1,692,000","2,898,000",,,,,,,"431,000","0",,,"0","0"
			GainLossOnInvestmentSecurities,,"-66,182,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"402,251,000","106,110,000","102,095,000","98,856,000","95,190,000","91,955,000","86,685,000","53,242,000","51,994,000","51,021,000","48,543,000","49,601,000","45,358,000","43,661,000","42,296,000","39,731,000","37,794,000","36,186,000","36,687,000","34,392,000","33,572,000","31,710,000","30,535,000","27,006,000","24,968,000","21,596,000","20,314,000","18,386,000","17,244,000","15,429,000","14,098,000","12,950,000","11,959,000","10,534,000"
			DepreciationAndAmortization,"402,251,000","106,110,000","102,095,000","98,856,000","95,190,000","91,955,000","86,685,000","53,242,000","51,994,000","51,021,000","48,543,000","49,601,000","45,358,000","43,661,000","42,296,000","39,731,000","37,794,000","36,186,000","36,687,000","34,392,000","33,572,000","31,710,000","30,535,000","27,006,000","24,968,000","21,596,000","20,314,000","18,386,000","17,244,000","15,429,000","14,098,000","12,950,000","11,959,000","10,534,000"
		DeferredTax,"20,456,000","-3,277,000","28,316,000","9,980,000","-14,563,000","-14,126,000","-30,149,000","-27,293,000","211,000","-3,342,000","-8,116,000","5,169,000","-1,910,000","-3,361,000","2,732,000","-5,992,000","4,379,000","8,203,000","-5,486,000","14,836,000","15,451,000","7,337,000","22,847,000","9,936,000",,,"13,000","903,000","-10,122,000","3,907,000","15,302,000","0","-14,520,000","4,477,000"
			DeferredIncomeTax,"20,456,000","-3,277,000","28,316,000","9,980,000","-14,563,000","-14,126,000","-30,149,000","-27,293,000","211,000","-3,342,000","-8,116,000","5,169,000","-1,910,000","-3,361,000","2,732,000","-5,992,000","4,379,000","8,203,000","-5,486,000","14,836,000","15,451,000","7,337,000","22,847,000","9,936,000",,,"13,000","903,000","-10,122,000","3,907,000","15,302,000","0","-14,520,000","4,477,000"
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,"633,000","308,000","78,000","336,000","840,000","419,000","282,000","457,000","190,000","232,000","65,000","59,000"
