name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016,12/31/2009,09/30/2009,12/31/2008
				InvestmentsInOtherVenturesUnderEquityMethod,"43,526,000","37,458,000","38,571,000","42,742,000","42,376,000","44,907,000","21,536,000","22,102,000","23,041,000","0","0","12,788,000","13,167,000","14,541,000","15,952,000","16,289,000","15,935,000","15,942,000","14,609,000","22,396,000",,,
			InvestmentinFinancialAssets,,"9,457,000",,,,"6,579,000",,,,"4,895,000",,,,"3,072,000",,,,"2,483,000",,,,,
		FinancialAssets,,"2,015,000",,,,"0",,,,"6,886,000",,,,"2,283,000",,,,,,,,,
		NonCurrentDeferredAssets,,"5,320,000",,,,"6,637,000",,,,"4,097,000",,,,"5,828,000",,,,"1,927,000",,,"1,685,000","1,779,000","2,100,000"
			NonCurrentDeferredTaxesAssets,,"554,000",,,,"826,000",,,,"418,000",,,,"391,000",,,,"553,000",,,,,
		NonCurrentPrepaidAssets,,,,,,"4,630,000",,,,"4,222,000",,,,"1,726,000",,,,"1,851,000",,,,,
		OtherNonCurrentAssets,"109,676,000","112,139,000","112,019,000","107,518,000","96,643,000","86,394,000","68,112,000","75,457,000","82,841,000","61,372,000","64,642,000","78,502,000","54,110,000","2,483,000","51,180,000","51,438,000","41,685,000",,"50,688,000","47,429,000","30,571,000","21,706,000","27,493,000"
TotalLiabilitiesNetMinorityInterest,"4,236,630,000","4,187,121,000","4,112,371,000","3,957,145,000","3,831,801,000","4,038,330,000","2,509,234,000","2,481,770,000","2,482,716,000","2,337,665,000","2,303,612,000","2,306,800,000","1,907,252,000","1,825,673,000","1,849,228,000","1,832,658,000","1,851,767,000","2,209,375,000","2,196,010,000","2,105,159,000","1,216,795,000","1,220,938,000","1,239,959,000"
	CurrentLiabilities,"1,077,790,000","934,974,000","905,499,000","723,015,000","587,619,000","472,939,000","373,906,000","350,917,000","358,231,000","331,862,000","332,098,000","306,496,000","276,049,000","241,120,000","269,186,000","244,894,000","250,937,000","228,414,000","243,843,000","210,357,000","85,758,000","80,777,000","97,901,000"
		PayablesAndAccruedExpenses,"535,617,000","509,517,000","577,721,000","563,566,000","524,876,000","453,730,000","356,734,000","335,651,000","341,113,000","315,439,000","314,173,000","287,691,000","258,055,000","222,495,000","249,715,000","224,749,000","232,737,000","209,218,000","225,038,000","164,494,000","85,758,000",,
			Payables,,"321,908,000",,,,"264,013,000",,,,"170,342,000",,,,"128,244,000",,,,"104,273,000",,"78,008,000",,,
				AccountsPayable,,"223,932,000",,,,"179,028,000",,,,"109,222,000",,,,"85,038,000",,,,"88,422,000",,"64,428,000",,,
				TotalTaxPayable,,"37,364,000",,,,"28,796,000",,,,"21,367,000",,,,"14,666,000",,,,"15,851,000",,"13,580,000",,,
					IncomeTaxPayable,,"2,675,000",,,,"6,424,000",,,,"997,000",,,,,,,,"784,000",,,,,
				DividendsPayable,,"60,612,000",,,,"56,189,000",,,,"39,753,000",,,,"28,540,000",,,,,,,,,
			CurrentAccruedExpenses,,"187,609,000",,,,"189,717,000",,,,"145,097,000",,,,"94,251,000",,,,"104,945,000",,"86,486,000",,,
				InterestPayable,,"35,761,000",,,,"28,422,000",,,,"24,872,000",,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"513,824,000","399,314,000","305,664,000","139,105,000","43,786,000",,,,,,,,,,,,,,"13,130,000","28,000,000",,"4,000","30,000"
			CurrentDebt,"513,824,000","399,314,000","305,664,000","139,105,000","43,786,000",,,,,,,,,,,,,,"13,130,000","28,000,000",,"4,000","30,000"
				LineOfCredit,"513,824,000","399,314,000","305,664,000","139,105,000","43,786,000","0",,,"0","0",,,,"0","0",,,"0","0","28,000,000",,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,"13,130,000",,,,
		CurrentDeferredLiabilities,"28,349,000","26,143,000","22,114,000","20,344,000","18,957,000","19,209,000","17,172,000","15,266,000","17,118,000","16,423,000","17,925,000","18,805,000","17,994,000","18,625,000","19,471,000","20,145,000","18,200,000","19,196,000","18,805,000","17,863,000",,,
			CurrentDeferredRevenue,"28,349,000","26,143,000","22,114,000","20,344,000","18,957,000","19,209,000","17,172,000","15,266,000","17,118,000","16,423,000","17,925,000","18,805,000","17,994,000","18,625,000","19,471,000","20,145,000","18,200,000","19,196,000","18,805,000","17,863,000",,,
		OtherCurrentLiabilities,,,,,,"9,611,000",,,,,,,,,,,,,,,,"80,773,000","97,871,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,158,840,000","3,252,147,000","3,206,872,000","3,234,130,000","3,244,182,000","3,565,391,000","2,135,328,000","2,130,853,000","2,124,485,000","2,005,803,000","1,971,514,000","2,000,304,000","1,631,203,000","1,584,553,000","1,580,042,000","1,587,764,000","1,600,830,000","1,980,961,000","1,952,167,000","1,894,802,000","1,131,037,000","1,140,161,000","1,142,058,000"
		LongTermDebtAndCapitalLeaseObligation,"2,982,361,000","3,022,021,000","2,998,164,000","3,009,097,000","3,004,839,000","3,228,399,000","2,069,678,000","2,061,043,000","2,051,148,000","1,931,718,000","1,932,085,000","1,951,663,000","1,589,446,000","1,510,721,000","1,537,869,000","1,544,861,000","1,555,216,000","1,901,090,000","1,900,881,000","1,803,973,000","1,092,596,000","1,092,185,000","1,095,150,000"
			LongTermDebt,"2,422,570,000","2,443,806,000","2,400,593,000","2,427,164,000","2,416,228,000","2,648,266,000","1,827,484,000","1,824,406,000","1,818,869,000","1,695,447,000","1,696,350,000","1,710,523,000","1,350,120,000","1,351,014,000","1,376,998,000","1,385,682,000","1,398,227,000","1,741,450,000","1,742,124,000","1,652,425,000","1,033,088,000","1,032,560,000","1,031,065,000"
			LongTermCapitalLeaseObligation,"559,791,000","578,215,000","597,571,000","581,933,000","588,611,000","580,133,000","242,194,000","236,637,000","232,279,000","236,271,000","235,735,000","241,140,000","239,326,000","159,707,000","160,871,000","159,179,000","156,989,000","159,640,000","158,757,000","151,548,000","59,508,000","59,625,000","64,085,000"
		NonCurrentDeferredLiabilities,"165,331,000","185,590,000","193,194,000","208,799,000","221,922,000","274,933,000","47,481,000","50,177,000","52,776,000","22,001,000","14,385,000","22,669,000","17,110,000","17,992,000","18,889,000","18,474,000","20,423,000","21,940,000","21,326,000","32,129,000","15,174,000","20,672,000","20,140,000"
			NonCurrentDeferredTaxesLiabilities,"165,331,000","169,209,000","193,194,000","208,799,000","221,922,000","220,502,000","47,481,000","50,177,000","52,776,000","17,119,000","14,385,000","22,669,000","17,110,000","17,992,000","18,889,000","18,474,000","20,423,000","21,940,000","21,326,000","23,055,000","4,004,000","7,910,000","7,722,000"
			NonCurrentDeferredRevenue,,,,"20,344,000","18,957,000","19,209,000","17,172,000","15,266,000","17,118,000","16,423,000","17,925,000","18,805,000","17,994,000","18,625,000","19,471,000","20,145,000","18,200,000","19,196,000","18,805,000","9,074,000","11,170,000","12,762,000","12,418,000"
		EmployeeBenefits,"11,148,000","44,536,000","15,514,000","16,234,000","17,421,000","52,448,000","18,169,000","19,633,000","20,561,000","52,084,000","25,044,000","25,972,000","24,647,000","55,840,000","23,284,000","24,429,000","25,191,000","57,931,000","29,960,000","58,700,000","20,961,000","24,594,000","22,845,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"11,148,000","11,022,000","15,514,000","16,234,000","17,421,000","17,673,000","18,169,000","19,633,000","20,561,000","21,442,000","25,044,000","25,972,000","24,647,000","25,255,000","23,284,000","24,429,000","25,191,000","25,890,000","29,960,000","21,799,000","20,961,000","24,594,000","22,845,000"
		DerivativeProductLiabilities,,"0",,,,"9,611,000",,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,"379,690,000",,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,"2,306,000","2,710,000","3,923,000"
TotalEquityGrossMinorityInterest,"3,971,239,000","4,029,076,000","4,015,183,000","3,866,175,000","3,708,207,000","3,792,821,000","2,108,872,000","2,131,006,000","2,020,676,000","1,833,018,000","1,838,579,000","1,855,657,000","680,477,000","706,755,000","731,003,000","642,817,000","641,988,000","185,870,000","192,352,000","222,472,000","368,575,000","375,787,000","400,201,000"
	StockholdersEquity,"3,961,380,000","4,021,007,000","4,009,028,000","3,861,393,000","3,704,831,000","3,790,440,000","2,108,872,000","2,131,006,000","2,020,676,000","1,833,018,000","1,838,579,000","1,855,657,000","680,477,000","706,755,000","731,003,000","642,817,000","641,988,000","185,870,000","192,352,000","222,472,000","368,575,000","375,787,000","400,201,000"
		CapitalStock,"2,687,000","2,683,000","2,668,000","2,610,000","2,525,000","2,517,000","2,037,000","2,036,000","2,003,000","1,918,000","1,918,000","1,916,000","1,491,000","1,482,000","1,479,000","1,435,000","1,425,000","373,488,000","380,384,000","372,621,000","693,000","396,000","396,000"
			PreferredStock,,,,,,,,,,,,,,"0","0",,"0","372,794,000","379,690,000","371,927,000",,,
			CommonStock,"2,687,000","2,683,000","2,668,000","2,610,000","2,525,000","2,517,000","2,037,000","2,036,000","2,003,000","1,918,000","1,918,000","1,916,000","1,491,000","1,482,000","1,479,000","1,435,000","1,425,000","694,000","694,000","694,000","693,000","396,000","396,000"
		AdditionalPaidInCapital,"5,177,642,000","5,171,690,000","5,110,432,000","4,900,398,000","4,681,809,000","4,687,823,000","2,936,762,000","2,932,040,000","2,818,389,000","2,582,087,000","2,579,318,000","2,577,888,000","1,365,767,000","1,356,133,000","1,349,761,000","1,257,779,000","1,255,094,000","394,082,000","393,694,000","392,591,000","512,903,000","504,885,000","505,101,000"
		RetainedEarnings,"-1,234,875,000","-1,157,888,000","-1,090,595,000","-1,036,987,000","-965,844,000","-895,521,000","-797,935,000","-767,027,000","-756,418,000","-736,861,000","-718,874,000","-707,170,000","-673,297,000","-638,345,000","-612,795,000","-611,208,000","-613,363,000","-581,470,000","-577,297,000","-532,196,000","-133,011,000","-114,762,000","-90,194,000"
		GainsLossesNotAffectingRetainedEarnings,"15,926,000","4,522,000","-13,477,000","-4,628,000","-13,659,000","-4,379,000","-31,992,000","-36,043,000","-43,298,000","-14,126,000","-23,783,000","-16,977,000","-13,484,000","-12,515,000","-7,442,000","-5,189,000","-1,168,000","-230,000","-4,429,000","-10,544,000","-12,010,000","-14,732,000","-15,102,000"
			OtherEquityAdjustments,,,,,,,,,,,"-742,657,000","-724,147,000","-686,781,000","-650,860,000","-620,237,000","-616,397,000","-614,531,000","-581,700,000",,"-542,740,000",,,
	MinorityInterest,"9,859,000","8,069,000","6,155,000","4,782,000","3,376,000","2,381,000",,,,,,,,,,,,,,,,,
TotalCapitalization,"6,383,950,000","6,464,813,000","6,409,621,000","6,288,557,000","6,121,059,000","6,438,706,000","3,936,356,000","3,955,412,000","3,839,545,000","3,528,465,000","3,534,929,000","3,566,180,000","2,030,597,000","2,057,769,000","2,108,001,000","2,028,499,000","2,040,215,000","1,927,320,000","1,934,476,000","1,874,897,000","1,401,663,000","1,408,347,000","1,431,266,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,"372,794,000","379,690,000","371,927,000",,,
CommonStockEquity,"3,961,380,000","4,021,007,000","4,009,028,000","3,861,393,000","3,704,831,000","3,790,440,000","2,108,872,000","2,131,006,000","2,020,676,000","1,833,018,000","1,838,579,000","1,855,657,000","680,477,000","706,755,000","731,003,000","642,817,000","641,988,000","-186,924,000","-187,338,000","-149,455,000","368,575,000","375,787,000","400,201,000"
CapitalLeaseObligations,"559,791,000","578,215,000","597,571,000","581,933,000","588,611,000","580,133,000","242,194,000","236,637,000","232,279,000","236,271,000","235,735,000","241,140,000","239,326,000","159,707,000","160,871,000","159,179,000","156,989,000","159,640,000","158,757,000","151,548,000","59,508,000","59,625,000","64,085,000"
NetTangibleAssets,"1,924,802,000","1,967,061,000","1,958,076,000","1,968,067,000","2,116,425,000","2,198,682,000","1,345,873,000","1,393,621,000","1,286,911,000","1,229,777,000","1,239,707,000","1,280,287,000","469,115,000","495,604,000","519,176,000","430,088,000","427,653,000","-28,944,000","-23,090,000","11,389,000","200,639,000","207,094,000","232,909,000"
WorkingCapital,"-607,477,000","-376,655,000","-384,550,000","-81,498,000","7,042,000","545,511,000","24,934,000","181,526,000","127,765,000","169,087,000","195,802,000","229,728,000","97,200,000","212,249,000","205,337,000","128,398,000","140,974,000","96,780,000","44,189,000","52,324,000","77,265,000","78,213,000","56,161,000"
InvestedCapital,"6,897,774,000","6,864,127,000","6,715,285,000","6,427,662,000","6,164,845,000","6,438,706,000","3,936,356,000","3,955,412,000","3,839,545,000","3,528,465,000","3,534,929,000","3,566,180,000","2,030,597,000","2,057,769,000","2,108,001,000","2,028,499,000","2,040,215,000","1,554,526,000","1,554,786,000","1,530,970,000","1,401,663,000","1,408,351,000","1,431,296,000"
TangibleBookValue,"1,924,802,000","1,967,061,000","1,958,076,000","1,968,067,000","2,116,425,000","2,198,682,000","1,345,873,000","1,393,621,000","1,286,911,000","1,229,777,000","1,239,707,000","1,280,287,000","469,115,000","495,604,000","519,176,000","430,088,000","427,653,000","-401,738,000","-402,780,000","-360,538,000","200,639,000","207,094,000","232,909,000"
TotalDebt,"3,496,185,000","3,421,335,000","3,303,828,000","3,148,202,000","3,048,625,000","3,228,399,000","2,069,678,000","2,061,043,000","2,051,148,000","1,931,718,000","1,932,085,000","1,951,663,000","1,589,446,000","1,510,721,000","1,537,869,000","1,544,861,000","1,555,216,000","1,901,090,000","1,900,881,000","1,831,973,000","1,092,596,000","1,092,189,000","1,095,180,000"
NetDebt,"2,885,429,000","2,760,162,000","2,553,487,000","2,250,192,000","2,172,323,000","2,038,729,000","1,653,571,000","1,525,697,000","1,555,914,000","1,461,144,000","1,386,234,000","1,389,718,000","1,177,282,000","1,142,936,000","1,150,191,000","1,232,482,000","1,204,359,000","1,692,577,000","1,660,080,000","1,657,591,000","943,063,000","954,886,000","964,373,000"
ShareIssued,"268,672,465","268,282,592","266,769,008","261,015,053","252,519,518","251,702,603","203,679,575","203,615,707","200,265,965","191,799,909","191,750,746","191,634,460","149,132,808","148,234,959","147,861,840","143,459,052","142,513,448","133,037,685",,,"133,037,685","133,037,685","133,037,685"
OrdinarySharesNumber,"268,672,465","268,282,592","266,769,008","261,015,053","252,519,518","251,702,603","203,679,575","203,615,707","200,265,965","191,799,909","191,750,746","191,634,460","149,132,808","148,234,959","147,861,840","143,459,052","142,513,448","133,037,685",,,"133,037,685","133,037,685","133,037,685"
