name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"2,208,700,000","562,400,000","565,500,000","550,200,000","530,600,000","511,600,000","504,100,000","487,400,000","467,400,000","455,000,000","446,000,000","428,200,000","401,500,000","385,600,000","375,900,000","360,300,000","339,200,000","316,300,000","305,500,000","286,700,000","266,700,000","247,900,000"
	OperatingRevenue,"2,208,700,000","562,400,000","565,500,000","550,200,000","530,600,000","511,600,000","504,100,000","487,400,000","467,400,000","455,000,000","446,000,000","428,200,000","401,500,000","385,600,000","375,900,000","360,300,000","339,200,000","316,300,000","305,500,000","286,700,000","266,700,000","247,900,000"
CostOfRevenue,"447,800,000","112,900,000","115,800,000","112,000,000","107,100,000","109,300,000","105,800,000","103,200,000","102,500,000","103,100,000","104,900,000","104,800,000","102,900,000","98,400,000","94,400,000","90,200,000","89,500,000","120,600,000","91,700,000","91,500,000","92,200,000","93,500,000"
GrossProfit,"1,760,900,000","449,500,000","449,700,000","438,200,000","423,500,000","402,300,000","398,300,000","384,200,000","364,900,000","351,900,000","341,100,000","323,400,000","298,600,000","287,200,000","281,500,000","270,100,000","249,700,000","195,700,000","213,800,000","195,200,000","174,500,000","154,400,000"
OperatingExpense,"1,425,500,000","360,000,000","365,500,000","360,900,000","339,100,000","342,500,000","346,700,000","354,200,000","352,100,000","325,100,000","347,700,000","342,000,000","332,600,000","308,500,000","293,500,000","279,000,000","256,900,000","661,600,000","251,100,000","211,500,000","201,200,000","187,800,000"
	SellingGeneralAndAdministration,"640,000,000","149,200,000","163,600,000","173,600,000","153,600,000","161,300,000","170,100,000","170,900,000","166,300,000","143,300,000","170,800,000","169,200,000","170,200,000","158,500,000","156,700,000","145,800,000","137,200,000","283,100,000","147,100,000","114,300,000","111,400,000","98,500,000"
		GeneralAndAdministrativeExpense,"219,500,000","53,500,000","55,300,000","57,900,000","52,800,000","58,600,000","60,200,000","65,100,000","63,500,000","39,000,000","64,500,000","61,000,000","62,900,000","57,000,000","56,500,000","50,800,000","49,800,000","126,100,000","44,200,000","39,600,000","42,200,000","31,300,000"
			OtherGandA,"219,500,000","53,500,000","55,300,000","57,900,000","52,800,000","58,600,000","60,200,000","65,100,000","63,500,000","39,000,000","64,500,000","61,000,000","62,900,000","57,000,000","56,500,000","50,800,000","49,800,000","126,100,000","44,200,000","39,600,000","42,200,000","31,300,000"
		SellingAndMarketingExpense,"420,500,000","95,700,000","108,300,000","115,700,000","100,800,000","102,700,000","109,900,000","105,800,000","102,800,000","104,300,000","106,300,000","108,200,000","107,300,000","101,500,000","100,200,000","95,000,000","87,400,000","157,000,000","102,900,000","74,700,000","69,200,000","67,200,000"
	ResearchAndDevelopment,"785,500,000","210,800,000","201,900,000","187,300,000","185,500,000","181,200,000","176,600,000","183,300,000","185,800,000","181,800,000","176,900,000","172,800,000","162,400,000","150,000,000","136,800,000","133,200,000","119,700,000","378,500,000","104,000,000","97,200,000","89,800,000","89,300,000"
OperatingIncome,"335,400,000","89,500,000","84,200,000","77,300,000","84,400,000","59,800,000","51,600,000","30,000,000","12,800,000","26,800,000","-6,600,000","-18,600,000","-34,000,000","-21,300,000","-12,000,000","-8,900,000","-7,200,000","-465,900,000","-37,300,000","-16,300,000","-26,700,000","-33,400,000"
NetNonOperatingInterestIncomeExpense,"-5,400,000","-1,400,000","-1,400,000","-1,700,000","-900,000","-1,200,000","-900,000","100,000","100,000","2,400,000","2,600,000","3,000,000","3,200,000","3,700,000","3,900,000","2,400,000","2,000,000","-1,200,000","-1,600,000","-2,200,000","-3,000,000","-4,200,000"
	InterestIncomeNonOperating,,,,,,,,"100,000","100,000","2,400,000",,,,,,,,,,,,
	InterestExpenseNonOperating,,,,"1,700,000",,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"5,400,000","1,400,000","1,400,000","1,700,000","900,000","1,200,000","900,000",,,"-2,400,000","-2,600,000","-3,000,000","-3,200,000","-3,700,000","-3,900,000","-2,400,000","-2,000,000","1,200,000","1,600,000","2,200,000","3,000,000","4,200,000"
OtherIncomeExpense,"16,700,000","5,700,000","3,000,000","500,000","7,500,000","-12,200,000","-396,200,000","3,500,000","9,000,000","10,600,000","1,600,000","200,000","10,000,000","4,200,000","700,000","500,000","2,200,000","3,400,000","200,000","4,900,000","3,300,000","4,800,000"
	SpecialIncomeCharges,"-14,000,000","0","-14,000,000","0","0","-17,300,000","-398,200,000",,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"14,000,000","0","14,000,000","0","0","17,300,000","398,200,000",,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"30,700,000","5,700,000","17,000,000","500,000","7,500,000","5,100,000","2,000,000","3,500,000","9,000,000","10,600,000","1,600,000","200,000","10,000,000","4,200,000","700,000","500,000","2,200,000","3,400,000","200,000","4,900,000","3,300,000","4,800,000"
PretaxIncome,"346,700,000","93,800,000","85,800,000","76,100,000","91,000,000","46,400,000","-345,500,000","33,600,000","21,900,000","39,800,000","-2,400,000","-15,400,000","-20,800,000","-13,400,000","-7,400,000","-6,000,000","-3,000,000","-463,700,000","-38,700,000","-13,600,000","-26,400,000","-32,800,000"
