name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"942,937,000","358,879,000","266,953,000","160,900,000","156,205,000","160,295,000","145,861,000","146,335,000","156,493,000","185,843,000","177,019,000","181,909,000","182,690,000","182,162,000","171,453,000","172,916,000","175,985,000","179,877,000","166,858,000","164,317,000","163,897,000","160,210,000","146,656,000","153,943,000","154,579,000","162,252,000","144,216,000","148,696,000","142,308,000","113,417,000","106,322,000","112,555,000","112,984,000","113,718,000","100,546,000","101,954,000","102,668,000","103,006,000","96,336,000","100,375,000","103,334,000","111,323,000","95,104,000","97,751,000","93,333,000","88,898,000","81,258,000","83,095,000","82,374,000","79,832,000","67,481,000","63,657,000","63,732,000","83,841,000","85,281,000","94,294,000","92,380,000","92,138,000","80,407,000","78,232,000","79,823,000","81,039,000","76,544,000","73,248,000","75,231,000","75,751,000","67,390,000","65,367,000","66,001,000","72,285,000","58,145,000","56,391,000","56,195,000"
	OperatingRevenue,"942,937,000","358,879,000","266,953,000","160,900,000","156,205,000","160,295,000","145,861,000","146,335,000","156,493,000","185,843,000","177,019,000","181,909,000","182,690,000","182,162,000","171,453,000","172,916,000","175,985,000","179,877,000","166,858,000","164,317,000","163,897,000","160,210,000","146,656,000","153,943,000","154,579,000","162,252,000","144,216,000","148,696,000","142,308,000","113,417,000","106,322,000","112,555,000","112,984,000","113,718,000","100,546,000","101,954,000","102,668,000","103,006,000","96,336,000","100,375,000","103,334,000","111,323,000","95,104,000","97,751,000","93,333,000","88,898,000","81,258,000","83,095,000","82,374,000","79,832,000","67,481,000","63,657,000","63,732,000","83,841,000","85,281,000","94,294,000","92,380,000","92,138,000","80,407,000","78,232,000","79,823,000","81,039,000","76,544,000","73,248,000","75,231,000","75,751,000","67,390,000","65,367,000","66,001,000","72,285,000","58,145,000","56,391,000","56,195,000"
CostOfRevenue,"585,869,000","221,393,000","173,608,000","98,436,000","92,432,000","97,826,000","90,273,000","89,739,000","97,040,000","109,259,000","106,308,000","110,795,000","111,996,000","109,194,000","103,326,000","105,097,000","108,246,000","110,151,000","102,193,000","102,506,000","101,988,000","96,981,000","94,271,000","97,212,000","97,328,000","101,877,000","90,695,000","96,578,000","89,544,000","68,502,000","64,669,000","72,804,000","69,163,000","68,477,000","62,050,000","61,363,000","62,199,000","62,326,000","60,060,000","62,845,000","64,891,000","70,149,000","61,478,000","63,767,000","61,537,000","58,579,000","55,294,000","55,857,000","56,121,000","54,702,000","47,042,000","44,564,000","43,828,000","54,895,000","56,779,000","64,077,000","61,825,000","59,796,000","52,853,000","51,995,000","52,378,000","52,485,000","52,001,000","49,745,000","51,722,000","52,427,000","47,029,000","45,380,000","46,725,000","51,277,000","41,413,000","41,010,000","40,902,000"
GrossProfit,"357,068,000","137,486,000","93,345,000","62,464,000","63,773,000","62,469,000","55,588,000","56,596,000","59,453,000","76,584,000","70,711,000","71,114,000","70,694,000","72,968,000","68,127,000","67,819,000","67,739,000","69,726,000","64,665,000","61,811,000","61,909,000","63,229,000","52,385,000","56,731,000","57,251,000","60,375,000","53,521,000","52,118,000","52,764,000","44,915,000","41,653,000","39,751,000","43,821,000","45,241,000","38,496,000","40,591,000","40,469,000","40,680,000","36,276,000","37,530,000","38,443,000","41,174,000","33,626,000","33,984,000","31,796,000","30,319,000","25,964,000","27,238,000","26,253,000","25,130,000","20,439,000","19,093,000","19,904,000","28,946,000","28,502,000","30,217,000","30,555,000","32,342,000","27,554,000","26,237,000","27,445,000","28,554,000","24,543,000","23,503,000","23,509,000","23,324,000","20,361,000","19,987,000","19,276,000","21,008,000","16,732,000","15,381,000","15,293,000"
OperatingExpense,"193,786,000","91,114,000","43,196,000","29,674,000","29,802,000","38,106,000","25,739,000","26,023,000","26,829,000","39,977,000","30,719,000","30,774,000","30,087,000","39,669,000","29,142,000","29,326,000","29,575,000","38,750,000","28,162,000","27,595,000","27,778,000","34,965,000","25,712,000","25,188,000","25,796,000","36,259,000","23,850,000","24,944,000","23,725,000","21,866,000","19,266,000","18,517,000","18,996,000","21,864,000","18,273,000","17,140,000","16,984,000","18,830,000","16,567,000","16,335,000","16,449,000","17,120,000","15,422,000","15,617,000","14,783,000","15,341,000","13,760,000","13,350,000","12,206,000","13,615,000","12,300,000","11,856,000","12,125,000","19,304,000","15,707,000","15,049,000","13,190,000","14,379,000","12,443,000","12,215,000","11,664,000","17,076,000","10,210,000","10,893,000","6,435,000","11,024,000","9,573,000","11,123,000","8,878,000","3,600,000","8,327,000","8,021,000","9,377,000"
	SellingGeneralAndAdministration,"158,634,000","55,962,000","43,196,000","29,674,000","29,802,000","27,409,000","25,739,000","26,023,000","26,829,000","30,985,000","30,719,000","30,774,000","30,087,000","29,461,000","29,142,000","29,326,000","29,575,000","29,589,000","28,162,000","27,595,000","27,778,000","26,226,000","25,712,000","25,188,000","25,796,000","26,202,000","23,850,000","24,944,000","23,725,000","19,129,000","19,266,000","18,517,000","18,996,000","19,572,000","18,273,000","17,140,000","16,984,000","17,315,000","16,567,000","15,772,000","16,097,000","16,620,000","15,009,000","15,238,000","14,533,000","14,117,000","13,328,000","12,988,000","12,492,000","12,680,000","11,936,000","11,132,000","11,619,000","11,514,000","15,707,000","15,049,000","13,127,000","13,786,000","12,042,000","12,242,000","11,302,000","11,257,000","10,762,000","10,610,000","9,627,000","9,620,000","9,203,000","14,628,000","8,494,000","9,488,000","8,041,000","7,606,000","7,614,000"
	DepreciationAmortizationDepletionIncomeStatement,"34,692,000"
		DepreciationAndAmortizationInIncomeStatement,"34,692,000"
			Amortization,"34,692,000"
				AmortizationOfIntangiblesIncomeStatement,"34,692,000"
