name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
TotalRevenue,"425,531,000","96,312,000","101,865,000","104,556,000","122,798,000","70,458,000","32,689,000","51,093,000","51,942,000","44,760,000","43,024,000","39,557,000","39,324,000","37,684,000","38,971,000","37,249,000","38,371,000","41,259,000","42,026,000","42,741,000","39,800,000","39,265,000","39,715,000","37,418,000","37,919,000","36,185,000","35,325,000","33,713,000","34,747,000","33,395,000","34,324,000","33,776,000","32,159,000","32,666,000","32,625,000","33,661,000","35,473,000","34,212,000","11,142,000","35,972,000","37,486,000","35,365,000","32,903,000","36,380,000","38,468,000","36,349,000","32,151,000","36,983,000","36,170,000","35,442,000","39,340,000","31,073,000","27,547,000","20,094,000","20,939,000","26,859,000","25,099,000","21,398,000","20,492,000","20,509,000","20,056,000","20,376,000","19,874,000","21,841,000","24,544,000","23,601,000","24,537,000","24,987,000","20,968,000","27,030,000","27,468,000","28,551,000","30,606,000","29,733,000","26,296,000","34,886,000","30,358,000","31,634,000","27,713,000","26,905,000","25,262,000","23,464,000","21,543,000","20,769,000","19,168,000","19,311,000","17,649,000","16,769,000","18,188,000","18,200,000","18,700,000","18,400,000","17,400,000","14,900,000","13,900,000","16,400,000","13,800,000","13,300,000","13,000,000","13,700,000","12,900,000","13,100,000","12,000,000",,,,
	OperatingRevenue,"425,531,000","96,312,000","101,865,000","104,556,000","122,798,000","70,458,000","32,689,000","51,093,000","51,942,000","44,760,000","43,024,000","39,557,000","39,324,000","37,684,000","38,971,000","37,249,000","38,371,000","41,259,000","42,026,000","42,741,000","39,800,000","39,265,000","39,715,000","37,418,000","37,919,000","36,185,000","35,325,000","33,713,000","34,747,000","33,395,000","34,324,000","33,776,000","32,159,000","32,666,000","32,625,000","33,661,000","35,473,000","34,212,000","11,142,000","35,972,000","37,486,000","35,365,000","32,903,000","36,380,000","38,468,000","36,349,000","32,151,000","36,983,000","36,170,000","35,442,000","39,340,000","31,073,000","27,547,000","20,094,000","20,939,000","26,859,000","25,099,000","21,398,000","20,492,000","20,509,000","20,056,000","20,376,000","19,874,000","21,841,000","24,544,000","23,601,000","24,537,000","24,987,000","20,968,000","27,030,000","27,468,000","28,551,000","30,606,000","29,733,000","26,296,000","34,886,000","30,358,000","31,634,000","27,713,000","26,905,000","25,262,000","23,464,000","21,543,000","20,769,000","19,168,000","19,311,000","17,649,000","16,769,000","18,188,000","18,200,000","18,700,000","18,400,000","17,400,000","14,900,000","13,900,000","16,400,000","13,800,000","13,300,000","13,000,000","13,700,000","12,900,000","13,100,000","12,000,000",,,,
PretaxIncome,"224,308,000","48,016,000","51,168,000","52,960,000","72,164,000","-28,126,000","8,174,000","20,309,000","16,536,000","10,708,000","8,519,000","5,555,000","17,477,000","15,311,000","15,623,000","15,329,000","16,431,000","19,332,000","30,865,000","20,543,000","19,284,000","18,046,000","9,548,000","18,018,000","19,381,000","86,524,000","19,625,000","17,173,000","19,516,000","19,703,000","19,615,000","19,553,000","17,991,000","17,211,000","17,199,000","17,846,000","20,098,000","17,746,000","10,269,000","20,075,000","19,535,000","17,319,000","19,941,000","19,140,000","21,149,000","18,667,000","18,290,000","19,785,000","16,037,000","16,137,000","12,197,000","13,663,000","10,570,000","3,846,000","7,377,000","13,350,000","12,402,000","9,058,000","9,094,000","8,732,000","8,797,000","9,068,000","9,434,000","11,161,000","13,956,000","13,093,000","14,062,000","14,191,000","10,975,000","17,212,000","16,368,000","18,001,000","19,994,000","19,308,000","14,541,000","25,029,000","20,602,000","21,905,000","17,526,000","17,403,000","16,316,000","14,623,000","13,161,000","11,567,000","10,323,000","9,949,000","9,222,000","9,400,000","9,317,000","9,100,000","9,800,000","9,900,000","9,100,000","7,800,000","7,100,000","7,200,000","6,100,000","5,900,000","5,700,000","5,600,000","5,100,000","6,300,000","2,700,000",,,,
TaxProvision,"64,747,000","13,485,000","15,811,000","14,565,000","20,886,000","-7,092,000","3,358,000","4,441,000","3,570,000","2,316,000","1,574,000","850,000","4,442,000","3,810,000","3,183,000","3,547,000","4,110,000","4,587,000","15,442,000","7,230,000","7,295,000","6,889,000","8,816,000","7,481,000","8,173,000","36,487,000","8,241,000","7,092,000","7,987,000","7,925,000","7,628,000","7,788,000","7,531,000","7,177,000","6,891,000","7,215,000","8,059,000","7,176,000","3,534,000","8,280,000","8,004,000","7,072,000","7,214,000","7,976,000","8,811,000","7,587,000","7,730,000","8,430,000","6,033,000","6,667,000","4,100,000","5,337,000","3,654,000","996,000","2,084,000","4,997,000","3,977,000","3,101,000","3,657,000","3,188,000","3,152,000","3,251,000","3,469,000","4,002,000","4,896,000","4,685,000","5,083,000","5,089,000","3,717,000","6,341,000","6,138,000","6,755,000","7,588,000","6,968,000","4,671,000","9,857,000","8,005,000","8,268,000","6,598,000","6,396,000","6,161,000","5,432,000","4,837,000","4,452,000","3,763,000","3,957,000","3,649,000","3,764,000","3,555,000","3,700,000","4,200,000","4,200,000","3,600,000","3,100,000","3,100,000","3,200,000","2,800,000","3,000,000","2,900,000","3,000,000","1,600,000","1,400,000","1,500,000",,,,
NetIncomeCommonStockholders,"150,521,000","32,336,000","33,132,000","36,136,000","48,917,000","-22,690,000","7,101,000","13,963,000","11,780,000","8,325,000","6,933,000","4,627,000","12,972,000","11,464,000","12,393,000","11,741,000","12,278,000","14,716,000","15,389,000","13,279,000","11,951,000","11,132,000","708,000","10,511,000","11,208,000","50,006,000","11,353,000","10,050,000","11,496,000","11,737,000","11,947,000","11,724,000","10,418,000","9,989,000","10,263,000","10,587,000","11,994,000","10,524,000","6,551,000","11,795,000","11,531,000","10,247,000","12,727,000","11,164,000","12,338,000","11,080,000","10,560,000","11,355,000","10,004,000","9,470,000","8,097,000","8,326,000","6,916,000","2,850,000","5,293,000","8,353,000","8,425,000","5,957,000","5,437,000","5,544,000","5,645,000","5,817,000","5,965,000","7,159,000","9,060,000","8,408,000","8,979,000","9,102,000","7,258,000","10,871,000","10,230,000","11,246,000","12,406,000","12,340,000","9,870,000","15,172,000","12,597,000","13,637,000","10,928,000","11,007,000","10,155,000","9,191,000","8,324,000","7,115,000","6,560,000","5,992,000","5,573,000","5,636,000","5,762,000","5,400,000","5,600,000","5,700,000","5,500,000","4,700,000","4,000,000","4,000,000","3,300,000","2,900,000","2,800,000","2,600,000","3,500,000","4,900,000","1,200,000","900,000","1,800,000","1,800,000","1,800,000"
	NetIncome,"159,561,000","34,531,000","35,357,000","38,395,000","51,278,000","-21,034,000","4,816,000","15,868,000","12,966,000","8,392,000","6,945,000","4,705,000","13,035,000","11,501,000","12,440,000","11,782,000","12,321,000","14,745,000","15,423,000","13,313,000","11,989,000","11,157,000","732,000","10,537,000","11,208,000","50,037,000","11,384,000","10,081,000","11,529,000","11,778,000","11,987,000","11,765,000","10,460,000","10,034,000","10,308,000","10,631,000","12,039,000","10,570,000","6,735,000","11,795,000","11,531,000","10,247,000","12,727,000","11,164,000","12,338,000","11,080,000","10,560,000","11,355,000","10,004,000","9,470,000","8,097,000","8,326,000","6,916,000","2,850,000","5,293,000","8,353,000","8,425,000","5,957,000","5,437,000","5,544,000","5,645,000","5,817,000","5,965,000","7,159,000","9,060,000","8,408,000","8,979,000","9,102,000","7,258,000","10,871,000","10,230,000","11,246,000","12,406,000","12,340,000","9,870,000","15,172,000","12,597,000","13,637,000","10,928,000","11,007,000","10,155,000","9,191,000","8,324,000","7,115,000","6,560,000","5,992,000","5,573,000","5,636,000","5,762,000","5,400,000","5,600,000","5,700,000","5,500,000","4,700,000","4,000,000","4,000,000","3,300,000","2,900,000","2,800,000","2,600,000","3,500,000","4,900,000","1,200,000","900,000","1,800,000","1,800,000","1,800,000"
		NetIncomeIncludingNoncontrollingInterests,"159,561,000","34,531,000","35,357,000","38,395,000","51,278,000","-21,034,000","4,816,000","15,868,000","12,966,000","8,392,000","6,945,000","4,705,000","13,035,000","11,501,000","12,440,000","11,782,000","12,321,000","14,745,000","15,423,000","13,313,000","11,989,000","11,157,000","732,000","10,537,000","11,208,000","50,037,000","11,384,000","10,081,000","11,529,000","11,778,000","11,987,000","11,765,000","10,460,000","10,034,000","10,308,000","10,631,000","12,039,000","10,570,000","6,735,000","11,795,000","11,531,000","10,247,000","12,727,000","11,164,000","12,338,000","11,080,000","10,560,000","11,355,000","10,004,000","9,470,000","8,097,000","8,326,000","6,916,000","2,850,000","5,293,000","8,353,000","8,425,000","5,957,000","5,437,000","5,544,000","5,645,000","5,817,000","5,965,000","7,159,000","9,060,000","8,408,000","8,979,000","9,102,000","7,258,000","10,871,000","10,230,000","11,246,000","12,406,000","12,340,000","9,870,000","15,172,000","12,597,000","13,637,000","10,928,000","11,007,000","10,155,000","9,191,000","8,324,000","7,115,000","6,560,000","5,992,000","5,573,000","5,636,000","5,762,000","5,400,000","5,600,000","5,700,000","5,500,000","4,700,000","4,000,000","4,000,000","3,300,000","2,900,000","2,800,000","2,600,000","3,500,000","4,900,000","1,200,000","900,000","1,800,000","1,800,000","1,800,000"
			NetIncomeContinuousOperations,"159,561,000","34,531,000","35,357,000","38,395,000","51,278,000","-21,034,000","4,816,000","15,868,000","12,966,000","8,392,000","6,945,000","4,705,000","13,035,000","11,501,000","12,440,000","11,782,000","12,321,000","14,745,000","15,423,000","13,313,000","11,989,000","11,157,000","732,000","10,537,000","11,208,000","50,037,000","11,384,000","10,081,000","11,529,000","11,778,000","11,987,000","11,765,000","10,460,000","10,034,000","10,308,000","10,631,000","12,039,000","10,570,000","6,735,000","11,795,000","11,531,000","10,247,000","12,727,000","11,164,000","12,338,000","11,080,000","10,560,000","11,355,000","10,004,000","9,470,000","8,097,000","8,326,000","6,916,000","2,850,000","5,293,000","8,353,000","8,425,000","5,957,000","5,437,000","5,544,000","5,645,000","5,817,000","5,965,000","7,159,000","9,060,000","8,408,000","8,979,000","9,102,000","7,258,000","10,871,000","10,230,000","11,246,000","12,406,000","12,340,000","9,870,000","15,172,000","12,597,000","13,637,000","10,928,000","11,007,000","10,155,000","9,191,000","8,324,000","7,115,000","6,560,000","5,992,000","5,573,000","5,636,000","5,762,000","5,400,000","5,600,000","5,700,000","5,500,000","4,700,000","4,000,000","4,000,000","3,300,000","2,900,000","2,800,000","2,600,000","3,500,000","4,900,000","1,200,000","1,900,000","1,800,000","1,800,000","1,800,000"
	PreferredStockDividends,"7,286,000","1,821,000","1,821,000","1,822,000","1,822,000","1,821,000",,"1,822,000","1,140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"1,754,000","374,000","404,000","437,000","539,000","-165,000","677,000","83,000","46,000","67,000","12,000","78,000","63,000","37,000","47,000","41,000","43,000","29,000","34,000","34,000","38,000","25,000","24,000","26,000",,"31,000","31,000","31,000","33,000","41,000","40,000","41,000","42,000","45,000","45,000","44,000","45,000","46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
