name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
MarketCap,"8,612,115,307","5,604,661,000","7,188,586,935","7,347,931,416","5,940,511,670","3,866,569,836","3,745,424,404","4,075,034,589","5,618,188,276"
EnterpriseValue,"7,950,082,307","4,845,232,000","6,626,174,935","6,888,768,416","5,481,348,670","3,364,253,836","3,173,297,404","3,440,517,589","5,376,468,276"
PsRatio,"69.791","57.005","69.88","78.45","70.29","45.309","68.922","67.613","93.615"
PbRatio,"19.637","11.894","31.827","35.592","28.774","13.797","11.184","10.162",
EnterprisesValueRevenueRatio,"67.986","118.677","169.924","408.054","270.911","245.889","77.809","292.885","463.489"
EnterprisesValueEBITDARatio,"-23.074","-120.85","-78.863","-56.611","-59.885","-41.605","-51.407","-51.379","-39.888"
