name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"4,792,158,000","4,724,898,000","4,827,750,000","4,892,100,000","4,946,007,000","5,045,617,000","5,042,256,000","4,763,603,000","4,686,406,000","4,485,777,000","4,494,908,000","4,413,496,000","4,556,270,000","4,387,752,000","4,425,168,000","4,357,765,000","4,308,129,000","4,264,123,000","4,282,785,000","4,164,866,000","3,998,483,000","4,038,620,000","4,220,966,000","4,195,585,000","4,131,482,000","4,042,441,000","3,970,255,000","3,943,636,000","3,766,480,000","3,773,315,000","3,835,520,000","3,654,523,000","3,525,349,000","3,397,438,000","3,478,947,000","3,457,484,000","3,387,438,000","3,296,410,000","3,235,458,000","3,176,572,000","3,518,580,000","3,613,127,000","3,753,737,000","3,139,357,000","2,797,713,000","2,779,220,000","2,725,949,000","2,882,691,000","2,773,185,000","2,820,654,000","2,973,532,000","3,163,370,000","3,271,868,000","3,073,078,000","3,384,028,000","1,846,545,000","1,730,179,000","1,654,115,000","1,574,852,000","1,402,788,000","1,268,675,000","1,195,992,000","1,038,963,000","944,847,000","877,033,000","915,256,000","618,013,000","619,426,000","648,575,000","654,265,000","654,217,000","632,837,000","620,105,000","565,443,000","464,412,000","449,429,000","456,054,000","402,389,000","325,537,000","331,917,000","368,644,000","416,985,000","391,595,000","406,593,000","362,410,000","393,452,000","318,266,000","283,234,000","260,781,000","275,500,000","293,800,000","329,300,000","385,600,000","378,600,000","394,400,000","383,700,000","393,300,000","414,900,000","451,500,000","468,000,000","501,700,000","464,300,000","563,700,000","530,500,000","518,700,000","539,300,000","513,700,000","512,300,000","487,300,000","482,500,000","494,700,000","454,700,000","433,400,000","476,400,000","502,000,000","507,700,000","469,300,000","478,700,000","485,200,000","498,600,000","502,300,000","489,600,000","482,800,000","509,700,000","456,000,000","374,400,000","362,100,000","325,300,000","322,600,000"
	CurrentAssets,"3,934,998,000","3,862,492,000","3,937,431,000","3,975,287,000","3,998,077,000","4,080,457,000","4,111,967,000","3,806,423,000","3,720,898,000","3,510,986,000","3,605,582,000","3,528,642,000","3,301,505,000","3,175,643,000","3,208,886,000","3,144,291,000","3,112,500,000","3,074,392,000","3,119,040,000","2,991,707,000","2,813,819,000","2,837,756,000","2,849,937,000","2,789,881,000","2,732,297,000","2,635,245,000","2,675,747,000","2,637,599,000","2,472,010,000","2,472,556,000","2,562,256,000","2,357,884,000","2,201,199,000","2,085,920,000","2,169,637,000","2,147,385,000","2,072,686,000","1,981,847,000","1,960,193,000","1,902,385,000","1,877,496,000","1,950,034,000","2,108,149,000","1,754,108,000","1,517,980,000","1,561,042,000","1,528,049,000","1,679,044,000","1,566,192,000","1,614,554,000","1,774,838,000","1,963,753,000","2,070,193,000","1,910,300,000","2,002,246,000","1,604,183,000","1,576,790,000","1,526,082,000","1,446,607,000","1,276,804,000","1,147,032,000","1,078,253,000","918,670,000","830,344,000","767,725,000","805,890,000","549,760,000","541,808,000","574,857,000","607,716,000","611,475,000","591,325,000","584,298,000","525,743,000","424,775,000","409,026,000","414,458,000","381,931,000","308,335,000","314,858,000","351,585,000","401,574,000","376,377,000","391,672,000","348,921,000","379,952,000","304,884,000","270,118,000","247,699,000","262,100,000","280,300,000","315,200,000","268,400,000","259,500,000","280,500,000","271,700,000","275,000,000","306,200,000","338,900,000","352,700,000","390,900,000","354,800,000","351,200,000","319,500,000","308,800,000","330,300,000","306,700,000","307,400,000","279,100,000","266,600,000","275,300,000","236,400,000","213,400,000","257,600,000","266,000,000","276,900,000","246,100,000","252,000,000","221,300,000","227,600,000","232,400,000","220,100,000","211,200,000","247,500,000","234,600,000","207,600,000","216,200,000","211,700,000","219,800,000"
		CashCashEquivalentsAndShortTermInvestments,"316,499,000","202,197,000","187,535,000","231,129,000","318,720,000","374,289,000","348,366,000","182,599,000","198,122,000","193,685,000","207,130,000","149,881,000","101,482,000","116,075,000","118,258,000","138,569,000","174,340,000","192,868,000","221,878,000","172,927,000","104,817,000","146,103,000","170,744,000","93,622,000","90,582,000","75,452,000","96,894,000","106,917,000","145,958,000","135,583,000","137,228,000","139,858,000","133,064,000","119,923,000","127,902,000","142,678,000","132,318,000","168,056,000","592,439,000","560,322,000","568,013,000","562,638,000","647,646,000","636,095,000","539,646,000","471,378,000","213,077,000","303,212,000","391,752,000","493,987,000","335,739,000","450,921,000","458,621,000","386,272,000","409,192,000","425,420,000","460,086,000","467,543,000","370,210,000","342,971,000","242,257,000","225,504,000","123,817,000","88,730,000","107,677,000","139,848,000","100,099,000","94,573,000","86,476,000","136,305,000","102,112,000","89,327,000","48,732,000","67,823,000","45,376,000","46,028,000","69,116,000","47,031,000","7,535,000","12,793,000","16,635,000","28,015,000","28,018,000","32,569,000","33,527,000","59,515,000","38,615,000","12,049,000","46,933,000","58,200,000","33,600,000","52,000,000","22,600,000","46,500,000","57,500,000","47,800,000","18,900,000","31,300,000","17,100,000","42,000,000","44,500,000","9,700,000","14,900,000","13,000,000","5,100,000","29,100,000","6,700,000","33,000,000","26,500,000","7,800,000","20,000,000","12,000,000","5,100,000","35,900,000","30,400,000","39,900,000","49,000,000","79,600,000","44,400,000","47,800,000","16,600,000","26,900,000","28,500,000","52,000,000","59,200,000","30,600,000","36,100,000","27,300,000","37,400,000"
			CashAndCashEquivalents,"316,499,000","202,197,000","187,535,000","231,129,000","318,720,000","374,289,000","348,366,000","182,599,000","198,122,000","193,685,000","207,130,000","149,881,000","101,482,000","116,075,000","118,258,000","138,569,000","174,340,000","192,868,000","221,878,000","172,927,000","104,817,000","146,103,000","170,744,000","93,622,000","90,582,000","75,452,000","96,894,000","106,917,000","145,958,000","135,583,000","137,228,000","139,858,000","133,064,000","119,923,000","127,902,000","142,678,000","132,318,000","168,056,000","180,777,000","185,386,000","190,414,000","204,240,000","273,321,000","420,978,000","367,106,000","471,378,000","213,077,000","303,212,000","256,927,000","348,309,000","335,739,000","450,921,000","458,621,000","386,172,000","400,689,000","416,654,000","349,749,000","459,188,000","361,840,000","342,971,000","242,257,000","225,504,000","123,817,000","88,730,000","107,677,000","139,848,000","100,099,000","94,573,000","86,476,000","136,305,000","102,112,000","89,327,000","48,732,000","67,823,000","45,376,000","46,028,000","69,116,000","47,031,000","7,535,000","12,793,000","16,635,000","28,015,000","28,018,000","32,569,000","33,527,000","59,515,000","38,615,000","12,049,000","46,933,000","58,200,000","33,600,000","52,000,000","22,600,000","46,500,000","57,500,000","47,800,000","18,900,000","31,300,000","17,100,000","42,000,000","44,500,000","9,700,000","14,900,000","13,000,000","5,100,000","29,100,000","6,700,000","33,000,000","26,500,000","7,800,000","20,000,000","12,000,000","5,100,000","35,900,000","30,400,000","39,900,000","49,000,000","79,600,000","44,400,000","47,800,000","16,600,000","26,900,000","28,500,000","52,000,000","59,200,000","30,600,000","36,100,000","27,300,000","37,400,000"
				CashFinancial,,,,,,,,,,,,,,,,,,"191,387,000",,,,"130,801,000",,,,"73,756,000",,,,"123,539,000",,,,"113,486,000",,,,"144,916,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,"1,481,000",,,,"15,302,000",,,,"1,696,000",,,,"12,044,000",,,,"6,437,000",,,,"23,140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,"75,382,000","75,409,000","70,974,000","67,728,000","65,287,000","63,937,000","58,142,000","53,116,000","52,900,000","53,161,000","53,014,000","48,775,000",,,,,,,,,,,,,,,,,,,,"411,662,000","374,936,000","377,599,000","358,398,000","374,325,000","215,117,000","172,540,000",,,,"134,825,000","145,678,000",,,,"100,000","8,503,000","8,766,000","110,337,000","8,355,000","8,370,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"3,312,154,000","3,379,968,000","3,451,843,000","3,402,994,000","3,286,266,000","3,300,238,000","3,367,538,000","3,317,158,000","3,229,910,000","3,040,438,000","3,162,057,000","3,143,044,000","3,006,688,000","2,882,111,000","2,904,053,000","2,807,916,000","2,748,611,000","2,734,414,000","2,760,182,000","2,688,993,000","2,590,362,000","2,575,126,000","2,538,928,000","2,550,749,000","2,474,017,000","2,378,790,000","2,434,674,000","2,369,994,000","2,189,630,000","2,205,906,000","2,300,771,000","2,114,997,000","1,961,813,000","1,864,494,000","1,936,278,000","1,894,422,000","1,810,916,000","1,689,615,000","1,249,787,000","1,198,764,000","1,184,213,000","1,275,031,000","1,312,360,000","1,021,270,000","911,172,000","880,614,000","1,121,657,000","1,193,315,000","1,115,997,000","1,088,386,000","1,272,041,000","1,366,614,000","1,441,561,000","1,378,040,000","1,569,824,000","1,167,024,000","1,106,976,000","1,046,111,000","1,070,945,000","927,062,000","896,454,000","843,967,000","681,846,000","719,882,000","533,126,000","536,372,000","345,030,000","344,005,000","374,998,000","372,909,000","401,444,000","382,933,000","418,480,000","328,025,000","256,341,000","244,570,000","234,875,000","218,172,000","153,464,000","166,631,000","192,264,000","232,129,000","245,401,000","243,219,000","202,282,000","189,365,000","141,623,000","151,514,000","91,655,000","93,800,000","134,300,000","167,300,000","158,400,000","133,500,000","129,600,000","130,500,000","148,600,000","175,800,000","219,100,000","212,600,000","227,300,000","223,700,000","185,800,000","172,200,000","163,900,000","181,000,000","174,500,000","159,600,000","131,000,000","151,600,000","160,300,000","136,800,000","124,600,000","137,900,000","157,300,000","168,500,000","141,600,000","132,100,000","127,700,000","140,800,000","167,700,000","138,800,000","134,600,000","152,200,000","141,500,000","134,200,000","150,300,000","165,000,000","146,100,000"
			AccountsReceivable,"1,955,547,000","2,023,200,000","2,063,833,000","2,056,020,000","2,030,274,000","2,063,504,000","2,187,323,000","2,168,055,000","2,074,708,000","1,916,894,000","2,002,724,000","1,977,636,000","1,838,013,000","1,739,816,000","1,818,402,000","1,763,683,000","1,767,715,000","1,801,656,000","1,857,870,000","1,838,359,000","1,749,602,000","1,743,300,000","1,718,685,000","1,739,343,000","1,615,661,000","1,473,615,000","1,550,865,000","1,553,514,000","1,394,120,000","1,479,504,000","1,580,594,000","1,454,045,000","1,263,390,000","1,291,246,000","1,397,857,000","1,389,511,000","1,331,555,000","1,224,613,000","1,249,787,000","1,198,764,000","1,184,213,000","1,275,031,000","1,312,360,000","1,021,270,000","911,172,000","880,614,000","1,121,657,000","1,193,315,000","1,115,997,000","1,088,386,000","1,272,041,000","1,366,614,000","1,441,561,000","1,378,040,000","1,569,824,000","1,167,024,000","1,106,976,000","1,046,111,000","1,070,945,000","927,062,000","896,454,000","843,967,000","681,846,000","719,882,000","533,126,000","536,372,000","345,030,000","344,005,000","374,998,000","372,909,000","401,444,000","382,933,000","418,480,000","328,025,000","256,341,000","244,570,000","234,875,000","218,172,000","153,464,000","166,631,000","192,264,000","232,129,000","216,104,000","221,453,000","181,631,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"2,337,595,000","2,432,580,000",,,"2,312,691,000","2,260,606,000",,,"1,957,870,000",,,,"1,862,395,000",,,,"1,655,485,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
