name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,04/30/1998,09/30/1997,06/30/1997,03/31/1997,12/31/1996
OperatingCashFlow,"747,097,000","161,655,000","262,308,000","349,021,000","-25,887,000","92,068,000","347,076,000","111,993,000","-72,029,000","-70,710,000","328,350,000","209,339,000","-31,365,000","159,415,000","329,100,000","177,081,000","-31,687,000","162,407,000","272,152,000","148,753,000","-21,399,000","161,395,000","271,415,000","45,503,000","-28,665,000","145,959,000","234,897,000","74,571,000","-90,816,000","120,291,000","249,706,000","24,479,000","-60,319,000","131,576,000","145,328,000","29,293,000","-68,922,000","120,068,000","136,700,000","34,577,000","-48,626,000","96,656,000","99,054,000","38,335,000","-24,058,000","47,640,000","125,532,000","118,173,000","-20,761,000","42,580,000","59,082,000","-44,951,000","-73,735,000","41,347,000","115,745,000","50,919,000","69,918,000","61,985,000","102,358,000","-17,265,000","-166,983,000","88,539,000","194,647,000","2,239,000","15,686,000","77,292,000","123,508,000","-23,082,000","41,665,000","67,956,000","113,722,000","-3,002,000","360,000","70,664,000","88,756,000","25,585,000","-31,249,000","59,717,000","112,230,000","13,872,000","-31,141,000","71,206,000","93,867,000","-2,258,000","-31,201,000","71,920,000","74,601,000","-7,573,000","-23,100,000","85,624,000","48,700,000","400,000","1,310,000","48,000,000","45,600,000","7,700,000","41,400,000","-7,300,000","-12,300,000","72,500,000","50,500,000"
	CashFlowFromContinuingOperatingActivities,"747,097,000","161,655,000","262,308,000","349,021,000","-25,887,000","92,068,000","347,076,000","111,993,000","-72,029,000","-70,710,000","328,350,000","209,339,000","-31,365,000","159,415,000","329,100,000","177,081,000","-31,687,000","162,407,000","272,152,000","148,753,000","-21,399,000","161,395,000","271,415,000","45,503,000","-28,665,000","145,959,000","234,897,000","74,571,000","-90,816,000","120,291,000","249,706,000","24,479,000","-60,319,000","131,576,000","145,328,000","29,293,000","-68,922,000","120,068,000","136,700,000","34,577,000","-48,626,000","96,656,000","99,054,000","38,335,000","-24,058,000","47,640,000","125,532,000","118,173,000","-20,761,000","42,580,000","59,082,000","-44,951,000","-73,735,000","41,347,000","115,745,000","50,919,000","69,918,000","61,985,000","102,358,000","-17,265,000","-166,983,000","88,539,000","194,647,000","2,239,000","15,686,000","77,292,000","123,508,000","-23,082,000","41,665,000","67,956,000","113,722,000","-3,002,000","360,000","70,664,000","88,756,000","25,585,000","-31,249,000","59,717,000","112,230,000","13,872,000","-31,141,000","71,206,000","93,867,000","-2,258,000","-31,201,000","71,920,000","74,601,000","-7,573,000","-23,100,000","85,624,000","48,700,000","400,000","1,310,000","48,000,000","45,600,000","7,700,000","41,400,000","-7,300,000","-12,300,000","72,500,000","50,500,000"
		NetIncomeFromContinuingOperations,"333,050,000","386,583,000","233,930,000","-142,521,000","-144,942,000","277,290,000","149,130,000","-157,021,000","-157,965,000","159,831,000","217,018,000","-109,829,000","-92,301,000","308,530,000","217,990,000","-110,726,000","-87,791,000","272,275,000","248,673,000","-31,927,000","-61,248,000","196,856,000","159,728,000","-63,618,000","-65,284,000","157,537,000","116,871,000","-59,670,000","-70,168,000","133,402,000","115,700,000","-64,324,000","-75,423,000","117,866,000","59,200,000","-73,437,000","-59,904,000","97,588,000","60,529,000","-60,603,000","-53,825,000","79,529,000","46,421,000","-55,734,000","-53,915,000","76,840,000","54,557,000","-43,060,000","-42,184,000","76,391,000","45,079,000","-43,511,000","-38,730,000","61,639,000","60,545,000","-34,504,000","-11,120,000","87,341,000","51,316,000","-24,610,000","-34,322,000","78,509,000","53,025,000","-35,815,000","-31,263,000","68,337,000","43,011,000","-34,329,000","-36,434,000","58,787,000","32,241,000","-31,456,000","-36,303,000","62,485,000","-6,738,000","-25,403,000","-36,011,000","35,492,000","16,812,000","-24,820,000","-37,402,000","46,453,000","22,934,000","-24,420,000","-22,094,000","40,769,000","16,137,000","-21,181,000","-15,995,000","42,833,000","10,900,000","-22,400,000","-13,509,000","30,200,000","16,600,000","-20,500,000","41,700,000","-16,500,000","-13,300,000","44,400,000","5,100,000"
		OperatingGainsLosses,"3,023,000",,,,,,,,"-5,168,000",,,,"-2,906,000",,,,"2,455,000","9,502,000",,,"-15,585,000","5,215,000","-5,215,000","-6,466,000","-79,000","1,064,000","2,504,000","6,940,000","19,993,000","10,438,000","5,605,000","7,015,000","25,596,000","12,531,000","3,391,000","6,713,000","-4,881,000","10,382,000",,,,,,,"757,000",,,,"40,344,000","2,477,000","0","-6,087,000","11,165,000","6,699,000","49,855,000","37,776,000","-9,816,000",,,"-2,063,000",,,,,,,,,,,,,,,,,,,,,"-26,316,000","30,365,000","3,272,000","-1,946,000","-5,233,000","8,657,000","3,877,000","-1,793,000","5,453,000","18,347,000","2,800,000","-900,000","-17,607,000","12,000,000","7,400,000","-5,300,000","500,000","52,600,000",,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-6,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"3,230,000",,,,,,,,"-4,961,000",,,,"-2,326,000",,,,"2,455,000","9,502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-207,000",,,,,,,,,,,,,,,,"0","0",,,"-300,000","0","0","-6,466,000","-79,000","1,064,000","2,504,000","6,940,000","8,981,000","10,438,000","5,605,000","7,015,000","14,765,000","12,531,000","3,391,000","6,713,000","-4,881,000","10,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"252,437,000","65,655,000","62,070,000","61,489,000","63,223,000","64,071,000","62,663,000","62,628,000","63,185,000","64,730,000","63,812,000","57,845,000","56,576,000","55,260,000","55,238,000","51,043,000","50,330,000","54,104,000","51,404,000","48,624,000","48,921,000","50,029,000","49,626,000","40,581,000","40,775,000","41,472,000","40,541,000","38,700,000","37,536,000","38,242,000","37,376,000","35,969,000","34,653,000","35,588,000","36,204,000","34,156,000","33,861,000","33,730,000","33,418,000","31,679,000","32,336,000","33,265,000","33,050,000","28,930,000","29,012,000","30,937,000","30,276,000","27,732,000","27,870,000","27,812,000","27,772,000","27,184,000","27,115,000","27,582,000","27,438,000","25,078,000","23,940,000","25,471,000","23,622,000","20,761,000",,,,,,,,,,,,,,,,,,,,"17,985,000","20,418,000","16,567,000","16,066,000","15,362,000","17,712,000","15,940,000","16,183,000","15,643,000","15,507,000","16,028,000","15,000,000","14,900,000","15,056,000","13,500,000","12,900,000","11,800,000","11,800,000","9,600,000","9,600,000","9,800,000","5,000,000"
			DepreciationAndAmortization,"252,437,000","65,655,000","62,070,000","61,489,000","63,223,000","64,071,000","62,663,000","62,628,000","63,185,000","64,730,000","63,812,000","57,845,000","56,576,000","55,260,000","55,238,000","51,043,000","50,330,000","54,104,000","51,404,000","48,624,000","48,921,000","50,029,000","49,626,000","40,581,000","40,775,000","41,472,000","40,541,000","38,700,000","37,536,000","38,242,000","37,376,000","35,969,000","34,653,000","35,588,000","36,204,000","34,156,000","33,861,000","33,730,000","33,418,000","31,679,000","32,336,000","33,265,000","33,050,000","28,930,000","29,012,000","30,937,000","30,276,000","27,732,000","27,870,000","27,812,000","27,772,000","27,184,000","27,115,000","27,582,000","27,438,000","25,078,000","23,940,000","25,471,000","23,622,000","20,761,000",,,,,,,,,,,,,,,,,,,,"17,985,000","20,418,000","16,567,000","16,066,000","15,362,000","17,712,000","15,940,000","16,183,000","15,643,000","15,507,000","16,028,000","15,000,000","14,900,000","15,056,000","13,500,000","12,900,000","11,800,000","11,800,000","9,600,000","9,600,000","9,800,000","5,000,000"
		DeferredTax,"42,250,000","118,235,000","65,817,000","-56,603,000","-85,199,000","77,842,000","27,420,000","-36,199,000","-32,592,000","26,459,000","67,547,000","-43,979,000","-103,384,000","93,524,000","64,102,000","-31,823,000","-82,328,000","73,286,000","4,872,000","-41,600,000","-115,496,000","100,635,000","84,807,000","-33,509,000","-124,115,000","95,804,000","72,511,000","-36,574,000","-101,827,000","90,474,000","62,098,000","-37,777,000","-54,734,000","69,680,000","35,340,000","-44,067,000","-67,454,000","59,814,000","37,098,000","-37,583,000","-36,865,000","52,752,000","29,742,000","-36,386,000","-21,946,000","48,045,000","34,209,000","-28,114,000","-42,824,000","39,238,000","24,713,000","-25,554,000","-22,782,000","37,345,000","35,392,000","-19,188,000","-51,955,000","42,375,000","31,214,000","-18,654,000",,,,,,,,,,,,,,,,,,,,,"-29,739,000","28,120,000","13,019,000","-14,115,000","-19,956,000","29,399,000","11,373,000","-15,026,000","-17,626,000","34,215,000","8,300,000","-17,000,000","-14,097,000","24,700,000","11,900,000","-14,500,000","29,500,000","-10,800,000","-8,600,000","28,900,000","-2,100,000"
