name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
OperatingCashFlow,"99,518,000","50,388,000","-39,770,000","40,864,000","48,036,000","80,770,000","-16,534,000","79,927,000","2,161,000","119,205,000","-61,142,000","47,468,000","76,323,000","105,514,000","-54,993,000","78,014,000","55,925,000","133,651,000","-40,724,000","90,337,000","58,511,000","134,534,000","-62,849,000","97,768,000","11,880,000","143,170,000","-40,062,000","116,581,000","-6,260,000","117,058,000","-48,754,000","141,063,000","2,352,000","150,088,000","-28,099,000","141,220,000","-20,918,000","102,218,000","16,083,000","164,122,000","-77,707,000","135,833,000","32,660,000","186,636,000","-77,241,000","211,298,000","77,954,000","195,979,000","-89,780,000","214,064,000","90,058,000","177,206,000","-38,406,000","149,159,000","41,955,000","96,818,000","-6,676,000","73,192,000","52,121,000","80,009,000","1,001,000","29,859,000","44,164,000","50,152,000","-4,556,000","38,162,000","42,754,000","14,462,000","5,098,000","14,641,000","43,153,000","24,666,000","-4,836,000","54,859,000","20,475,000","63,929,000","-50,142,000","53,407,000","47,467,000","47,519,000","7,397,000","23,649,000","48,097,000","36,180,000","24,589,000","1,566,000","35,748,000","23,315,000","13,725,000","9,909,000","23,200,000","24,500,000","-10,100,000","34,900,000","16,900,000","12,900,000","-3,600,000","20,300,000","17,100,000","13,800,000","8,200,000","11,800,000","15,500,000","6,900,000","-8,800,000","14,000,000","400,000","22,800,000","-14,800,000","26,800,000","3,900,000","12,300,000","-10,900,000","23,600,000","8,200,000","7,500,000","-7,700,000","13,700,000","14,500,000","3,600,000","-4,800,000","10,600,000","5,500,000","4,000,000"
	CashFlowFromContinuingOperatingActivities,"155,879,000","77,365,000","-59,884,000","40,916,000","55,953,000","81,919,000","632,000","84,654,000","57,879,000","115,982,000","-57,597,000","33,301,000","81,842,000","113,481,000","-42,561,000","73,687,000","73,272,000","105,087,000","-47,416,000","90,337,000","58,511,000","134,534,000","-62,849,000","97,768,000","11,880,000","143,170,000","-40,062,000","116,581,000","-6,260,000","117,218,000","-48,754,000","141,063,000","2,057,000","150,695,000","-29,179,000","142,497,000","-15,208,000","102,218,000","16,083,000","164,122,000","-77,707,000","135,833,000","32,660,000","186,636,000","-77,241,000","211,298,000","77,954,000","195,979,000","-89,780,000","214,064,000","90,058,000","177,206,000","-38,406,000","149,159,000","41,955,000","96,818,000","-6,676,000","73,192,000","52,121,000","80,009,000","1,001,000","29,859,000","44,164,000","50,152,000","-4,556,000","38,162,000","42,754,000","14,462,000","5,098,000","14,641,000","43,153,000","24,666,000","-4,836,000","54,859,000","20,475,000","63,929,000","-50,142,000","53,407,000","47,467,000","47,519,000","7,397,000","23,649,000","48,097,000","36,180,000","24,589,000","1,566,000","35,748,000","23,315,000","13,725,000","9,909,000","23,200,000","24,500,000","-10,100,000","34,900,000","16,900,000","12,900,000","-3,600,000","20,300,000","17,100,000","13,800,000","8,200,000","11,800,000","15,500,000","6,900,000","-8,800,000","14,000,000","400,000","22,800,000","-14,800,000","26,800,000","3,900,000","12,300,000","-10,900,000","23,600,000","8,200,000","7,500,000","-7,700,000","13,700,000","14,500,000","3,600,000","-4,800,000","10,600,000","5,500,000","4,000,000"
		NetIncomeFromContinuingOperations,"-23,581,000","7,860,000","17,853,000","-58,004,000","8,937,000","24,550,000","23,149,000","19,839,000","-256,162,000","150,712,000","5,420,000","14,252,000","49,794,000","37,866,000","17,506,000","-9,585,000","62,875,000","39,288,000","-80,782,000","12,916,000","43,354,000","40,022,000","14,755,000","25,149,000","-9,601,000","51,930,000","-50,471,000","5,386,000","30,256,000","47,204,000","42,802,000","20,437,000","37,936,000","55,544,000","48,408,000","-7,177,000","-31,366,000","57,160,000","51,224,000","31,822,000","8,485,000","67,304,000","9,280,000","57,312,000",,,"88,872,000","73,361,000","71,902,000","80,920,000","72,590,000","54,571,000","37,032,000","50,886,000","42,865,000","34,830,000","24,566,000","38,318,000","35,813,000","26,835,000","15,947,000","22,924,000","16,397,000","20,920,000","11,811,000","15,682,000","10,828,000","4,732,000","6,441,000","11,947,000","5,856,000","4,300,000","15,696,000","16,295,000","15,578,000","10,492,000","12,149,000","14,892,000","22,951,000","11,156,000","16,191,000","18,367,000","18,419,000","14,078,000","13,851,000","16,037,000","15,722,000","12,166,000","11,786,000","13,295,000","12,800,000","9,900,000","10,100,000","10,600,000","10,300,000","7,800,000","7,600,000","8,500,000","8,300,000","6,300,000","6,000,000","6,500,000","6,700,000","5,000,000","4,700,000","5,100,000","5,400,000","4,000,000","3,500,000","4,100,000","4,400,000","2,900,000","2,700,000","3,300,000","3,800,000","2,400,000","2,300,000","2,700,000","2,900,000","1,500,000","1,600,000","-1,800,000","4,100,000","2,000,000"
		OperatingGainsLosses,"1,961,000","2,008,000","-16,000","282,000","-313,000","-482,000","-899,000","968,000","-23,598,000","-111,243,000","27,644,000","-3,759,000","1,126,000","2,699,000","2,778,000","39,205,000","1,552,000","-25,000","18,894,000","11,307,000","5,824,000","-600,000","3,551,000","418,000","-1,837,000","-6,302,000","7,311,000","7,952,000","462,000","3,882,000","2,377,000","53,000","5,889,000","1,928,000","741,000","-1,326,000","8,969,000","-573,000","1,878,000","359,000","380,000","317,000","-3,144,000","-63,000","207,000","144,000","108,000","10,000","268,000","-35,000","-1,123,000","331,000","97,000","586,000","1,687,000","24,000","122,000","30,000","-5,000","3,735,000","123,000","-898,000","47,000","-19,724,000","-42,726,000","17,128,000","12,919,000","12,419,000","12,147,000","12,394,000","10,502,000","9,280,000","10,034,000","8,292,000","7,962,000","9,646,000","8,137,000","8,568,000","8,879,000","9,180,000","8,024,000","8,945,000","8,739,000","8,729,000","7,776,000","7,612,000","7,198,000","7,214,000","5,559,000","6,760,000","5,900,000","6,000,000","5,100,000","5,500,000","4,600,000","5,100,000","3,200,000","4,200,000","4,300,000","4,600,000","2,500,000","5,000,000","4,800,000","4,400,000","3,500,000","4,400,000","7,400,000","800,000","2,300,000","3,600,000","3,700,000","3,200,000","3,000,000","4,300,000","3,800,000","3,300,000","3,200,000","3,400,000","3,100,000","2,800,000","-12,800,000","19,100,000","2,700,000","2,300,000"
			GainLossOnSaleOfPPE,"2,597,000","2,008,000","-16,000","282,000","323,000","-4,000","107,000","1,486,000","4,417,000","-953,000","47,000","1,053,000","1,373,000","2,614,000","2,670,000","39,205,000","1,552,000","-25,000","18,894,000","11,307,000","5,824,000","-600,000","3,551,000","418,000","1,346,000","-2,453,000","7,311,000","7,952,000","462,000","3,882,000","2,377,000","53,000","5,889,000","1,928,000","741,000","592,000","8,969,000","-573,000","1,878,000","359,000","380,000","317,000","551,000","-63,000","207,000","144,000","108,000","10,000","268,000","46,000","21,000","331,000","97,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,"-636,000","-478,000","-1,006,000","-518,000","-28,015,000","-110,290,000","27,597,000","-33,000","-247,000","85,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-81,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"177,069,000","48,988,000","50,690,000","43,011,000","23,756,000","24,876,000","24,287,000","26,132,000","33,970,000","22,576,000","20,695,000","23,731,000","13,752,000","13,154,000","12,683,000","12,152,000","7,144,000","15,504,000","10,531,000","19,645,000","21,118,000","21,329,000","20,699,000","20,915,000","21,712,000","21,567,000","21,247,000","21,025,000","24,612,000","23,289,000","21,443,000","21,212,000","22,927,000","22,581,000","22,680,000","21,629,000","21,928,000","24,084,000","24,306,000","22,932,000","23,841,000","22,517,000","22,335,000","19,996,000","16,693,000","16,512,000","16,123,000","15,243,000","14,513,000","14,932,000","16,825,000","15,952,000","14,073,000","13,273,000","13,327,000","9,777,000","9,859,000","10,281,000","10,248,000","9,486,000","10,613,000","11,444,000","11,358,000","10,592,000","11,961,000","12,117,000","12,236,000","11,794,000","15,462,000","14,351,000","14,216,000","13,537,000","14,458,000","14,163,000","14,195,000","12,768,000","11,648,000","9,634,000","10,255,000","8,795,000","8,798,000","8,590,000","8,481,000","7,667,000","8,495,000","8,568,000","7,935,000","7,038,000","6,990,000","6,561,000","6,200,000","5,500,000","5,100,000","4,700,000","4,200,000","3,800,000","4,200,000","4,000,000","2,900,000","2,900,000","3,200,000","3,200,000","2,600,000","2,300,000","2,300,000","2,200,000","1,500,000","1,600,000","2,100,000","1,600,000","1,200,000","1,300,000","2,100,000","1,900,000","1,700,000","1,600,000","1,800,000","1,900,000","1,500,000","1,600,000","1,500,000","1,800,000","1,600,000","1,900,000"
			DepreciationAndAmortization,"177,069,000","48,988,000","50,690,000","43,011,000","23,756,000","24,876,000","24,287,000","26,132,000","33,970,000","22,576,000","20,695,000","23,731,000","13,752,000","13,154,000","12,683,000","12,152,000","7,144,000","15,504,000","10,531,000","19,645,000","21,118,000","21,329,000","20,699,000","20,915,000","21,712,000","21,567,000","21,247,000","21,025,000","24,612,000","23,289,000","21,443,000","21,212,000","22,927,000","22,581,000","22,680,000","21,629,000","21,928,000","24,084,000","24,306,000","22,932,000","23,841,000","22,517,000","22,335,000","19,996,000","16,693,000","16,512,000","16,123,000","15,243,000","14,513,000","14,932,000","16,825,000","15,952,000","14,073,000","13,273,000","13,327,000","9,777,000","9,859,000","10,281,000","10,248,000","9,486,000","10,613,000","11,444,000","11,358,000","10,592,000","11,961,000","12,117,000","12,236,000","11,794,000","15,462,000","14,351,000","14,216,000","13,537,000","14,458,000","14,163,000","14,195,000","12,768,000","11,648,000","9,634,000","10,255,000","8,795,000","8,798,000","8,590,000","8,481,000","7,667,000","8,495,000","8,568,000","7,935,000","7,038,000","6,990,000","6,561,000","6,200,000","5,500,000","5,100,000","4,700,000","4,200,000","3,800,000","4,200,000","4,000,000","2,900,000","2,900,000","3,200,000","3,200,000","2,600,000","2,300,000","2,300,000","2,200,000","1,500,000","1,600,000","2,100,000","1,600,000","1,200,000","1,300,000","2,100,000","1,900,000","1,700,000","1,600,000","1,800,000","1,900,000","1,500,000","1,600,000","1,500,000","1,800,000","1,600,000","1,900,000"
				Depreciation,"93,029,000","22,171,000","22,477,000","24,074,000","21,238,000","22,358,000","21,768,000","23,614,000","31,002,000","19,609,000","17,336,000","21,197,000","11,271,000","11,161,000","10,555,000","10,042,000","4,939,000","13,482,000","7,893,000","16,972,000","18,260,000","18,361,000","18,091,000","17,476,000","20,051,000","19,979,000","19,693,000","19,677,000","22,882,000","20,764,000","20,914,000","20,448,000","21,198,000","20,822,000","20,739,000","19,980,000","19,394,000","21,498,000","21,729,000","20,490,000","20,637,000","19,553,000","19,446,000","17,513,000","14,744,000","14,968,000","14,600,000","13,721,000","12,844,000","13,257,000","13,131,000","11,993,000","10,345,000","10,280,000","10,375,000","8,825,000","8,811,000","8,734,000","8,858,000","8,405,000","9,153,000","9,461,000","8,973,000","8,392,000","9,573,000","9,415,000","9,535,000","9,093,000","11,984,000","10,432,000","10,307,000","9,630,000","10,678,000","10,491,000","10,548,000","9,119,000","9,650,000","9,442,000","10,063,000","8,603,000","8,562,000","8,442,000","8,211,000","7,510,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"84,040,000","26,817,000","28,213,000","18,937,000","2,518,000","2,518,000","2,519,000","2,518,000","2,968,000","2,967,000","3,359,000","2,534,000","2,481,000","1,993,000","2,128,000","2,110,000","2,205,000","2,022,000","2,638,000","2,673,000","2,858,000","2,968,000","2,608,000","3,439,000","1,661,000","1,588,000","1,554,000","1,348,000","1,730,000","2,525,000","529,000","764,000","1,729,000","1,759,000","1,941,000","1,649,000","2,534,000","2,586,000","2,577,000","2,442,000","3,204,000","2,964,000","2,889,000","2,483,000","1,949,000","1,544,000","1,523,000","1,522,000","1,669,000","1,675,000","3,694,000","3,959,000","3,728,000","2,993,000","2,952,000","952,000","1,048,000","1,547,000","1,390,000","1,081,000","1,460,000","1,983,000","2,385,000","2,200,000","2,388,000","2,702,000","2,701,000","2,701,000","3,478,000","3,919,000","3,909,000","3,907,000","3,780,000","3,672,000","3,647,000","3,649,000","1,998,000","192,000","192,000","192,000","236,000","148,000","270,000","157,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
