name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
		LongTermDebtAndCapitalLeaseObligation,"2,310,813","2,383,875","2,726,491","2,558,204","6,343,427","9,586,690","14,374,753","11,463,406","8,911,711","3,672,676","3,798,262","3,923,050","8,675,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermDebt,"219,462","377,168","531,396","700,507","4,865,771","7,672,786","12,327,283","9,287,287","5,803,800",,,,"8,675,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"2,091,351","2,006,707","2,195,095","1,857,697","1,477,656","1,913,904","2,047,470","2,176,119","3,107,911","3,672,676","3,798,262","3,923,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,536,481","1,850,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"1,536,481","1,850,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"204,142","227,139","529,810","533,254","589,892","621,517","652,265","681,655","709,623","900,000","900,000","900,000","900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"374,303,566","371,129,681","350,258,688","335,265,247","160,347,529","42,774,675","17,494,086","18,358,284","19,258,793","23,385,444","25,827,250","28,348,052","29,528,933","18,727,330","14,260,182","13,257,876","9,552,129","2,503,957","1,012,404","1,703,913","852,855","-625,575","-331,343","-326,109","-321,797","-318,815","-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,364,148","-1,356,822","6,197,366","6,473,837","8,714,177","9,035,848","9,456,389","9,426,369","9,700,000","9,600,000","9,400,000","8,987,923","9,400,000","8,900,000","8,500,000","8,172,376","7,100,000"
	StockholdersEquity,"374,303,566","371,129,681","350,258,688","335,265,247","160,347,529","42,774,675","17,494,086","18,358,284","19,258,793","23,385,444","25,827,250","28,348,052","29,528,933","18,727,330","14,260,182","13,257,876","9,552,129","2,503,957","1,012,404","1,703,913","852,855","-625,575","-331,343","-326,109","-321,796","-318,815","-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,364,148","-1,356,822","6,197,366","6,473,837","8,714,177","9,035,848","9,456,389","9,426,369","9,700,000","9,600,000","9,400,000","8,987,923","9,400,000","8,900,000","8,500,000","8,172,376","7,100,000"
		CapitalStock,"117,887","116,837","114,983","114,447","93,100","63,498","48,323","47,453","46,204","45,906","45,751","45,270","44,013","34,610","32,601","31,538","28,394","22,488","20,301","19,168","17,979","577","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,903,766","6,903,766","6,903,766","6,903,766","6,893,766","6,892,820","6,892,820","6,892,820","6,892,820","6,892,820","6,892,820","6,842,820","6,765,480","6,765,480","6,765,480","6,800,000","6,300,000",,"6,258,190",,,,"6,258,190",
			PreferredStock,"1,400","1,400","1,400","1,400",,,,,,,,,,,,,,,,,,"0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",
			CommonStock,"116,487","115,437","113,583","113,047","93,100","63,498","48,323","47,453","46,204","45,906","45,751","45,270","44,013","34,610","32,601","31,538","28,394","22,488","20,301","19,168","17,979","577","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","6,903,766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,903,766","6,903,766","6,903,766","6,903,766","6,893,766","6,892,820","6,892,820","6,892,820","6,892,820","6,892,820","6,892,820","6,842,820","6,765,480","6,765,480","6,765,480","6,800,000","6,300,000",,"6,258,190",,,,"6,258,190",
		AdditionalPaidInCapital,"385,426,431","382,015,310","369,431,456","367,771,424","202,073,968","84,732,248","56,895,422","55,421,865","53,219,834","52,940,185","52,517,726","51,594,749","48,935,485","30,407,679","25,329,998","22,748,317","17,264,888","8,430,394","5,039,571","3,546,766","2,087,330","7,165,790","239,866","239,866","238,866","235,873","235,873","234,353","234,353","234,353","234,353","230,000","230,000","230,000","230,000","230,000","230,000","230,000","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","7,133,766","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","230,000","200,000","700,000",,"230,000",,,,"230,000",
		RetainedEarnings,"-11,240,752","-11,002,466","-19,287,751","-32,620,624","-41,819,539","-41,356,096","-39,449,659","-37,111,034","-34,007,245","-29,600,647","-26,736,227","-23,291,967","-19,450,565","-11,714,959","-11,102,417","-9,521,979","-7,741,153","-5,943,925","-4,047,468","-1,862,021","-1,252,454","-7,791,942","-7,474,975","-7,469,741","-7,464,428","-7,458,454","-7,453,622","-7,448,482","-7,443,394","-7,438,423","-7,432,862","-7,427,569","-7,422,266","-7,416,502","-7,411,462","-7,406,536","-7,401,601","-7,393,923","-7,387,313","-78,422","-70,147","-7,362,625","-53,740","-50,100","-7,340,781","-7,336,382","-7,329,175","-7,322,825","-7,308,202","-294","-7,294,126","-7,287,889","-7,283,484","29,172","-7,271,112","-7,265,041","-7,258,642","-7,302,235",,"-7,358,971","-7,357,401","-8,486,968","-8,479,642","-760,664","-484,193","1,806,147","2,205,158","2,625,699","2,595,679","2,800,000","2,600,000","2,700,000","2,499,733","2,900,000","2,400,000","2,000,000","1,684,186","1,300,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,302,235","-7,302,235",,"-7,302,235","-7,302,235",,,,,,"-7,302,235",,,,"-7,302,235",,,,,"-7,302,235",,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,"-664,975",,,,,,,,,,,,"-5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,449","-67,588",,,,,"-164,790","-164,790","-164,790","-164,790","-164,790","-164,790","-100,000",,"6,700,000",,"6,500,000","6,500,000","6,500,000",,"5,800,000"
TotalCapitalization,"374,523,028","371,506,849","350,790,084","335,965,754","165,213,300","50,447,461","29,821,369","27,645,571","25,062,593","23,385,444","25,827,250","28,348,052","38,204,789","18,727,330","14,260,182","13,257,876","9,552,129","2,503,957","1,012,404","1,703,913","852,855","-625,575","-331,343","-326,109","-321,796","-318,815","-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,364,148","-1,356,822","6,197,366","6,473,837","8,714,177","9,035,848","9,456,389","9,426,369","9,700,000","9,600,000","9,400,000","8,987,923","9,400,000","8,900,000","8,500,000","8,172,376","7,100,000"
PreferredStockEquity,"1,400","1,400","1,400","1,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"374,302,166","371,128,281","350,257,288","335,263,847","160,347,529","42,774,675","17,494,086","18,358,284","19,258,793","23,385,444","25,827,250","28,348,052","29,528,933","18,727,330","14,260,182","13,257,876","9,552,129","2,503,957","1,012,404","1,703,913","852,855","-625,575","-331,343","-326,109","-321,796","-318,815","-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,364,148","-1,356,822","6,197,366","6,473,837","8,714,177","9,035,848","9,456,389","9,426,369","9,700,000","9,600,000","9,400,000","8,987,923","9,400,000","8,900,000","8,500,000","8,172,376","7,100,000"
CapitalLeaseObligations,"2,922,780","2,832,050","3,062,228","2,806,591","2,141,440","2,424,007","2,542,572","2,656,589","3,483,724","4,168,771","4,288,208","4,406,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"141,606,867","134,953,142","110,546,344","91,887,984","152,065,337","33,999,536","8,226,000","8,597,252","9,004,813","13,836,344","13,927,659","15,902,336","16,597,460","10,013,430","13,235,679","12,199,605","8,460,089","1,374,956","-148,985","-476,070","-1,036,116","-625,575","-331,343","-326,109","-321,796","-318,815","-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,364,148","-1,356,822","6,197,366","6,473,837","8,714,177","9,035,848","9,456,389","9,426,369","9,700,000","9,600,000","9,400,000","8,987,923","9,400,000","8,900,000","8,500,000","8,172,376","7,100,000"
WorkingCapital,"93,868,325","87,860,830","67,954,063","63,476,897","133,521,839","22,380,609","2,568,903","923,655","-3,068,499","-5,571,165","-6,421,423","-4,919,359","4,144,495","7,315,028","10,574,310","10,298,360","7,202,463","605,514","-677,306","-687,661","-1,254,855","-625,575",,"-326,109","-321,797",,"-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,385,243","-1,377,917","4,876,125","5,124,427","7,270,261","7,866,388","8,283,903","8,225,106","9,500,000","9,400,000","9,300,000","8,857,557","8,700,000","8,300,000","8,100,000","7,950,473","7,000,000"
InvestedCapital,"376,517,613","376,753,307","355,903,790","339,279,212","168,813,250","55,703,141","36,913,742","34,275,168","30,095,416","30,614,502","35,833,002","37,276,783","39,935,386","20,272,835","14,288,091","13,327,649","9,652,036","4,185,837","3,254,707","3,841,163","3,427,288","-625,575","-133,077","-127,843","-123,530","-120,549","-115,717","-112,097","-107,009","-102,038","-96,477","-95,537","-90,234","-84,470","-83,530","-78,604","-79,305","-77,260","-253,547","-246,891","-238,616","-61,984","-222,209","-218,569","-207,015","-50,936","-195,409","-189,059","-174,436","-33,751","-160,360","-154,123","-149,718","-22,138","-23,061","-19,472","-19,807","-103,020","-246,057","-236,151","-234,581","-395,985","-307,294","8,028,806","8,748,213","11,089,809","11,334,858","11,702,377","11,537,186","12,000,000","11,000,000","11,000,000","10,521,719","10,700,000","10,200,000","9,400,000","8,399,110","7,200,000"
TangibleBookValue,"141,605,467","134,951,742","110,544,944","91,886,584","152,065,337","33,999,536","8,226,000","8,597,252","9,004,813","13,836,344","13,927,659","15,902,336","16,597,460","10,013,430","13,235,679","12,199,605","8,460,089","1,374,956","-148,985","-476,070","-1,036,116","-625,575","-331,343","-326,109","-321,796","-318,815","-313,983","-310,363","-305,275","-300,304","-294,743","-293,803","-288,500","-282,736","-277,696","-272,770","-267,835","-260,157","-253,547","-246,891","-238,616","-228,859","-222,209","-218,569","-207,015","-202,616","-195,409","-189,059","-174,436","-168,763","-160,360","-154,123","-149,718","-139,297","-137,346","-131,275","-124,876","-103,020","-246,057","-236,151","-234,581","-1,364,148","-1,356,822","6,197,366","6,473,837","8,714,177","9,035,848","9,456,389","9,426,369","9,700,000","9,600,000","9,400,000","8,987,923","9,400,000","8,900,000","8,500,000","8,172,376","7,100,000"
TotalDebt,"5,138,227","8,457,076","8,708,730","6,821,956","10,607,161","15,352,473","21,962,228","18,573,473","14,320,347","11,397,829","14,293,960","13,335,653","10,406,453","1,545,505","27,909","69,773","99,907","1,681,880","2,242,303","2,137,250","2,574,433",,"198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","194,166","194,166","188,530","182,897",,,,"166,875",,,,"151,680",,,,"135,012",,,,"117,159","114,285","111,803","105,069",,,,,"968,163","1,049,528","1,831,440","2,274,376","2,375,632","2,299,010","2,245,988","2,110,817","2,300,000","1,400,000","1,600,000","1,533,796","1,300,000","1,300,000","900,000","226,734","100,000"
NetDebt,,,,,,,"16,005,946","14,899,371","9,952,349","7,098,188","9,492,014","8,389,748","8,225,207",,,,,"895,057","2,200,374","2,092,486","2,474,298",,"198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","198,266","194,166","194,166","182,896","182,897",,,,"166,875",,,,"151,680",,,,"135,012",,,,"117,159","114,285","111,794","104,980",,,,,"963,866","1,005,815","1,734,979","2,248,307","2,355,194","1,970,431","2,225,646","2,024,960","2,300,000","1,400,000","1,300,000","1,417,906",,,,,
ShareIssued,"116,485,747","115,436,404","113,583,016","113,046,766","93,099,067","63,498,045","48,324,347","47,454,277","46,204,139","45,906,077","45,751,628","45,269,908","44,013,075","34,610,586","32,600,684","31,537,784","28,104,476","22,487,793","20,300,621","17,167,621","17,976,175","577,056","577,036","577,036","577,036","577,056","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036",,,,"139,196","139,196","139,196","131,196","131,196","127,116","127,116","127,116",,,,"116,000",,,"73,256","116,000","110,000"
OrdinarySharesNumber,"116,485,747","115,436,404","113,583,016","113,046,766","93,099,067","63,498,045","48,324,347","47,454,277","46,204,139","45,906,077","45,751,628","45,269,908","44,013,075","34,610,586","32,600,684","31,537,784","28,104,476","22,487,793","20,300,621","17,167,621","17,976,175","577,056","577,036","577,036","577,036","577,056","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036","577,036",,,,"139,196","139,196","139,196","131,196","131,196","127,116","127,116","127,116",,,,"116,000",,,"73,256","116,000","110,000"
PreferredSharesNumber,"1,400,000","1,400,000","1,400,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
