name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994
TotalAssets,"5,638,590,000","5,226,906,000","4,997,500,000","4,764,523,000","4,278,402,000","3,886,183,000","3,547,614,000","3,111,642,000","2,908,945,000","2,664,530,000","2,523,321,000","2,304,443,000","2,150,337,000","2,028,189,000","1,748,634,000","1,527,247,000","1,494,634,000","1,366,973,000","1,286,840,000","1,158,240,000","1,111,925,000","1,038,813,000","973,104,128","825,553,310","792,549,537","749,236,549","705,067,066","653,046,762","593,580,861","522,823,040","481,158,520","466,485,605","462,741,543","443,619,154","410,852,744","380,207,630","370,092,832","332,678,170","315,075,517","291,582,938","293,943,958","282,022,517","281,362,943","280,678,339","285,042,367","274,056,830","270,353,073","266,952,638","261,788,718","260,939,585","259,924,586","257,021,701","256,896,835","252,714,228","247,900,384","241,881,675","239,347,506","230,792,630","227,677,615","224,595,139","223,514,599","218,612,175","216,260,090","216,598,101","223,459,607","215,729,849","217,198,742","216,000,297","215,702,360","209,575,946","193,970,734","190,525,492","191,685,714","188,145,780","184,118,124","184,285,410","178,162,172","166,309,542","165,645,582","166,161,711","167,511,346","165,406,120","165,590,489","164,372,786","166,052,090","161,235,651","160,078,112","157,032,795","158,195,537","152,900,000","151,900,000","148,400,000","149,647,872","146,200,000","135,100,000","133,400,000","130,491,504","123,700,000","123,500,000","121,800,000","121,381,870","119,100,000","117,200,000","112,600,000","108,900,000","101,500,000","93,300,000","88,900,000","89,700,000","89,800,000","90,300,000"
	CurrentAssets,"85,177,000","104,368,000","161,233,000","236,508,000","61,618,000","46,962,000","55,539,000","70,380,000","127,682,000","72,715,000","44,225,000","49,417,000","49,044,000","75,522,000","39,496,000","36,747,000","76,679,000","51,926,000","23,825,000","15,369,000","44,930,000","34,406,000","14,008,751","11,518,537","10,129,915","27,518,733","8,563,834","12,842,368","9,907,193","5,421,799","5,416,604","4,131,286","22,645,153","8,185,436","3,011,674","2,917,296","7,967,834","5,217,347","4,660,211","1,069,638","2,804,344","3,556,293","3,522,814","2,704,911","1,923,410","1,132,471","5,459,210","12,988,253","2,675,511","1,390,549","1,189,442","1,138,750","1,633,479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"24,888,000","43,252,000","91,881,000","177,046,000","7,369,000","6,137,000","14,715,000","29,341,000","72,091,000","15,603,000","9,353,000","5,520,000","22,325,000","53,955,000","16,811,000","2,230,000","50,807,000","25,510,000","4,173,000","2,300,000","33,395,000","11,491,000","4,034,580","3,711,373","2,711,588","21,379,827","2,870,603","7,919,234","5,399,458","1,403,252","1,622,914","826,222","14,536,881","5,824,331","1,225,201","1,199,030","1,270,027","542,986","618,488","465,317","2,002,663","886,787","851,857","799,239","593,281","336,934","357,406","565,298","688,675","361,436","265,455","262,289","668,677","159,017","180,737","178,746","544,639","146,354","161,634","168,312","463,730","164,292","215,926","238,400","5,714,540","189,894","230,977","158,883","587,524","216,144","198,712","217,895","1,004,090","234,099","201,202","185,043","1,095,610","192,536","761,470","203,465","1,101,861","100,879","152,621","169,613","1,119,072","205,154","184,678","257,755","1,064,241",,,,"994,159",,,,"1,785,968",,,,"294,389",,,,,,,"300,000","300,000","300,000",
			CashAndCashEquivalents,"24,888,000","43,252,000","91,881,000","177,046,000","7,369,000","6,137,000","14,715,000","29,341,000","72,091,000","15,603,000","9,353,000","5,520,000","22,325,000","53,955,000","16,811,000","2,230,000","50,807,000","25,510,000","4,173,000","2,300,000","33,395,000","11,491,000","4,034,580","3,711,373","2,711,588","21,379,827","2,870,603","7,919,234","5,399,458","1,403,252","1,622,914","826,222","14,536,881","5,824,331","1,225,201","1,199,030","1,270,027","542,986","618,488","465,317","2,002,663","886,787","851,857","799,239","593,281","336,934","357,406","565,298","688,675","361,436","265,455","262,289","668,677","159,017","180,737","178,746","544,639","146,354","161,634","168,312","463,730","164,292","215,926","238,400","5,714,540","189,894","230,977","158,883","587,524","216,144","198,712","217,895","1,004,090","234,099","201,202","185,043","1,095,610","192,536","761,470","203,465","1,101,861","100,879","152,621","169,613","1,119,072","205,154","184,678","257,755","1,064,241",,,,"994,159",,,,"1,785,968",,,,"294,389",,,,,,,"0","0","0",
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","300,000","300,000",
		Receivables,"59,411,000","53,442,000","52,854,000","46,882,000","40,700,000","37,808,000","39,309,000","33,996,000","27,747,000","26,808,000","25,495,000","24,914,000","23,695,000","21,547,000","19,882,000","17,947,000","15,477,000","15,634,000","14,243,000","13,069,000","11,535,000","10,623,000","9,974,171","7,807,164","7,418,327","6,138,906","5,693,231","4,923,134","4,507,735","4,018,547","3,793,690","3,305,064","3,262,768","2,361,105","1,786,473","1,718,266","2,160,055","1,393,745","761,189","604,321","801,681","2,669,506","2,670,957","1,905,672","1,330,129","795,537","3,005,105","2,650,539","1,986,836","1,029,113","923,987","876,461","964,802","752,694","657,152","643,719","770,365","337,595","403,647","377,736","732,141","405,447","275,354","449,149","730,606","152,892","280,893","416,123","627,298","115,537","146,707","425,725","622,337","155,694","415,906","386,677","784,637","139,834","180,114","321,804","666,749","169,615","347,566","444,200","741,565","229,514","190,335","398,685","565,133",,,,"645,052",,,,"473,918",,,,"638,735",,,,,,,,,,
			AccountsReceivable,"59,411,000","53,442,000","52,854,000","46,882,000","40,700,000","37,808,000","39,309,000","33,996,000","27,747,000","26,808,000","25,495,000","24,914,000","23,695,000","21,547,000","19,882,000","17,947,000","15,477,000","15,634,000","14,243,000","13,069,000","11,535,000","10,623,000","9,974,171","7,807,164","7,418,327","6,138,906","5,693,231","4,923,134","4,507,735","4,018,547","3,793,690","3,305,064","3,262,768","2,361,105","1,786,473","1,718,266","2,160,055","1,393,745","761,189","604,321","801,681","2,669,506","2,670,957","1,905,672","1,330,129","795,537","3,005,105","2,650,539","1,986,836","1,029,113","923,987","876,461","964,802","752,694","657,152","643,719","770,365","337,595","403,647","377,736","732,141","405,447","275,354","449,149","730,606","152,892","280,893","416,123","627,298","115,537","146,707","425,725","622,337","155,694","415,906","386,677","784,637","139,834","180,114","321,804","666,749","169,615","347,566","444,200","741,565","229,514","190,335","398,685","565,133",,,,"645,052",,,,"473,918",,,,"638,735",,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,"21,836,000","20,190,000","18,225,000","15,773,000","15,776,000","14,343,000","13,119,000","11,585,000","10,673,000","10,009,171","7,842,164","7,453,327","6,173,906","5,728,231","4,958,134","4,542,735","4,053,547","3,828,690","3,340,064","3,297,768","2,396,105","1,821,473","1,753,266","2,195,055","1,428,745","796,189","639,321","836,681","2,704,506",,"1,940,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-289,000","-308,000","-278,000","-296,000","-142,000","-100,000","-50,000","-50,000","-50,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000","-35,000",,"-35,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,"7,795,000","3,750,000","7,928,000","2,074,000",,"0","1,367,000","7,696,000","2,420,000","9,003,000","5,409,000",,,,,,,,,,"0","0","0","0","4,845,504","0","0","0","4,537,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,,,,,,,"7,795,000","3,750,000","7,928,000","2,074,000",,"0","1,367,000","7,696,000","2,420,000","9,003,000","5,409,000",,,,,,,,,,"0","0","0","0","4,845,504","0","0","0","4,537,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"878,000","1,998,000","10,927,000","11,335,000","0","1,818,000","1,515,000","7,043,000","20,049,000","26,554,000","1,449,000","16,909,000","3,024,000","20,000","1,436,000","8,874,000","7,975,000","1,779,000",,,,"12,292,000",,,,,,,,,,,,,,,,"3,280,616","3,280,534",,,,,,,,"2,096,699","9,772,416",,,,,,,,,,,,,,,,,,,,,,,,,"4,309,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,712,000",,"15,265,000","10,355,000","10,419,000",,"1,727,000","1,790,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"0","5,676,000","5,571,000","1,245,000","13,549,000","1,199,000","0","0","7,795,000","3,750,000","7,928,000","2,074,000",,"0","1,367,000","7,696,000","2,420,000","9,003,000","5,409,000",,,,,,,,,,"0","0","0","0","4,845,504","0","0","0","4,537,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"5,553,413,000","5,122,538,000","4,836,267,000","4,528,015,000","4,216,784,000","3,839,221,000","3,492,075,000","3,041,262,000","2,781,263,000","2,591,815,000","2,479,096,000","2,255,026,000","2,101,293,000","1,952,667,000","1,709,138,000","1,490,500,000","1,417,955,000","1,315,047,000","1,263,015,000","1,142,871,000","1,066,995,000","1,004,407,000","959,095,377","814,034,773","782,419,622","721,717,816","696,503,232","640,204,394","583,673,668","517,401,241","475,741,916","462,354,319","440,096,390","435,433,718","407,841,070","377,290,334","362,124,998","327,460,823","310,415,306","290,513,300","291,139,614","278,466,224","277,840,129","277,973,428","283,118,957","272,924,359","264,893,863","253,964,385","259,113,207","259,549,036","258,735,144","255,882,951","255,263,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,978,025","281,078,020","270,554,733","271,484,133","262,298,538","266,634,259","266,746,039","272,109,419","269,665,629","262,343,223","251,207,921","256,367,699","257,193,230","256,426,154","253,338,374","252,840,498","249,554,933","244,881,505","238,639,145","235,823,132","228,200,164","224,711,259","221,405,233","219,894,954","216,059,835","213,406,601","213,539,492","214,560,684","212,694,906","213,819,721","212,477,596","211,564,549","206,374,481","190,403,794","186,818,538","182,748,862","185,702,071","180,956,584","181,102,627","173,529,365","163,528,960","161,939,235","162,709,632","162,851,367","162,572,144","162,466,723","160,860,132","161,140,220","157,784,301","156,868,982","153,473,564","153,515,810","149,400,000","148,000,000","143,900,000","143,898,711","140,300,000","128,500,000","126,400,000","122,705,214","116,700,000","115,200,000","114,800,000","115,134,890","113,100,000","111,400,000","107,700,000","103,600,000","96,800,000","88,500,000","83,700,000","84,300,000","84,900,000","85,300,000"
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358,382,395","346,405,068","338,110,361","340,073,911","332,911,621","335,709,395","334,345,552","338,220,634","336,741,837","327,982,612","315,519,664","320,444,168","319,836,390","317,675,969","313,202,076","311,342,882","306,713,594","300,705,699","293,150,098","289,073,696","280,220,876","275,504,151","270,964,163","268,247,707","263,209,383","259,372,605","258,329,948","258,332,265","255,274,318","257,879,703","255,364,219","253,292,536","246,939,952","230,996,783","226,351,816","221,224,629","223,368,720","220,483,833","219,595,905","210,985,666","200,015,376","197,475,342","197,294,465","196,485,828","195,268,897","194,226,547","191,693,798","191,047,902","186,794,953","184,988,018","180,686,042","179,858,106","149,400,000","148,000,000","143,900,000","166,921,002","140,300,000","128,500,000","126,400,000","142,748,449","116,700,000","115,200,000","114,800,000","132,474,243","113,100,000","111,400,000","107,700,000","103,600,000","96,800,000","88,500,000","83,700,000","84,300,000","84,900,000","85,300,000"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","6,882,120","13,387,590","9,738,263","5,200,831","4,791,975","5,571,294","6,326,595","6,665,632","13,383,102","9,044,994","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,703,711","117,453,431","106,941,695","108,672,713","106,695,191","105,214,745","104,631,938","103,693,227","95,440,787","93,305,787","92,692,037","95,047,459","93,816,304","92,895,149","90,574,289","87,309,289","87,234,289","87,234,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,083,063","221,055,836","225,679,937","229,821,183","225,795,912","230,185,967","229,465,248","227,645,287","227,913,460","221,908,418","217,626,796","220,604,734","220,448,792","218,454,225","215,962,155","210,650,491","210,434,311","206,895,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,030,144",,,,,,,,"6,576,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,595,621","7,895,801","5,488,729","1,580,015","420,518","308,683","248,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-57,404,370","-65,327,048","-67,555,628","-68,589,778","-70,613,083","-69,075,136","-67,599,513","-66,111,215","-67,076,208","-65,639,389","-64,311,743","-64,076,469","-62,643,160","-61,249,815","-59,863,702","-58,502,384","-57,158,661","-55,824,194","-54,510,953","-53,250,564","-52,020,712","-50,792,892","-49,558,930","-48,352,753","-47,149,548","-45,966,004","-44,790,456","-43,771,581","-42,579,412","-44,059,982","-42,886,623","-41,727,987","-40,565,471","-40,592,989","-39,533,278","-38,475,767","-37,666,649","-39,527,249","-38,493,278","-37,456,301","-36,486,416","-35,536,107","-34,584,833","-33,634,461","-32,696,753","-31,759,824","-30,833,666","-29,907,682","-29,010,652","-28,119,036","-27,212,478","-26,342,296",,,,"-23,022,291",,,,"-20,043,235",,,,"-17,339,353",,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"716,509,000","672,020,000","645,594,000","601,545,000","545,376,000","473,592,000","422,373,000","368,812,000","354,685,000","343,514,000","335,840,000","307,303,000","289,928,000","280,153,000","270,606,000","208,663,000","195,158,000","184,920,000","172,928,000","140,652,000","109,824,000","102,602,000","100,510,847","76,650,860","76,552,316","65,571,624","61,515,812","56,520,276","47,479,602","38,307,803","29,459,224","29,160,682","27,705,499","27,903,865","26,926,820","23,174,203","21,342,122","21,825,887","24,712,993","16,308,407","16,150,299","13,531,175","8,539,863","8,561,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"716,509,000","672,020,000","645,594,000","601,545,000","545,376,000","473,592,000","422,373,000","368,812,000","354,685,000","343,514,000","335,840,000","307,303,000","289,928,000","280,153,000","270,606,000","208,663,000","195,158,000","184,920,000","172,928,000","140,652,000","109,824,000","102,602,000","100,510,847","76,650,860","76,552,316","65,571,624","61,515,812","56,520,276","47,479,602","38,307,803","29,459,224","29,160,682","27,705,499","27,903,865","26,926,820","23,174,203","21,342,122","21,825,887","24,712,993","16,308,407","16,150,299","13,531,175","8,539,863","8,561,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
