name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"5,878,111,000","5,857,369,000","5,006,112,000","4,819,402,000","4,648,977,000","4,655,150,000","4,501,890,000","1,876,240,000"
	CurrentAssets,"538,431,000","768,927,000","339,005,000","366,439,000","411,458,000","373,683,000","366,555,000","185,324,000"
		CashCashEquivalentsAndShortTermInvestments,"270,681,000","523,414,000","115,365,000","147,257,000","175,371,000","172,611,000","184,356,000","34,935,000"
			CashAndCashEquivalents,"270,681,000","523,414,000","115,365,000","147,257,000","175,371,000","172,611,000","184,356,000","34,935,000"
		Receivables,"138,879,000","124,770,000","113,526,000","107,884,000","106,272,000","87,860,000","90,122,000","78,738,000"
			AccountsReceivable,"133,809,000","117,903,000","110,907,000","106,846,000","104,215,000","84,805,000","88,291,000","74,131,000"
				GrossAccountsReceivable,,"136,288,000",,,,"103,829,000",,
				AllowanceForDoubtfulAccountsReceivable,,"-18,385,000",,,,"-19,024,000",,
			TaxesReceivable,"5,070,000","6,867,000","2,619,000","1,038,000","2,057,000","3,055,000","1,831,000","4,607,000"
		Inventory,"48,883,000","46,990,000","44,259,000","41,899,000","42,913,000","43,039,000","42,527,000","26,149,000"
		PrepaidAssets,"24,640,000","24,326,000","26,022,000","28,166,000","45,697,000","25,070,000","17,078,000","14,491,000"
		RestrictedCash,"52,073,000","46,152,000","39,833,000","40,243,000","41,205,000","45,103,000","32,472,000","31,011,000"
		AssetsHeldForSaleCurrent,"3,275,000","3,275,000",,"990,000",,,,
	TotalNonCurrentAssets,"5,339,680,000","5,088,442,000","4,667,107,000","4,452,963,000","4,237,519,000","4,281,467,000","4,135,335,000","1,690,916,000"
		NetPPE,"2,411,307,000","2,346,609,000","2,026,731,000","1,844,260,000","1,676,766,000","1,712,319,000","1,667,993,000","134,381,000"
			GrossPPE,"2,411,307,000","2,513,226,000","2,026,731,000","1,844,260,000","1,676,766,000","1,795,075,000","1,667,993,000","170,710,000"
				Properties,,"0",,,,"0",,"0"
				LandAndImprovements,,"152,841,000",,,,"115,128,000",,
				BuildingsAndImprovements,,"671,523,000",,,,"350,983,000",,"7,293,000"
				MachineryFurnitureEquipment,,"52,910,000",,,,"39,213,000",,"33,503,000"
				OtherProperties,"2,411,307,000","1,329,491,000","2,026,731,000","1,844,260,000","1,676,766,000","1,107,286,000","1,667,993,000","17,302,000"
				ConstructionInProgress,,"133,724,000",,,,"27,425,000",,"18,987,000"
				Leases,,"172,737,000",,,,"155,040,000",,"93,625,000"
			AccumulatedDepreciation,,"-166,617,000",,,,"-82,756,000",,"-36,329,000"
		GoodwillAndOtherIntangibleAssets,"2,907,355,000","2,726,575,000","2,627,750,000","2,595,601,000","2,547,655,000","2,556,659,000","2,453,795,000","1,542,636,000"
			Goodwill,"2,044,594,000","1,910,392,000","1,810,085,000","1,768,244,000","1,718,249,000","1,727,351,000","1,624,408,000","870,619,000"
			OtherIntangibleAssets,"862,761,000","816,183,000","817,665,000","827,357,000","829,406,000","829,308,000","829,387,000","672,017,000"
		NonCurrentNoteReceivables,"8,918,000","3,182,000","2,748,000","3,594,000","3,845,000","3,828,000","5,034,000","7,178,000"
		NonCurrentDeferredAssets,"12,100,000","12,076,000","9,878,000","9,508,000","9,253,000","8,661,000","8,513,000","6,721,000"
			NonCurrentDeferredTaxesAssets,"1,477,000","1,509,000",,,,,,
TotalLiabilitiesNetMinorityInterest,"4,199,619,000","4,212,127,000","3,330,615,000","3,147,460,000","3,023,668,000","3,548,790,000","3,417,019,000","1,586,362,000"
	CurrentLiabilities,"424,086,000","468,447,000","336,637,000","331,661,000","297,372,000","305,446,000","296,101,000","158,827,000"
		PayablesAndAccruedExpenses,"372,095,000","415,962,000","292,838,000","281,821,000","257,324,000","262,182,000","254,832,000","124,952,000"
			Payables,"130,365,000","118,342,000","75,249,000","82,882,000","71,617,000","71,315,000","79,906,000","58,917,000"
				AccountsPayable,"85,468,000","83,033,000","72,458,000","79,238,000","67,229,000","67,802,000","79,906,000","58,917,000"
				TotalTaxPayable,"44,897,000","35,309,000","2,791,000","3,644,000","4,388,000","3,513,000",,
					IncomeTaxPayable,"44,897,000","35,309,000","2,791,000","3,644,000","4,388,000","3,513,000",,
			CurrentAccruedExpenses,"241,730,000","297,620,000","217,589,000","198,939,000","185,707,000","190,867,000","174,926,000","66,035,000"
		CurrentDebtAndCapitalLeaseObligation,"22,969,000","26,044,000","18,342,000","17,793,000","17,142,000","22,988,000","21,045,000","13,050,000"
			CurrentDebt,"22,969,000","26,044,000","18,342,000","17,793,000","17,142,000","22,988,000","21,045,000","13,050,000"
				OtherCurrentBorrowings,,,,,,,,"13,050,000"
		OtherCurrentLiabilities,"29,022,000","26,441,000","25,457,000","32,047,000","22,906,000","20,276,000","20,224,000","20,825,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,775,533,000","3,743,680,000","2,993,978,000","2,815,799,000","2,726,296,000","3,243,344,000","3,120,918,000","1,427,535,000"
		LongTermDebtAndCapitalLeaseObligation,"3,319,561,000","3,287,924,000","2,521,262,000","2,348,766,000","2,275,120,000","2,920,220,000","2,793,021,000","1,301,913,000"
			LongTermDebt,"2,358,379,000","2,356,320,000","1,677,337,000","1,503,957,000","1,428,760,000","2,102,219,000","2,077,047,000","1,301,913,000"
			LongTermCapitalLeaseObligation,"961,182,000","931,604,000","843,925,000","844,809,000","846,360,000","818,001,000","715,974,000",
		NonCurrentDeferredLiabilities,"296,076,000","294,643,000","286,676,000","277,344,000","263,655,000","269,800,000","292,131,000","125,622,000"
			NonCurrentDeferredTaxesLiabilities,"256,535,000","257,067,000","261,906,000","253,507,000","241,305,000","249,043,000","271,158,000","111,355,000"
			NonCurrentDeferredRevenue,"39,541,000","37,576,000","24,770,000","23,837,000","22,350,000","20,757,000","20,973,000","14,267,000"
		TradeandOtherPayablesNonCurrent,"131,715,000","131,715,000","155,970,000","155,970,000","155,970,000",,,
		NonCurrentAccruedExpenses,"28,181,000","29,398,000","30,070,000","33,719,000","31,551,000","53,324,000","35,766,000",
TotalEquityGrossMinorityInterest,"1,678,492,000","1,645,242,000","1,675,497,000","1,671,942,000","1,625,309,000","1,106,360,000","1,084,871,000","289,878,000"
	StockholdersEquity,"1,677,827,000","1,644,143,000","1,674,333,000","1,670,863,000","1,623,245,000","1,104,240,000","1,083,041,000","288,414,000"
		CapitalStock,"1,675,000","1,674,000","1,674,000","1,674,000","1,674,000","1,087,712,000","1,092,959,000","284,788,000"
			CommonStock,"1,675,000","1,674,000","1,674,000","1,674,000","1,674,000","1,087,712,000","1,092,959,000","284,788,000"
		AdditionalPaidInCapital,"1,610,585,000","1,605,890,000","1,604,342,000","1,603,095,000","1,602,092,000",,,
		RetainedEarnings,"76,050,000","41,607,000","80,364,000","47,240,000","12,036,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-10,483,000","-5,028,000","-12,047,000","18,854,000","7,443,000","16,528,000","-9,918,000","3,626,000"
	MinorityInterest,"665,000","1,099,000","1,164,000","1,079,000","2,064,000","2,120,000","1,830,000","1,464,000"
TotalCapitalization,"4,036,206,000","4,000,463,000","3,351,670,000","3,174,820,000","3,052,005,000","3,206,459,000","3,160,088,000","1,590,327,000"
CommonStockEquity,"1,677,827,000","1,644,143,000","1,674,333,000","1,670,863,000","1,623,245,000","1,104,240,000","1,083,041,000","288,414,000"
CapitalLeaseObligations,"961,182,000","931,604,000","843,925,000","844,809,000","846,360,000","818,001,000","715,974,000",
NetTangibleAssets,"-1,229,528,000","-1,082,432,000","-953,417,000","-924,738,000","-924,410,000","-1,452,419,000","-1,370,754,000","-1,254,222,000"
WorkingCapital,"114,345,000","300,480,000","2,368,000","34,778,000","114,086,000","68,237,000","70,454,000","26,497,000"
InvestedCapital,"4,059,175,000","4,026,507,000","3,370,012,000","3,192,613,000","3,069,147,000","3,229,447,000","3,181,133,000","1,603,377,000"
TangibleBookValue,"-1,229,528,000","-1,082,432,000","-953,417,000","-924,738,000","-924,410,000","-1,452,419,000","-1,370,754,000","-1,254,222,000"
TotalDebt,"3,342,530,000","3,313,968,000","2,539,604,000","2,366,559,000","2,292,262,000","2,943,208,000","2,814,066,000","1,314,963,000"
NetDebt,"2,110,667,000","1,858,950,000","1,580,314,000","1,374,493,000","1,270,531,000","1,952,596,000","1,913,736,000","1,280,028,000"
ShareIssued,"167,000,000","167,000,000","167,000,000","167,000,000","167,410,253","169,987,490","169,987,490","169,987,490"
OrdinarySharesNumber,"167,000,000","167,000,000","167,000,000","167,000,000","167,410,253","169,987,490","169,987,490","169,987,490"
