name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,06/30/2008,03/31/2008
			ReceivablesAdjustmentsAllowances,,,,,,,,,,"-15,000,000","-14,800,000","-14,500,000","-14,300,000","-14,000,000","-13,800,000","-13,500,000","-13,300,000","-13,000,000","-12,800,000","-12,500,000","-12,300,000","-12,000,000","-9,800,000","-9,500,000","-9,300,000","-9,000,000","-8,800,000","-8,500,000","-8,300,000","-8,000,000","-8,000,000","-8,000,000","-8,000,000","-8,000,000","-8,000,000","-8,000,000","-8,000,000","-8,000,000",,,,,,,,,,,,,,,,,,
		RestrictedCash,"26,300,000","25,800,000","52,400,000","53,800,000","52,500,000","60,200,000","54,700,000","50,000,000","114,400,000","53,300,000","23,300,000","23,700,000","24,300,000","27,600,000","22,600,000","20,700,000","20,600,000","19,400,000","18,600,000","18,300,000","18,400,000","17,900,000","15,400,000","15,000,000","14,900,000","16,200,000","15,000,000","16,400,000","14,200,000","17,000,000","16,200,000","16,000,000","14,900,000","18,800,000","9,100,000","8,700,000","8,200,000","11,900,000","7,700,000","9,300,000","7,100,000","8,200,000","6,700,000","6,800,000","5,800,000","8,600,000","6,100,000","8,300,000","10,100,000","9,300,000","8,800,000","13,800,000","12,800,000","15,900,000","12,200,000","19,600,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,000,000","41,000,000","41,000,000","41,000,000","36,200,000","36,200,000","36,200,000","36,200,000","35,200,000","35,300,000","35,300,000","35,400,000","37,600,000","37,500,000","37,500,000","37,500,000","39,300,000","39,300,000","40,800,000","40,800,000","42,600,000","42,600,000","39,900,000","37,300,000","38,600,000","38,600,000","40,300,000","43,200,000","28,600,000","28,600,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,000,000","41,000,000","41,000,000","41,000,000","36,200,000","36,200,000","36,200,000","36,200,000","35,200,000","35,300,000","35,300,000","35,400,000","37,600,000","37,500,000","37,500,000","37,500,000","39,300,000","39,300,000","40,800,000","40,800,000","42,600,000","42,600,000","39,900,000","37,300,000","38,600,000","38,600,000","40,300,000","43,200,000","28,600,000","28,600,000"
		AssetsHeldForSaleCurrent,"2,058,600,000",,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"117,800,000","109,500,000","110,900,000","105,100,000","95,800,000","106,700,000","126,300,000","124,000,000","131,500,000","125,900,000","120,000,000","143,800,000","233,000,000","183,100,000","176,800,000","185,600,000","176,200,000","175,700,000","165,100,000","152,400,000","159,800,000","158,400,000","138,400,000","131,500,000","129,600,000","131,000,000","120,200,000","117,400,000","110,800,000","99,700,000","87,800,000","91,700,000","94,500,000","91,000,000","91,000,000","88,600,000","85,600,000","86,800,000","62,900,000","66,100,000","56,500,000","58,500,000","48,400,000","46,300,000","48,600,000","52,400,000","41,000,000","46,400,000","52,800,000","40,900,000","122,100,000","109,400,000","106,200,000","90,600,000","124,000,000","134,900,000"
	TotalNonCurrentAssets,"2,287,400,000","4,058,900,000","3,642,000,000","3,703,700,000","3,634,700,000","3,623,000,000","3,235,300,000","3,242,900,000","3,286,800,000","3,336,700,000","3,322,000,000","3,328,900,000","4,863,900,000","3,892,000,000","3,829,000,000","3,832,800,000","3,855,100,000","3,846,900,000","3,731,500,000","3,720,600,000","3,692,600,000","3,716,400,000","3,652,100,000","3,656,700,000","3,310,200,000","3,345,700,000","3,342,200,000","3,374,000,000","3,259,200,000","3,276,600,000","3,287,500,000","3,284,800,000","3,280,900,000","3,335,700,000","3,339,300,000","3,360,300,000","3,325,200,000","3,340,900,000","3,338,300,000","3,353,700,000","3,378,600,000","3,405,900,000","3,201,500,000","3,236,400,000","3,254,900,000","3,270,300,000","3,218,800,000","3,236,800,000","3,278,400,000","3,309,400,000","3,319,600,000","3,360,900,000","3,365,000,000","3,404,900,000","3,694,600,000","3,709,700,000"
		NetPPE,"235,400,000","904,900,000","901,300,000","918,600,000","921,200,000","940,500,000","940,100,000","936,800,000","952,700,000","973,100,000","969,500,000","965,500,000","1,770,800,000","976,200,000","912,000,000","904,500,000","909,600,000","908,200,000","870,500,000","841,300,000","837,500,000","842,500,000","827,700,000","808,300,000","770,600,000","766,900,000","747,100,000","750,300,000","728,400,000","727,900,000","715,100,000","716,500,000","693,600,000","703,800,000","699,200,000","692,000,000","695,000,000","700,700,000","688,800,000","684,200,000","684,000,000","686,700,000","676,300,000","681,800,000","679,200,000","680,500,000","666,700,000","666,300,000","679,100,000","683,200,000","682,700,000","712,200,000","707,300,000","721,700,000","771,000,000","773,700,000"
			GrossPPE,"441,500,000","1,507,000,000","1,517,300,000","1,539,300,000","1,528,000,000","1,536,900,000","1,518,700,000","1,499,100,000","1,496,700,000","1,507,400,000","1,486,600,000","1,467,900,000","2,596,600,000","1,832,800,000","1,745,700,000","1,710,400,000","1,689,800,000","1,663,300,000","1,599,400,000","1,545,300,000","1,516,400,000","1,498,100,000","1,459,800,000","1,421,300,000","1,362,400,000","1,336,500,000","1,299,800,000","1,287,800,000","1,247,800,000","1,235,100,000","1,230,400,000","1,219,000,000","1,179,700,000","1,176,400,000","1,158,500,000","1,135,400,000","1,124,800,000","1,116,200,000","1,094,600,000","1,075,000,000","1,063,000,000","1,049,100,000","1,021,000,000","1,016,000,000","997,300,000","980,300,000","949,200,000","933,200,000","931,700,000","916,600,000","898,400,000","908,700,000","884,000,000","875,300,000","883,200,000","863,700,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,
				LandAndImprovements,,"392,800,000",,,,"396,900,000",,,,"389,200,000",,,,"468,700,000",,,,"444,700,000",,,,"434,100,000",,,,"385,900,000",,,,"388,400,000",,,,"391,600,000",,,,"399,600,000",,,,"391,100,000",,,,"386,200,000",,,,"378,900,000",,,,"352,100,000",,
				BuildingsAndImprovements,,"417,800,000",,,,"394,700,000",,,,"380,900,000",,,,"766,200,000",,,,"686,300,000",,,,"629,200,000",,,,"565,400,000",,,,"537,200,000",,,,"502,100,000",,,,"463,800,000",,,,"417,900,000",,,,"391,300,000",,,,"354,900,000",,,,"315,400,000",,
				MachineryFurnitureEquipment,,"355,100,000",,,,"375,700,000",,,,"360,500,000",,,,"543,400,000",,,,"478,700,000",,,,"407,700,000",,,,"340,500,000",,,,"283,400,000",,,,"263,700,000",,,,"238,100,000",,,,"206,600,000",,,,"177,200,000",,,,"155,900,000",,,,"123,300,000",,
				OtherProperties,"441,500,000","325,700,000","1,517,300,000","1,539,300,000","1,528,000,000","350,600,000","1,518,700,000","1,499,100,000","1,496,700,000","364,100,000","1,486,600,000","1,467,900,000","2,596,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,300,000",,,,,,,,,,
				ConstructionInProgress,,"15,600,000",,,,"19,000,000",,,,"12,700,000",,,,"54,500,000",,,,"53,600,000",,,,"27,100,000",,,,"44,700,000",,,,"26,100,000",,,,"19,000,000",,,,"14,700,000",,,,"33,500,000",,,,"23,300,000",,,,"26,900,000",,,,"84,500,000",,
			AccumulatedDepreciation,"-206,100,000","-602,100,000","-616,000,000","-620,700,000","-606,800,000","-596,400,000","-578,600,000","-562,300,000","-544,000,000","-534,300,000","-517,100,000","-502,400,000","-825,800,000","-856,600,000","-833,700,000","-805,900,000","-780,200,000","-755,100,000","-728,900,000","-704,000,000","-678,900,000","-655,600,000","-632,100,000","-613,000,000","-591,800,000","-569,600,000","-552,700,000","-537,500,000","-519,400,000","-507,200,000","-515,300,000","-502,500,000","-486,100,000","-472,600,000","-459,300,000","-443,400,000","-429,800,000","-415,500,000","-405,800,000","-390,800,000","-379,000,000","-362,400,000","-344,700,000","-334,200,000","-318,100,000","-299,800,000","-282,500,000","-266,900,000","-252,600,000","-233,400,000","-215,700,000","-196,500,000","-176,700,000","-153,600,000","-112,200,000","-90,000,000"
		GoodwillAndOtherIntangibleAssets,"1,985,400,000","3,097,600,000","2,673,700,000","2,696,600,000","2,617,800,000","2,641,700,000","2,251,200,000","2,261,100,000","2,300,400,000","2,328,100,000","2,324,200,000","2,336,500,000","3,052,100,000","2,874,500,000","2,878,900,000","2,889,400,000","2,909,200,000","2,917,900,000","2,818,400,000","2,837,800,000","2,814,200,000","2,838,100,000","2,787,600,000","2,813,200,000","2,505,700,000","2,524,400,000","2,538,200,000","2,564,500,000","2,480,200,000","2,495,800,000","2,517,600,000","2,541,300,000","2,557,200,000","2,582,100,000","2,589,100,000","2,608,500,000","2,583,000,000","2,603,700,000","2,617,400,000","2,635,000,000","2,657,800,000","2,679,400,000","1,830,000,000","1,831,300,000","2,526,500,000","2,536,500,000","2,494,900,000","2,509,300,000","2,533,900,000","1,794,900,000","1,792,100,000","1,791,300,000","1,788,700,000","1,789,400,000","1,925,200,000","1,939,100,000"
			Goodwill,"1,595,400,000","2,578,400,000","2,207,000,000","2,212,500,000","2,135,900,000","2,140,200,000","1,798,200,000","1,790,900,000","1,810,700,000","1,821,700,000","1,810,300,000","1,817,600,000","2,374,000,000","2,213,700,000","2,209,700,000","2,208,500,000","2,212,000,000","2,191,700,000","2,096,800,000","2,095,500,000","2,058,300,000","2,057,000,000","2,008,300,000","2,006,000,000","1,795,700,000","1,795,900,000","1,793,800,000","1,795,000,000","1,715,400,000","1,705,200,000","1,705,400,000","1,705,600,000","1,705,400,000","1,705,100,000","1,702,200,000","1,701,600,000","1,679,500,000","1,679,600,000","1,679,700,000","1,679,500,000","1,679,500,000","1,679,500,000","1,555,800,000","1,556,100,000","1,556,100,000","1,554,100,000","1,528,500,000","1,528,300,000","1,529,200,000","1,528,100,000","1,526,300,000","1,526,000,000","1,524,400,000","1,524,700,000","1,676,100,000","1,689,600,000"
			OtherIntangibleAssets,"390,000,000","519,200,000","466,700,000","484,100,000","481,900,000","501,500,000","453,000,000","470,200,000","489,700,000","506,400,000","513,900,000","518,900,000","678,100,000","660,800,000","669,200,000","680,900,000","697,200,000","726,200,000","721,600,000","742,300,000","755,900,000","781,100,000","779,300,000","807,200,000","710,000,000","728,500,000","744,400,000","769,500,000","764,800,000","790,600,000","812,200,000","835,700,000","851,800,000","877,000,000","886,900,000","906,900,000","903,500,000","924,100,000","937,700,000","955,500,000","978,300,000","999,900,000","274,200,000","275,200,000","970,400,000","982,400,000","966,400,000","981,000,000","1,004,700,000","266,800,000","265,800,000","265,300,000","264,300,000","264,700,000","249,100,000","249,500,000"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"20,300,000","22,200,000","24,200,000","15,000,000","16,700,000","17,800,000","19,400,000","20,900,000","37,900,000","41,100,000","44,200,000","38,800,000","24,900,000","23,400,000","25,100,000","26,900,000","28,600,000",,,,,,,,,,,,,,
		OtherNonCurrentAssets,"66,600,000","56,400,000","67,000,000","88,500,000","95,700,000","40,800,000","44,000,000","45,000,000","33,700,000","35,500,000","28,300,000","26,900,000","41,000,000","41,300,000","38,100,000","38,900,000","36,300,000","20,800,000","42,600,000","41,500,000","40,900,000","35,800,000","36,800,000","35,200,000","33,900,000","34,100,000","34,700,000","35,000,000","35,600,000","36,200,000","37,000,000","7,600,000","9,200,000","11,900,000","9,900,000","15,600,000","8,400,000","11,600,000","8,700,000","9,400,000","9,900,000","11,200,000","695,200,000","723,300,000","49,200,000","53,300,000","57,200,000","61,200,000","65,400,000","831,300,000","844,800,000","857,400,000","869,000,000","893,800,000","998,400,000","996,900,000"
TotalLiabilitiesNetMinorityInterest,"6,276,500,000","5,904,200,000","5,687,500,000","5,617,000,000","5,572,700,000","5,182,400,000","5,302,900,000","4,939,500,000","4,427,900,000","4,931,000,000","4,943,900,000","4,625,200,000","6,821,600,000","5,742,000,000","5,739,100,000","5,681,600,000","5,746,100,000","5,499,400,000","5,502,900,000","5,394,900,000","5,149,800,000","5,160,300,000","5,108,600,000","5,109,100,000","5,066,400,000","4,405,700,000","4,349,500,000","4,183,200,000","3,926,300,000","3,804,400,000","3,835,600,000","3,756,800,000","3,751,100,000","3,645,400,000","3,638,100,000","3,657,500,000","3,795,100,000","3,478,600,000","3,480,600,000","3,460,300,000","3,471,400,000","3,435,900,000","3,298,700,000","3,333,700,000","3,431,700,000","3,280,400,000","3,530,300,000","3,477,700,000","3,469,900,000","3,109,800,000","3,533,500,000","3,472,900,000","3,475,600,000","3,406,900,000","3,598,700,000","3,689,700,000"
	CurrentLiabilities,"4,565,600,000","2,975,800,000","2,756,700,000","2,683,300,000","2,656,000,000","2,250,600,000","2,354,500,000","2,009,300,000","2,018,800,000","2,517,700,000","2,516,200,000","2,668,400,000","2,945,600,000","2,624,800,000","2,624,900,000","2,564,200,000","2,627,900,000","2,389,200,000","2,347,600,000","2,262,900,000","2,333,600,000","2,335,000,000","2,283,900,000","2,275,700,000","2,229,900,000","2,226,100,000","2,147,600,000","1,975,800,000","1,720,100,000","1,590,600,000","1,631,600,000","1,544,600,000","1,550,900,000","1,434,600,000","1,419,600,000","1,449,900,000","1,599,400,000","1,286,900,000","1,268,300,000","1,240,000,000","1,238,600,000","1,196,200,000","1,079,500,000","1,126,100,000","1,133,800,000","966,800,000","1,071,500,000","1,025,400,000","1,031,200,000","642,400,000","567,600,000","490,400,000","507,600,000","448,400,000","572,800,000","635,600,000"
		PayablesAndAccruedExpenses,"934,500,000","1,207,600,000","1,291,500,000","1,270,500,000","1,329,100,000","883,800,000","1,161,100,000","1,191,300,000","585,400,000","955,000,000","977,600,000","1,083,900,000","1,372,300,000","1,063,900,000","1,125,900,000","1,097,100,000","1,179,800,000","914,300,000","977,100,000","937,500,000","981,500,000","848,800,000","891,000,000","939,500,000","938,800,000","780,100,000","802,100,000","797,800,000","794,000,000","630,100,000","681,200,000","659,600,000","722,600,000","565,800,000","615,800,000","643,700,000","693,600,000","466,400,000","563,500,000","536,400,000","592,300,000","442,300,000","469,700,000","526,200,000","641,700,000","446,700,000","592,500,000","552,000,000","597,300,000","416,800,000","567,600,000","490,400,000","507,600,000","443,900,000","551,800,000","592,200,000"
			Payables,"836,900,000","1,031,600,000","1,075,200,000","1,077,300,000","1,120,800,000","692,100,000","943,700,000","989,900,000","379,700,000","730,200,000","744,200,000","848,200,000","1,046,500,000","869,700,000","920,800,000","924,100,000","991,200,000","735,500,000","803,300,000","784,000,000","832,400,000","697,200,000","744,300,000","791,500,000","808,600,000","650,900,000","677,200,000","676,700,000","682,300,000","515,400,000","574,400,000","556,800,000","623,000,000","472,500,000","517,400,000","543,100,000","618,200,000","389,000,000","485,400,000","466,500,000","520,600,000","368,300,000","393,100,000","433,900,000","486,700,000","290,600,000","434,100,000","411,400,000","449,000,000","265,400,000","408,200,000","359,300,000","348,300,000","283,400,000","389,500,000","418,300,000"
				AccountsPayable,"833,500,000","1,023,500,000","1,070,200,000","1,074,500,000","1,118,100,000","688,900,000","938,100,000","983,800,000","354,300,000","704,600,000","718,500,000","847,100,000","997,800,000","820,300,000","870,300,000","874,400,000","942,700,000","682,700,000","754,600,000","735,500,000","786,500,000","648,500,000","700,300,000","749,200,000","768,200,000","608,400,000","627,600,000","629,900,000","638,000,000","471,700,000","532,300,000","519,700,000","587,800,000","435,500,000","490,300,000","516,300,000","591,600,000","388,400,000","465,300,000","452,700,000","515,200,000","367,800,000","384,700,000","420,100,000","485,800,000","287,700,000","434,100,000","408,300,000","447,200,000","262,700,000","404,400,000","357,400,000","348,300,000","283,400,000","389,500,000","418,300,000"
				TotalTaxPayable,"3,400,000","8,100,000","5,000,000","2,800,000","2,700,000","3,200,000","5,600,000","6,100,000","900,000","1,100,000","1,200,000","1,100,000","2,100,000","2,900,000","3,400,000","2,700,000","1,300,000","5,800,000","5,400,000","4,600,000","2,000,000","5,000,000","3,900,000","2,300,000","600,000","5,300,000","12,500,000","8,500,000","6,000,000","5,500,000","6,900,000","2,000,000","300,000","2,300,000","800,000","600,000","600,000","600,000","20,100,000","13,800,000","5,400,000","500,000","8,400,000","13,800,000","900,000","2,900,000","0","3,100,000","1,800,000","2,700,000","3,800,000","1,900,000",,,,
					IncomeTaxPayable,"3,400,000","8,100,000","5,000,000","2,800,000","2,700,000","3,200,000","5,600,000","6,100,000","900,000","1,100,000","1,200,000","1,100,000","2,100,000","2,900,000","3,400,000","2,700,000","1,300,000","5,800,000","5,400,000","4,600,000","2,000,000","5,000,000","3,900,000","2,300,000","600,000","5,300,000","12,500,000","8,500,000","6,000,000","5,500,000","6,900,000","2,000,000","300,000","2,300,000","800,000","600,000","600,000","600,000","20,100,000","13,800,000","5,400,000","500,000","8,400,000","13,800,000","900,000","2,900,000","0","3,100,000","1,800,000","2,700,000","3,800,000","1,900,000",,,,
				DividendsPayable,,,,,,"0","0",,"24,500,000","24,500,000","24,500,000","0","46,600,000","46,500,000","47,100,000","47,000,000","47,200,000","47,000,000","43,300,000","43,900,000","43,900,000","43,700,000","40,100,000","40,000,000","39,800,000","37,200,000","37,100,000","38,300,000","38,300,000","38,200,000","35,200,000","35,100,000","34,900,000","34,700,000","26,300,000","26,200,000","26,000,000",,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"97,600,000","176,000,000","216,300,000","193,200,000","208,300,000","191,700,000","217,400,000","201,400,000","205,700,000","224,800,000","233,400,000","235,700,000","325,800,000","194,200,000","205,100,000","173,000,000","188,600,000","178,800,000","173,800,000","153,500,000","149,100,000","151,600,000","146,700,000","148,000,000","130,200,000","129,200,000","124,900,000","121,100,000","111,700,000","114,700,000","106,800,000","102,800,000","99,600,000","93,300,000","98,400,000","100,600,000","75,400,000","77,400,000","78,100,000","69,900,000","71,700,000","74,000,000","76,600,000","92,300,000","155,000,000","156,100,000","158,400,000","140,600,000","148,300,000","151,400,000","159,400,000","131,100,000","159,300,000","160,500,000","162,300,000","173,900,000"
				InterestPayable,"18,600,000","6,100,000","19,200,000","6,800,000","18,900,000","6,500,000","19,500,000","7,100,000","19,000,000","7,900,000","21,800,000","9,600,000","23,000,000","7,900,000","21,700,000","8,700,000","20,700,000","7,300,000","18,500,000","5,600,000","1,500,000","2,200,000","1,200,000","1,000,000","900,000","800,000","800,000","500,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","1,100,000","2,700,000","1,600,000","2,500,000","2,300,000","2,600,000","2,300,000","1,500,000","1,700,000","23,100,000","10,100,000","26,100,000","11,600,000","25,900,000","14,800,000","35,100,000","14,900,000","35,200,000","15,400,000","18,100,000","36,900,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"25,200,000","59,600,000","60,400,000","65,900,000","57,400,000","81,300,000","66,000,000","55,200,000","56,500,000","72,700,000","83,200,000","68,700,000","86,400,000","102,500,000","115,000,000","91,400,000","77,100,000","104,400,000","94,400,000","82,800,000","72,300,000","100,700,000","93,100,000","80,300,000","63,500,000","90,900,000","78,100,000","65,500,000","58,400,000","77,600,000","75,500,000","66,900,000","53,000,000","63,900,000","61,400,000","54,000,000","41,600,000","63,500,000","54,300,000","52,500,000","43,300,000","57,700,000","50,100,000","46,500,000",,,,,,,,,,,,
