name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"187,548,000","198,636,000","217,462,000","231,081,000","105,924,000","118,969,000","128,970,000","139,676,000","150,889,000","84,602,000","58,369,000","68,109,000","67,860,000","69,610,000"
	CurrentAssets,"175,664,000","192,973,000","214,495,000","227,955,000","102,606,000","115,598,000","125,508,000","136,077,000","146,894,000","80,506,000","51,224,000","62,056,000","63,224,000","65,062,000"
		CashCashEquivalentsAndShortTermInvestments,"173,008,000","189,654,000","210,786,000","223,304,000","98,406,000","111,510,000","122,786,000","132,950,000","138,199,000","77,383,000","48,310,000","59,862,000","61,758,000","63,798,000"
			CashAndCashEquivalents,"32,418,000","24,027,000","59,999,000","86,220,000","24,720,000","24,918,000","20,229,000","28,957,000","91,529,000","77,383,000","48,310,000","59,862,000","61,758,000","63,798,000"
			OtherShortTermInvestments,"140,590,000","165,627,000","150,787,000","137,084,000","73,686,000","86,592,000","102,557,000","103,993,000","46,670,000",,,,,
		Receivables,,,,,,,,,"5,010,000",,,,,
			AccountsReceivable,,,,,,,,,"5,010,000",,,,,
		PrepaidAssets,"2,656,000","3,319,000","3,709,000","4,651,000","4,200,000","4,088,000","2,722,000","3,127,000","3,685,000","3,123,000","2,914,000","2,194,000","1,466,000","1,264,000"
	TotalNonCurrentAssets,"11,884,000","5,663,000","2,967,000","3,126,000","3,318,000","3,371,000","3,462,000","3,599,000","3,995,000","4,096,000","7,145,000","6,053,000","4,636,000","4,548,000"
		NetPPE,"8,951,000","2,741,000","2,578,000","2,737,000","2,929,000","2,982,000","3,073,000","3,210,000","3,606,000","3,707,000","4,002,000","4,277,000","4,247,000","4,159,000"
			GrossPPE,"16,856,000","10,425,000","10,414,000","10,343,000","10,291,000","10,064,000","9,939,000","9,813,000","9,864,000","9,766,000","9,836,000","9,889,000","9,547,000","9,128,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"840,000","839,000","805,000","798,000","810,000","804,000","810,000","756,000","756,000","720,000","710,000","683,000","700,000","673,000"
				OtherProperties,"12,721,000","6,291,000","6,314,000","6,251,000","6,187,000","5,966,000","5,835,000","5,763,000","5,814,000","5,752,000","5,832,000","5,912,000","5,553,000","5,466,000"
				Leases,"3,295,000","3,295,000","3,295,000","3,294,000","3,294,000","3,294,000","3,294,000","3,294,000","3,294,000","3,294,000","3,294,000","3,294,000","3,294,000","2,989,000"
			AccumulatedDepreciation,"-7,905,000","-7,684,000","-7,836,000","-7,606,000","-7,362,000","-7,082,000","-6,866,000","-6,603,000","-6,258,000","-6,059,000","-5,834,000","-5,612,000","-5,300,000","-4,969,000"
		OtherNonCurrentAssets,"2,933,000","2,922,000","389,000","389,000","389,000","389,000","389,000","389,000","389,000","389,000","3,143,000","1,776,000","389,000","389,000"
TotalLiabilitiesNetMinorityInterest,"19,713,000","12,256,000","15,589,000","13,502,000","14,283,000","14,790,000","18,923,000","17,065,000","18,960,000","11,481,000","183,166,000","8,103,000","173,611,000","5,612,000"
	CurrentLiabilities,"12,360,000","9,595,000","12,695,000","10,394,000","11,143,000","11,742,000","15,591,000","13,080,000","13,442,000","9,256,000","5,457,000","5,895,000","3,471,000","4,643,000"
		PayablesAndAccruedExpenses,"7,853,000","4,673,000","7,686,000","5,510,000","5,503,000","4,351,000","6,918,000","4,498,000","5,744,000","3,006,000","3,396,000","4,336,000","2,248,000","2,826,000"
			Payables,"1,936,000","1,999,000","4,017,000","2,714,000","3,131,000","2,383,000","4,405,000","2,381,000","3,409,000","1,143,000","1,590,000","2,604,000","1,320,000","1,771,000"
				AccountsPayable,"1,936,000","1,999,000","4,017,000","2,714,000","3,131,000","2,383,000","4,405,000","2,381,000","3,409,000","1,143,000","1,590,000","2,604,000","1,320,000","1,771,000"
			CurrentAccruedExpenses,"5,917,000","2,674,000","3,669,000","2,796,000","2,372,000","1,968,000","2,513,000","2,117,000","2,335,000","1,863,000","1,806,000","1,732,000","928,000","1,055,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,359,000","3,652,000","3,176,000","2,272,000","2,167,000","2,967,000","3,156,000","2,139,000","1,497,000","1,779,000","1,604,000","1,100,000","753,000","1,433,000"
		CurrentDebtAndCapitalLeaseObligation,"1,481,000",,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,481,000",,,,,,,,,,,,,
		CurrentDeferredLiabilities,"645,000","1,016,000","1,538,000","2,283,000","3,135,000","4,096,000","5,128,000","6,013,000","5,765,000","4,000,000",,,,
			CurrentDeferredRevenue,"645,000","1,016,000","1,538,000","2,283,000","3,135,000","4,096,000","5,128,000","6,013,000","5,765,000","4,000,000",,,,
		OtherCurrentLiabilities,"22,000","254,000","295,000","329,000","338,000","328,000","389,000","430,000","436,000","471,000","457,000","459,000","470,000","384,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,353,000","2,661,000","2,894,000","3,108,000","3,140,000","3,048,000","3,332,000","3,985,000","5,518,000","2,225,000","177,709,000","2,208,000","170,140,000","969,000"
		LongTermDebtAndCapitalLeaseObligation,"7,112,000",,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"7,112,000",,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"241,000","2,661,000","2,894,000","3,108,000","3,140,000","3,048,000","3,332,000","3,985,000","5,518,000","2,225,000","2,219,000","2,208,000","2,082,000","969,000"
			NonCurrentDeferredRevenue,"241,000","511,000","745,000","967,000","983,000","863,000","1,132,000","1,775,000","3,300,000","2,225,000","2,219,000","2,208,000","2,082,000","969,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","175,490,000","0","168,058,000","0"
TotalEquityGrossMinorityInterest,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
	StockholdersEquity,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
		CapitalStock,"3,000","3,000","3,000","3,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000","2,000","1,000","2,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"3,000","3,000","3,000","3,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000","2,000","1,000","2,000"
		AdditionalPaidInCapital,"473,463,000","470,629,000","467,942,000","465,179,000","323,184,000","319,196,000","312,078,000","309,908,000","307,009,000","235,049,000","23,923,000","198,773,000","22,884,000","183,551,000"
		RetainedEarnings,"-304,514,000","-284,046,000","-266,117,000","-247,466,000","-231,356,000","-214,842,000","-202,107,000","-187,476,000","-175,089,000","-161,950,000","-148,734,000","-138,767,000","-128,141,000","-118,953,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,117,000","-206,000","45,000","-137,000","-189,000","-177,000","74,000","177,000","7,000","20,000","13,000","-2,000","-4,000","-4,000"
		OtherEquityInterest,,,,,,,,,,,,,"-491,000","-598,000"
TotalCapitalization,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
CommonStockEquity,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
CapitalLeaseObligations,"8,593,000",,,,,,,,,,,,,
NetTangibleAssets,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
WorkingCapital,"163,304,000","183,378,000","201,800,000","217,561,000","91,463,000","103,856,000","109,917,000","122,997,000","133,452,000","71,250,000","45,767,000","56,161,000","59,753,000","60,419,000"
InvestedCapital,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
TangibleBookValue,"167,835,000","186,380,000","201,873,000","217,579,000","91,641,000","104,179,000","110,047,000","122,611,000","131,929,000","73,121,000","-124,797,000","60,006,000","-105,751,000","63,998,000"
TotalDebt,"8,593,000",,,,,,,,,,,,,
ShareIssued,"29,592,759","29,555,119","29,513,754","29,475,921","24,862,081","24,773,361","24,495,525","24,442,842","24,334,007","21,833,037","21,279,943","21,833,037","22,750,380","21,833,037"
OrdinarySharesNumber,"29,592,759","29,555,119","29,513,754","29,475,921","24,862,081","24,773,361","24,495,525","24,442,842","24,334,007","21,833,037","21,279,943","21,833,037","22,750,380","21,833,037"
