name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003
TotalAssets,"28,057,829,000","28,722,664,000","27,666,380,000","10,506,980,000","8,159,898,000","7,726,033,000","13,468,590,000","13,263,107,000","12,639,159,000","11,727,054,000","11,697,960,000","11,426,327,000","11,275,958,000","10,761,335,000","11,480,434,000","7,258,302,000","7,315,808,000","7,457,783,000","7,698,526,000","5,739,360,000","5,528,922,000","5,107,768,000","5,223,263,000","4,821,936,000","4,442,821,000","4,183,700,000","4,444,147,000","4,214,520,000","4,114,920,000","4,108,334,000","4,713,042,000","4,477,069,000","4,474,966,000","3,928,573,000","3,325,889,000","2,950,150,000","2,875,934,000","2,813,940,000","2,963,262,000","2,731,821,000","2,560,499,000","2,699,164,000","2,833,295,000","2,655,939,000","2,553,120,000","2,718,095,000","2,499,861,000","2,175,607,000","2,104,447,000","2,104,664,000","2,100,288,000","2,002,924,000","1,921,501,000","1,832,399,000","2,032,880,000","2,106,772,000","2,060,756,000","1,827,996,000","1,887,103,000","1,713,316,000","1,649,033,000","1,550,277,000","1,382,734,000","1,338,253,000","1,171,445,000","1,131,213,000","1,082,488,000","998,645,000","916,353,000","982,614,000","999,697,000","866,284,000","829,805,000","837,535,000","789,928,000","707,553,000","623,914,000"
	CurrentAssets,"18,535,441,000","18,948,867,000","17,734,144,000","9,603,421,000","7,239,756,000","6,804,611,000","8,769,127,000","8,564,151,000","7,968,621,000","6,947,456,000","7,452,992,000","7,202,488,000","7,015,116,000","6,429,154,000","7,099,753,000","5,405,197,000","5,427,351,000","5,525,766,000","5,739,778,000","4,453,933,000","4,325,509,000","3,896,996,000","4,045,109,000","3,615,722,000","3,637,139,000","3,388,365,000","3,649,781,000","3,414,229,000","3,309,015,000","3,297,465,000","3,899,989,000","3,607,548,000","3,585,083,000","3,124,689,000","2,931,733,000","2,561,658,000","2,490,972,000","2,443,399,000","2,580,461,000","2,349,140,000","2,180,218,000","2,297,979,000","2,438,415,000","2,278,323,000","2,182,743,000","2,351,202,000","2,209,193,000","1,922,901,000","1,829,561,000","1,824,775,000","1,840,559,000","1,688,972,000","1,607,679,000","1,536,703,000","1,725,129,000","1,759,663,000","1,707,181,000","1,522,687,000","1,588,227,000","1,407,527,000","1,327,593,000","1,287,726,000","1,138,037,000","1,096,502,000","932,245,000","972,549,000","992,811,000","912,525,000","831,950,000","894,106,000","912,994,000","817,308,000","780,186,000","792,153,000","742,408,000","662,184,000","571,254,000"
		CashCashEquivalentsAndShortTermInvestments,"521,514,000","510,207,000","993,973,000","4,050,364,000","1,656,874,000","1,443,748,000","1,564,672,000","1,452,273,000","1,112,556,000","296,193,000","225,529,000","262,279,000","271,491,000","249,301,000","457,275,000","207,309,000","358,116,000","378,042,000","556,163,000","248,752,000","310,853,000","215,381,000","385,826,000","230,241,000","596,376,000","452,780,000","341,618,000","313,463,000","221,092,000","177,555,000","187,271,000","139,094,000","215,098,000","162,410,000","166,756,000","153,888,000","230,928,000","247,813,000","179,632,000","188,345,000","112,389,000","85,175,000","83,588,000","95,058,000","105,605,000","114,598,000","99,457,000","86,761,000","75,456,000","61,829,000","59,035,000","83,732,000","87,076,000","68,418,000","71,426,000","73,567,000","66,006,000","58,137,000","60,132,000","60,554,000","53,308,000","37,459,000","41,152,000","31,993,000","27,668,000","32,972,000","41,621,000","31,738,000","32,416,000","27,785,000","33,777,000","25,108,000","22,859,000","24,021,000","25,911,000","27,844,000","21,529,000"
			CashAndCashEquivalents,"521,514,000","510,207,000","993,973,000","4,050,364,000","1,656,874,000","1,443,748,000","1,564,672,000","1,452,273,000","1,112,556,000","296,193,000","225,529,000","262,279,000","271,491,000","249,301,000","454,694,000","203,988,000","354,176,000","372,344,000","550,688,000","243,265,000","305,566,000","210,147,000","380,717,000","223,282,000","589,006,000","447,627,000","336,072,000","308,076,000","215,505,000","169,771,000","180,143,000","127,664,000","204,595,000","148,403,000","151,622,000","139,363,000","216,386,000","232,074,000","163,699,000","172,992,000","97,214,000","68,756,000","67,571,000","86,276,000","95,135,000","101,171,000","88,038,000","68,063,000","58,605,000","38,054,000","37,816,000","70,180,000","74,988,000","60,017,000","61,081,000","59,773,000","50,967,000","43,554,000","42,875,000","44,142,000","37,814,000","22,473,000","27,881,000","21,253,000","18,969,000","11,146,000","13,636,000","9,870,000","4,951,000","21,607,000","28,726,000","20,747,000","18,134,000","19,544,000","22,079,000","23,174,000","17,293,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,"2,581,000","3,321,000","3,940,000","5,698,000","5,475,000","5,487,000","5,287,000","5,234,000","5,109,000","6,959,000","7,370,000","5,153,000","5,546,000","5,387,000","5,587,000","7,784,000","7,128,000","11,430,000","10,503,000","14,007,000","15,134,000","14,525,000","14,542,000","15,739,000","15,933,000","15,353,000","15,175,000","16,419,000","16,017,000","8,782,000","10,470,000","13,427,000","11,419,000","18,698,000","16,851,000","23,775,000","21,219,000","13,552,000","12,088,000","8,401,000","10,345,000","13,794,000","15,039,000","14,583,000","17,257,000","16,412,000","15,494,000","14,986,000","13,271,000","10,740,000","8,699,000","21,826,000","27,985,000","21,868,000","27,465,000","6,178,000","5,051,000","4,361,000","4,725,000","4,477,000","3,832,000","4,670,000","4,236,000"
		Receivables,"8,884,428,000","9,835,012,000","9,428,995,000","2,491,787,000","2,730,378,000","2,643,046,000","4,157,116,000","3,903,997,000","3,526,363,000","3,596,817,000","4,295,214,000","3,791,291,000","3,807,440,000","3,431,961,000","3,855,496,000","2,951,043,000","2,712,711,000","2,621,544,000","2,846,448,000","1,861,481,000","1,787,437,000","1,724,942,000","1,756,596,000","1,651,173,000","1,512,760,000","1,485,155,000","1,759,605,000","1,579,853,000","1,692,195,000","1,590,849,000","2,091,843,000","1,852,832,000","1,813,199,000","1,557,773,000","1,593,337,000","1,307,424,000","1,223,472,000","1,196,405,000","1,401,372,000","1,173,364,000","1,114,528,000","1,174,720,000","1,294,371,000","1,145,165,000","1,032,590,000","1,169,808,000","1,124,406,000","942,376,000","854,314,000","889,601,000","925,387,000","833,523,000","795,301,000","765,288,000","908,518,000","899,392,000","846,157,000","796,014,000","835,622,000","708,569,000","657,239,000","683,602,000","460,372,000","477,350,000","363,296,000","381,123,000","430,220,000","445,898,000","397,326,000","456,291,000","443,607,000","410,590,000","357,961,000","352,116,000","318,820,000","244,444,000","227,701,000"
			AccountsReceivable,"8,884,428,000","9,835,012,000","9,428,995,000","2,491,787,000","2,730,378,000","2,643,046,000","4,157,116,000","3,903,997,000","3,526,363,000","3,596,817,000","4,295,214,000","3,791,291,000","3,807,440,000","3,431,961,000","3,855,431,000","2,951,011,000","2,712,550,000","2,620,279,000","2,846,371,000","1,861,409,000","1,787,381,000","1,724,774,000","1,756,494,000","1,651,074,000","1,512,671,000","1,485,084,000","1,759,491,000","1,579,736,000","1,692,087,000","1,590,737,000","2,091,511,000","1,851,884,000","1,812,568,000","1,556,993,000","1,593,191,000","1,307,209,000","1,223,212,000","1,196,077,000","1,401,087,000","1,172,890,000","1,113,182,000","1,173,150,000","1,142,942,000","1,017,590,000","910,551,000","1,029,355,000","986,917,000","813,558,000","732,967,000","782,375,000","820,633,000","736,667,000","699,567,000","656,266,000","807,206,000","776,337,000","712,173,000","678,757,000","729,797,000","603,170,000","648,675,000","589,512,000","363,437,000","477,350,000","363,296,000","301,645,000","342,322,000","363,467,000","327,978,000","392,838,000","372,604,000","343,081,000","298,021,000","295,634,000","263,944,000","191,056,000","176,482,000"
				GrossAccountsReceivable,,"9,974,916,000","9,554,959,000","2,559,493,000","2,800,544,000","2,713,422,000","4,238,566,000","3,985,203,000","3,602,377,000","3,640,905,000","4,330,615,000","3,819,692,000","3,824,189,000","3,431,961,000","3,929,282,000","3,022,870,000","2,777,696,000","2,692,555,000","2,918,703,000","1,926,103,000","1,842,996,000","1,777,334,000","1,820,049,000","1,709,250,000","1,566,607,000","1,536,541,000","1,818,123,000","1,632,865,000","1,743,854,000","1,649,777,000","2,163,690,000","1,928,694,000","1,883,603,000","1,628,303,000","1,681,917,000","1,360,801,000","1,278,954,000","1,250,239,000","1,461,796,000","1,224,390,000","1,164,027,000",,"1,196,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-139,904,000","-125,964,000","-67,706,000","-70,166,000","-70,376,000","-81,450,000","-81,206,000","-76,014,000","-44,088,000","-35,401,000","-28,401,000","-16,749,000",,"-73,851,000","-71,859,000","-65,146,000","-72,276,000","-72,332,000","-64,694,000","-55,615,000","-52,560,000","-63,555,000","-58,176,000","-53,936,000","-51,457,000","-58,632,000","-53,129,000","-51,767,000","-59,040,000","-72,179,000","-76,810,000","-71,035,000","-71,310,000","-88,726,000","-53,592,000","-55,742,000","-54,162,000","-60,709,000","-51,500,000","-50,845,000",,"-53,452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,"65,000","32,000","161,000","1,265,000","77,000","72,000","56,000","168,000","102,000","99,000","89,000","71,000","114,000","117,000","108,000","112,000","332,000","948,000","631,000","780,000","146,000","215,000","260,000","328,000","285,000","474,000","1,346,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
