name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
OperatingCashFlow,"-86,070,000","-117,385,000","-5,759,000","9,975,000","27,099,000","-253,906,000","-291,346,000","-173,092,000","-431,487,000","-176,500,000","121,185,000","270,441,000","245,586,000","263,858,000","463,600,000","444,587,000","106,948,000","-53,646,000","599,072,000","473,953,000","388,968,000","414,584,000","289,703,000","310,897,000","254,573,000","115,373,000","227,305,000","159,178,000","201,343,000","-15,013,000","124,189,000","396,035,000","368,871,000","209,222,000","395,308,000","370,528,000","489,936,000","420,870,000","196,482,000","328,414,000","322,332,000","338,490,000","366,783,000","318,054,000","507,819,000","323,179,000","396,179,000","238,543,000","281,494,000","141,096,000","146,784,000","275,509,000","110,942,000","60,721,000","34,408,000","149,975,000","200,458,000","138,342,000","116,875,000","205,116,000","161,767,000","175,414,000","70,604,000","128,704,000","8,126,000","33,332,000","33,789,000","32,207,000","-11,629,000","-5,892,000","-79,849,000","-6,993,000","-27,005,000","-918,000","-14,250,000","9,638,000","-7,935,000","-9,227,000","-462,000"
	CashFlowFromContinuingOperatingActivities,"-86,070,000","-117,385,000","-5,759,000","9,975,000","27,099,000","-253,906,000","-291,346,000","-173,092,000","-431,487,000","-176,500,000","121,185,000","270,441,000","245,586,000","263,858,000","463,600,000","444,587,000","106,948,000","-53,646,000","599,072,000","473,953,000","388,968,000","414,584,000","289,703,000","310,897,000","254,573,000","115,373,000","227,305,000","159,178,000","201,343,000","-15,013,000","124,189,000","396,035,000","368,871,000","209,222,000","395,308,000","370,528,000","489,936,000","420,870,000","196,482,000","328,414,000","322,332,000","338,490,000","366,783,000","318,054,000","507,819,000","323,179,000","396,179,000","238,543,000","281,494,000","141,096,000","146,784,000","275,509,000","110,942,000","60,721,000","34,408,000","149,975,000","200,458,000","138,342,000","116,875,000","205,116,000","161,767,000","175,414,000","70,604,000","128,704,000","8,126,000","33,332,000","33,789,000","32,207,000","-11,629,000","-5,892,000","-79,849,000","-6,993,000","-27,005,000","-918,000","-14,250,000","9,638,000","-7,935,000","-9,227,000","-462,000"
		NetIncomeFromContinuingOperations,"-930,421,000","-254,610,000","-256,431,000","-245,983,000","-173,397,000","-336,179,000","-310,291,000","-831,533,000","-734,869,000","-450,253,000","-17,470,000","26,883,000","142,234,000","159,731,000","515,510,000","219,772,000","205,280,000","-137,478,000","543,964,000","105,970,000","106,795,000","132,525,000","126,566,000","-19,331,000","89,442,000","105,792,000","127,238,000","90,985,000","77,203,000","-13,902,000","148,193,000","253,006,000","258,402,000","303,043,000","290,486,000","248,811,000","192,716,000","272,144,000","165,826,000","165,171,000","199,293,000","198,409,000","258,262,000","185,185,000","155,331,000","226,335,000","171,874,000","-2,054,000","88,917,000","57,859,000","13,232,000","34,210,000","25,479,000","-33,814,000","-159,634,000","51,130,000","271,993,000","46,717,000","65,453,000","44,740,000","89,550,000","58,405,000","-55,423,000","715,655,000","-20,070,000","-11,434,000","-3,857,000","-14,190,000","-35,162,000","-37,627,000","-127,714,000","-22,705,000","-41,919,000","-13,248,000","-12,367,000","-14,842,000","-12,677,000","-9,006,000","-10,743,000"
		OperatingGainsLosses,"-13,613,000","-7,400,000","-4,803,000","-438,000","-972,000","-3,087,000","-1,219,000","-1,536,000","3,913,000","16,503,000","-3,445,000","14,297,000","3,304,000","1,509,000","6,493,000","252,000","0","2,166,000","12,299,000","20,776,000","22,570,000","771,000","-2,126,000","-1,168,000","1,036,000","1,825,000","-866,000","7,260,000","5,919,000","120,606,000","4,979,000","1,240,000","6,873,000","775,000","12,547,000","3,688,000","12,675,000","-2,588,000","-24,181,000","30,469,000","13,089,000","4,889,000","-97,379,000","97,201,000","-264,000","298,000","-184,000","62,571,000","-115,000","206,000","3,581,000","128,000","-11,845,000","-10,004,000","-22,299,000","212,000","564,000","-20,000","9,146,000","25,183,000","12,604,000","14,405,000","-12,664,000","-878,138,000","-10,389,000","-325,000","4,931,000","7,736,000","8,365,000","-12,000","64,000","63,000","4,124,000","-503,000","-820,000","-615,000","-612,000","-1,086,000","-962,000"
			GainLossOnInvestmentSecurities,"-14,351,000","-7,400,000","-4,803,000","-1,176,000","-972,000","-4,409,000","-1,219,000","-4,675,000","3,294,000","15,660,000","-3,686,000","2,101,000","3,304,000","1,509,000","4,466,000",,,,"0","2,000","283,000","771,000","-2,126,000","-1,168,000","1,036,000","1,825,000","-1,710,000","1,287,000","1,114,000","4,609,000","2,942,000","-2,360,000","4,653,000","-842,000","-1,104,000","3,525,000","-13,512,000","-3,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","844,000","2,000","966,000","-197,000","-176,000","27,000","-34,000","88,000","-206,000","163,000","-391,000","556,000","-176,000","108,000","113,000","61,000","-229,000","51,000","-264,000","298,000","-184,000","-37,000","-115,000","206,000","-198,000","128,000","33,000","631,000","48,000","212,000","564,000","-20,000",,,,,,,,"-325,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"715,397,000","184,556,000","170,424,000","177,110,000","183,307,000","185,121,000","184,004,000","183,486,000","179,266,000","178,746,000","175,054,000","172,998,000","140,269,000","136,557,000","138,911,000","137,458,000","137,870,000","136,357,000","136,880,000","137,982,000","137,686,000","139,820,000","140,543,000","106,467,000","79,749,000","77,971,000","77,201,000","80,649,000","81,913,000","82,866,000","80,082,000","79,027,000","78,351,000","76,659,000","91,990,000","93,325,000","93,218,000","92,518,000","93,057,000","94,274,000","93,463,000","92,405,000","94,118,000","100,522,000","102,052,000","101,347,000","100,299,000","99,341,000","101,353,000","104,565,000","104,441,000","101,907,000","102,731,000","101,468,000","70,793,000","65,544,000","63,779,000","62,732,000","64,306,000","61,326,000","58,035,000","55,574,000","57,939,000","51,151,000","48,008,000","41,785,000","44,558,000","38,638,000","32,076,000","6,793,000","44,440,000","5,464,000","16,081,000","4,995,000","5,003,000","10,457,000","3,722,000","2,759,000","2,481,000"
			DepreciationAndAmortization,"715,397,000","184,556,000","170,424,000","177,110,000","183,307,000","185,121,000","184,004,000","183,486,000","179,266,000","178,746,000","175,054,000","172,998,000","140,269,000","136,557,000","138,911,000","137,458,000","137,870,000","136,357,000","136,880,000","137,982,000","137,686,000","139,820,000","140,543,000","106,467,000","79,749,000","77,971,000","77,201,000","80,649,000","81,913,000","82,866,000","80,082,000","79,027,000","78,351,000","76,659,000","91,990,000","93,325,000","93,218,000","92,518,000","93,057,000","94,274,000","93,463,000","92,405,000","94,118,000","100,522,000","102,052,000","101,347,000","100,299,000","99,341,000","101,353,000","104,565,000","104,441,000","101,907,000","102,731,000","101,468,000","70,793,000","65,544,000","63,779,000","62,732,000","64,306,000","61,326,000","58,035,000","55,574,000","57,939,000","51,151,000","48,008,000","41,785,000","44,558,000","38,638,000","32,076,000","6,793,000","44,440,000","5,464,000","16,081,000","4,995,000","5,003,000","10,457,000","3,722,000","2,759,000","2,481,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,496,000","56,001,000","51,902,000","51,524,000","50,667,000","42,470,000",,,"35,839,000","37,886,000","26,125,000","3,494,000","3,252,000","1,903,000","1,043,000","781,000","753,000","637,000","2,180,000","2,173,000",
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,810,000","5,325,000","6,133,000","4,050,000","7,272,000","8,681,000",,,"8,719,000","752,000","5,951,000","3,299,000","41,188,000","3,561,000","15,038,000","4,214,000","4,250,000","9,820,000","1,542,000","586,000",
