name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
			ReceivablesAdjustmentsAllowances,,,,,,,,,,"0","0","0","0","0","0",,,"-389,000","0","-500,000","-500,000","-500,000",,"0",,"-324,000","-338,000",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,684,000",,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,041,000",,,,,,,,,,,,,,,,,,,,,"1,214,867"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,629,000","36,353,000","30,364,000","34,916,000","31,963,000","28,124,000","27,576,000",,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"9,555,000","8,264,000","12,970,000","21,783,000","23,459,000","25,821,000","33,885,000","12,708,000","3,126,000","1,144,000","5,518,000","9,362,000","94,339,000","18,203,000","43,601,000","18,825,000","19,432,000","48,929,000","133,382,000","133,166,000","130,706,000","160,570,000","118,425,000","80,665,000","115,423,000","85,145,000","78,007,000","108,339,000","177,237,000","119,912,000","54,120,000","40,955,000","25,087,000","19,611,000","86,691,000",,"11,637,000","5,898,000",,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"7,732,294,000","7,294,357,000","6,866,699,000","6,682,006,000","6,409,840,000","6,300,662,000","5,940,720,000","5,838,777,000","5,884,502,000","5,782,560,000","5,263,056,000","5,250,467,000","5,012,127,000","5,016,576,000","4,989,729,000","4,825,629,000","7,061,337,000","7,125,817,000","7,212,637,000","7,308,496,000","7,380,901,000","7,440,764,000","7,610,173,000","7,573,842,000","7,569,955,000","7,708,058,000","7,679,072,000","7,671,849,000","7,606,747,000","7,611,483,000","7,331,597,000","7,225,655,000","7,104,478,000","7,027,125,000","6,812,376,000","3,051,844,000","3,128,888,000","3,116,349,000","3,054,492,000","3,055,631,000","3,066,936,000","3,081,632,000","3,090,350,000","3,133,758,000","3,207,299,000",,,,,,,,,,,,
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,840,450,000","2,851,243,000","2,861,790,000","2,867,302,000","2,880,366,000","2,919,012,000","2,982,303,000","2,964,298,000","2,798,014,000","2,667,127,000",,,,"1,382,853,000",,,,"611,741,211","417,889,322"
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,312,362,000","3,301,473,000","3,289,424,000","3,272,728,000","3,263,533,000","3,283,677,000","3,302,249,000","3,055,391,000","2,876,033,000","2,730,998,000",,,,"1,405,582,000",,,,"616,044,103",
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0",,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,309,158,000","1,310,053,000","1,301,611,000","1,297,020,000","1,294,407,000","1,304,242,000","1,315,057,000",,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,003,204,000","1,991,420,000","1,987,813,000","1,975,708,000","1,969,126,000","1,979,435,000","1,987,192,000",,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-471,912,000","-450,230,000","-427,634,000","-405,426,000","-383,167,000","-364,665,000","-319,946,000","-91,093,000","-78,019,000","-63,871,000",,,,"-22,729,000",,,,"-4,302,892",
		GoodwillAndOtherIntangibleAssets,"664,706,000","652,572,000","651,042,000","609,020,000","591,337,000","593,589,000","574,947,000","576,066,000","606,998,000","610,679,000","537,197,000","523,349,000","516,695,000","520,063,000","528,554,000","513,207,000","650,936,000","664,243,000","684,197,000","711,920,000","714,139,000","724,616,000","741,070,000","782,910,000","800,510,000","818,139,000","835,041,000","848,635,000","865,346,000","881,494,000","891,296,000","890,528,000","904,583,000","909,542,000","904,491,000","275,735,000","183,224,000","187,362,000","197,842,000","198,442,000","197,480,000","204,696,000","209,984,000","214,746,000","224,996,000","25,230,000","25,685,000","24,313,000","21,500,000","20,792,000","20,835,000","21,395,000","20,123,000","16,238,000","11,313,312","10,742,090","8,874,642"
			Goodwill,"225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","225,600,000","254,340,000","254,340,000","254,340,000","254,340,000","254,340,000","254,340,000","256,470,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","291,421,000","290,055,000",,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"439,106,000","426,972,000","425,442,000","383,420,000","365,737,000","367,989,000","349,347,000","350,466,000","381,398,000","385,079,000","311,597,000","297,749,000","291,095,000","294,463,000","302,954,000","287,607,000","396,596,000","409,903,000","429,857,000","457,580,000","459,799,000","470,276,000","484,600,000","491,489,000","509,089,000","526,718,000","543,620,000","557,214,000","573,925,000","590,073,000","599,875,000","599,107,000","613,162,000","618,121,000","614,436,000","275,735,000","183,224,000","187,362,000","197,842,000","198,442,000","197,480,000","204,696,000","209,984,000","214,746,000","224,996,000",,,,,,,,,,,,"8,874,642"
		InvestmentProperties,"6,865,762,000","6,452,969,000","6,040,496,000","5,844,074,000","5,672,717,000","5,549,720,000","5,215,953,000","5,109,647,000","5,153,830,000","5,047,875,000","4,606,647,000","4,423,668,000","4,187,835,000","4,156,550,000","4,165,468,000","4,021,568,000","6,168,526,000","6,230,529,000","6,310,040,000","6,426,877,000","6,506,449,000","6,575,231,000","6,708,154,000","6,642,435,000","6,596,150,000","6,710,739,000","6,700,223,000","6,652,970,000","6,591,612,000","6,498,150,000","6,283,816,000","6,187,599,000","6,079,666,000","5,987,986,000","5,810,065,000","2,760,453,000","2,895,191,000","2,874,486,000",,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,"0","0","183,490,000","183,512,000","183,535,000","183,558,000","183,581,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,392,683,000","2,360,738,000","1,509,427,000",,"1,152,859,000","915,551,000","637,688,699",,
			LongTermEquityInvestment,,,,,,,,,,"0","0","150,000,000","150,000,000","150,000,000","150,000,000","150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,"0","0","33,490,000","33,512,000","33,535,000","33,558,000","33,581,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,733,973","40,854,680","40,963,012"
		NonCurrentDeferredAssets,"201,826,000","188,816,000","175,161,000","228,912,000","145,786,000","157,353,000","149,820,000","153,064,000","123,674,000","124,006,000","119,212,000","119,960,000","124,085,000","156,428,000","112,149,000","107,273,000","241,875,000","231,045,000","218,400,000","169,699,000","160,313,000","140,917,000","160,949,000","148,497,000","173,295,000","179,180,000","143,808,000","170,244,000","149,789,000","231,839,000","156,485,000","147,528,000","120,229,000","129,597,000","97,820,000","15,656,000","50,473,000","54,501,000",,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,200,000","5,946,000","7,666,000","9,634,000",,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"3,523,933,000","3,331,071,000","3,056,603,000","3,028,368,000","3,170,132,000","2,795,666,000","2,759,238,000","2,694,030,000","2,785,761,000","2,419,412,000","2,330,804,000","2,378,573,000","2,340,221,000","2,294,567,000","2,287,551,000","2,079,895,000","4,034,097,000","3,943,902,000","4,175,622,000","4,163,490,000","3,979,954,000","3,995,863,000","4,045,065,000","3,960,609,000","4,343,039,000","4,429,165,000","4,337,011,000","4,317,900,000","4,646,370,000","4,698,900,000","4,343,018,000","4,238,559,000","4,202,438,000","4,113,011,000","3,925,866,000","1,901,642,000","2,026,376,000","1,994,234,000","1,980,600,000","2,717,561,000","2,705,793,000","2,705,201,000","2,700,717,000","2,790,592,000","2,806,741,000","2,209,209,000","2,069,609,000","1,862,565,000","1,664,452,000","1,650,246,000","1,036,631,000","920,632,000","695,582,000","426,920,000","115,213,166","194,523,752","191,464,127"
	CurrentLiabilities,"671,595,000","478,802,000","203,923,000","182,153,000","138,232,000","167,423,000","132,555,000","136,588,000","624,084,000","255,560,000","136,781,000","134,081,000","331,683,000","119,768,000","256,670,000","468,358,000","296,398,000","260,919,000","535,858,000","467,036,000","146,836,000","234,915,000","253,267,000","138,457,000","160,743,000","142,475,000","206,426,000","140,134,000","304,491,000","138,479,000","241,000,000","127,281,000","244,508,000","149,799,000","257,013,000","30,082,000","70,263,000","53,753,000","1,934,187,000","37,642,000","1,936,536,000","1,933,245,000","32,122,000","1,991,592,000","2,007,741,000",,,,,,,,,,,,
		PayablesAndAccruedExpenses,"152,095,000","190,402,000","154,623,000","169,153,000","138,232,000","167,423,000","132,555,000","136,588,000","124,084,000","139,060,000","136,781,000","134,081,000","125,183,000","119,768,000","99,670,000","121,858,000","141,898,000","148,919,000","149,858,000","147,036,000","146,836,000","148,915,000","148,267,000","138,457,000","136,743,000","142,475,000","131,426,000","120,134,000","122,973,000","123,298,000","115,564,000","111,753,000","108,902,000","114,679,000","105,505,000","30,082,000","58,863,000","53,753,000","1,934,187,000","37,642,000","1,936,536,000","1,933,245,000","32,122,000","1,943,839,000","1,958,517,000","29,790,000","33,001,000","39,538,000","29,581,000","36,552,000","30,109,000","25,848,000","21,693,000","20,900,000","18,099,991","15,669,625",
			Payables,"152,095,000",,"154,623,000",,,"167,423,000","132,555,000","136,588,000","124,084,000",,"136,781,000","134,081,000","125,183,000","119,768,000","99,670,000","121,858,000","141,898,000","148,919,000","149,858,000","147,036,000","146,836,000","148,915,000","148,267,000","138,457,000","136,743,000","142,475,000","131,426,000","120,134,000","122,973,000","123,298,000","115,564,000","111,753,000","108,902,000","114,679,000","105,505,000","30,082,000","58,863,000","53,753,000","1,934,187,000",,"1,936,536,000","1,933,245,000",,"1,943,839,000","1,958,517,000","29,790,000","33,001,000","39,538,000","29,581,000","36,552,000","30,109,000","25,848,000","21,693,000","20,900,000","18,099,991","15,669,625",
				AccountsPayable,"152,095,000",,"154,623,000",,,"167,423,000","132,555,000","136,588,000","124,084,000",,"136,781,000","134,081,000","125,183,000","119,768,000","99,670,000","121,858,000","141,898,000","148,919,000","149,858,000","147,036,000","146,836,000","148,915,000","148,267,000","138,457,000","136,743,000","142,475,000","131,426,000","120,134,000","122,973,000","123,298,000","115,564,000","111,753,000","108,902,000","114,679,000","105,505,000","17,648,000","58,863,000","53,753,000",,,,,,,,"4,691,000","7,902,000","15,885,000","8,772,000","15,742,000","12,917,000","11,639,000","8,835,000","8,048,000","5,250,929","8,559,851",
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,716,000",,,,,,,,,,"25,099,000","25,099,000","23,653,000","20,809,000","20,810,000","17,192,000","14,209,000","12,858,000","12,852,000","12,849,062","7,109,774",
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,718,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"519,500,000","288,400,000","49,300,000","13,000,000",,,,,"500,000,000","116,500,000",,,"206,500,000",,"157,000,000","346,500,000","154,500,000","112,000,000","386,000,000","320,000,000",,"86,000,000","105,000,000",,"24,000,000",,"75,000,000","20,000,000","181,518,000","15,181,000","125,436,000","15,528,000","135,606,000","35,120,000","151,508,000",,"11,400,000",,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"519,500,000","288,400,000","49,300,000","13,000,000",,,,,"500,000,000","116,500,000",,,"206,500,000",,"157,000,000","346,500,000","154,500,000","112,000,000","386,000,000","320,000,000",,"86,000,000","105,000,000",,"24,000,000",,"75,000,000","20,000,000","181,518,000","15,181,000","125,436,000","15,528,000","135,606,000","35,120,000","151,508,000",,"11,400,000",,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"519,500,000","288,400,000","49,300,000","13,000,000","0","0","0","0","500,000,000","116,500,000","0","0","206,500,000",,"157,000,000","346,500,000","154,500,000","112,000,000","386,000,000","320,000,000",,"86,000,000","105,000,000","0","24,000,000",,"75,000,000","20,000,000","181,518,000","15,181,000","125,436,000","15,528,000","135,606,000","35,120,000","151,508,000",,"11,400,000",,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,753,000","49,224,000",,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,852,338,000","2,852,269,000","2,852,680,000","2,846,215,000","3,031,900,000","2,628,243,000","2,626,683,000","2,557,442,000","2,161,677,000","2,163,852,000","2,194,023,000","2,244,492,000","2,008,538,000","2,174,799,000","2,030,881,000","1,611,537,000","3,737,699,000","3,682,983,000","3,639,764,000","3,696,454,000","3,833,118,000","3,760,948,000","3,791,798,000","3,822,152,000","4,182,296,000","4,286,690,000","4,130,585,000","4,177,766,000","4,341,879,000","4,560,421,000","4,102,018,000","4,111,278,000","3,957,930,000","3,963,212,000","3,668,853,000","1,871,560,000","1,956,113,000","1,940,481,000","46,413,000","2,679,919,000","769,257,000","771,956,000","2,668,595,000","799,000,000","799,000,000",,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"2,725,009,000","2,724,192,000","2,723,380,000","2,722,575,000","2,911,762,000","2,506,341,000","2,505,617,000","2,436,508,000","2,037,580,000","2,036,517,000","2,077,508,000","2,126,015,000","1,893,733,000","2,054,637,000","1,907,268,000","1,485,632,000","3,586,520,000","3,527,680,000","3,477,145,000","3,526,623,000","3,657,857,000","3,578,628,000","3,604,863,000","3,636,341,000","3,995,085,000","4,092,787,000","3,929,984,000","3,975,745,000","4,137,718,000","4,354,453,000","3,882,392,000","3,894,564,000","3,738,053,000","3,743,098,000","3,454,935,000","1,755,832,000","1,910,952,000","1,894,878,000",,"2,632,755,000","723,776,000","725,735,000","2,668,595,000","799,000,000","799,000,000","2,154,320,000","2,011,509,000","1,799,374,000","1,614,062,000","1,613,694,000","1,006,522,000","894,784,000","637,412,000","383,276,000","97,113,175","178,854,127","188,868,839"
			LongTermDebt,"2,725,009,000","2,724,192,000","2,723,380,000","2,722,575,000","2,911,762,000","2,506,341,000","2,505,617,000","2,436,508,000","2,037,580,000","2,036,517,000","2,077,508,000","2,126,015,000","1,893,733,000","2,054,637,000","1,907,268,000","1,485,632,000","3,586,520,000","3,527,680,000","3,477,145,000","3,526,623,000","3,657,857,000","3,578,628,000","3,604,863,000","3,636,341,000","3,995,085,000","4,092,787,000","3,929,984,000","3,975,745,000","4,137,718,000","4,354,453,000","3,882,392,000","3,894,564,000","3,738,053,000","3,743,098,000","3,454,935,000","1,755,832,000","1,910,952,000","1,894,878,000",,"2,632,755,000","723,776,000","725,735,000","2,621,614,000","799,000,000","799,000,000","2,154,320,000","2,011,509,000","1,799,374,000","1,614,062,000","1,613,694,000","1,006,522,000","894,784,000","637,412,000","383,276,000","97,113,175","178,854,127","188,868,839"
			LongTermCapitalLeaseObligation,,,,,,,"121,066,000","120,934,000","124,097,000","127,335,000","116,515,000","118,477,000","114,805,000","120,162,000","123,613,000","125,905,000","151,179,000","155,303,000","162,619,000","169,831,000","175,261,000","182,320,000","186,935,000","185,811,000","187,211,000","193,903,000","200,601,000","202,021,000","204,161,000","205,968,000","219,626,000","216,714,000","219,877,000","220,114,000","213,918,000","108,991,000","45,161,000","45,603,000",,,,,"46,981,000",,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,737,000",,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,737,000",,,,,,,,,,,,,,,,,,,,,
		RestrictedCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"127,329,000","128,077,000","129,300,000","123,640,000","120,138,000","121,902,000","121,066,000","120,934,000","124,097,000","127,335,000","116,515,000","118,477,000","114,805,000","120,162,000","123,613,000","125,905,000","151,179,000","155,303,000","162,619,000","169,831,000","175,261,000","182,320,000","186,935,000","185,811,000","187,211,000","193,903,000","200,601,000","202,021,000","204,161,000","205,968,000","219,626,000","216,714,000","219,877,000","220,114,000","213,918,000","108,991,000","45,161,000","45,603,000","46,413,000","47,164,000","45,481,000","46,221,000",,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"4,265,168,000","3,999,799,000","3,838,630,000","3,684,824,000","3,525,056,000","3,601,120,000","3,332,181,000","3,283,808,000","3,349,408,000","3,413,249,000","3,332,780,000","2,929,460,000","2,818,636,000","2,801,749,000","2,805,358,000","2,829,286,000","3,168,723,000","3,319,609,000","3,259,165,000","3,355,833,000","3,608,842,000","3,682,108,000","3,765,935,000","3,809,473,000","3,452,933,000","3,489,831,000","3,555,222,000","3,611,339,000","3,353,151,000","3,318,101,000","3,204,238,000","3,262,348,000","3,072,957,000","3,118,034,000","3,134,585,000","1,311,085,000","1,220,464,000","1,253,443,000","1,224,541,000","507,128,000","515,072,000","526,360,000","543,678,000","567,739,000","590,101,000","1,055,758,000","1,062,856,000","994,025,000","902,454,000","911,105,000","743,801,000","592,793,000","600,253,000","596,474,000","623,781,177","587,703,472","336,367,294"
	StockholdersEquity,"4,265,168,000","3,999,799,000","3,838,630,000","3,684,824,000","3,525,056,000","3,601,120,000","3,332,181,000","3,283,808,000","3,349,408,000","3,413,249,000","3,332,780,000","2,929,460,000","2,818,636,000","2,801,749,000","2,805,358,000","2,829,286,000","3,168,723,000","3,319,609,000","3,259,165,000","3,355,833,000","3,608,842,000","3,682,108,000","3,765,935,000","3,809,473,000","3,452,933,000","3,489,831,000","3,555,222,000","3,611,339,000","3,353,151,000","3,318,101,000","3,204,238,000","3,262,348,000","3,072,957,000","3,118,034,000","3,134,585,000","1,311,085,000","1,220,464,000","1,253,443,000","1,224,541,000","507,128,000","515,072,000","526,360,000","543,678,000","567,739,000","590,101,000","1,055,758,000","1,062,856,000","994,025,000","902,454,000","911,105,000","743,801,000","592,793,000","600,253,000","596,474,000","623,781,177","587,703,472","336,367,294"
		CapitalStock,"172,892,000","172,562,000","172,343,000","172,132,000","171,924,000","171,918,000","171,471,000","171,329,000","171,324,000","171,301,000","171,164,000","170,683,000","170,518,000","170,466,000","170,462,000","170,479,000","170,559,000","170,682,000","4,559,000","4,579,000","4,840,000","4,836,000","4,836,000","4,797,000","4,434,000","4,418,000","4,421,000","4,420,000","4,189,000","4,118,000","3,990,000","3,990,000","3,710,000","3,706,000","3,706,000","2,086,000","849,000","849,000","889,000","343,000","84,000","343,000","84,000","84,000","84,000","1,141,000","1,141,000","1,075,000","991,000","991,000","819,000","677,000","677,000","676,000","676,266","635,068","374,199"
			PreferredStock,"166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,177,000","166,193,000","166,193,000","166,193,000",,,,,,,,,,,,,,,,,,"0",,"0","84,000","84,000","84,000","84,000","84,000","84,000","84,000","0","0","0","0","0","0","0","0","0","0","0",
			CommonStock,"6,715,000","6,385,000","6,166,000","5,955,000","5,747,000","5,741,000","5,294,000","5,152,000","5,147,000","5,124,000","4,987,000","4,506,000","4,341,000","4,289,000","4,285,000","4,286,000","4,366,000","4,489,000","4,559,000","4,579,000","4,840,000","4,836,000","4,836,000","4,797,000","4,434,000","4,418,000","4,421,000","4,420,000","4,189,000","4,118,000","3,990,000","3,990,000","3,710,000","3,706,000","3,706,000","2,086,000","849,000","849,000","805,000","259,000","0","259,000","0","0","0","1,141,000","1,141,000","1,075,000","991,000","991,000","819,000","677,000","677,000","676,000","676,266","635,068","374,199"
		AdditionalPaidInCapital,"6,976,901,000","6,673,440,000","6,472,964,000","6,278,735,000","6,129,869,000","6,126,503,000","5,813,128,000","5,710,386,000","5,707,271,000","5,686,247,000","5,544,170,000","5,165,396,000","5,031,829,000","4,995,697,000","4,989,804,000","4,986,719,000","5,197,988,000","5,193,631,000","5,190,849,000","5,188,514,000","5,179,327,000","5,177,086,000","5,174,706,000","5,126,685,000","4,737,534,000","4,721,323,000","4,718,765,000","4,715,340,000","4,443,468,000","4,361,320,000","4,211,235,000","4,208,376,000","3,862,454,000","3,859,823,000","3,857,955,000","1,883,113,000","1,830,171,000","1,828,399,000","1,766,033,000","1,004,065,000","1,004,324,000","1,004,065,000","1,004,324,000","1,004,430,000","1,004,430,000","1,150,267,000","1,149,598,000","1,069,217,000","970,738,000","970,431,000","794,191,000","640,289,000","640,044,000","639,818,000","639,531,032","600,063,256","335,047,791"
