name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-84,211,000","-22,876,000","-26,695,000","-14,606,000","-20,034,000","-18,346,000","-23,395,000","-13,508,000","-22,584,000","-11,317,000","-11,649,000","-13,212,000","-5,322,000","-5,444,000","-2,075,000","-1,961,000","-251,000","-338,000"
	CashFlowFromContinuingOperatingActivities,"-84,211,000","-22,876,000","-26,695,000","-14,606,000","-20,034,000","-18,346,000","-23,395,000","-13,508,000","-22,584,000","-11,317,000","-11,649,000","-13,212,000","-5,322,000","-5,444,000","-2,075,000","-1,961,000","-251,000","-338,000"
		NetIncomeFromContinuingOperations,"-111,716,000","-26,029,000","-32,424,000","-24,330,000","-28,933,000","-15,090,000","-29,711,000","-21,403,000","-16,207,000","-11,886,000","-15,611,000","-15,554,000","-7,228,000","-5,362,000","-61,472,000","-11,148,000","-8,673,000","-421,000"
		OperatingGainsLosses,,"-9,000","118,000",,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-4,000","-9,000","118,000",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"41,000","11,000","11,000","9,000","10,000","11,000","11,000",,,,,,,,,,,
			DepreciationAndAmortization,"41,000","11,000","11,000","9,000","10,000","11,000","11,000",,,,,,,,,,,
				Depreciation,"41,000","11,000","11,000","9,000","10,000","11,000","11,000",,,,,,,,,,,
		AmortizationOfSecurities,"1,080,000","135,000","361,000","402,000","182,000","121,000","124,000","21,000","41,000","-103,000",,,,,,,,
		StockBasedCompensation,"11,001,000","3,311,000","2,642,000","2,612,000","2,436,000","2,364,000","1,916,000","1,546,000","1,323,000","1,237,000","670,000","483,000","402,000","215,000","87,000","34,000","0","0"
		OtherNonCashItems,"206,000","53,000","52,000","51,000","50,000","50,000","49,000","40,000","53,000","54,000",,,,,"58,483,000","9,421,000",,
		ChangeInWorkingCapital,"15,181,000","-348,000","2,545,000","6,763,000","6,221,000","-5,802,000","4,216,000","6,282,000","-7,794,000","-619,000","3,396,000","1,859,000","1,504,000","-297,000","827,000","-268,000","419,000","83,000"
			ChangeInPrepaidAssets,"3,416,000","2,730,000","1,128,000","-381,000","-61,000","-2,787,000","3,161,000","4,880,000","-10,143,000","724,000","590,000","-1,794,000","500,000","197,000","-496,000","-578,000","20,000","-5,000"
			ChangeInPayablesAndAccruedExpense,"11,947,000","-3,029,000","1,465,000","7,191,000","6,320,000","-2,966,000","1,097,000","1,389,000","2,460,000","-1,343,000","2,806,000","3,653,000","1,004,000","-494,000","1,323,000","310,000","399,000","88,000"
				ChangeInPayable,"-151,000","-2,247,000","-196,000","4,590,000","-2,298,000","1,177,000","-1,208,000","2,100,000","1,001,000","588,000","854,000","-1,597,000","881,000","-564,000","854,000","4,000",,
					ChangeInAccountPayable,"-151,000","-2,247,000","-196,000","4,590,000","-2,298,000","1,177,000","-1,208,000","2,100,000","1,001,000","588,000","854,000","-1,597,000","881,000","-564,000","854,000","4,000","455,000","0"
				ChangeInAccruedExpense,"12,098,000","-782,000","1,661,000","2,601,000","8,618,000","-4,143,000","2,305,000","-711,000","1,459,000","-1,931,000","1,952,000","5,250,000","123,000","70,000","469,000","306,000","-56,000","88,000"
			ChangeInOtherCurrentLiabilities,"-182,000","-49,000","-48,000","-47,000","-38,000","-49,000","-42,000","13,000",,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"0","13,000",,,,,,,,,,
InvestingCashFlow,"46,030,000","22,750,000","12,000,000","21,934,000","-10,654,000","19,000,000","17,899,000","-59,844,000","38,465,000","-6,281,000","-71,513,000","0",,,"0","0",,
