name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011
TotalRevenue,"5,398,422,000","1,434,657,000","1,376,141,000","1,327,263,000","1,260,361,000","1,175,033,000","1,131,684,000","1,105,960,000","1,061,967,000","1,018,385,000","976,299,000","938,100,000","887,752,000","825,055,000","788,628,000","743,189,000","671,720,000","618,643,000","582,480,000","555,389,000","525,320,000","479,861,000","436,672,000","409,582,000","377,723,000","345,430,000","323,427,000","305,266,000","282,696,000","250,957,000","226,273,000","215,070,000","186,780,000","159,737,000","141,866,000","127,872,000","107,555,000","91,645,000","81,519,000","72,618,000","62,702,000","56,818,000","43,158,000","36,450,000"
	OperatingRevenue,"5,398,422,000","1,434,657,000","1,376,141,000","1,327,263,000","1,260,361,000","1,175,033,000","1,131,684,000","1,105,960,000","1,061,967,000","1,018,385,000","976,299,000","938,100,000","887,752,000","825,055,000","788,628,000","743,189,000","671,720,000","618,643,000","582,480,000","555,389,000","525,320,000","479,861,000","436,672,000","409,582,000","377,723,000","345,430,000","323,427,000","305,266,000","282,696,000","250,957,000","226,273,000","215,070,000","186,780,000","159,737,000","141,866,000","127,872,000","107,555,000","91,645,000","81,519,000","72,618,000","62,702,000","56,818,000","43,158,000","36,450,000"
CostOfRevenue,"1,497,863,000","402,821,000","389,797,000","359,724,000","345,521,000","333,053,000","313,044,000","295,181,000","284,277,000","305,630,000","284,775,000","270,930,000","266,334,000","243,219,000","233,748,000","223,001,000","200,230,000","177,971,000","170,952,000","163,555,000","158,195,000","136,711,000","130,181,000","126,885,000","117,852,000","108,627,000","102,680,000","101,754,000","92,079,000","77,914,000","69,955,000","71,789,000","65,640,000","57,419,000","50,766,000","48,591,000","40,754,000","36,699,000","32,986,000","30,194,000","28,265,000","25,090,000","20,330,000","17,679,000"
GrossProfit,"3,900,559,000","1,031,836,000","986,344,000","967,539,000","914,840,000","841,980,000","818,640,000","810,779,000","777,690,000","712,755,000","691,524,000","667,170,000","621,418,000","581,836,000","554,880,000","520,188,000","471,490,000","440,672,000","411,528,000","391,834,000","367,125,000","343,150,000","306,491,000","282,697,000","259,871,000","236,803,000","220,747,000","203,512,000","190,617,000","173,043,000","156,318,000","143,281,000","121,140,000","102,318,000","91,100,000","79,281,000","66,801,000","54,946,000","48,533,000","42,424,000","34,437,000","31,728,000","22,828,000","18,771,000"
OperatingExpense,"4,051,539,000","1,104,679,000","1,087,306,000","943,594,000","915,960,000","880,293,000","891,951,000","824,856,000","794,444,000","857,212,000","837,621,000","777,420,000","743,915,000","705,222,000","675,163,000","702,943,000","560,472,000","511,936,000","492,863,000","471,893,000","448,754,000","403,350,000","412,726,000","392,581,000","346,768,000","310,452,000","294,188,000","273,686,000","258,257,000","226,447,000","206,702,000","194,747,000","182,909,000","154,401,000","139,076,000","119,680,000","99,084,000","87,570,000","79,211,000","83,292,000","60,797,000","51,685,000","45,919,000","38,213,000"
	SellingGeneralAndAdministration,"2,072,426,000","563,170,000","549,568,000","487,979,000","471,709,000","438,677,000","452,856,000","404,894,000","375,763,000","413,728,000","415,410,000","375,678,000","365,793,000","357,391,000","337,758,000","384,940,000","267,632,000","248,352,000","239,409,000","232,305,000","227,651,000","206,911,000","221,170,000","207,270,000","184,882,000","168,674,000","162,944,000","149,666,000","142,912,000","127,112,000","117,739,000","109,477,000","105,445,000","89,230,000","83,759,000","70,331,000","57,916,000","51,288,000","48,959,000","55,217,000","37,245,000","30,899,000","27,632,000","21,809,000"
		GeneralAndAdministrativeExpense,"507,698,000","133,869,000","138,621,000","121,656,000","113,552,000","112,183,000","117,607,000","102,024,000","99,266,000","95,171,000","108,792,000","88,884,000","85,593,000","84,455,000","87,804,000","138,784,000","65,168,000","55,581,000","59,824,000","56,184,000","55,699,000","51,202,000","53,513,000","57,721,000","45,705,000","41,183,000","41,871,000","38,008,000","36,482,000","32,217,000","29,270,000","28,796,000","26,922,000","21,063,000","22,951,000","16,280,000","13,766,000","12,924,000","12,570,000","22,633,000","7,616,000","6,061,000","5,050,000","3,594,000"
			OtherGandA,"507,698,000","133,869,000","138,621,000","121,656,000","113,552,000","112,183,000","117,607,000","102,024,000","99,266,000","95,171,000","108,792,000","88,884,000","85,593,000","84,455,000","87,804,000","138,784,000","65,168,000","55,581,000","59,824,000","56,184,000","55,699,000","51,202,000","53,513,000","57,721,000","45,705,000","41,183,000","41,871,000","38,008,000","36,482,000","32,217,000","29,270,000","28,796,000","26,922,000","21,063,000","22,951,000","16,280,000","13,766,000","12,924,000","12,570,000","22,633,000","7,616,000","6,061,000","5,050,000","3,594,000"
		SellingAndMarketingExpense,"1,564,728,000","429,301,000","410,947,000","366,323,000","358,157,000","326,494,000","335,249,000","302,870,000","276,497,000","318,557,000","306,618,000","286,794,000","280,200,000","272,936,000","249,954,000","246,156,000","202,464,000","192,771,000","179,585,000","176,121,000","171,952,000","155,709,000","167,657,000","149,549,000","139,177,000","127,491,000","121,073,000","111,658,000","106,430,000","94,895,000","88,469,000","80,681,000","78,523,000","68,167,000","60,808,000","54,051,000","44,150,000","38,364,000","36,389,000","32,584,000","29,629,000","24,838,000","22,582,000","18,215,000"
	ResearchAndDevelopment,"1,979,113,000","541,509,000","537,738,000","455,615,000","444,251,000","441,616,000","439,095,000","419,962,000","418,681,000","443,484,000","422,211,000","401,742,000","378,122,000","347,831,000","337,405,000","318,003,000","292,840,000","263,584,000","253,454,000","239,588,000","221,103,000","196,439,000","191,556,000","185,311,000","161,886,000","141,778,000","131,244,000","124,020,000","115,345,000","99,335,000","88,963,000","85,270,000","77,464,000","65,171,000","55,317,000","49,349,000","41,168,000","36,282,000","30,252,000","28,075,000","23,552,000","20,786,000","18,287,000","16,404,000"
