name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"3,543,534,000","3,550,991,000","3,322,960,000","3,310,007,000","3,287,631,000","3,312,362,000","1,569,452,000","1,550,604,000","1,533,474,000","1,475,275,000","1,454,709,000","1,567,685,000","1,428,260,000","1,396,976,000","1,343,203,000","1,263,374,000","1,286,229,000","1,298,592,000","1,207,686,000","1,167,023,000","1,194,586,000","1,190,533,000","1,175,546,000","1,162,613,000","1,130,625,000","1,132,759,000","1,178,758,000","1,052,324,000","939,459,000","967,492,000","890,438,000","644,666,580","630,222,427"
TotalLiabilitiesNetMinorityInterest,"1,933,583,000","1,936,591,000","1,702,871,000","1,678,482,000","1,661,686,000","1,697,221,000","943,029,000","939,108,000","938,615,000","799,150,000","769,870,000","874,258,000","733,514,000","687,084,000","614,563,000","536,888,000","559,518,000","572,762,000","476,527,000","436,325,000","530,986,000","525,396,000","500,576,000","494,131,000","452,912,000","444,109,000","475,219,000","346,058,000","251,900,000","392,910,000","303,394,000","55,631,511","22,437,774"
TotalEquityGrossMinorityInterest,"1,609,951,000","1,614,400,000","1,620,089,000","1,631,525,000","1,625,945,000","1,615,141,000","626,423,000","611,496,000","594,859,000","676,125,000","684,839,000","693,427,000","694,746,000","709,892,000","728,640,000","726,486,000","726,711,000","725,830,000","731,159,000","730,698,000","663,600,000","665,137,000","674,970,000","668,482,000","677,713,000","688,650,000","703,539,000","706,266,000","687,559,000","574,582,000","587,044,000","589,035,069","607,784,653"
	StockholdersEquity,"1,609,951,000","1,614,400,000","1,620,089,000","1,631,525,000","1,625,945,000","1,615,141,000","626,423,000","611,496,000","594,859,000","676,125,000","684,839,000","693,427,000","694,746,000","709,892,000","728,640,000","726,486,000","726,711,000","725,830,000","731,159,000","730,698,000","663,600,000","665,137,000","674,970,000","668,482,000","677,713,000","688,650,000","703,539,000","706,266,000","687,559,000","574,582,000","587,044,000","589,035,069","607,784,653"
		CapitalStock,"102,000","102,000","102,000","102,000","102,000","102,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","36,000","36,000","36,000","36,000","36,000","36,000","36,000","36,000","35,000","29,000","29,000","29,462","30,390"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,,,
			CommonStock,"102,000","102,000","102,000","102,000","102,000","102,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","36,000","36,000","36,000","36,000","36,000","36,000","36,000","36,000","35,000","29,000","29,000","29,462","30,390"
		AdditionalPaidInCapital,"1,671,983,000","1,670,742,000","1,625,801,000","1,624,394,000","1,622,948,000","1,621,813,000","779,516,000","778,827,000","778,827,000","778,132,000","804,326,000","803,662,000","802,975,000","802,216,000","802,046,000","800,822,000","800,436,000","799,936,000","801,048,000","800,649,000","720,099,000","719,847,000","719,969,000","719,800,000","719,690,000","719,690,000","719,974,000","719,852,000","702,742,000","587,882,000","588,740,000","589,611,201","608,152,396"
		RetainedEarnings,"-60,713,000","-55,023,000","-4,393,000","8,450,000","4,316,000","-5,353,000","-151,712,000","-165,950,000","-182,587,000","-100,626,000","-118,106,000","-108,854,000","-106,848,000","-90,943,000","38,305,000","34,828,000","32,743,000","32,078,000","34,172,000","33,277,000","27,225,000","25,624,000","23,415,000","21,082,000","19,225,000","14,351,000","7,880,000","3,362,000","3,882,000","4,058,000","879,000","837,832","9,633"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,"-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","36,884,000","-72,955,000","-72,344,000","30,657,000","-68,508,000","-68,570,000","-55,114,000","-53,325,000","-43,614,000","-49,933,000","-40,592,000","-29,655,000","-15,050,000","-12,201,000","-13,797,000","2,637,000","-304,000","815,965","1,023,426"
			UnrealizedGainLoss,,,,,,,,,,,,,,,"38,305,000",,,"32,078,000",,,,,"23,415,000","21,082,000","19,225,000",,,,,"4,058,000",,,
			OtherEquityAdjustments,,,,,,,,,,"-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000",,,"-1,421,000",,,,,"-67,029,000","-71,015,000","-59,817,000",,,,,"-1,421,000",,,
		OtherEquityInterest,"-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,000","-1,421,559","-1,421,559"
TotalCapitalization,"3,475,258,000","3,475,826,000","3,246,387,000","3,215,265,000","3,217,865,000","3,242,201,000","1,538,108,000","1,520,759,000","1,502,930,000","1,445,852,000","1,412,581,000","1,536,247,000","1,399,141,000","1,368,993,000","1,301,932,000","1,231,198,000","1,253,204,000","1,268,356,000","1,174,964,000","1,138,783,000","1,165,217,000","1,163,289,000","1,146,220,000","1,137,032,000","1,105,763,000","1,107,650,000","1,150,539,000","1,007,266,000","911,559,000","924,582,000","824,044,000","624,035,069",
CommonStockEquity,"1,609,951,000","1,614,400,000","1,620,089,000","1,631,525,000","1,625,945,000","1,615,141,000","626,423,000","611,496,000","594,859,000","676,125,000","684,839,000","693,427,000","694,746,000","709,892,000","728,640,000","726,486,000","726,711,000","725,830,000","731,159,000","730,698,000","663,600,000","665,137,000","674,970,000","668,482,000","677,713,000","688,650,000","703,539,000","706,266,000","687,559,000","574,582,000","587,044,000","589,035,069","607,784,653"
NetTangibleAssets,"1,609,951,000","1,614,400,000","1,620,089,000","1,631,525,000","1,625,945,000","1,615,141,000","626,423,000","611,496,000","594,859,000","676,125,000","684,839,000","693,427,000","694,746,000","709,892,000","728,640,000","726,486,000","726,711,000","725,830,000","731,159,000","730,698,000","663,600,000","665,137,000","674,970,000","668,482,000","677,713,000","688,650,000","703,539,000","706,266,000","687,559,000","574,582,000","587,044,000","589,035,069","607,784,653"
InvestedCapital,"3,475,258,000","3,475,826,000","3,246,387,000","3,215,265,000","3,217,865,000","3,242,201,000","1,538,108,000","1,520,759,000","1,502,930,000","1,445,852,000","1,412,581,000","1,536,247,000","1,399,141,000","1,368,993,000","1,301,932,000","1,231,198,000","1,253,204,000","1,268,356,000","1,174,964,000","1,138,783,000","1,165,217,000","1,163,289,000","1,146,220,000","1,137,032,000","1,105,763,000","1,107,650,000","1,150,539,000","1,007,266,000","911,559,000","924,582,000","824,044,000","624,035,069",
TangibleBookValue,"1,609,951,000","1,614,400,000","1,620,089,000","1,631,525,000","1,625,945,000","1,615,141,000","626,423,000","611,496,000","594,859,000","676,125,000","684,839,000","693,427,000","694,746,000","709,892,000","728,640,000","726,486,000","726,711,000","725,830,000","731,159,000","730,698,000","663,600,000","665,137,000","674,970,000","668,482,000","677,713,000","688,650,000","703,539,000","706,266,000","687,559,000","574,582,000","587,044,000","589,035,069","607,784,653"
TotalDebt,"1,865,307,000","1,861,426,000","1,626,298,000","1,583,740,000","1,591,920,000","1,627,060,000","911,685,000","909,263,000","908,071,000","769,727,000","727,742,000","842,820,000","704,395,000","659,101,000","573,292,000","504,712,000","526,493,000","542,526,000","443,805,000","408,085,000","501,617,000","498,152,000","471,250,000","468,550,000","428,050,000","419,000,000","447,000,000","301,000,000","224,000,000","350,000,000","237,000,000","35,000,000",
NetDebt,"1,833,894,000","1,827,662,000","1,454,698,000","1,463,817,000","1,546,434,000","1,594,923,000","894,107,000","892,945,000","886,024,000","760,318,000","716,640,000","832,698,000","698,504,000","652,988,000","568,644,000","495,506,000","519,564,000","530,920,000","431,838,000","370,592,000","492,683,000","493,587,000","456,580,000","453,096,000","416,253,000","396,290,000","435,282,000","289,521,000","215,011,000","341,391,000","229,480,000","24,924,320",
ShareIssued,"101,885,413","101,818,811","101,753,598","101,675,964","101,599,020","101,534,370","40,448,044","40,401,637","40,401,637","40,367,071","40,337,930","40,302,522","40,267,216","40,227,625","40,196,049","40,175,405","40,154,489","40,130,665","40,109,905","40,091,488","36,342,786","36,331,662","36,321,374","36,312,437","36,306,880","36,306,882","36,293,445","36,288,109","35,381,127","35,381,127","35,381,127","35,381,127","35,381,127"
OrdinarySharesNumber,"101,885,413","101,818,811","101,753,598","101,675,964","101,599,020","101,534,370","40,448,044","40,401,637","40,401,637","40,367,071","40,337,930","40,302,522","40,267,216","40,227,625","40,196,049","40,175,405","40,154,489","40,130,665","40,109,905","40,091,488","36,342,786","36,331,662","36,321,374","36,312,437","36,306,880","36,306,882","36,293,445","36,288,109","35,381,127","35,381,127","35,381,127","35,381,127","35,381,127"
