name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
MarketCap,"2,707,001,278","2,942,379,161","2,594,489,352","3,010,982,558","2,922,628,027","2,505,023,102","1,993,357,017","2,029,025,683","1,385,525,039","876,915,921","945,215,671","770,824,884","1,166,337,073","666,789,938","420,162,772"
EnterpriseValue,"2,503,910,278","2,731,919,161","2,375,354,352","2,789,849,558","2,877,070,027","2,295,386,102","1,754,942,017","1,772,208,683","1,256,555,039","718,629,921","868,993,671","670,367,884","1,045,811,073","532,777,938","402,254,772"
PsRatio,"13.155","14.955","14.377","17.355","20.397","19.858","20.057","31.094","26.998","52.525","181.65","235.185","647.645","237.053","1,794.159"
PbRatio,"5.841","6.099","5.294","5.971","8.852","8.717","6.782","6.811","8.033","4.792","10.253","6.737","8.885","4.714",
EnterprisesValueRevenueRatio,"12.884","56.421","44.704","59.469","62.724","66.779","50.454","50.285","82.597","27.328","87.371","512.122","702.83","494.687","814.281"
EnterprisesValueEBITDARatio,"-39.923","-133.518","-157.183","-202.119","-215.624","-112.107","-168.501","-213.854","-66.435","-52.52","-39.72","-27.805","-57.662","-43.284","-49.236"
