name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988
TotalAssets,"38,650,005,000","40,899,116,000","41,338,323,000","36,776,378,000","37,330,767,000","36,494,934,000","37,004,775,000","37,471,285,000","39,118,905,000","33,876,356,000","31,168,871,000","30,813,715,000","31,146,921,000","30,210,706,000","29,973,515,000","28,977,160,000","29,298,270,000","29,159,178,000","29,101,890,000","28,542,931,000","28,303,092,000","28,173,301,000","27,705,286,000","26,549,055,000","25,497,290,000","25,215,178,000","26,680,266,000","27,149,587,000","26,798,447,000","26,702,511,000","25,448,486,000","25,572,303,000","25,350,709,000","26,110,185,000","25,658,835,000","25,722,137,000","26,057,874,000","26,284,738,000","27,831,361,000","27,263,008,000","27,391,028,000","27,766,276,000","27,853,023,000","27,216,190,000","18,760,349,000","18,961,045,000","19,136,372,000","19,987,547,000","21,009,903,000","22,518,210,000","21,726,521,000","22,409,925,000","23,841,649,000","23,274,716,000","23,390,728,000","23,131,111,000","22,895,879,000","22,727,686,000","24,307,211,000","23,498,171,000","22,557,769,000","22,146,238,000","21,644,600,000","21,071,660,000","20,844,109,000","20,699,420,000","20,349,963,000","20,506,615,000","11,131,298,000","11,115,029,000","10,898,830,000","10,704,208,000","10,646,419,000","10,709,710,000","10,551,650,000","10,411,171,000","10,431,336,000","10,504,985,000","10,434,637,000","10,424,206,000","10,466,984,000","10,497,443,000","10,430,487,000","10,550,437,000","10,658,576,000","10,734,601,000","10,700,640,000","10,734,268,000","2,733,064,000","2,760,700,000","2,711,200,000","2,674,500,000","2,538,900,000","1,773,800,000","1,709,400,000","1,905,900,000","1,872,300,000","1,398,400,000","1,298,000,000","1,292,700,000","1,243,000,000","1,287,700,000","1,243,700,000","1,347,400,000","1,334,900,000","1,282,200,000","1,251,600,000","1,126,000,000","1,139,800,000","1,140,800,000","1,135,000,000","1,090,800,000","1,104,000,000","1,160,100,000","1,159,200,000","1,059,800,000","1,056,100,000","1,063,500,000","957,400,000","946,200,000","472,400,000","473,100,000","496,300,000","374,400,000","369,500,000","375,900,000","374,800,000","362,300,000","349,000,000","292,400,000","255,400,000","256,800,000","277,300,000"
	CurrentAssets,"4,514,945,000","6,416,182,000","6,670,321,000","6,574,543,000","7,083,867,000","5,950,659,000","6,186,281,000","6,370,768,000","7,597,929,000","4,007,693,000","2,880,746,000","2,040,034,000","2,207,135,000","2,526,778,000","2,208,024,000","2,083,116,000","2,392,713,000","2,374,627,000","2,794,536,000","2,485,131,000","2,172,718,000","2,229,587,000","2,214,348,000","3,193,787,000","2,401,644,000","2,408,749,000","2,582,274,000","3,267,022,000","2,956,607,000","3,027,160,000","1,991,057,000","2,166,315,000","1,970,630,000","2,719,439,000","2,284,015,000","2,210,240,000","2,439,245,000","2,507,092,000","3,347,817,000","2,677,417,000","2,593,677,000","2,812,720,000","2,721,807,000","1,793,280,000","1,366,411,000","1,455,645,000","1,288,801,000","1,791,956,000","1,780,750,000","3,053,501,000","1,624,465,000","1,075,320,000","2,090,864,000","1,533,030,000","913,212,000","941,821,000","1,088,555,000","1,175,386,000","1,134,499,000","981,930,000","1,434,819,000","1,514,751,000","1,002,533,000","905,861,000","911,269,000","1,018,583,000","858,665,000","1,042,198,000","809,628,000","820,202,000","719,201,000","623,623,000","645,056,000","757,621,000","741,905,000","665,201,000","527,962,000","605,410,000","520,661,000","619,321,000","638,005,000","661,927,000","616,254,000","690,860,000","768,463,000","795,644,000","696,871,000","678,383,000","220,810,000","269,900,000","262,100,000","252,000,000","203,400,000","208,100,000","204,000,000","480,900,000","539,600,000","170,800,000","170,500,000","173,900,000","146,100,000","226,700,000","196,600,000","280,300,000","263,500,000","212,700,000","185,500,000","136,300,000","144,300,000","203,500,000","248,900,000","209,300,000","215,400,000","266,200,000","332,800,000","369,800,000","490,200,000","582,000,000","584,100,000","628,000,000","200,600,000","223,200,000","147,800,000","28,300,000","31,000,000","40,600,000","42,500,000","46,000,000","41,700,000","130,000,000","104,900,000","109,500,000","49,800,000"
		CashCashEquivalentsAndShortTermInvestments,"2,719,115,000","4,703,059,000","5,570,833,000","5,626,232,000","6,171,512,000","5,101,637,000","4,593,872,000","4,835,505,000","6,016,417,000","2,329,604,000","1,233,569,000","1,160,591,000","1,223,404,000","1,526,762,000","1,302,677,000","1,272,872,000","1,525,402,000","1,499,995,000","1,986,688,000","1,757,062,000","1,395,444,000","1,446,581,000","1,446,158,000","2,503,255,000","1,664,905,000","1,670,312,000","1,807,795,000","2,542,545,000","2,195,535,000","2,283,715,000","1,313,427,000","1,365,137,000","1,114,736,000","1,803,669,000","1,375,403,000","1,278,673,000","1,480,637,000","1,543,509,000","2,443,159,000","1,731,921,000","1,634,892,000","1,865,913,000","1,815,125,000","921,553,000","431,275,000","498,964,000","552,757,000","1,013,208,000","440,587,000","2,056,207,000","896,990,000","411,356,000","1,365,581,000","295,644,000","250,087,000","279,995,000","327,745,000","412,390,000","311,605,000","294,609,000","313,967,000","452,944,000","343,716,000","294,992,000","297,034,000","377,933,000","265,442,000","306,495,000","395,746,000","435,128,000","355,632,000","185,793,000","196,413,000","178,047,000","153,806,000","130,724,000","172,134,000","211,234,000","139,199,000","213,200,000","212,273,000","208,971,000","133,440,000","214,866,000","259,382,000","227,968,000","211,272,000","211,388,000","98,080,000","121,500,000","107,800,000","107,500,000","65,800,000","82,000,000","90,800,000","368,200,000","437,300,000","34,600,000","59,000,000","47,400,000","45,400,000","61,400,000","63,000,000","210,200,000","183,600,000","110,000,000","96,000,000","45,300,000","29,400,000","75,900,000","157,400,000","130,700,000","141,100,000","211,300,000","330,400,000","367,200,000","487,900,000","580,000,000","579,300,000","624,500,000","194,100,000","209,800,000","126,200,000","5,700,000","6,400,000","6,200,000","6,200,000","7,700,000","9,000,000","98,100,000","74,100,000","81,400,000","15,500,000"
			CashAndCashEquivalents,"2,719,115,000","4,703,059,000","5,570,833,000","5,626,232,000","6,171,512,000","5,101,637,000","4,593,872,000","4,835,505,000","6,016,417,000","2,329,604,000","1,233,569,000","1,160,591,000","1,223,404,000","1,526,762,000","1,302,677,000","1,272,872,000","1,525,402,000","1,499,995,000","1,986,688,000","1,757,062,000","1,395,444,000","1,446,581,000","1,446,158,000","2,503,255,000","1,664,905,000","1,670,312,000","1,807,795,000","2,342,340,000","2,195,535,000","1,713,715,000","1,313,427,000","1,365,137,000","1,114,736,000","1,803,669,000","1,375,403,000","1,278,673,000","1,480,637,000","1,543,509,000","2,443,159,000","1,731,921,000","1,634,892,000","1,865,913,000","1,815,125,000","921,553,000","431,275,000","498,964,000","552,757,000","1,013,208,000","440,587,000","2,056,207,000","896,990,000","411,356,000","1,365,581,000","295,644,000","250,087,000","279,995,000","327,745,000","412,390,000","311,605,000","294,609,000","313,967,000","452,944,000","343,716,000","294,992,000","297,034,000","377,933,000","265,442,000","306,495,000","395,746,000","435,128,000","355,632,000","185,793,000","196,413,000","178,047,000","153,806,000","130,724,000","172,134,000","211,234,000","139,199,000","213,200,000","212,273,000","208,971,000","133,440,000","214,866,000","259,382,000","227,968,000","211,272,000","211,388,000","98,080,000","121,500,000","107,800,000","107,500,000","65,800,000","82,000,000","90,800,000","368,200,000","437,300,000","34,600,000","59,000,000","47,400,000","45,400,000","61,400,000","63,000,000","210,200,000","183,600,000","110,000,000","96,000,000","45,300,000","29,400,000","75,900,000","157,400,000","130,700,000","141,100,000","211,300,000","330,400,000","367,200,000","487,900,000","580,000,000","579,300,000","624,500,000","194,100,000","209,800,000","126,200,000","5,700,000","6,400,000","6,200,000","6,200,000","7,700,000","9,000,000","98,100,000","74,100,000","81,400,000","15,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","200,205,000","0","570,000,000",,,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"828,125,000","857,777,000","731,308,000","657,034,000","602,365,000","559,917,000","1,249,790,000","1,204,572,000","1,234,285,000","1,374,884,000","1,309,222,000","583,766,000","621,138,000","685,637,000","566,198,000","520,474,000","547,244,000","583,096,000","515,423,000","476,488,000","493,765,000","542,924,000","492,904,000","455,097,000","461,899,000","496,552,000","486,896,000","480,907,000","469,476,000","488,020,000","433,853,000","473,922,000","492,535,000","488,217,000","411,077,000","440,326,000","475,581,000","443,677,000","412,390,000","478,588,000","477,484,000","491,730,000","463,407,000","370,075,000","491,425,000","497,876,000","504,387,000","557,505,000","1,096,093,000","753,029,000","476,188,000","422,229,000","449,468,000","368,101,000","374,022,000","367,885,000","390,452,000","412,345,000","429,349,000","333,295,000","373,391,000","381,540,000","343,491,000","312,932,000","314,148,000","352,673,000","298,657,000","301,919,000","218,360,000","204,151,000","172,408,000","166,166,000","161,883,000","149,376,000","141,295,000","131,091,000","134,586,000","139,935,000","120,323,000","137,287,000","136,864,000","156,451,000","167,254,000","197,436,000","208,786,000","236,650,000","187,837,000","270,268,000","75,308,000","83,100,000","60,000,000","68,900,000","66,200,000","69,100,000","56,700,000","59,100,000","47,700,000","79,000,000","44,800,000","76,000,000","47,000,000","80,500,000","46,600,000","45,300,000","53,000,000","78,600,000","54,500,000","56,800,000","93,300,000","96,100,000","63,000,000","50,300,000","48,600,000","30,500,000","500,000","1,500,000","700,000","600,000","2,800,000","1,600,000","3,500,000","11,500,000","16,600,000","18,000,000","19,400,000","29,600,000","30,800,000","33,200,000","26,800,000","27,600,000","26,700,000","24,000,000","29,500,000"
			AccountsReceivable,"593,466,000","583,915,000","532,298,000","430,841,000","360,188,000","316,502,000","328,413,000","287,065,000","454,826,000","612,717,000","550,345,000","562,772,000","602,602,000","657,206,000","546,646,000","497,350,000","505,591,000","540,545,000","515,423,000","469,126,000","493,765,000","542,924,000","492,426,000","443,903,000","452,751,000","480,559,000","470,842,000","467,960,000","461,751,000","473,345,000","433,853,000","473,922,000","492,535,000","488,217,000","411,077,000","440,326,000","475,581,000","443,677,000","412,390,000","478,588,000","477,484,000","491,730,000","463,407,000","370,075,000","317,974,000","321,894,000","324,206,000","363,031,000","563,101,000","368,474,000","309,281,000","287,862,000","449,468,000","303,416,000","322,821,000","366,133,000","390,452,000","412,345,000","378,697,000","333,295,000","373,391,000","362,921,000","343,491,000","312,932,000","314,148,000","352,673,000","298,657,000","301,919,000","218,360,000","204,151,000","172,408,000","166,166,000","161,883,000","139,475,000","141,295,000","131,091,000","134,586,000","139,935,000","114,767,000","130,145,000","136,864,000","144,374,000","145,103,000","188,693,000","208,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"712,263,000",,,,"443,091,000",,,,"707,278,000",,,,"747,981,000",,,,"633,116,000",,,,"640,844,000",,,,"570,348,000",,,,"562,947,000",,,,"569,930,000",,,,"541,588,000",,,,"592,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-128,348,000",,,,"-126,589,000",,,,"-94,561,000",,,,"-90,775,000",,,,"-92,571,000",,,,"-97,920,000",,,,"-89,789,000",,,,"-89,602,000",,,,"-81,713,000",,,,"-97,911,000",,,,"-101,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"234,659,000","273,862,000","199,010,000","226,193,000","242,177,000","243,415,000","170,377,000","166,507,000","44,459,000","27,167,000","23,877,000","20,994,000","18,536,000","28,431,000","19,552,000","23,124,000","41,653,000","42,551,000",,"7,362,000",,"0","478,000","11,194,000","9,148,000","15,993,000","16,054,000","12,947,000","7,725,000","14,675,000",,,,,,,,,,,,"0","0","0","173,451,000","175,982,000","180,181,000","194,474,000","532,992,000","384,555,000","166,907,000","134,367,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
