name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-85,444,000","-18,797,000","-21,448,000","-14,543,000","-15,195,000"
	CashFlowFromContinuingOperatingActivities,"-85,444,000","-18,797,000","-21,448,000","-14,543,000","-15,195,000"
		NetIncomeFromContinuingOperations,"-26,008,000","-19,832,000","42,585,000","-20,301,000","-16,212,000"
		OperatingGainsLosses,,"-74,000","-58,000",,"22,000"
			GainLossOnSaleOfPPE,,,"0",,"22,000"
			GainLossOnInvestmentSecurities,,"-74,000","-58,000",,
		DepreciationAmortizationDepletion,"8,211,000","2,040,000","2,046,000","2,070,000","2,077,000"
			DepreciationAndAmortization,"8,211,000","2,040,000","2,046,000","2,070,000","2,077,000"
				Depreciation,"6,151,000","1,525,000","1,531,000","1,555,000","1,562,000"
				AmortizationCashFlow,"2,060,000","515,000","515,000","515,000","515,000"
					AmortizationOfIntangibles,"2,060,000","515,000","515,000","515,000","515,000"
		AssetImpairmentCharge,,,"-2,098,000",,"0"
		StockBasedCompensation,"9,165,000","1,547,000","2,811,000","2,528,000","1,228,000"
		OtherNonCashItems,"-57,629,000","-2,869,000","-65,180,000","18,000","18,000"
		ChangeInWorkingCapital,"-1,308,000","391,000","-1,554,000","1,142,000","-2,328,000"
			ChangeInReceivables,"-78,000","-57,000","64,000","-42,000","506,000"
				ChangesInAccountReceivables,"-78,000","-57,000","64,000","-42,000","506,000"
			ChangeInPrepaidAssets,"-1,359,000","822,000","-172,000","7,000","-113,000"
			ChangeInPayablesAndAccruedExpense,"287,000","-363,000","-1,320,000","1,188,000","-2,866,000"
				ChangeInPayable,"142,000","934,000","-954,000","595,000","-1,428,000"
					ChangeInAccountPayable,"142,000","934,000","-954,000","595,000","-1,428,000"
				ChangeInAccruedExpense,"145,000","-1,297,000","-366,000","593,000","-1,438,000"
			ChangeInOtherCurrentLiabilities,"-42,000","-11,000","-10,000","-11,000","-11,000"
			ChangeInOtherWorkingCapital,,,,,"156,000"
InvestingCashFlow,"-8,213,000","-22,000","-8,045,000","-29,000","-13,000"
	CashFlowFromContinuingInvestingActivities,"-8,213,000","-22,000","-8,045,000","-29,000","-13,000"
		NetPPEPurchaseAndSale,"-213,000","-22,000","-45,000","-29,000","-13,000"
			PurchaseOfPPE,"-213,000","-22,000","-45,000","-29,000","-13,000"
			SaleOfPPE,,,"0",,"0"
FinancingCashFlow,"247,251,000","-461,000","6,546,000","19,271,000","-327,000"
	CashFlowFromContinuingFinancingActivities,"247,251,000","-461,000","6,546,000","19,271,000","-327,000"
		NetIssuancePaymentsOfDebt,"8,211,000","-462,000","9,548,000","19,257,000","-393,000"
			NetLongTermDebtIssuance,"8,211,000","-462,000","9,548,000","19,257,000","-393,000"
				LongTermDebtIssuance,"10,000,000","0","10,000,000","19,659,000","0"
				LongTermDebtPayments,"-1,789,000","-462,000","-452,000","-402,000","-393,000"
		ProceedsFromStockOptionExercised,"393,000","1,000","2,000","206,000","66,000"
		NetOtherFinancingCharges,,,"-3,004,000","-192,000",
EndCashPosition,"198,222,000","198,222,000","217,502,000","44,628,000","39,929,000"
	ChangesInCash,"153,594,000","-19,280,000","-22,947,000","4,699,000","-15,535,000"
	BeginningCashPosition,"44,628,000","217,502,000","240,449,000","39,929,000","55,464,000"
InterestPaidSupplementalData,"1,686,000","563,000","481,000","0","0"
CapitalExpenditure,"-213,000","-22,000","-45,000","-29,000","-13,000"
IssuanceOfDebt,"10,000,000","0","10,000,000","19,659,000","0"
RepaymentOfDebt,"-1,789,000","-462,000","-452,000","-402,000","-393,000"
FreeCashFlow,"-85,657,000","-18,819,000","-21,493,000","-14,572,000","-15,208,000"
