name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
TotalRevenue,"4,203,200,000","1,074,500,000","1,104,900,000","1,042,700,000","981,100,000","1,010,000,000","1,289,500,000","1,213,700,000","1,219,100,000","1,341,000,000","1,322,800,000","1,191,100,000","1,149,000,000","1,174,500,000","1,195,200,000","1,133,100,000","1,186,400,000","1,217,000,000","1,283,100,000","1,231,300,000","1,237,900,000","1,194,000,000","1,061,500,000","1,354,900,000","1,481,000,000","1,383,200,000","1,424,800,000","1,344,700,000","1,531,600,000","1,049,100,000","1,071,700,000","951,500,000","1,144,200,000","1,004,200,000","979,000,000","933,400,000","967,206,000","919,825,000","882,959,000","769,810,000","831,767,000","778,017,000","838,170,000","725,295,000","704,629,000","691,563,000","717,515,000","641,322,000","619,395,000","538,306,000","583,168,000","528,001,000","508,209,000","505,902,000","561,477,000","480,236,000","500,201,000","503,707,000","435,483,000","382,740,000","374,296,000","362,288,000","370,629,000","340,215,000","355,069,000","332,321,000","359,697,000","319,734,000","324,538,000","220,093,000","251,748,000","227,719,000","212,565,000","230,740,000","245,094,000","209,805,000","182,635,000","202,616,000","227,521,000","213,215,000","182,021,000","198,491,000","228,694,000","217,116,000","177,317,000","191,956,000","190,882,000","193,333,000","150,450,000","181,494,000","197,200,000","209,400,000","187,800,000","251,400,000","226,100,000","212,300,000","214,400,000","223,700,000","240,700,000","223,800,000","196,200,000","214,600,000","221,700,000","212,200,000","175,600,000","196,300,000","201,000,000","205,100,000","174,400,000","185,300,000","174,700,000","182,700,000","158,200,000","163,600,000","174,400,000","173,100,000","144,700,000","142,200,000","141,000,000","142,900,000","108,800,000","120,800,000","93,000,000","87,100,000"
	OperatingRevenue,"4,203,200,000","1,074,500,000","1,104,900,000","1,042,700,000","981,100,000","1,010,000,000","1,289,500,000","1,213,700,000","1,219,100,000","1,341,000,000","1,322,800,000","1,191,100,000","1,149,000,000","1,174,500,000","1,195,200,000","1,133,100,000","1,186,400,000","1,217,000,000","1,283,100,000","1,231,300,000","1,237,900,000","1,194,000,000","1,061,500,000","1,354,900,000","1,481,000,000","1,383,200,000","1,424,800,000","1,344,700,000","1,531,600,000","1,049,100,000","1,071,700,000","951,500,000","1,144,200,000","1,004,200,000","979,000,000","933,400,000","967,206,000","919,825,000","882,959,000","769,810,000","831,767,000","778,017,000","838,170,000","725,295,000","704,629,000","691,563,000","717,515,000","641,322,000","619,395,000","538,306,000","583,168,000","528,001,000","508,209,000","505,902,000","561,477,000","480,236,000","500,201,000","503,707,000","435,483,000","382,740,000","374,296,000","362,288,000","370,629,000","340,215,000","355,069,000","332,321,000","359,697,000","319,734,000","324,538,000","220,093,000","251,748,000","227,719,000","212,565,000","230,740,000","245,094,000","209,805,000","182,635,000","202,616,000","227,521,000","213,215,000","182,021,000","198,491,000","228,694,000","217,116,000","177,317,000","191,956,000","190,882,000","193,333,000","150,450,000","181,494,000","197,200,000","209,400,000","187,800,000","251,400,000","226,100,000","212,300,000","214,400,000","223,700,000","240,700,000","223,800,000","196,200,000","214,600,000","221,700,000","212,200,000","175,600,000","196,300,000","201,000,000","205,100,000","174,400,000","185,300,000","174,700,000","182,700,000","158,200,000","163,600,000","174,400,000","173,100,000","144,700,000","142,200,000","141,000,000","142,900,000","108,800,000","120,800,000","93,000,000","87,100,000"
CostOfRevenue,"2,817,600,000","736,700,000","742,500,000","706,300,000","632,100,000","641,600,000","820,300,000","785,600,000","784,400,000","857,800,000","842,000,000","778,300,000","718,200,000","725,700,000","752,200,000","708,300,000","715,400,000","724,300,000","770,300,000","733,500,000","733,300,000","729,600,000","606,100,000","848,600,000","913,800,000","860,300,000","865,500,000","795,900,000","903,400,000","670,300,000","687,900,000","629,700,000","728,400,000","689,200,000","618,300,000","577,100,000","611,001,000","588,464,000","575,794,000","484,541,000","537,896,000","498,744,000","543,295,000","497,716,000","462,295,000","452,481,000","468,015,000","427,368,000","420,184,000","352,440,000","386,223,000","364,007,000","344,356,000","356,310,000","407,174,000","336,021,000","355,267,000","345,761,000","305,071,000","266,022,000","265,822,000","262,079,000","272,304,000","245,598,000","247,092,000","235,043,000","254,127,000","232,818,000","258,879,000","157,132,000","184,692,000","163,006,000","143,115,000","164,108,000","171,198,000","151,819,000","137,405,000","143,910,000","163,225,000","151,536,000","137,420,000","143,333,000","167,439,000","166,227,000","157,396,000","138,183,000","133,197,000","140,218,000","125,387,000","144,698,000","143,200,000","153,800,000","144,900,000","188,700,000","165,800,000","171,400,000","157,700,000","159,800,000","166,900,000","157,000,000","136,200,000","149,400,000","151,800,000","149,600,000","106,300,000","138,100,000","139,800,000","143,200,000","123,600,000","130,900,000","119,800,000","122,800,000","108,600,000","110,400,000","119,000,000","118,300,000","98,700,000","97,200,000","96,300,000","97,900,000","72,500,000","84,200,000","63,200,000",
GrossProfit,"1,385,600,000","337,800,000","362,400,000","336,400,000","349,000,000","368,400,000","469,200,000","428,100,000","434,700,000","483,200,000","480,800,000","412,800,000","430,800,000","448,800,000","443,000,000","424,800,000","471,000,000","492,700,000","512,800,000","497,800,000","504,600,000","464,400,000","455,400,000","506,300,000","567,200,000","522,900,000","559,300,000","548,800,000","628,200,000","378,800,000","383,800,000","321,800,000","415,800,000","315,000,000","360,700,000","356,300,000","356,205,000","331,361,000","307,165,000","285,269,000","293,871,000","279,273,000","294,875,000","227,579,000","242,334,000","239,082,000","249,500,000","213,954,000","199,211,000","185,866,000","196,945,000","163,994,000","163,853,000","149,592,000","154,303,000","144,215,000","144,934,000","157,946,000","130,412,000","116,718,000","108,474,000","100,209,000","98,325,000","94,617,000","107,977,000","97,278,000","105,570,000","86,916,000","65,659,000","62,961,000","67,056,000","64,713,000","69,450,000","66,632,000","73,896,000","57,986,000","45,230,000","58,706,000","64,296,000","61,679,000","44,601,000","55,158,000","61,255,000","50,889,000","19,921,000","53,773,000","57,685,000","53,115,000","25,063,000","36,796,000","54,000,000","55,600,000","42,900,000","62,700,000","60,300,000","40,900,000","56,700,000","63,900,000","73,800,000","66,800,000","60,000,000","65,200,000","69,900,000","62,600,000","69,300,000","58,200,000","61,200,000","61,900,000","50,800,000","54,400,000","54,900,000","59,900,000","49,600,000","53,200,000","55,400,000","54,800,000","46,000,000","45,000,000","44,700,000","45,000,000","36,300,000","36,600,000","29,800,000",
OperatingExpense,"813,000,000","312,500,000","299,600,000","-106,400,000","307,300,000","315,300,000","375,400,000","320,400,000","316,200,000","337,500,000","346,500,000","342,300,000","335,800,000","333,100,000","336,800,000","307,000,000","370,900,000","334,900,000","347,800,000","323,800,000","316,300,000","285,000,000","357,400,000","335,000,000","342,900,000","354,300,000","413,100,000","358,000,000","401,400,000","178,500,000","197,000,000","182,900,000","207,800,000","192,200,000","253,200,000","174,500,000","164,241,000","152,755,000","143,308,000","128,696,000","131,261,000","126,122,000","134,207,000","126,027,000","107,421,000","105,254,000","117,261,000","102,187,000","114,611,000","91,085,000","98,477,000","77,425,000","93,682,000","77,695,000","93,350,000","85,534,000","101,133,000","59,687,000","81,572,000","70,669,000","85,622,000","68,120,000","71,296,000","68,905,000","78,192,000","66,923,000","66,261,000","66,187,000","-315,722,000","432,408,000","42,907,000","38,087,000","57,181,000","40,120,000","35,126,000","32,641,000","38,651,000","36,181,000","37,951,000","30,617,000","28,595,000","25,295,000","33,439,000","30,439,000","12,196,000","33,154,000","37,199,000","36,682,000","40,566,000","26,809,000","35,100,000","37,800,000","44,500,000","43,400,000","46,800,000","54,000,000","185,200,000","46,200,000","48,200,000","44,000,000","46,000,000","46,600,000","47,800,000","43,100,000","67,400,000","38,400,000","38,300,000","38,300,000","40,500,000","34,800,000","33,700,000","35,500,000","30,700,000","31,300,000","30,300,000","30,500,000","27,600,000","26,500,000","25,400,000","27,800,000","22,900,000","22,200,000","16,100,000",
	SellingGeneralAndAdministration,"1,109,500,000","282,300,000","269,300,000","283,600,000","274,300,000","284,200,000","330,000,000","281,000,000","270,000,000","294,500,000","288,600,000","289,400,000","291,000,000","297,000,000","293,600,000","262,800,000","275,800,000","293,600,000","301,300,000","288,300,000","275,400,000","281,500,000","315,900,000","284,800,000","295,900,000","309,000,000","366,500,000","316,400,000","338,800,000","143,100,000","143,800,000","146,300,000","169,800,000","147,500,000","215,700,000","142,200,000","133,285,000","124,229,000","114,985,000","101,301,000","104,223,000","98,172,000","103,059,000","106,389,000","94,607,000","92,658,000","92,657,000","84,460,000","88,801,000","73,618,000","77,742,000","58,928,000","71,796,000","59,805,000","73,427,000","67,310,000","80,565,000","75,965,000","65,429,000","54,349,000","63,481,000","51,730,000","56,394,000","55,858,000","63,034,000","54,663,000","54,035,000","53,538,000","57,323,000","36,584,000","33,621,000","31,733,000","48,044,000","33,435,000","28,940,000","26,928,000","31,573,000","30,713,000","32,630,000","28,297,000","30,373,000","28,796,000","28,481,000","26,593,000","24,792,000","28,490,000","28,139,000","26,548,000","29,186,000","24,010,000","25,600,000","28,900,000","36,000,000","35,000,000","36,900,000","44,800,000","171,700,000","35,100,000","37,700,000","33,800,000","35,400,000","36,200,000","36,900,000","32,600,000","60,600,000","31,600,000","29,200,000","29,300,000","39,700,000","27,100,000","26,400,000","30,000,000","24,400,000","24,800,000","25,600,000","25,900,000","23,400,000","22,500,000","21,800,000","24,200,000","18,900,000","19,500,000","13,900,000",
		GeneralAndAdministrativeExpense,"477,200,000","122,300,000","113,900,000","130,600,000","110,400,000","127,100,000","138,200,000","116,400,000","118,800,000","122,600,000","118,800,000","131,900,000","127,200,000","125,100,000","125,900,000","105,600,000","96,800,000","107,600,000","134,200,000","123,300,000","98,200,000","105,400,000","135,400,000","108,600,000","101,800,000","106,400,000","185,500,000","123,600,000","140,100,000","79,600,000","84,100,000","81,500,000","97,100,000","81,100,000","154,400,000","129,000,000","120,820,000","111,660,000","103,286,000",,,,,,,,"83,793,000","76,127,000","81,906,000","65,658,000","70,730,000","52,407,000","66,106,000","53,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"477,200,000","122,300,000","113,900,000","130,600,000","110,400,000","127,100,000","138,200,000","116,400,000","118,800,000","122,600,000","118,800,000","131,900,000","127,200,000","125,100,000","125,900,000","105,600,000","96,800,000","107,600,000","134,200,000","123,300,000","98,200,000","105,400,000","135,400,000","108,600,000","101,800,000","106,400,000","185,500,000","123,600,000","140,100,000","79,600,000","84,100,000","81,500,000","97,100,000","81,100,000","154,400,000","129,000,000","120,820,000","111,660,000","103,286,000",,,,,,,,"83,793,000","76,127,000","81,906,000","65,658,000","70,730,000","52,407,000","66,106,000","53,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"632,300,000","160,000,000","155,400,000","153,000,000","163,900,000","157,100,000","191,800,000","164,600,000","151,200,000","171,900,000","169,800,000","157,500,000","163,800,000","171,900,000","167,700,000","157,200,000","179,000,000","186,000,000","167,100,000","165,000,000","177,200,000","176,100,000","180,500,000","176,200,000","194,100,000","202,600,000","181,000,000","192,800,000","198,700,000","63,500,000","59,700,000","64,800,000","72,700,000","66,400,000","61,300,000","13,200,000","12,465,000","12,569,000","11,699,000",,,,,,,,"8,864,000","8,333,000","6,895,000","7,960,000","7,012,000","6,521,000","5,690,000","6,167,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"120,200,000","29,300,000","30,300,000","27,600,000","33,000,000","31,100,000","46,100,000","42,600,000","47,100,000","41,900,000","59,400,000","44,000,000","43,900,000","40,200,000","44,600,000","43,700,000","91,900,000","38,400,000","46,900,000","38,400,000","42,600,000","39,800,000","41,500,000","50,200,000","47,000,000","45,300,000","46,600,000","41,600,000","62,600,000","35,400,000","53,200,000","36,600,000","38,000,000","44,700,000","37,500,000","32,300,000","30,956,000","28,526,000","28,323,000","27,395,000","27,038,000","27,950,000","31,148,000","19,638,000","23,408,000","23,511,000","24,604,000","17,727,000","25,810,000","17,467,000","20,735,000","18,497,000","21,886,000","17,890,000","19,923,000","18,224,000","20,568,000","19,160,000","16,143,000","16,320,000","22,141,000","16,390,000","14,902,000","13,047,000","15,158,000","12,260,000","12,226,000","12,649,000","15,555,000","7,224,000","9,286,000","6,354,000","9,137,000","6,685,000","6,186,000","5,713,000","7,078,000","5,468,000","5,321,000","5,448,000","6,776,000","4,312,000","4,958,000","3,846,000","5,004,000","5,202,000","3,470,000","3,958,000","6,122,000","2,799,000","3,900,000","3,500,000","3,900,000","3,500,000","3,900,000","3,600,000","6,600,000","3,400,000","3,000,000","2,900,000","3,700,000","3,100,000","3,700,000","3,300,000",,,"2,300,000","2,400,000",,"2,000,000","1,800,000",,"1,500,000","1,800,000",,,,,,,,,,
