name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
OperatingCashFlow,"708,635,000","171,014,000","283,703,000","5,394,000","248,524,000","224,185,000","232,880,000","-76,355,000","216,267,000","51,448,000","264,568,000","105,119,000","228,734,000","64,118,000","314,603,000","246,778,000","-24,158,000","265,418,000","198,517,000","345,408,000","14,932,000","301,285,000","426,420,000","250,954,000","46,648,000","276,645,000","228,625,000","258,909,000","-9,900,000","194,516,000","306,741,000","380,926,000","138,512,000","309,131,000","251,197,000","344,792,000","29,873,000","414,927,000","314,403,000","246,782,000","-43,239,000","307,103,000","135,828,000","306,631,000","63,938,000","196,102,000","176,365,000","62,356,000","244,317,000","288,048,000","144,092,000","110,048,000","209,627,000","169,812,000","170,203,000","194,093,000","231,941,000","221,575,000","210,232,000","187,655,000","218,175,000","81,263,000","337,830,000","127,597,000","168,772,000","190,469,000","259,828,000","182,397,000","170,834,000","149,619,000","197,442,000","180,356,000","133,574,000","153,321,000","103,343,000","161,120,000","144,233,000","120,255,000","152,324,000","100,203,000","152,436,000","94,862,000","126,450,000","68,369,000","108,489,000","84,377,000","104,773,000","40,597,000","59,302,000","45,249,000","49,067,000","41,037,000","66,456,000","20,340,000","89,515,000","17,674,000","48,638,000","33,573,000","46,783,000","13,028,000","31,236,000","19,753,000","20,803,000","16,121,000","15,574,000","18,202,000","19,045,000","16,216,000","11,599,000","16,040,000","16,200,000","11,700,000","10,500,000","8,500,000","14,700,000","8,100,000","8,500,000","-3,900,000","1,800,000","3,900,000","3,200,000","7,000,000","13,300,000","7,000,000","5,300,000","10,600,000"
	CashFlowFromContinuingOperatingActivities,"708,635,000","171,014,000","283,703,000","5,394,000","248,524,000","224,185,000","232,880,000","-76,355,000","216,267,000","51,448,000","264,568,000","105,119,000","228,734,000","64,118,000","314,603,000","246,778,000","-24,158,000","265,418,000","198,517,000","345,408,000","14,932,000","301,285,000","426,420,000","250,954,000","46,648,000","276,645,000","228,625,000","258,909,000","-9,900,000","194,516,000","306,741,000","380,926,000","138,512,000","309,131,000","251,197,000","344,792,000","29,873,000","414,927,000","314,403,000","246,782,000","-43,239,000","307,103,000","135,828,000","306,631,000","63,938,000","196,102,000","176,365,000","62,356,000","244,317,000","288,048,000","144,092,000","110,048,000","209,627,000","169,812,000","170,203,000","194,093,000","234,941,000","218,575,000","210,232,000","187,655,000","218,175,000","81,263,000","337,830,000","127,597,000","168,772,000","190,469,000","259,828,000","182,397,000","170,834,000","149,619,000","197,442,000","180,356,000","133,574,000","153,321,000","103,343,000","161,120,000","144,233,000","120,255,000","152,324,000","100,203,000","152,436,000","94,862,000","126,450,000","68,369,000","108,489,000","84,377,000","104,773,000","40,597,000","59,302,000","45,249,000","49,067,000","41,037,000","66,456,000","20,340,000","89,515,000","17,674,000","48,638,000","33,573,000","46,783,000","13,028,000","31,236,000","19,753,000","20,803,000","16,121,000","15,574,000","18,202,000","19,045,000","16,216,000","11,599,000","16,040,000","16,200,000","11,700,000","10,500,000","8,500,000","14,700,000","8,100,000","8,500,000","-3,900,000","1,800,000","3,900,000","3,200,000","7,000,000","13,300,000","7,000,000","5,300,000","10,600,000"
		NetIncomeFromContinuingOperations,"233,935,000","53,375,000","31,963,000","71,765,000","76,832,000","26,993,000","-208,726,000","68,736,000","-217,352,000","-104,503,000","160,676,000","363,849,000","2,596,693,000","213,044,000","97,821,000","219,162,000","105,338,000","282,000","53,551,000","-10,754,000","147,484,000","73,847,000","704,544,000","100,604,000","268,382,000","-91,608,000","283,544,000","235,240,000","215,400,000","125,246,000","575,986,000","169,197,000","165,687,000","98,156,000","-38,759,000","132,251,000","182,321,000","288,927,000","91,893,000","264,156,000","58,228,000","280,264,000","96,987,000","66,223,000","130,969,000","445,821,000","282,144,000","116,132,000","77,211,000","232,544,000","-143,450,000","155,844,000","-40,375,000","156,431,000","-202,515,000","45,701,000","139,660,000","412,197,000","105,214,000","130,841,000","165,920,000","166,931,000","119,776,000","127,983,000","163,169,000","149,212,000","119,961,000","38,742,000","181,082,000","199,819,000","239,954,000","108,523,000","162,001,000","82,439,000","205,144,000","76,060,000","87,757,000","91,742,000","51,984,000","62,805,000","68,711,000","49,403,000","64,337,000","76,780,000","66,112,000","56,509,000","52,848,000","68,119,000","56,953,000","57,196,000","46,500,000","55,046,000","52,026,000","48,928,000","40,015,000","45,082,000","36,316,000","31,487,000","21,896,000","15,626,000","13,788,000","9,690,000","15,419,000","14,939,000","15,120,000","15,922,000","14,411,000","13,567,000","13,185,000","11,837,000","10,500,000","10,500,000","10,100,000","10,100,000","8,200,000","7,100,000","13,300,000","3,200,000","-6,300,000","2,400,000","2,600,000","2,500,000","2,000,000","3,500,000","2,100,000","2,900,000"
		OperatingGainsLosses,"-197,101,000","-40,266,000","-63,329,000","-36,356,000","-57,150,000","-29,073,000","-67,025,000","-344,865,000","447,374,000","-87,692,000","-114,556,000","-335,603,000","-2,689,423,000","-227,714,000","-128,353,000","-148,475,000","-33,227,000","10,815,000","5,953,000","40,178,000","-46,276,000","-4,213,000","-627,592,000","-6,991,000","-162,363,000","3,526,000","-200,755,000","-135,865,000","5,231,000","-31,698,000","-619,193,000","-34,798,000","52,837,000","-11,614,000","141,665,000","18,634,000","-40,346,000","-165,590,000","-364,317,000","-179,220,000","43,980,000","-193,366,000","-47,942,000","31,991,000","2,747,000","-288,140,000","-246,560,000","-32,044,000","12,838,000","-140,115,000","74,680,000","-75,084,000","-1,174,000","-113,642,000","21,927,000","9,651,000","-42,651,000","-190,437,000","118,416,000","-51,385,000","-85,900,000","-85,605,000","-24,558,000","-41,826,000","-87,028,000","-75,877,000","-5,745,000","30,199,000","-101,843,000","-121,911,000","-168,313,000","-20,803,000","-82,386,000","-11,361,000","-178,297,000","-13,137,000","-22,853,000","-33,320,000","-2,674,000","-23,749,000","-9,332,000","-20,885,000",,"-11,509,000","-39,283,000","-36,410,000",,"-27,589,000","-27,139,000","-29,217,000","53,450,000","-11,634,000","-22,548,000","-19,668,000","15,429,000","-5,509,000","-5,989,000","-5,431,000","-33,000","-413,000","-478,000","-76,000",,"162,000","25,000","-65,000",,"641,000","714,000","335,000",,"-300,000","0","-200,000","-100,000","0","-100,000","-100,000","-1,000,000","0","-800,000","-1,000,000","-700,000","-2,200,000","-200,000","-1,800,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,"0","-5,998,000","0","0","0","0","0","0","0","-112,690,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,"0",,,,,"-1,530,000","0","-2,267,000","0","-2,864,000","-2,210,000","0",,"-33,153,000","0","-32,243,000",,"-57,796,000","0","0",,"-18,996,000","-65,665,000","-202,329,000",,,"-16,896,000","-55,817,000","0","0","-458,000","-51,165,000","10,253,000","-5,072,000","-4,382,000","-3,305,000","-2,629,000","-42,655,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-19,580,000","-10,087,000",,,"-42,458,000","-425,774,000","155,501,000","-68,589,000","89,947,000","0","16,262,000","-100,000","-81,203,000","-141,269,000","-24,470,000","911,000","15,575,000","-1,530,000","0","-2,267,000","40,655,000","-2,864,000","-161,721,000","-714,000","-57,752,000","-33,153,000","0","-32,243,000","-599,535,000","-60,461,000","-905,000","-9,635,000","-127,512,000","1,016,000","-74,730,000","-179,789,000","-74,887,000","-135,432,000","41,836,000","-56,862,000","-57,506,000","37,537,000","6,304,000","-68,328,000","-100,410,000","-37,321,000","-4,382,000","-3,305,000","-2,629,000",,,,"7,928,000","3,870,000","-53,363,000","17,782,000",,"-46,351,000","-72,074,000","-9,380,000","-87,619,000","-70,665,000","-8,580,000","-20,113,000","8,945,000","51,518,000","-82,215,000","-83,815,000","-135,372,000","-9,850,000","-65,905,000","-776,000","-159,145,000","0","0","-2,644,000","18,524,000","-4,503,000","4,981,000","-1,531,000",,"11,789,000","-15,379,000","-116,000",,"-8,405,000","0","-2,560,000","-18,000","0","-89,000","-293,000","30,000","-83,000","-56,000","-1,391,000","-89,000","-332,000","-292,000","-287,000",,"-180,000","-116,000","-358,000",,"-79,000","-293,000","142,000",,"-300,000","0","-200,000","-100,000","0","-100,000","-100,000","-1,000,000","0","-800,000","-1,000,000","-700,000","-2,200,000","-200,000","-1,800,000"
			EarningsLossesFromEquityInvestments,"-135,158,000","-33,714,000","-43,749,000","-26,269,000","-31,426,000","-29,073,000","-24,567,000","80,909,000","291,873,000","-19,103,000","-22,726,000","-25,946,000","-22,873,000","-7,320,000","-47,150,000","-7,206,000","-8,757,000","9,904,000","-9,622,000","41,708,000","-46,276,000","-1,445,000","-164,860,000","-4,127,000","-642,000","4,240,000","3,921,000","325,000","5,231,000","2,405,000","-19,295,000","25,663,000","53,742,000","-1,979,000","293,165,000","32,756,000","35,389,000","-22,525,000","-280,939,000","-12,683,000","7,000,000","-136,504,000","16,723,000","-4,248,000","-3,557,000","-129,228,000","22,047,000","-1,445,000","16,148,000","-130,812,000","25,607,000","-24,590,000","16,510,000","-107,737,000","23,030,000","10,941,000","14,098,000","-95,529,000",,"-5,723,000","1,952,000","-81,285,000","55,715,000","21,275,000","-21,501,000","-55,216,000","7,416,000","-7,871,000","-19,628,000","-34,608,000","-13,942,000","-10,953,000","-16,481,000","-10,585,000","-16,969,000","-11,871,000","-24,147,000","-30,488,000","-21,198,000","-19,246,000","-14,313,000","-19,354,000",,"-23,298,000","-23,904,000","-36,294,000",,"-19,184,000","-27,139,000","-26,657,000",,"-11,634,000","-22,459,000","-19,375,000",,"-5,426,000","-5,933,000","-4,040,000",,"-81,000","-186,000","211,000",,"342,000","141,000","293,000",,"720,000","1,007,000","193,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"454,831,000","122,271,000","132,845,000","105,524,000","94,191,000","100,034,000","112,037,000","111,985,000","97,007,000","96,913,000","96,982,000","101,085,000","117,731,000","123,135,000","119,024,000","120,013,000","118,411,000","115,337,000","122,287,000","117,641,000","144,012,000","145,886,000","149,230,000","146,499,000","148,893,000","150,648,000","145,713,000","147,552,000","141,830,000","131,112,000","159,449,000","135,772,000","134,318,000","153,869,000","142,749,000","129,606,000","140,725,000","148,918,000","138,881,000","133,390,000","140,313,000","145,304,000","165,998,000","141,012,000","137,120,000","136,860,000","136,674,000","139,580,000","139,808,000","140,250,000","145,356,000","135,891,000","141,628,000","136,178,000","139,771,000","145,878,000","134,734,000","156,955,000","70,057,000","143,319,000","136,303,000","112,956,000","110,293,000","102,516,000","106,172,000","94,181,000","94,220,000","85,124,000","86,021,000","81,410,000","73,596,000","61,699,000","60,062,000","58,465,000","61,579,000","52,735,000","53,014,000","52,583,000","56,664,000","52,011,000","49,563,000","47,588,000","32,636,000","29,275,000","30,086,000","31,865,000","26,880,000","25,026,000","24,687,000","23,253,000","23,285,000","21,438,000","19,585,000","19,292,000","17,595,000","14,771,000","15,663,000","11,171,000","31,388,000","7,035,000","5,749,000","3,228,000","5,269,000","3,189,000","3,152,000","3,090,000","3,061,000","3,002,000","2,936,000","2,801,000","2,800,000","2,700,000","2,700,000","2,600,000","2,800,000","2,900,000","2,800,000","2,900,000","3,000,000","2,800,000","2,900,000","2,800,000","3,000,000","2,700,000","2,800,000","2,800,000"
			DepreciationAndAmortization,"454,831,000","122,271,000","132,845,000","105,524,000","94,191,000","100,034,000","112,037,000","111,985,000","97,007,000","96,913,000","96,982,000","101,085,000","117,731,000","123,135,000","119,024,000","120,013,000","118,411,000","115,337,000","122,287,000","117,641,000","144,012,000","145,886,000","149,230,000","146,499,000","148,893,000","150,648,000","145,713,000","147,552,000","141,830,000","131,112,000","159,449,000","135,772,000","134,318,000","153,869,000","142,749,000","129,606,000","140,725,000","148,918,000","138,881,000","133,390,000","140,313,000","145,304,000","165,998,000","141,012,000","137,120,000","136,860,000","136,674,000","139,580,000","139,808,000","140,250,000","145,356,000","135,891,000","141,628,000","136,178,000","139,771,000","145,878,000","134,734,000","156,955,000","70,057,000","143,319,000","136,303,000","112,956,000","110,293,000","102,516,000","106,172,000","94,181,000","94,220,000","85,124,000","86,021,000","81,410,000","73,596,000","61,699,000","60,062,000","58,465,000","61,579,000","52,735,000","53,014,000","52,583,000","56,664,000","52,011,000","49,563,000","47,588,000","32,636,000","29,275,000","30,086,000","31,865,000","26,880,000","25,026,000","24,687,000","23,253,000","23,285,000","21,438,000","19,585,000","19,292,000","17,595,000","14,771,000","15,663,000","11,171,000","31,388,000","7,035,000","5,749,000","3,228,000","5,269,000","3,189,000","3,152,000","3,090,000","3,061,000","3,002,000","2,936,000","2,801,000","2,800,000","2,700,000","2,700,000","2,600,000","2,800,000","2,900,000","2,800,000","2,900,000","3,000,000","2,800,000","2,900,000","2,800,000","3,000,000","2,700,000","2,800,000","2,800,000"
