name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
OperatingCashFlow,"486,335,000","135,091,000","-49,265,000","445,052,000","-44,543,000","-52,693,000","-47,658,000","-40,821,000","-45,942,000","-32,313,000","-28,827,000","-28,863,000","-18,052,000","-23,566,000","-17,654,000","-22,359,000","-17,048,000","184,525,000","-2,459,000"
	CashFlowFromContinuingOperatingActivities,"486,335,000","135,091,000","-49,265,000","445,052,000","-44,543,000","-52,693,000","-47,658,000","-40,821,000","-45,942,000","-32,313,000","-28,827,000","-28,863,000","-18,052,000","-23,566,000","-17,654,000","-22,359,000","-17,048,000","184,525,000","-2,459,000"
		NetIncomeFromContinuingOperations,"-28,775,000","-44,617,000","-55,608,000","126,597,000","-55,147,000","-52,171,000","-52,179,000","-52,704,000","-45,326,000","-40,019,000","-30,527,000","-31,738,000","-24,560,000","-18,560,000","-17,373,000","-15,317,000","-11,121,000","-8,437,000","-9,778,000"
		OperatingGainsLosses,,,,,,,"95,000","3,000","0","9,000","0","0",,,"62,000","0","13,000","76,000",
			GainLossOnSaleOfPPE,,,"0","0","0","0","95,000","3,000","0","9,000","0","0","39,000","0","62,000","0","13,000","76,000",
		DepreciationAmortizationDepletion,"8,572,000","2,259,000","2,146,000","2,101,000","2,066,000","2,002,000","1,964,000","1,790,000","1,768,000","1,743,000","3,177,000","1,278,000","821,000","298,000","276,000","279,000","252,000","212,000","180,000"
			DepreciationAndAmortization,"8,572,000","2,259,000","2,146,000","2,101,000","2,066,000","2,002,000","1,964,000","1,790,000","1,768,000","1,743,000","3,177,000","1,278,000","821,000","298,000","276,000","279,000","252,000","212,000","180,000"
				Depreciation,"8,572,000","2,259,000","2,146,000","2,101,000","2,066,000","2,002,000","1,964,000","1,790,000","1,768,000","1,743,000",,,,,,,,,
		AmortizationOfSecurities,"2,075,000","570,000","513,000","434,000","558,000","594,000","576,000","258,000","-10,000","-240,000","-674,000","-1,170,000","-1,536,000","-1,321,000","-967,000","-825,000","-601,000","-352,000",
		AssetImpairmentCharge,,,"0",,,,"0","238,000",,,"0","0",,,,,,,
		StockBasedCompensation,"43,924,000","11,939,000","12,706,000","10,201,000","9,078,000","8,800,000","8,902,000","8,030,000","6,948,000","6,642,000","5,238,000","4,104,000","3,694,000","3,245,000","2,660,000","1,980,000","1,161,000","1,124,000","1,096,000"
		ChangeInWorkingCapital,"460,539,000","164,940,000","-9,022,000","305,719,000","-1,098,000","-11,918,000","-7,016,000","1,564,000","-9,322,000","-448,000","-6,041,000","-1,337,000","2,332,000","-7,228,000","-2,312,000","-8,476,000","-6,752,000","191,902,000","6,043,000"
			ChangeInReceivables,"-12,819,000","-5,428,000","-5,807,000",,,,,,,,,"0","0","0","0","0","169,000","69,000","-85,000"
				ChangesInAccountReceivables,,,,,,,,,,,,"0","0","0","0","0","169,000","69,000","-85,000"
			ChangeInPrepaidAssets,"2,457,000","-2,465,000","1,514,000","1,175,000","2,233,000","-3,790,000","95,000","-1,850,000","1,221,000","-3,305,000","-327,000","-373,000","1,855,000","-2,751,000","1,155,000","-2,002,000","-585,000","-1,051,000","164,000"
			ChangeInPayablesAndAccruedExpense,"5,876,000","-1,340,000","10,143,000","-10,758,000","7,831,000","-2,908,000","-1,473,000","11,164,000","-5,990,000","10,940,000","1,763,000","1,342,000","6,526,000","-269,000","5,663,000","50,000","620,000","-2,399,000","3,863,000"
				ChangeInPayable,"1,368,000","2,043,000","2,264,000","-9,495,000","6,556,000","2,592,000","1,322,000","-3,344,000","1,296,000","3,135,000","20,000","-282,000","-269,000","683,000","-205,000","226,000","-47,000","-783,000","-603,000"
					ChangeInAccountPayable,"1,368,000","2,043,000","2,264,000","-9,495,000","6,556,000","2,592,000","1,322,000","-3,344,000","1,296,000","3,135,000","20,000","-282,000","-269,000","683,000","-205,000","226,000","-47,000","-783,000","-603,000"
				ChangeInAccruedExpense,"4,508,000","-3,383,000","7,879,000","-1,263,000","1,275,000","-5,500,000","-2,795,000","14,508,000","-7,286,000","7,805,000","1,743,000","1,624,000","6,795,000","-952,000","5,868,000","-176,000","667,000","-1,616,000","4,466,000"
			ChangeInOtherCurrentAssets,"-3,340,000","-358,000","142,000","277,000","-3,401,000","25,000","-400,000","-1,131,000","-683,000","-284,000","30,000","-89,000","0","17,000","-26,000","-21,000","153,000","0","2,000"
			ChangeInOtherCurrentLiabilities,"-4,186,000","-995,000","-1,020,000","-978,000","-1,193,000","-1,135,000","-385,000","-715,000","-700,000","-628,000","-1,506,000","479,000","868,000","1,424,000","47,000","0","0","35,000","14,000"
			ChangeInOtherWorkingCapital,"472,551,000","175,526,000","-13,994,000","317,587,000","-6,568,000","-4,110,000","-4,853,000","-5,904,000","-3,170,000","-7,171,000","-6,001,000","-2,696,000","-6,917,000","-5,649,000","-9,151,000","-6,503,000","-7,109,000","195,248,000","2,085,000"
InvestingCashFlow,"-171,322,000","-12,106,000","-146,753,000","-69,054,000","56,591,000","109,553,000","11,552,000","33,013,000","-24,744,000","-124,872,000","30,057,000","45,909,000","26,422,000","-151,262,000","42,465,000","-46,946,000","-40,123,000","-179,515,000","-110,000"
	CashFlowFromContinuingInvestingActivities,"-171,322,000","-12,106,000","-146,753,000","-69,054,000","56,591,000","109,553,000","11,552,000","33,013,000","-24,744,000","-124,872,000","30,057,000","45,909,000","26,422,000","-151,262,000","42,465,000","-46,946,000","-40,123,000","-179,515,000","-110,000"
		NetPPEPurchaseAndSale,"-2,992,000","-692,000","-557,000","-915,000","-828,000","-947,000","-788,000","-381,000","-297,000","-3,566,000","-1,573,000","-2,299,000","-9,363,000","-2,030,000","-417,000","-157,000","-697,000","-613,000","-110,000"
			PurchaseOfPPE,"-2,992,000","-692,000","-557,000","-915,000","-828,000","-947,000","-788,000","-381,000","-297,000","-3,566,000","-1,573,000","-2,299,000","-9,363,000","-2,030,000","-417,000","-157,000","-697,000","-613,000","-110,000"
		NetInvestmentPurchaseAndSale,"-168,330,000","-11,414,000","-146,196,000","-68,139,000","57,419,000","110,500,000","12,340,000","33,394,000","-24,447,000","-121,306,000","31,630,000","48,208,000","35,785,000","-149,232,000","42,882,000","-46,789,000","-39,426,000","-178,902,000",
			PurchaseOfInvestment,"-373,516,000","-30,114,000","-203,686,000","-134,635,000","-5,081,000","0","-91,860,000","-107,561,000","-104,482,000","-202,906,000","-118,370,000","-71,792,000","-72,215,000","-267,232,000","-77,118,000","-126,789,000","-89,426,000","-178,902,000",
			SaleOfInvestment,"205,186,000","18,700,000","57,490,000","66,496,000","62,500,000","110,500,000","104,200,000","140,955,000","80,035,000","81,600,000","150,000,000","120,000,000","108,000,000","118,000,000","120,000,000","80,000,000","50,000,000","0",
