name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
FinancingCashFlow,"28,904,000","2,483,000","8,638,000","14,821,000","2,962,000","3,874,000","1,096,000","286,000","2,270,000","228,461,000","1,437,000","720,000","-116,000","170,312,000","-1,280,000","62,334,000","70,154,000","-62,000","-15,000"
	CashFlowFromContinuingFinancingActivities,"28,904,000","2,483,000","8,638,000","14,821,000","2,962,000","3,874,000","1,096,000","286,000","2,270,000","228,461,000","1,437,000","720,000","-116,000","170,312,000","-1,280,000","62,334,000","70,154,000","-62,000","-15,000"
		NetCommonStockIssuance,,,"0","0","0","0","0","0","-641,000","225,244,000","0","0","-179,000","170,307,000","-1,626,000","-278,000","0","0",
			CommonStockIssuance,,,"0","0","0","0","0","0","-641,000","225,244,000","0","0","-179,000","170,307,000",,,"0","0",
			CommonStockPayments,,,,,,,,,,,,,,,"-1,626,000",,,,
		NetPreferredStockIssuance,,,,,,,,,,,"0","0","0","0","346,000","62,612,000","70,154,000","-62,000","-15,000"
			PreferredStockIssuance,,,,,,,,,,,"0","0",,,"346,000","62,612,000",,,
			PreferredStockPayments,,,,,,,,,,,,,,"0",,,,"-62,000",
		ProceedsFromStockOptionExercised,"28,904,000","2,483,000","8,638,000","14,821,000","2,962,000","3,874,000","1,096,000","286,000","2,911,000","3,217,000","1,529,000","720,000","63,000","5,000",,,"0","0",
EndCashPosition,"456,092,000","456,092,000","330,624,000","518,004,000","127,185,000","112,175,000","51,441,000","86,451,000","93,973,000","162,389,000","91,113,000","88,446,000","70,680,000","62,426,000","66,942,000","43,411,000","50,382,000","37,399,000","32,451,000"
	ChangesInCash,"343,917,000","125,468,000","-187,380,000","390,819,000","15,010,000","60,734,000","-35,010,000","-7,522,000","-68,416,000","71,276,000","2,667,000","17,766,000","8,254,000","-4,516,000","23,531,000","-6,971,000","12,983,000","4,948,000","-2,584,000"
	BeginningCashPosition,"112,175,000","330,624,000","518,004,000","127,185,000","112,175,000","51,441,000","86,451,000","93,973,000","162,389,000","91,113,000","88,446,000","70,680,000","62,426,000","66,942,000","43,411,000","50,382,000","37,399,000","32,451,000","35,035,000"
CapitalExpenditure,"-2,992,000","-692,000","-557,000","-915,000","-828,000","-947,000","-788,000","-381,000","-297,000","-3,566,000","-1,573,000","-2,299,000","-9,363,000","-2,030,000","-417,000","-157,000","-697,000","-613,000","-110,000"
IssuanceOfCapitalStock,,,"0","0","0","0","0","0","-641,000","225,244,000","0","0","-179,000","170,307,000","346,000","62,612,000","70,092,000","0",
RepurchaseOfCapitalStock,,,,,,,,,,,,,,"0","-1,626,000",,,"-62,000","-15,000"
FreeCashFlow,"483,343,000","134,399,000","-49,822,000","444,137,000","-45,371,000","-53,640,000","-48,446,000","-41,202,000","-46,239,000","-35,879,000","-30,400,000","-31,162,000","-27,415,000","-25,596,000","-18,071,000","-22,516,000","-17,745,000","183,912,000","-2,569,000"
