name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,06/30/1995,03/31/1995,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,12/31/1990,09/30/1990,12/31/1989,09/30/1989
OperatingCashFlow,"67,604,784","20,749,741","18,267,311","-711,314","29,299,046","29,876,925","32,672,288","20,426,588","37,226,878","10,808,646","27,921,327","27,247,751","9,736,226","11,454,473","3,921,030","23,722,820","24,537,292","11,594,992","18,331,403","18,262,415","24,047,089","20,359,291","13,733,780","18,790,083","15,260,462","12,245,797","17,869,350","14,345,974","24,862,219","9,326,630","18,601,966","24,085,782","7,114,921","-5,288,232","13,546,354","15,686,139","14,857,969","1,918,007","11,470,520","10,265,840","3,355,148","-126,883","2,998,433","8,576,565","3,364,707","6,141,606","10,159,311","7,503,231","7,521,441","-3,179,180","15,130,658","11,314,466","5,334,635","2,317,749","4,513,305","18,701,810","10,100,279","19,658,596","1,583,797","7,651,823","13,212,176","4,204,571","3,771,933","14,572,257","8,736,095","6,670,888","14,890,761","12,241,481","9,680,251","12,119,045","6,367,052","11,498,360","7,178,591","8,953,070","7,033,792","9,413,519","3,532,627","10,813,861","8,555,048","14,624,685","4,436,151","6,460,286","7,320,216","8,889,216","4,254,341","1,541,009","3,497,533","10,606,572","2,956,504","1,812,513","103,203","2,900,000","1,300,000","2,200,000","-4,348,160","5,600,000","1,700,000","3,600,000","3,617,408","3,900,000","2,200,000","3,700,000","5,960,884","6,200,000","6,500,000","700,000","3,800,000","4,400,000","3,400,000","2,700,000","4,000,000","2,600,000","4,600,000","6,700,000","2,600,000","4,100,000","1,200,000","2,700,000","2,200,000","3,400,000","100,000","4,300,000","2,200,000","3,500,000"
	CashFlowFromContinuingOperatingActivities,"67,604,784","20,749,741","18,267,311","-711,314","29,299,046","29,876,925","32,672,288","20,426,588","37,226,878","10,808,646","27,921,327","27,247,751","9,736,226","11,454,473","3,921,030","23,722,820","24,537,292","11,594,992","18,331,403","18,262,415","24,047,089","20,359,291","13,733,780","18,790,083","15,260,462","12,245,797","17,869,350","14,345,974","24,862,219","9,326,630","18,601,966","24,085,782","7,114,921","-5,288,232","13,546,354","15,686,139","14,857,969","1,918,007","11,470,520","10,265,840","3,355,148","-126,883","2,998,433","8,576,565","3,364,707","6,141,606","10,159,311","7,503,231","7,521,441","-3,179,180","15,130,658","11,314,466","5,334,635","2,317,749","4,513,305","18,701,810","10,100,279","19,658,596","1,583,797","7,651,823","13,212,176","4,204,571","3,771,933","14,572,257","8,736,095","6,670,888","14,890,761","12,241,481","9,680,251","12,119,045","6,367,052","11,498,360","7,178,591","8,953,070","7,033,792","9,413,519","3,532,627","10,813,861","8,555,048","14,624,685","4,436,151","6,460,286","7,320,216","8,889,216","4,254,341","1,541,009","3,497,533","10,606,572","2,956,504","1,812,513","103,203","2,900,000","1,300,000","2,200,000","-4,348,160","5,600,000","1,700,000","3,600,000","3,617,408","3,900,000","2,200,000","3,700,000","5,960,884","6,200,000","6,500,000","700,000","3,800,000","4,400,000","3,400,000","2,700,000","4,000,000","2,600,000","4,600,000","6,700,000","2,600,000","4,100,000","1,200,000","2,700,000","2,200,000","3,400,000","100,000","4,300,000","2,200,000","3,500,000"
		NetIncomeFromContinuingOperations,"27,869,355","13,145,029","5,272,268","-6,711,978","16,164,036","10,529,848","14,568,355","11,836,998","22,678,778","3,731,121","14,153,747","5,186,379","4,788,454","23,023,164","-14,998,763","1,206,356","-789,855","-18,178,078","-2,778,644","7,108,574","-2,318,648","5,104,818","5,554,166","4,813,404","8,584,654","11,848,913","1,983,839","5,686,831","6,465,027","6,854,336","4,486,051","8,748,711","1,938,670","-634,414","9,563,835","7,653,734","2,628,987","6,475,436","6,220,022","6,839,384","2,023,067","8,010,147","-878,920","819,926","-1,693,989","2,205,936","4,582,814","4,909,879","1,739,728","234,758","7,527,799","6,744,851","4,387,624","169,804","4,700,997","7,223,080","6,892,918","6,724,983","10,796,583","11,212,428","10,780,956","5,489,938","11,045,651","9,818,301","10,220,583","9,130,187","9,851,977","9,777,157","8,903,275","8,417,088","7,224,890","5,886,886","6,770,187","11,732,306","5,179,206","4,001,385","5,268,953","3,844,432","3,627,496","3,015,676","3,178,834","2,180,716","-857,155","1,023,422","2,697,269","2,954,595","2,564,678","2,602,045","2,470,400","1,250,234","5,656,937","-2,500,000","1,300,000","2,200,000","3,700,000","100,000","1,900,000","3,300,000","2,700,000","2,900,000","2,400,000","2,600,000","2,300,000","2,500,000","2,700,000","1,400,000","2,200,000","2,200,000","1,900,000","300,000","1,200,000","1,700,000","1,900,000","1,600,000","1,100,000","1,300,000","1,100,000","1,400,000","800,000","1,300,000","700,000","1,200,000","200,000","1,300,000"
		OperatingGainsLosses,"-3,931,985","76,247","-1,337,677","1,570,476","-4,241,031","-2,469,054","-3,718,407","-3,268,459","-6,485,896","10,694,843","-2,690,388","369,041","-1,566,157","-18,392,113","8,322,760","-4,196,272","-2,305,166","286,225","-2,095,938","-965,076","-1,483,921","-2,781,925","-708,541","-1,376,371","-1,020,652","-506,168","-1,252,029","345,645","-731,988","-1,573,281","-845,309","-828,175","-2,382,797","-320,710","112,255","-1,084,544","-1,929,550","-2,429,470","-2,620,653","-2,648,955","-2,638,589","-3,484,499","-5,791,976","-3,485,373","-4,534,572","-492,473","319,686","-2,460,462","-1,901,189","-85,414","-4,057,430","-189,230","-445,140","-258,855","181,181","2,811,264","673,627","-695,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-3,931,985","76,247","-1,337,677","1,570,476","-4,241,031","-2,469,054","-3,718,407","-3,268,459","-6,485,896","10,694,843","-2,690,388","369,041","-1,566,157","-18,097,113","8,863,984","-3,463,504","-1,517,310","918,339","-1,497,545","-561,429","-1,097,306","-2,548,975","-321,042","-1,018,415","-715,177","-470,941","-1,251,492","754,050","-390,461","-1,046,521","-837,172","-351,269","-2,034,172","88,532","520,268","-349,164","-1,253,982","-1,340,564","-1,708,989","-1,312,137","-1,528,333","-2,309,980","-5,133,564","-2,458,609","-4,316,021","-373,073","51,345","-2,460,462","-1,965,091","-21,512","-3,586,333","-189,230","-445,140","-258,855","181,181","2,811,264","673,627","-695,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,"0","0","0","0","0","0","0","-295,000","-541,224","-732,768","-787,856","-632,114","-598,393","-403,647","-386,615","-232,950","-387,499","-357,956","-305,475","-35,227","-537","-408,405","-341,527","-526,760","-8,137","-476,906","-348,625","-409,242","-408,013","-735,380","-675,568","-1,088,906","-911,664","-1,336,818","-1,110,256","-1,174,519","-658,412","-1,026,764","-218,551","-119,400",,,,"-63,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608,732","363,121","104,425","-47,236","1,005,180","-56,685","-1,075","137,900","1,156,948","-12,929","-463,801","-96,361","105,273","-161,729","-219,285","-129,515","90,116","-56,778","-2,542","-383,527","201,874","-414,238","-253,260","-114,030","-791,242","-271,990","-329,936","32,535","335,099","-166,913","246,264","77,349","-3,590,122","0",,,"300,000",,,"100,000",,"0","0","-100,000",,,,,,"-100,000",,,"-300,000","-100,000","-100,000","-200,000","-200,000","-200,000","-100,000","-100,000","-200,000","-200,000","-700,000","-100,000",,"0"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608,732","363,121","104,425","-47,236","1,005,180","-56,685","-1,075","137,900","1,156,948","-12,929","-463,801","-96,361","105,273","-161,729","-219,285","-129,515","90,116","-56,778","-2,542","-383,527","201,874","-414,238","-253,260","-114,030","-791,242","-271,990","-329,936","32,535","335,099","-166,913","246,264","77,349","-3,590,122","0",,,"300,000",,,"100,000",,"0","0","-100,000",,,,,,"-100,000",,,"-300,000","-100,000","-100,000","-200,000","-200,000","-200,000","-100,000","-100,000","-200,000","-200,000","-700,000","-100,000",,"0"
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,197",,,,,,,,,,,"-2,006,126","-851,347","-165,070","-57,549","-1,799,978","-96,009","-406,173","-612,699","-1,724,509","-111,967","43,740","-593,930","-479,128","-286,638","43,730","-5,784,598","-963,384","-352,095","-213,828","514,007","-359,995","615,428","192,779","-12,748","1,223,034","834,291","336,904","-153,342","-63,024","-166,807","-637,381","204,561","-10,071,176","21,200,000","-7,700,000","400,000","-8,747,923","2,800,000","9,000,000","-3,200,000","-2,082,093","100,000","3,600,000","-1,900,000","-8,941,018","4,800,000","4,600,000","-600,000","300,000","-4,200,000","-4,100,000","-3,600,000","-6,600,000","3,400,000","-23,000,000","7,500,000","1,300,000","3,100,000","3,400,000","-500,000","1,000,000","2,800,000","-100,000","4,100,000","1,500,000","2,200,000"
		ChangeInWorkingCapital,"38,140,926","6,185,337","12,987,631","3,020,493","15,947,465","20,161,682","20,216,569","10,244,245","19,269,257","-5,354,625","15,184,460","20,406,182","4,961,455","5,362,479","9,275,572","24,517,937","26,042,548","27,983,238","20,850,376","10,727,508","26,164,993","16,321,462","6,075,450","13,780,742","5,885,376","-1,079,433","13,287,322","7,381,492","18,270,413","2,946,220","14,058,754","15,234,210","6,662,102","-5,126,348","3,259,549","8,410,502","13,327,704","-3,029,070","7,226,122","4,976,015","2,870,531","-5,758,660","8,371,283","9,107,357","10,051,114","3,296,437","4,460,178","4,161,885","6,851,169","-3,951,996","11,069,841","4,119,318","738,818","1,737,922","-983,496","8,083,008","1,930,790","13,029,649","-8,376,525","-3,699,402","1,870,700","-1,817,387","-7,170,605","4,364,402","-1,634,844","-2,907,826","4,799,183","1,781,056","442,943","3,695,441","-952,872","5,367,672","-98,049","2,505,130","2,372,416","5,437,851","-1,927,211","6,452,134","4,747,431","11,093,870","1,014,128","4,125,617","7,457,449","7,028,621","1,287,469","-1,594,652","513,220","8,106,359","644,582","53,651","7,971,191","-16,100,000","7,600,000","-600,000","199,763","2,700,000","-9,200,000","3,300,000","2,799,501","800,000","-3,900,000","3,000,000","12,701,902","-1,300,000","-800,000","-200,000","1,200,000","6,400,000","5,800,000","5,900,000","9,700,000","-2,500,000","25,800,000","-2,300,000","400,000","-200,000","-3,200,000","1,800,000","600,000","-600,000","100,000","-900,000","300,000","-100,000"
