name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
OperatingCashFlow,"5,040,000,000","486,000,000","2,916,000,000","419,000,000","1,219,000,000","810,000,000","1,603,000,000","1,110,000,000","2,004,000,000","212,000,000","1,562,000,000","665,000,000","1,021,000,000","304,000,000","1,675,000,000","670,000,000","-184,000,000","413,000,000","511,000,000","-875,000,000","1,042,000,000","-151,000,000","2,372,000,000","762,000,000","1,834,000,000","270,000,000","1,721,000,000","-312,000,000","724,000,000","334,000,000","1,140,000,000","240,000,000","389,000,000","251,000,000","924,000,000","508,000,000","379,000,000","232,000,000","968,000,000","966,000,000","1,193,000,000","-92,000,000","619,000,000","887,000,000","861,000,000","297,000,000"
	CashFlowFromContinuingOperatingActivities,"5,040,000,000","486,000,000","2,916,000,000","419,000,000","1,219,000,000","810,000,000","1,603,000,000","1,110,000,000","2,004,000,000","212,000,000","1,562,000,000","665,000,000","1,021,000,000","304,000,000","1,675,000,000","670,000,000","-184,000,000","413,000,000","511,000,000","-875,000,000","1,042,000,000","-151,000,000","2,372,000,000","762,000,000","1,834,000,000","270,000,000","1,721,000,000","-312,000,000","724,000,000","334,000,000","1,140,000,000","240,000,000","389,000,000","251,000,000","924,000,000","508,000,000","379,000,000","232,000,000","968,000,000","966,000,000","1,193,000,000","-92,000,000","619,000,000","887,000,000","861,000,000","297,000,000"
		NetIncomeFromContinuingOperations,"1,237,000,000","781,000,000","-255,000,000","736,000,000","-25,000,000","568,000,000","1,034,000,000","598,000,000","-1,652,000,000","381,000,000","183,000,000","898,000,000","448,000,000","404,000,000","-12,630,000,000","628,000,000","755,000,000","993,000,000","7,996,000,000","943,000,000","1,160,000,000","891,000,000","944,000,000","843,000,000","955,000,000","900,000,000","648,000,000","-981,000,000","551,000,000","429,000,000","-398,000,000","446,000,000","482,000,000","513,000,000","931,000,000","499,000,000","829,000,000","456,000,000",,,,,,,,
		OperatingGainsLosses,"2,415,000,000","-13,000,000","2,461,000,000","-78,000,000","45,000,000","21,000,000","-30,000,000","-29,000,000","-27,000,000","-28,000,000","-7,000,000","-316,000,000","-74,000,000","-319,000,000","-18,000,000","-17,000,000","-94,000,000","-64,000,000","-1,389,000,000","-233,000,000","-95,000,000","-93,000,000","-122,000,000","-239,000,000","-73,000,000","-219,000,000","-547,000,000","306,000,000","0","77,000,000","1,364,000,000","26,000,000","0","-49,000,000","-782,000,000","-175,000,000",,,,,,,,,,
			GainLossOnSaleOfBusiness,"-80,000,000","-13,000,000","-37,000,000","-76,000,000","46,000,000","19,000,000","0","0","0","2,000,000","70,000,000","-244,000,000","0","-246,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"0","4,000,000","-4,000,000","0","0","4,000,000","0","2,000,000","3,000,000","1,000,000","0","4,000,000","2,000,000","4,000,000","15,000,000","64,000,000","20,000,000","47,000,000",,,,,"6,000,000","2,000,000",,,"0",,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-9,000,000","-4,000,000","-2,000,000","-2,000,000","-1,000,000","-2,000,000","-30,000,000","-31,000,000","-30,000,000","-31,000,000","-77,000,000","-76,000,000","-76,000,000","-77,000,000","-33,000,000","-81,000,000","-114,000,000","-111,000,000","-1,425,000,000","-233,000,000","-95,000,000","-93,000,000","-128,000,000","-241,000,000","-89,000,000","-219,000,000","-320,000,000","-155,000,000","0","77,000,000","1,364,000,000","26,000,000","0","-49,000,000","-782,000,000","-175,000,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"908,000,000","220,000,000","233,000,000","228,000,000","227,000,000","222,000,000","247,000,000","232,000,000","247,000,000","243,000,000","257,000,000","243,000,000","255,000,000","239,000,000","247,000,000","260,000,000","242,000,000","234,000,000","246,000,000","273,000,000","255,000,000","262,000,000","327,000,000","290,000,000","357,000,000","363,000,000","338,000,000","214,000,000","86,000,000","102,000,000","102,000,000","92,000,000","95,000,000","96,000,000","97,000,000","92,000,000","102,000,000","102,000,000","167,000,000","92,000,000","90,000,000","79,000,000","95,000,000","91,000,000","89,000,000","89,000,000"
			DepreciationAndAmortization,"908,000,000","220,000,000","233,000,000","228,000,000","227,000,000","222,000,000","247,000,000","232,000,000","247,000,000","243,000,000","257,000,000","243,000,000","255,000,000","239,000,000","247,000,000","260,000,000","242,000,000","234,000,000","246,000,000","273,000,000","255,000,000","262,000,000","327,000,000","290,000,000","357,000,000","363,000,000","338,000,000","214,000,000","86,000,000","102,000,000","102,000,000","92,000,000","95,000,000","96,000,000","97,000,000","92,000,000","102,000,000","102,000,000","167,000,000","92,000,000","90,000,000","79,000,000","95,000,000","91,000,000","89,000,000","89,000,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,000,000","96,000,000","97,000,000","92,000,000","102,000,000","102,000,000",,,,,,,,
