name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,12/31/2009
OperatingCashFlow,"95,229,000","4,302,000","48,763,000","-4,110,000","46,274,000","36,200,000","31,933,000","5,599,000","91,951,000","8,916,000","43,791,000","37,658,000","28,687,000","32,993,000","32,849,000","62,448,000","6,556,000","27,133,000","36,335,000","39,005,000","25,942,000","13,358,000","24,938,000","28,239,000","16,777,000","-3,142,000","19,934,000","-2,983,000","14,669,000","503,000","6,994,000","26,783,000","-6,940,000","-19,104,000","-9,421,000","-15,550,000","-15,755,000","-17,223,000","-16,140,000","-11,302,000","-9,689,000","-10,068,000","-8,221,000","-9,139,000","-9,024,000","-9,801,000","-11,704,236","-9,360,224"
	CashFlowFromContinuingOperatingActivities,"95,229,000","4,302,000","48,763,000","-4,110,000","46,274,000","36,200,000","31,933,000","5,599,000","91,951,000","8,916,000","43,791,000","37,658,000","28,687,000","32,993,000","32,849,000","62,448,000","6,556,000","27,133,000","36,335,000","39,005,000","25,942,000","13,358,000","24,938,000","28,239,000","16,777,000","-3,142,000","19,934,000","-2,983,000","14,669,000","503,000","6,994,000","26,783,000","-6,940,000","-19,104,000","-9,421,000","-15,550,000","-15,755,000","-17,223,000","-16,140,000","-11,302,000","-9,689,000","-10,068,000","-10,242,000","-8,305,000","-8,109,000","-11,550,000","-11,352,236","-5,149,224"
		NetIncomeFromContinuingOperations,"73,346,000","25,616,000","2,442,000","21,562,000","23,726,000","5,694,000","30,768,000","39,997,000","34,667,000","21,518,000","33,129,000","28,860,000","32,727,000","18,340,000","25,893,000","28,011,000","30,737,000","26,352,000","13,658,000","15,961,000","17,368,000","10,297,000","14,319,000","61,897,000","10,018,000","4,987,000","6,871,000","4,222,000","2,006,000","917,000","4,355,000","27,858,000","3,201,000","-15,543,000","-22,406,000","-24,096,000","-27,357,000","-18,414,000","-13,513,000","-13,483,000","-10,011,000","-9,277,000","4,936,000","-9,506,000","-8,940,000","-9,715,000","-9,184,445","-4,510,874"
		OperatingGainsLosses,,,"-126,000","-2,000","-3,000","-216,000","-716,000","-320,000",,,,,"-85,000","-8,000","-1,606,000","-1,520,000","-1,480,000","-1,300,000","0","91,000","81,000","47,000","190,000","-125,000","-123,000","281,000","-189,000","-89,000","240,000","2,183,000","-694,000","100,000","-639,000","1,016,000","9,050,000","4,152,000","9,781,000","-79,000","0","0","0","328,000",,,"25,000","-52,000",,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,"-2,000","-25,000",,
			GainLossOnInvestmentSecurities,,,"-126,000","-2,000","-3,000","-216,000","-716,000","-320,000",,,,,"-85,000","-8,000",,,,,"0","0","-22,000","-54,000","-99,000","-125,000","-123,000","-101,000","-127,000","-114,000","-1,000","49,000","-694,000","-760,000","-678,000","-677,000","662,000","4,152,000","8,619,000","-79,000",,,,"328,000",,,,"-27,000",,
		DepreciationAmortizationDepletion,"47,365,000","21,362,000","12,707,000","6,675,000","6,621,000","6,592,000","5,520,000","7,577,000","3,312,000","1,732,000","1,630,000","444,000","2,027,000","2,558,000","1,692,000","1,884,000","1,780,000","1,707,000","1,670,000","4,378,000","1,343,000","741,000","671,000","611,000","688,000","429,000","270,000","220,000","217,000","214,000","227,000","241,000","233,000","227,000","216,000","200,000","164,000","162,000","221,000","212,000","213,000","225,000","228,000","224,000","219,000","208,000","298,352","282,403"
			DepreciationAndAmortization,"47,365,000","21,362,000","12,707,000","6,675,000","6,621,000","6,592,000","5,520,000","7,577,000","3,312,000","1,732,000","1,630,000","444,000","2,027,000","2,558,000","1,692,000","1,884,000","1,780,000","1,707,000","1,670,000","4,378,000","1,343,000","741,000","671,000","611,000","688,000","429,000","270,000","220,000","217,000","214,000","227,000","241,000","233,000","227,000","216,000","200,000","164,000","162,000","221,000","212,000","213,000","225,000","228,000","224,000","219,000","208,000","298,352","282,403"
				Depreciation,,,,,,,,,,,,,"2,027,000","2,558,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,"879,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-15,440,000","-13,011,000","-4,515,000","1,567,000","519,000","-2,565,000","848,000","2,782,000","-3,600,000","538,000","-4,143,000","-2,550,000","582,000","279,000","2,066,000","-5,838,000","725,000","-1,120,000","7,910,000","1,642,000","7,414,000","4,258,000","590,000",,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-15,440,000","-13,011,000","-4,515,000","1,567,000","519,000","-2,565,000","848,000","2,782,000","-3,600,000","538,000","-4,143,000","-2,550,000","582,000","279,000","2,066,000","-5,838,000","725,000","-1,120,000","7,910,000","1,642,000","7,414,000","4,258,000","590,000",,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"1,764,000","-360,000","1,263,000","1,526,000","-665,000","-1,706,000","328,000","-4,201,000","1,435,000","-451,000","-1,146,000","-1,564,000","-531,000","-1,094,000","152,000","10,000","-1,924,000","89,000","-563,000",,,,"8,000",,,,"102,000","122,000","150,000","374,000","491,000",,"513,000","574,000","963,000","1,183,000","804,000","83,000","82,000","84,000","81,000","83,000",,"263,000","60,000","39,000","91,241","67,582"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-47,000","44,000","-86,000","89,000","-119,000","-36,000","0","1,000","81,000","154,000","-146,000","-32,000",,,,"8,000","0",,,"2,000","-3,414","4,778"
		StockBasedCompensation,"17,564,000","4,025,000","4,036,000","4,027,000","5,476,000","4,371,000","3,121,000","4,490,000","4,962,000","3,988,000","3,623,000","3,914,000","4,022,000","3,287,000","2,991,000","2,597,000","3,068,000","2,635,000","1,986,000","2,360,000","2,260,000","1,827,000","1,472,000","1,483,000","1,612,000","1,359,000","1,079,000","1,132,000","1,119,000","901,000","693,000","704,000","652,000","667,000","653,000","491,000","432,000","337,000","208,000","130,000","53,000","52,000","-38,000","48,000","48,000","-140,000","173,008","27,969"
		OtherNonCashItems,"-6,167,000","-11,613,000","4,186,000","5,114,000","-3,854,000","19,105,000","6,590,000","4,372,000","4,122,000","4,851,000","4,518,000","6,373,000","3,522,000","3,709,000","3,357,000","3,416,000","3,419,000","13,000","-1,073,000","-1,240,000","-983,000","-503,000","-230,000","207,000","250,000","155,000","102,000","122,000","150,000","374,000","491,000","512,000","513,000","574,000","963,000","1,183,000","804,000","83,000","-407,000","259,000","395,000","83,000","-109,000","414,000","-126,000","39,000","-424","99,452"
		ChangeInWorkingCapital,"-23,072,000","-21,717,000","28,770,000","-44,579,000","14,454,000","4,925,000","-14,526,000","-49,098,000","50,369,000","-23,260,000","6,180,000","2,088,000","-13,577,000","5,922,000","-3,310,000","32,368,000","-31,249,000","-2,543,000","12,747,000","15,813,000","-1,541,000","-3,309,000","7,926,000","6,543,000","4,332,000","-10,353,000","11,848,000","-8,634,000","11,023,000","-4,175,000","2,041,000","-2,596,000","-10,900,000","-6,046,000","2,022,000","2,366,000","567,000","720,000","-3,054,000","1,496,000","-167,000","-1,487,000","926,000","586,000","568,000","-1,892,000","-2,056,554","-750,758"
