name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
MarketCap,"8,156,367,889","7,490,588,324","8,796,986,191","7,749,639,682","9,879,419,756","9,714,425,857","9,396,058,169","7,281,544,806","7,391,250,164","6,817,053,448","6,724,504,809","7,108,200,154","6,209,377,409","4,549,737,848","3,785,920,852","3,689,482,701","3,139,659,251","2,719,156,587"
EnterpriseValue,"11,601,587,889","10,828,965,324","11,948,044,191","10,581,764,682","12,640,353,756","12,333,287,857","11,291,823,169","9,043,878,806","9,179,443,164","8,514,468,448","8,346,473,809","8,739,058,154","7,625,985,409","5,852,380,848","5,096,982,852","5,914,493,701","4,501,007,251","4,944,167,587"
PeRatio,,,,,,"349.727","84.841","67.65","90.75","130.923","233.733","204.188","90.056","98.419","79.319",,,
ForwardPeRatio,,,,,"80.645","81.967","51.02","49.02","52.632",,,,,,,,,
PegRatio,,,,,"3.439","3.495","1.909","1.828","1.964",,,,,,,,,
PsRatio,"2.861","2.66","3.179","2.907","3.88","4.005","3.91","3.756","3.825","3.51","3.533","3.61","3.041","2.746","1.983","1.64","1.179","0.866"
PbRatio,"2.059","1.863","2.194","2.007","2.667","2.563","4.455","3.417","3.658","3.719","3.657","3.831","9.13","6.438","5.179","5.755","4.921",
EnterprisesValueRevenueRatio,"4.165","15.345","16.676","14.929","19.307","19.429","21.563","18.18","19.024","17.589","17.174","18.746","17.393","14.889","12.258","14.712","11.405","12.64"
EnterprisesValueEBITDARatio,"29.598","119.33","129.483","103.772","118.162","139.866","428.793","100.636","83.88","85.559","88.174","96.965","111.234","123.029","93.167","79.643","61.73","109.353"
