name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"205,036,000","42,090,000","52,941,000","58,718,000","51,287,000","57,400,000","49,369,000","58,919,000","47,882,000","45,665,000","49,265,000","54,362,000","40,936,000","47,621,000","48,155,000","58,775,000","54,660,000","56,221,000","55,180,000","66,615,000","48,528,000","57,438,000","54,690,000","63,663,000","57,699,000","59,221,000","63,455,000","68,966,000","54,588,000","57,921,000","49,125,000","61,826,000","43,779,000","59,942,000","51,220,000","59,926,000","38,026,000","57,132,000","43,357,000","39,602,000","37,053,000","43,798,000","61,295,000","39,410,000","40,038,000","39,394,000","51,871,000","40,466,000","32,699,000","39,715,000","35,707,000","38,825,000","41,079,000","43,696,000","42,789,000","53,855,000","65,596,000","67,961,000","51,758,000","83,289,000","53,586,000","99,018,000","22,954,000","24,814,000","34,285,000","25,967,000","27,827,000","30,875,000","28,395,000","25,462,000","20,836,000","23,158,000","23,298,000","23,568,000","21,796,000","20,842,000","15,993,000","13,184,000","20,336,000","11,680,000","12,802,000","13,311,000","15,537,000","7,771,000","13,241,000","7,931,000","13,216,000","7,718,000","10,989,000","8,880,000","10,019,000","11,600,000","9,300,000","9,200,000","9,908,000","7,800,000","8,100,000","6,200,000","7,620,000","6,700,000","5,000,000","4,500,000","3,672,348","4,300,000","3,700,000","3,300,000","-2,200,000","4,500,000","2,700,000","3,500,000","2,800,000","3,400,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,357,000","39,602,000","37,053,000","43,798,000","61,295,000","39,410,000","40,038,000","39,394,000","51,871,000","40,466,000","32,699,000","39,715,000","35,707,000","38,825,000","41,079,000","43,696,000","42,789,000","53,855,000","65,596,000","67,961,000","51,758,000","83,289,000","53,586,000","99,018,000","22,954,000","24,814,000","34,285,000","25,967,000","27,827,000","30,875,000","28,395,000","25,462,000","20,836,000","23,158,000","23,298,000","23,568,000","21,796,000","20,842,000","15,993,000","13,184,000","20,336,000","11,680,000","12,802,000","13,311,000","15,537,000","7,771,000","13,241,000","7,931,000","13,216,000","7,718,000","10,989,000","8,880,000","10,019,000","11,600,000","9,300,000","9,200,000","9,908,000","7,800,000","8,100,000","6,200,000","7,620,000","6,700,000","5,000,000","4,500,000","3,672,348","4,300,000","3,700,000","3,300,000","-2,200,000","4,500,000","2,700,000","3,500,000","2,800,000","3,400,000"
		NetIncomeFromContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,812,000",,,"30,516,000","638,000","-6,249,000","-17,596,000","25,520,000","6,078,000","6,782,000","438,000","15,949,000","9,526,000","7,049,000","11,163,000","14,617,000","11,978,000","12,441,000","9,962,000",,,"7,454,000","7,646,000","7,879,000","7,961,000","9,491,000","2,047,000","5,090,000","4,578,000","5,015,000","5,120,000","7,346,000","4,471,000","5,747,000","6,400,000","4,800,000","4,400,000","4,137,000","4,100,000","3,400,000","4,100,000","2,282,000","5,800,000","2,200,000","1,500,000","565,824","1,600,000","1,600,000","1,700,000","-3,000,000","3,900,000","1,200,000","1,300,000","1,500,000","1,500,000"
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,400,000","2,884,000","3,100,000","2,800,000","2,700,000","2,246,594","2,400,000","1,900,000","1,700,000","1,500,000","1,500,000","1,600,000","1,600,000","1,500,000","1,600,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,400,000","2,884,000","3,100,000","2,800,000","2,700,000","2,246,594","2,400,000","1,900,000","1,700,000","1,500,000","1,500,000","1,600,000","1,600,000","1,500,000","1,600,000"
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,149,000",,,"23,070,000","98,380,000","-58,791,000","42,410,000","8,765,000","19,889,000","-49,947,000","30,437,000","12,446,000","15,936,000","-29,317,000","11,995,000","8,681,000","11,590,000","-23,633,000","10,880,000",,,"-11,571,000","4,034,000","4,923,000","5,350,000","-9,626,000","5,724,000","8,151,000","3,353,000","-11,429,000","2,598,000","3,643,000","4,409,000","-14,114,000","5,200,000","4,500,000","4,800,000","-9,699,000","3,700,000","4,900,000","1,900,000","-1,326,000","-4,200,000","-800,000","300,000","832,447","300,000","-3,400,000","2,300,000","1,500,000","-700,000","-700,000","-400,000","400,000","-700,000"
		ChangeInWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,200,000","3,780,000","2,000,000","800,000","0","27,483","0","3,600,000","-2,400,000","-2,200,000","-200,000","600,000","1,000,000","-600,000","1,000,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-400,000","-300,000",,,"800,000","-700,000","-1,500,000","200,000","400,000",,,"100,000"
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-400,000","-300,000",,,"800,000","-700,000","-1,500,000","200,000","400,000",,,"100,000"
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,600,000","1,880,000","300,000","800,000","300,000","127,483","100,000","1,000,000","-500,000","400,000","-300,000","-100,000","300,000","-200,000","400,000"
