name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,03/31/2015
OperatingCashFlow,"-15,345,000","-4,197,000","-1,235,000","-937,000","-8,976,000","-1,915,000","-157,000","-3,666,000","-7,751,000","-6,956,000","-6,926,000","-429,000","-6,943,000","-3,471,000","-2,728,000","-1,182,000","-6,640,000","-5,033,000","-3,323,000","340,000","-4,229,000","-5,000","1,317,000","-128,000","-680,000","-1,628,000","-723,000"
	CashFlowFromContinuingOperatingActivities,"-15,345,000","-4,197,000","-1,235,000","-937,000","-8,976,000","-1,915,000","-157,000","-3,666,000","-7,751,000","-6,956,000","-6,192,000","-648,000","-7,314,000","-3,471,000","-2,728,000","-1,182,000","-6,640,000","-5,033,000","-3,323,000","340,000","-4,229,000","-5,000","1,317,000","-128,000","-680,000","-1,628,000","-723,000"
		NetIncomeFromContinuingOperations,"-14,981,000","-9,100,000","72,000","-2,197,000","-3,756,000","-10,379,000","-14,013,000","-4,539,000","-9,447,000","-4,945,000","-5,429,000","-2,664,000","-2,618,000","-3,020,000","-2,468,000","-1,865,000","-2,692,000","-5,000,000","-4,845,000","-1,536,000","-1,266,000","-1,285,000","-3,633,000","-846,000","-288,000","-1,805,000","-2,110,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","0"
		DepreciationAmortizationDepletion,"11,102,000","2,961,000","2,810,000","2,723,000","2,608,000","2,539,000","2,314,000","2,411,000","1,910,000","1,375,000","1,413,000","1,346,000","1,084,000","828,000","715,000","777,000","719,000","681,000","657,000","656,000","594,000","498,000","500,000","499,000","450,000","453,000","425,000"
			DepreciationAndAmortization,"11,102,000","2,961,000","2,810,000","2,723,000","2,608,000","2,539,000","2,314,000","2,411,000","1,910,000","1,375,000","1,413,000","1,346,000","1,084,000","828,000","715,000","777,000","719,000","681,000","657,000","656,000","594,000","498,000","500,000","499,000","450,000","453,000","425,000"
		DeferredTax,"-1,133,000","-317,000","-238,000","-288,000","-290,000","-312,000",,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-1,133,000","-317,000","-238,000","-288,000","-290,000","-312,000",,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"6,052,000","1,526,000","1,672,000","1,439,000","1,415,000","1,316,000","1,484,000","1,259,000","2,495,000","958,000","707,000","733,000","692,000","471,000","286,000","268,000","454,000","2,177,000","2,397,000","354,000","388,000","339,000","300,000","301,000","296,000","354,000","284,000"
		OtherNonCashItems,"-1,417,000","3,023,000","-5,057,000","-941,000","1,558,000","4,794,000","2,396,000","1,725,000",,,,,,,,,,,"2,397,000","354,000","388,000","339,000","0","0","296,000","354,000","284,000"
