name,01/31/2022,07/31/2021,01/31/2021,07/31/2020,01/31/2020,07/31/2019,01/31/2019,07/31/2018,01/31/2018
TotalAssets,"1,601,421,981","1,667,107,977","1,666,002,908","1,619,582,403","1,658,665,469","1,626,144,350","1,571,918,262","1,588,255,194","1,609,154,281"
TotalLiabilitiesNetMinorityInterest,"609,798,952","601,094,553","608,492,950","595,066,938","609,656,878","616,769,474","628,746,559","635,444,986","643,185,112"
TotalEquityGrossMinorityInterest,"991,623,029","1,066,013,424","1,057,509,958","1,024,515,465","1,049,008,591","1,009,374,876","943,171,703","952,810,208","965,969,169"
	StockholdersEquity,"991,623,029","1,066,013,424","1,057,509,958","1,024,515,465","1,049,008,591","1,009,374,876","943,171,703","952,810,208","965,969,169"
		CapitalStock,"885,309,306","885,309,306","885,336,205","885,336,205","885,356,529","885,356,529","885,376,588","885,376,588","904,656,842"
			CommonStock,"885,309,306","885,309,306","885,336,205","885,336,205","885,356,529","885,356,529","885,376,588","885,376,588","904,656,842"
		RetainedEarnings,"106,313,723","180,704,118","172,173,753","139,179,260","163,652,062","124,018,347","57,795,115","4,983,874","6,145,908"
TotalCapitalization,"991,715,017",,,,,,,"953,278,774","966,222,559"
CommonStockEquity,"991,623,029","1,066,013,424","1,057,509,958","1,024,515,465","1,049,008,591","1,009,374,876","943,171,703","952,810,208","965,969,169"
NetTangibleAssets,"991,623,029","1,066,013,424","1,057,509,958","1,024,515,465","1,049,008,591","1,009,374,876","943,171,703","952,810,208","965,969,169"
InvestedCapital,"991,715,017",,,,,,,"953,278,774","966,222,559"
TangibleBookValue,"991,623,029","1,066,013,424","1,057,509,958","1,024,515,465","1,049,008,591","1,009,374,876","943,171,703","952,810,208","965,969,169"
TotalDebt,"91,988",,,,,,,"468,566","253,390"
NetDebt,"91,988",,,,,,,"468,566","253,390"
ShareIssued,"68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681"
OrdinarySharesNumber,"68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681","68,150,681"
