name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,12/31/2009
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,476,000","131,002,000"
		Inventory,"65,192,000","52,270,000","59,026,000","50,129,000","57,184,000","42,349,000","45,913,000","46,668,000","55,092,000","53,930,000","56,864,000","55,810,000","72,479,000","63,554,000","56,905,000","49,502,000","57,793,000","54,097,000","57,556,000","62,169,000","64,071,000","58,167,000","56,888,000","53,113,000","32,592,000","37,529,000","36,716,000","35,721,000","33,871,000","35,614,000","32,949,000","30,913,000","33,535,000","33,064,000","32,838,000","32,837,000","32,224,000","28,949,000","29,798,000","22,658,000","21,793,000","23,255,000","25,799,000","22,714,000","20,820,000","19,830,000",,"21,936,000"
			RawMaterials,"44,068,000","35,129,000","36,633,000","32,909,000","32,694,000","32,534,000","29,756,000","29,306,000","28,509,000","36,318,000","36,945,000","37,812,000","38,164,000","38,417,000","36,994,000","38,402,000","40,482,000","40,503,000","40,134,000","41,487,000","40,808,000","42,307,000","42,355,000","43,796,000","27,098,000","27,940,000","29,778,000","27,152,000","23,807,000","23,221,000","22,752,000","22,980,000","22,540,000","24,215,000","24,755,000","26,373,000","26,023,000","23,715,000","4,973,000","4,384,000","4,406,000","4,578,000","5,393,000","5,015,000","4,432,000","16,185,000",,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,878,000","12,209,000","12,873,000","12,547,000","12,307,000","11,793,000","11,625,000",,,
			FinishedGoods,"21,124,000","17,141,000","22,393,000","17,220,000","24,490,000","9,815,000","16,157,000","17,362,000","26,583,000","17,612,000","19,919,000","17,998,000","34,315,000","25,137,000","19,911,000","11,100,000","17,311,000","13,594,000","17,422,000","20,682,000","23,263,000","15,860,000","14,533,000","9,317,000","5,494,000","9,589,000","6,938,000","8,569,000","10,064,000","12,393,000","10,197,000","7,933,000","10,995,000","8,849,000","8,083,000","6,464,000","6,201,000","5,234,000","6,947,000","6,065,000","4,514,000","6,130,000","8,099,000","5,906,000","4,763,000","3,645,000",,"6,624,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,312,000"
		PrepaidAssets,"7,623,000","9,108,000","3,127,000","6,674,000","7,494,000","8,410,000","3,324,000","5,307,000","5,266,000","5,406,000","4,608,000","5,910,000","5,673,000","6,989,000","4,817,000","4,985,000","5,249,000","5,793,000","5,128,000","5,297,000","6,160,000","6,845,000","4,992,000","6,403,000","3,100,000","4,089,000","2,785,000","4,687,000","7,264,000","6,914,000","4,759,000","6,147,000","8,759,000","10,025,000","5,641,000","5,065,000","2,672,000","2,446,000","2,438,000","2,963,000","2,725,000","2,311,000","2,825,000","3,738,000","5,889,000",,"1,521,000","1,969,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,239,000","23,494,000",
	TotalNonCurrentAssets,"848,962,000","864,813,000","872,554,000","884,676,000","899,152,000","914,666,000","930,827,000","943,482,000","1,000,734,000","1,007,361,000","1,020,274,000","1,036,439,000","1,055,310,000","1,060,407,000","1,074,785,000","1,089,263,000","1,100,394,000","1,115,358,000","1,130,753,000","1,147,033,000","1,161,546,000","1,177,686,000","1,186,971,000","1,200,813,000","432,485,000","437,710,000","443,139,000","442,173,000","444,510,000","449,261,000","449,688,000","451,736,000","453,780,000","457,674,000","460,557,000","464,452,000","460,555,000","456,906,000","432,778,000","412,991,000","401,159,000","387,446,000","382,044,000","378,666,000","373,990,000","378,997,000","377,366,000","388,373,000"
		NetPPE,"835,713,000","850,462,000","856,686,000","868,410,000","883,336,000","897,847,000","912,690,000","924,586,000","940,328,000","951,959,000","964,502,000","979,443,000","997,103,000","1,015,240,000","1,029,402,000","1,043,837,000","1,054,941,000","1,069,526,000","1,083,999,000","1,099,817,000","1,114,374,000","1,130,121,000","1,140,165,000","1,154,568,000","387,635,000","393,133,000","398,686,000","397,828,000","400,298,000","404,934,000","405,243,000","407,173,000","409,121,000","412,956,000","415,710,000","419,500,000","415,379,000","411,600,000","387,309,000","367,359,000","355,366,000","341,495,000","336,071,000","332,454,000","332,945,000","337,938,000","336,292,000","347,258,000"
			GrossPPE,"1,480,287,000","1,474,821,000","1,462,619,000","1,455,820,000","1,453,614,000","1,450,892,000","1,448,631,000","1,443,207,000","1,440,537,000","1,433,588,000","1,426,558,000","1,430,992,000","1,429,021,000","1,427,983,000","1,423,224,000","1,418,924,000","1,414,433,000","1,410,756,000","1,407,239,000","1,405,188,000","1,402,035,000","1,399,741,000","1,391,914,000","1,388,657,000","603,554,000","602,138,000","600,796,000","595,759,000","591,328,000","589,157,000","582,507,000","577,692,000","572,865,000","570,044,000","565,764,000","562,995,000","552,684,000","543,140,000","516,953,000","491,809,000","474,660,000","455,369,000","445,090,000","436,824,000","432,681,000","433,864,000","428,322,000","425,695,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"14,604,000","14,199,000","14,199,000","14,132,000","14,132,000","14,132,000","14,058,000","14,058,000","14,040,000","14,075,000","13,751,000","13,751,000","13,751,000","13,250,000","13,092,000","13,092,000","13,092,000","13,092,000","12,987,000","12,987,000","12,987,000","12,995,000","12,971,000","12,958,000","5,441,000","5,441,000","5,441,000","5,441,000","5,333,000","5,263,000","5,263,000","5,161,000","5,026,000","5,032,000","4,815,000","4,815,000","3,787,000","2,611,000","2,611,000","2,611,000","2,611,000","2,563,000","2,553,000","2,553,000","2,516,000","2,492,000","1,915,000","1,689,000"
				BuildingsAndImprovements,"17,598,000","17,598,000","17,598,000","17,598,000","17,598,000","17,598,000","17,598,000","17,534,000","17,399,000","17,221,000","17,116,000","17,116,000","16,707,000","17,116,000","16,707,000","17,123,000","17,068,000","16,990,000","17,298,000","14,881,000","14,881,000","14,881,000","14,881,000","14,529,000","3,235,000","3,049,000","2,835,000","2,830,000","2,830,000","2,266,000","2,266,000","2,213,000","2,237,000","2,191,000","1,613,000","1,613,000","1,611,000","1,223,000","1,223,000","815,000","815,000","815,000","815,000","815,000","815,000","724,000","724,000","650,000"
				MachineryFurnitureEquipment,"1,429,062,000","1,426,636,000","1,410,512,000","1,408,909,000","1,409,111,000","1,405,343,000","1,403,512,000","1,402,777,000","1,401,225,000","1,395,342,000","1,376,738,000","1,388,112,000","1,386,677,000","1,362,965,000","1,362,014,000","1,356,662,000","1,371,040,000","1,371,015,000","1,369,446,000","1,364,994,000","1,363,995,000","1,362,277,000","1,359,546,000","1,355,561,000","593,303,000","592,007,000","586,973,000","576,810,000","575,424,000","575,113,000","566,260,000","563,003,000","558,396,000","557,527,000","547,408,000","542,468,000","530,889,000","406,878,000","402,846,000","401,506,000","401,244,000","400,581,000","399,966,000","399,922,000","397,125,000","397,872,000","390,015,000","390,174,000"
				OtherProperties,"2,220,000","2,221,000","2,220,000","2,213,000","2,027,000","1,721,000","1,796,000","1,791,000","1,752,000","1,752,000","1,654,000","1,655,000","2,074,000","34,652,000","31,411,000","32,047,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"16,803,000","14,167,000","18,090,000","12,968,000","10,746,000","12,098,000","11,667,000","7,047,000","6,121,000","5,198,000","17,299,000","10,358,000","9,812,000",,,,"13,233,000","9,659,000","7,508,000","12,326,000","10,172,000","9,588,000","4,516,000","5,609,000","1,575,000","1,641,000","5,547,000","10,678,000","7,741,000","6,515,000","8,718,000","7,315,000","7,206,000","5,294,000","11,928,000","14,099,000","16,397,000","132,428,000","110,273,000","86,877,000","69,990,000","51,410,000","41,756,000","33,534,000","32,225,000","32,776,000","35,668,000","33,182,000"
			AccumulatedDepreciation,"-644,574,000","-624,359,000","-605,933,000","-587,410,000","-570,278,000","-553,045,000","-535,941,000","-518,621,000","-500,209,000","-481,629,000","-462,056,000","-451,549,000","-431,918,000","-412,743,000","-393,822,000","-375,087,000","-359,492,000","-341,230,000","-323,240,000","-305,371,000","-287,661,000","-269,620,000","-251,749,000","-234,089,000","-215,919,000","-209,005,000","-202,110,000","-197,931,000","-191,030,000","-184,223,000","-177,264,000","-170,519,000","-163,744,000","-157,088,000","-150,054,000","-143,495,000","-137,305,000","-131,540,000","-129,644,000","-124,450,000","-119,294,000","-113,874,000","-109,019,000","-104,370,000","-99,736,000","-95,926,000","-92,030,000","-78,437,000"
		GoodwillAndOtherIntangibleAssets,,,,,,"0","0","0","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,995,000","40,996,000","40,997,000","40,998,000","40,999,000","41,001,000","41,001,000","41,003,000","41,005,000","41,007,000","41,010,000","41,012,000","41,015,000","41,018,000","41,025,000"
			Goodwill,,,,,,"0","0","0","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000"
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,000","27,000","28,000","29,000","30,000","32,000","32,000","34,000","36,000","38,000","41,000","43,000","46,000","49,000","56,000"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","32,000","272,000","515,000","758,000","998,000","1,236,000","1,479,000","1,722,000","1,962,000","2,200,000","2,443,000","2,686,000","2,926,000","3,164,000","3,387,000","3,697,000",,,,
		OtherNonCurrentAssets,"13,249,000","14,351,000","15,868,000","16,266,000","15,816,000","16,819,000","18,137,000","18,896,000","19,437,000","14,433,000","14,803,000","16,027,000","17,238,000","4,198,000","4,414,000","4,457,000","4,484,000","4,863,000","5,785,000","6,247,000","6,203,000","6,596,000","5,837,000","5,276,000","3,881,000","3,608,000","3,484,000","3,376,000","3,211,000","3,086,000","2,961,000","2,836,000","2,692,000","2,487,000","2,372,000","2,233,000","2,216,000","2,107,000","2,025,000","1,945,000","1,864,000","1,782,000","1,579,000","1,505,000","33,000","44,000","56,000","90,000"
TotalLiabilitiesNetMinorityInterest,"735,210,000","784,860,000","756,299,000","723,812,000","743,554,000","718,639,000","711,089,000","686,950,000","735,281,000","718,411,000","727,966,000","699,213,000","766,837,000","754,562,000","717,315,000","685,233,000","708,693,000","684,423,000","698,501,000","671,729,000","713,859,000","687,310,000","687,406,000","680,509,000","145,254,000","150,930,000","157,172,000","151,641,000","154,119,000","164,908,000","153,395,000","155,257,000","162,346,000","153,533,000","155,527,000","158,101,000","190,997,000","176,761,000","187,310,000","162,559,000","178,898,000","169,820,000","184,521,000","156,545,000","55,929,000","49,962,000","35,017,000","31,615,000"
	CurrentLiabilities,"173,206,000","161,860,000","115,189,000","69,717,000","99,828,000","76,341,000","68,612,000","45,511,000","92,582,000","75,531,000","84,655,000","56,211,000","124,338,000","122,635,000","86,204,000","55,424,000","79,544,000","56,095,000","71,724,000","45,615,000","88,968,000","63,016,000","61,652,000","54,055,000","20,264,000","25,914,000","157,154,000","151,625,000","29,095,000","39,707,000","27,975,000","29,564,000","36,468,000","27,386,000","29,195,000","31,679,000","64,022,000","49,475,000","59,596,000","34,958,000","51,712,000","42,454,000","57,037,000","30,491,000","51,994,000","46,076,000","31,125,000","27,634,000"
		PayablesAndAccruedExpenses,"74,845,000","63,351,000","67,065,000","41,184,000","48,374,000","37,307,000","49,844,000","33,050,000","48,352,000","37,265,000","58,956,000","35,146,000","57,800,000","51,164,000","51,516,000","44,230,000","55,315,000","43,200,000","52,363,000","42,754,000","57,082,000","50,445,000","56,358,000","52,729,000","19,426,000","22,666,000","29,381,000","24,099,000","21,910,000","25,239,000","25,324,000","28,243,000","25,573,000","25,807,000","27,504,000","29,322,000","34,578,000","47,648,000","49,224,000","30,587,000","35,689,000","28,343,000","19,784,000","27,521,000","25,298,000","27,166,000","23,262,000","17,369,000"
			Payables,"56,964,000","52,143,000","47,412,000","31,979,000","21,664,000","24,761,000","24,577,000","24,012,000","24,085,000","23,647,000","31,520,000","23,774,000","22,549,000","29,765,000","22,189,000","25,272,000","26,117,000","25,011,000","22,694,000","26,525,000","27,977,000","30,557,000","24,461,000","35,684,000","13,252,000","12,474,000","20,704,000","16,001,000","15,240,000","14,123,000","16,201,000","17,629,000","15,877,000","18,510,000","21,756,000","23,620,000","29,902,000","41,215,000","42,962,000","18,372,000","34,240,000","22,894,000","15,148,000","25,649,000","12,479,000","24,783,000","9,625,000","7,476,000"
				AccountsPayable,"49,241,000","41,504,000","38,807,000","27,196,000","20,603,000","19,544,000","22,289,000","20,968,000","22,500,000","21,069,000","29,389,000","21,340,000","18,852,000","26,789,000","20,019,000","25,272,000","24,046,000","23,518,000","20,994,000","25,388,000","25,753,000","28,815,000","22,190,000","33,998,000","11,488,000","11,103,000","18,918,000","14,637,000","13,462,000","12,747,000","14,394,000","16,247,000","14,062,000","17,137,000","19,777,000","21,756,000","22,107,000","34,099,000","32,429,000","18,372,000","20,796,000","15,869,000","15,148,000","12,523,000","12,479,000","17,758,000","9,625,000","7,476,000"
				TotalTaxPayable,"1,642,000","1,744,000","2,196,000","1,848,000",,,,,,,,,,,,,"2,071,000","1,493,000","1,700,000","1,137,000","2,224,000","1,742,000","2,271,000","1,686,000","1,764,000","1,371,000","1,786,000","1,364,000","1,778,000","1,376,000","1,807,000","1,382,000","1,815,000","1,373,000","1,979,000","1,864,000","7,795,000","7,116,000","10,533,000",,,"7,025,000",,,,"7,025,000",,
				DuetoRelatedPartiesCurrent,"6,081,000","8,895,000","6,409,000","2,935,000","1,061,000","5,217,000","2,288,000","3,044,000","1,585,000","2,578,000","2,131,000","2,434,000","3,697,000","2,976,000","2,170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,444,000",,,"13,126,000",,,,
			CurrentAccruedExpenses,"17,881,000","11,208,000","19,653,000","9,205,000","26,710,000","12,546,000","25,267,000","9,038,000","24,267,000","13,618,000","27,436,000","11,372,000","35,251,000","21,399,000","29,327,000","18,958,000","29,198,000","18,189,000","29,669,000","16,229,000","29,105,000","19,888,000","31,897,000","17,045,000","6,174,000","10,192,000","8,677,000","8,098,000","6,670,000","11,116,000","9,123,000","10,614,000","9,696,000","7,297,000","5,748,000","5,702,000","4,676,000","6,433,000","6,262,000","12,215,000","1,449,000","5,449,000","4,636,000","1,872,000","12,819,000","2,383,000","13,637,000","9,893,000"
				InterestPayable,"9,826,000","1,654,000","11,326,000","1,115,000","17,470,000","2,506,000","17,469,000","2,517,000","17,469,000","2,518,000","17,470,000","2,519,000","17,643,000","2,516,000","17,635,000","2,683,000","17,635,000","2,683,000","17,635,000","2,682,000","17,634,000","2,683,000","18,521,000","3,537,000","307,000","458,000","458,000","458,000","439,000","458,000","458,000","458,000","439,000","458,000","458,000","469,000","479,000","500,000","552,000",,,"885,000","720,000",,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"12,123,000","5,888,000","8,002,000","5,447,000","2,313,000","442,000","381,000","303,000","358,000","5,011,000","4,959,000","3,743,000","1,172,000","2,667,000","3,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,578,000","3,052,000","3,335,000","3,396,000","5,666,000","5,549,000","5,539,000","5,532,000","3,318,000","3,523,000","3,220,000","3,337,000",,,,,,,,,,,,,,,"125,000,000","125,000,000",,,,,,,,,,,,,,,,,,,,
			CurrentDebt,,,"18,000","53,000","2,310,000","2,240,000","2,240,000","2,240,000",,,,,,,,,,,,,,,,,,,"125,000,000","125,000,000",,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,"18,000","53,000","2,310,000","2,240,000","2,240,000","2,240,000",,,,,,,,,,,,,,,,,,,"125,000,000","125,000,000",,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"2,578,000","3,052,000","3,317,000","3,343,000","3,356,000","3,309,000","3,299,000","3,292,000","3,318,000","3,523,000","3,220,000","3,337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"81,017,000","88,014,000","33,899,000","15,394,000","40,521,000","30,828,000","11,763,000","2,889,000","37,943,000","28,118,000","16,907,000","10,128,000","65,366,000","68,804,000","31,611,000","11,194,000","24,229,000","12,895,000","19,361,000","2,861,000","31,886,000","12,571,000","5,294,000","1,326,000","838,000","3,129,000","2,401,000","1,911,000","6,342,000","13,613,000","1,763,000","399,000","9,965,000","696,000","797,000","1,505,000","28,604,000","965,000","10,372,000","4,371,000","16,023,000","9,019,000","20,550,000","2,970,000","26,696,000","18,660,000","7,863,000","10,265,000"
			CurrentDeferredRevenue,"81,017,000","88,014,000","33,899,000","15,394,000","40,521,000","30,828,000","11,763,000","2,889,000","37,943,000","28,118,000","16,907,000","10,128,000","65,366,000","68,804,000","31,611,000","11,194,000","24,229,000","12,895,000","19,361,000","2,861,000","31,886,000","12,571,000","5,294,000","1,326,000","838,000","3,129,000","2,401,000","1,911,000","6,342,000","13,613,000","1,763,000","399,000","9,965,000","696,000","797,000","1,505,000","28,604,000","965,000","10,372,000","4,371,000","16,023,000","9,019,000","20,550,000","2,970,000","26,696,000","18,660,000","7,863,000","10,265,000"
		OtherCurrentLiabilities,"2,643,000","1,555,000","2,888,000","4,296,000","2,954,000","2,215,000","1,085,000","3,737,000","2,611,000","1,614,000","613,000","3,857,000",,,,,,,,,,,,,,"119,000","372,000","615,000","843,000","855,000","888,000","922,000","930,000","883,000","894,000","852,000","840,000","862,000",,,,"5,092,000","16,703,000",,,"250,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"562,004,000","623,000,000","641,110,000","654,095,000","643,726,000","642,298,000","642,477,000","641,439,000","642,699,000","642,880,000","643,311,000","643,002,000","642,499,000","631,927,000","631,111,000","629,809,000","629,149,000","628,328,000","626,777,000","626,114,000","624,891,000","624,294,000","625,754,000","626,454,000","124,990,000","125,016,000","18,000","16,000","125,024,000","125,201,000","125,420,000","125,693,000","125,878,000","126,147,000","126,332,000","126,422,000","126,975,000","127,286,000","127,714,000","127,601,000","127,186,000","127,366,000","127,484,000","126,054,000","3,935,000","3,886,000","3,892,000","3,981,000"
		LongTermDebtAndCapitalLeaseObligation,"546,439,000","610,642,000","625,234,000","640,421,000","634,946,000","633,942,000","632,962,000","632,007,000","633,315,000","632,406,000","631,520,000","630,655,000","629,812,000","628,989,000","628,192,000","627,410,000","626,648,000","625,904,000","625,178,000","624,470,000","623,780,000","623,107,000","624,497,000","625,312,000","124,974,000","125,000,000",,,"125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000",,,,
			LongTermDebt,"546,439,000","610,642,000","625,234,000","640,421,000","634,946,000","633,942,000","632,962,000","632,007,000","633,315,000","632,406,000","631,520,000","630,655,000","629,812,000","628,989,000","628,192,000","627,410,000","626,648,000","625,904,000","625,178,000","624,470,000","623,780,000","623,107,000","624,497,000","625,312,000","124,974,000","125,000,000",,,"125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000",,,,
		OtherNonCurrentLiabilities,"15,565,000","12,358,000","15,876,000","13,674,000","8,780,000","8,356,000","9,515,000","9,432,000","9,384,000","10,474,000","11,791,000","12,347,000","12,687,000","2,938,000","2,919,000","2,399,000","2,501,000","2,424,000","1,599,000","1,644,000","1,111,000","1,187,000","1,257,000","1,142,000","16,000","16,000","18,000","16,000","24,000","201,000","420,000","693,000","878,000","1,147,000","1,332,000","1,422,000","1,975,000","2,286,000","2,714,000","2,601,000","2,186,000","2,366,000","2,484,000","1,054,000",,,,
TotalEquityGrossMinorityInterest,"367,491,000","342,198,000","312,005,000","295,348,000","288,328,000","314,241,000","335,852,000","356,126,000","398,693,000","419,544,000","452,356,000","491,192,000","480,153,000","499,826,000","501,197,000","514,343,000","530,802,000","549,853,000","577,258,000","608,860,000","614,571,000","624,907,000","639,451,000","672,140,000","383,968,000","385,552,000","366,583,000","408,318,000","413,972,000","413,931,000","408,693,000","419,931,000","430,269,000","439,921,000","438,501,000","461,097,000","469,116,000","446,193,000","465,932,000","477,144,000","478,033,000","489,489,000","489,258,000","484,195,000","423,546,000","402,203,000","560,657,000","519,884,000"
	TotalPartnershipCapital,"367,491,000","342,198,000","312,005,000","295,348,000","288,328,000","314,241,000","335,852,000","356,126,000","398,693,000","419,544,000","452,356,000","491,192,000","480,153,000","499,826,000","501,197,000","514,343,000","530,802,000","549,853,000","577,258,000","608,860,000","614,571,000","624,907,000","639,451,000","672,140,000","383,968,000","385,552,000","366,583,000","408,318,000","413,972,000","413,931,000","408,693,000","419,931,000","430,269,000","439,921,000","438,501,000","461,097,000","469,116,000","446,193,000","465,932,000","477,144,000","478,033,000","489,489,000","489,258,000","484,195,000","423,546,000","402,203,000","560,657,000","519,884,000"
