name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,03/31/1992,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,03/31/1987
TotalAssets,"1,560,019,000","1,573,249,000","1,549,832,000","1,546,224,000","1,566,283,000","1,569,853,000","1,550,550,000","1,515,976,000","1,503,610,000","1,591,619,000","1,605,339,000","1,622,503,000","1,580,992,000","1,610,947,000","1,428,895,000","1,357,577,000","1,162,444,000","1,113,013,000","1,025,932,000","923,329,000","815,190,000","803,755,000","761,115,000","707,933,000","697,400,000","675,989,000","648,479,000","644,254,000","613,228,000","634,311,000","564,472,000","551,454,000","552,362,000","553,864,000","533,360,000","538,044,000","529,753,000","516,946,000","515,833,000","489,478,000","429,464,000","411,182,000","381,007,000","401,294,000","412,861,000","303,300,000","293,117,000","278,885,000","272,415,000","262,167,000","201,819,000","165,188,000","146,579,000","141,167,000","141,606,000","126,599,000","126,895,000","108,510,000","59,294,000","55,604,000","49,052,000","47,352,000","30,880,000","29,998,000","27,449,000","27,981,000","30,495,000","30,306,000","32,377,000","31,335,000","29,668,000","24,730,000","21,407,000","11,971,000","11,494,000","11,370,000","11,033,000","9,966,000","9,834,000","10,411,000","10,525,000","10,426,000","10,581,000","11,309,000","5,200,000","6,562,000","9,869,000","12,219,000","15,135,000","13,389,000","21,900,000","28,500,000","19,200,000","16,500,000","14,200,000","14,800,000","14,400,000","15,900,000","19,600,000","22,600,000","19,000,000","19,800,000","21,100,000","20,400,000","24,800,000","26,100,000","26,200,000","27,500,000","27,200,000","27,500,000","29,100,000","31,900,000","32,800,000","28,100,000","24,700,000","24,700,000","23,100,000","21,100,000","21,100,000","19,900,000","11,600,000","10,300,000","9,400,000","10,000,000","12,900,000","9,800,000","11,800,000"
	CurrentAssets,"339,569,000","366,564,000","355,471,000","347,004,000","361,224,000","361,898,000","346,968,000","327,929,000","319,118,000","363,934,000","380,489,000","370,174,000","352,547,000","427,380,000","348,692,000","328,229,000","290,867,000","252,932,000","240,774,000","194,120,000","217,024,000","209,869,000","185,383,000","145,396,000","139,254,000","116,830,000","93,240,000","87,662,000","82,995,000","103,861,000","94,285,000","81,097,000","105,815,000","102,349,000","84,475,000","81,849,000","89,895,000","81,669,000","76,426,000","68,601,000","74,785,000","63,817,000","54,383,000","66,715,000","81,079,000","60,782,000","51,969,000","54,916,000","53,433,000","46,515,000","64,626,000","32,982,000","29,209,000","25,524,000","28,861,000","26,385,000","29,828,000","59,405,000","26,560,000","22,379,000","15,973,000","13,899,000","11,060,000","9,982,000","10,651,000","10,679,000","12,627,000","12,170,000","13,903,000","12,686,000","8,461,000","13,473,000","9,980,000","10,066,000","9,465,000","9,413,000","9,239,000","8,196,000","8,222,000","8,823,000","8,989,000","8,867,000","9,076,000","9,976,000","3,951,000","5,256,000","7,999,000","10,065,000","12,647,000","10,653,000","13,700,000","20,400,000","10,500,000","7,900,000","5,300,000","5,800,000","6,600,000","8,700,000","9,600,000","12,000,000","7,800,000","8,100,000","11,000,000","10,000,000","10,300,000","10,900,000","10,400,000","10,900,000","11,100,000","10,800,000","11,600,000","14,100,000","16,000,000","15,300,000","12,100,000","12,300,000","13,000,000","9,800,000","9,600,000","8,200,000","6,500,000","5,300,000","4,300,000","4,900,000","8,300,000","5,300,000","7,400,000"
		CashCashEquivalentsAndShortTermInvestments,"92,137,000","116,088,000","101,013,000","98,935,000","122,403,000","130,054,000","112,545,000","108,672,000","71,090,000","77,671,000","129,037,000","107,070,000","96,416,000","178,958,000","155,468,000","134,672,000","130,254,000","89,487,000","102,258,000","81,310,000","123,455,000","117,223,000","102,781,000","80,918,000","71,328,000","58,717,000","34,214,000","28,397,000","27,462,000","52,581,000","48,676,000","34,330,000","58,573,000","57,475,000","37,718,000","36,101,000","43,783,000","37,420,000","30,997,000","26,771,000","37,870,000","25,201,000","15,604,000","25,407,000","39,313,000","29,697,000","18,014,000","28,391,000","23,150,000","21,026,000","32,226,000","15,030,000","12,249,000","11,011,000","13,246,000","12,074,000","13,565,000","49,466,000","15,874,000","11,640,000","6,521,000","5,013,000","5,334,000","4,432,000","6,246,000","6,733,000","5,817,000","4,915,000","6,913,000","5,843,000","4,556,000","9,665,000","5,961,000","7,915,000","7,170,000","6,779,000","5,703,000","4,993,000","5,501,000","6,254,000","6,013,000","6,167,000","6,537,000","7,507,000","1,794,000","3,060,000","4,937,000","6,501,000","9,231,000","7,055,000","6,600,000","11,700,000","1,100,000","1,000,000","1,000,000","900,000","2,600,000","4,000,000","5,600,000","6,600,000","2,100,000","1,600,000","4,100,000","900,000","700,000","800,000","500,000","900,000","1,000,000","1,300,000","1,800,000","1,700,000","1,400,000","1,100,000","500,000","1,100,000","1,400,000","1,000,000","1,100,000","1,100,000","400,000","500,000","300,000","800,000","200,000","500,000","1,000,000"
			CashAndCashEquivalents,"75,943,000","99,625,000","87,671,000","85,069,000","99,578,000","105,035,000","88,023,000","77,315,000","61,854,000","73,228,000","124,242,000","102,210,000","76,999,000","147,766,000","134,987,000","113,410,000","111,898,000","63,895,000","96,734,000","68,449,000","120,195,000","114,118,000","99,806,000","78,014,000","69,020,000","57,179,000","33,200,000","27,423,000","27,197,000","52,300,000","47,350,000","32,903,000","57,728,000","56,674,000","36,889,000","35,394,000","43,005,000","36,449,000","29,491,000","25,313,000","37,140,000","23,696,000","13,941,000","23,627,000","35,589,000","23,397,000","11,263,000","20,891,000","20,418,000","19,227,000","30,857,000","11,876,000","11,772,000","9,475,000","13,246,000","12,074,000","13,565,000","49,466,000","15,874,000","11,640,000","6,521,000","5,013,000","5,334,000","4,432,000","6,246,000","6,733,000","5,817,000","4,915,000","6,913,000","5,843,000","4,556,000","9,665,000","5,961,000","7,915,000","7,170,000","6,779,000","5,703,000","4,993,000","5,501,000","6,254,000","6,013,000","6,167,000","6,537,000","7,507,000","1,794,000","3,060,000","4,937,000","6,501,000","9,231,000","7,055,000","6,600,000","11,700,000","1,100,000","1,000,000","1,000,000","900,000","2,600,000","4,000,000","5,600,000","6,600,000","2,100,000","1,600,000","4,100,000","900,000","700,000","800,000","500,000","900,000","1,000,000","1,300,000","1,800,000","1,700,000","1,400,000","1,100,000","500,000","1,100,000","1,400,000","1,000,000","1,100,000","1,100,000","400,000","500,000","300,000","800,000","200,000","500,000","1,000,000"
			OtherShortTermInvestments,"16,194,000","16,463,000","13,342,000","13,866,000","22,825,000","25,019,000","24,522,000","31,357,000","9,236,000","4,443,000","4,795,000","4,860,000","19,417,000","31,192,000","20,481,000","21,262,000","18,356,000","25,592,000","5,524,000","12,861,000","3,260,000","3,105,000","2,975,000","2,904,000","2,308,000","1,538,000","1,014,000","974,000","265,000","281,000","1,326,000","1,427,000","845,000","801,000","829,000","707,000","778,000","971,000","1,506,000","1,458,000","730,000","1,505,000","1,663,000","1,780,000","3,724,000","6,300,000","6,751,000","7,500,000","2,732,000","1,799,000","1,369,000","3,154,000","477,000","1,536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"160,269,000","164,827,000","171,031,000","165,666,000","160,492,000","156,879,000","164,460,000","155,968,000","162,683,000","191,428,000","177,335,000","188,468,000","174,866,000","191,235,000","160,925,000","153,997,000","121,636,000","121,863,000","106,758,000","86,193,000","69,901,000","64,376,000","62,500,000","54,460,000","58,743,000","49,210,000","47,166,000","47,217,000","44,869,000","43,311,000","38,361,000","40,416,000","42,210,000","40,730,000","40,374,000","38,500,000","39,533,000","39,117,000","37,203,000","33,096,000","29,351,000","31,133,000","31,242,000","32,829,000","35,173,000","26,028,000","28,816,000","24,402,000","26,025,000","22,861,000","18,660,000","16,394,000","15,918,000","13,562,000","14,314,000","13,198,000","15,043,000","8,809,000","9,658,000","9,704,000","8,691,000","7,973,000","5,002,000","5,071,000","3,885,000","3,502,000","3,241,000","3,687,000","3,430,000","3,256,000","3,027,000","3,145,000","3,534,000","1,787,000","1,822,000","2,015,000","3,323,000","2,863,000","2,135,000","2,153,000","2,722,000","2,447,000","2,293,000","2,022,000","1,662,000","1,980,000","2,826,000","3,373,000","3,329,000","3,097,000","6,900,000","8,300,000","9,100,000","6,700,000","4,000,000","4,800,000","3,800,000","4,600,000","3,800,000","5,200,000","5,400,000","6,200,000","6,100,000","8,100,000","7,600,000","8,000,000","7,500,000","7,600,000","7,600,000","6,900,000","7,000,000","9,700,000","10,600,000","11,300,000","8,900,000","8,300,000","8,500,000","6,800,000","6,500,000","5,100,000","4,800,000","3,300,000","2,400,000","1,900,000","5,800,000","3,300,000","5,600,000"
			AccountsReceivable,"151,793,000","153,609,000","146,623,000","142,360,000","146,568,000","142,847,000","132,089,000","129,768,000","135,889,000","153,565,000","165,397,000","175,323,000","162,155,000","174,340,000","153,171,000","148,317,000","117,443,000","117,838,000","102,813,000","83,345,000","68,424,000","62,713,000","60,795,000","52,816,000","56,503,000","47,171,000","47,166,000","47,217,000","44,869,000","41,100,000","38,361,000","40,416,000","42,210,000","39,070,000","40,374,000","38,500,000","39,533,000","37,298,000","37,203,000","33,096,000","29,351,000","31,133,000","31,242,000","32,829,000","35,173,000","26,028,000","28,816,000","24,402,000","26,025,000","22,861,000","18,660,000","16,394,000","15,918,000","13,562,000","14,314,000","13,198,000","15,043,000","8,809,000","9,658,000","9,704,000","8,691,000","7,973,000","5,002,000","5,071,000","3,885,000","3,502,000","3,241,000","3,687,000","3,430,000","3,256,000","3,027,000","3,145,000","3,534,000","1,787,000","1,822,000","2,015,000","3,323,000","2,863,000","2,135,000","2,153,000","2,722,000","2,447,000","2,293,000","2,010,000","1,650,000",,,,,"3,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"171,018,000","173,483,000","166,112,000","161,799,000","167,112,000","165,538,000","153,997,000","150,402,000","156,068,000","175,261,000","186,408,000","185,308,000","168,774,000","181,309,000","159,553,000","154,386,000","122,581,000","121,981,000","106,373,000","86,701,000","71,386,000","65,546,000","62,704,000","54,627,000","57,549,000","50,559,000","49,572,000","48,666,000","46,398,000","42,719,000","39,970,000","41,866,000","43,353,000","40,119,000","42,167,000","40,095,000","40,608,000","38,455,000","38,519,000","34,291,000","30,572,000","32,852,000","33,241,000","34,595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-19,225,000","-19,874,000","-19,489,000","-19,439,000","-20,544,000","-22,691,000","-21,908,000","-20,634,000","-20,179,000","-21,696,000","-21,011,000","-9,985,000","-6,619,000","-6,969,000","-6,382,000","-6,069,000","-5,138,000","-4,143,000","-3,560,000","-3,356,000","-2,962,000","-2,833,000","-1,909,000","-1,811,000","-1,046,000","-3,388,000","-2,406,000","-1,449,000","-1,529,000","-1,619,000","-1,609,000","-1,450,000","-1,143,000","-1,049,000","-1,793,000","-1,595,000","-1,075,000","-1,157,000","-1,316,000","-1,195,000","-1,221,000","-1,719,000","-1,999,000","-1,766,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,"8,341,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
