name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,03/31/1992,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,03/31/1987
			AccruedInterestReceivable,"354,000","206,000","206,000","74,000","74,000","355,000","352,000","291,000","292,000","176,000","304,000","279,000","242,000","233,000","247,000","197,000","315,000","515,000","410,000","12,000","155,000","372,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"3,261,000","5,058,000","5,027,000","4,734,000","5,181,000","4,588,000","7,588,000","7,977,000","7,701,000","6,499,000","6,131,000","5,492,000","5,380,000","6,409,000","5,035,000","2,829,000","2,522,000","2,218,000","2,158,000","1,613,000","554,000","375,000","760,000","677,000","1,243,000","1,018,000",,,,"1,273,000",,,,"940,000",,,,"864,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,"973,000","1,346,000","1,371,000","280,000","284,000","441,000","607,000","768,000","916,000","945,000","967,000","997,000","1,021,000",,,,"938,000",,,,"720,000",,,,"955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"4,861,000","5,954,000","19,175,000","18,498,000","8,669,000","9,089,000","24,431,000","17,932,000","18,801,000","31,188,000","5,503,000","7,374,000","7,089,000","939,000","1,126,000","1,283,000","1,076,000","1,008,000","936,000","616,000","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","12,000","12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","500,000","600,000","700,000","900,000","900,000","1,000,000","1,000,000","1,100,000","1,200,000","1,000,000","1,700,000","900,000","700,000","800,000","1,800,000","1,400,000","1,700,000","1,600,000","1,100,000","1,300,000","1,400,000","2,000,000","1,900,000","1,200,000","600,000"
		PrepaidAssets,"71,016,000","70,520,000","68,307,000","68,402,000","64,892,000","57,017,000","52,918,000","47,947,000","53,239,000","51,021,000","48,325,000","43,975,000","43,385,000","41,271,000","24,147,000","27,063,000","26,074,000","29,347,000","12,427,000","11,826,000","11,716,000","10,276,000","10,718,000","9,507,000","8,527,000","8,290,000",,,,"5,618,000",,,,"3,824,000",,,,"3,189,000",,,,,,,,,,,,,,,,,,,"1,220,000","1,130,000",,,,"913,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"11,899,000","11,126,000","10,324,000","11,020,000","11,001,000","12,625,000","12,659,000","12,383,000","30,049,000","40,017,000","22,440,000","27,034,000","33,138,000","14,808,000","7,254,000","12,035,000","12,637,000","12,075,000","19,172,000","14,266,000","11,249,000","17,217,000","8,975,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000","3,000,000","3,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,"405,000","910,000","502,000","554,000","593,000","646,000","664,000","681,000","710,000","734,000","749,000","744,000","832,000",,,,,,,,,,,,,,"802,000","2,115,000","2,021,000","2,113,000","997,000","1,400,000","0","256,000","1,442,000","2,047,000","1,899,000","1,835,000","1,594,000","2,632,000","2,817,000","2,981,000","3,127,000","3,174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,000","2,115,000","2,021,000","2,113,000","997,000","1,400,000","0","256,000","1,442,000","2,047,000","1,899,000","1,835,000","1,594,000","2,632,000","2,817,000","2,981,000","3,127,000","3,174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"3,843,000","3,093,000","4,294,000","2,427,000","1,843,000","4,677,000","3,722,000","2,278,000","1,347,000","3,063,000","2,603,000","2,883,000","3,910,000","1,108,000","898,000","462,000","266,000","160,000","159,000","525,000","703,000","777,000","409,000","511,000","656,000","613,000","11,058,000","9,933,000","8,643,000","238,000","6,251,000","4,951,000","5,032,000","64,000","4,941,000","5,201,000","4,680,000","108,000","6,632,000","6,102,000","4,747,000","4,502,000","4,410,000","5,305,000","6,593,000","5,057,000","5,139,000","2,123,000","4,258,000","2,628,000","13,740,000","1,558,000","1,042,000","951,000","1,301,000","1,113,000","0","0","1,028,000","1,035,000","761,000","0","724,000","479,000","520,000","444,000","569,000","568,000","560,000","587,000","878,000","663,000","485,000","364,000","473,000","619,000","213,000","340,000","586,000","416,000","254,000","253,000","246,000","447,000","495,000","216,000","236,000","191,000","87,000","501,000","200,000","400,000","300,000","200,000","300,000","100,000","200,000","100,000","200,000","200,000","200,000","200,000","300,000","400,000","1,300,000","1,200,000","1,500,000","1,400,000","1,500,000","1,500,000","1,600,000","1,700,000","2,300,000","2,000,000","2,000,000","2,100,000","1,300,000","600,000","300,000","400,000","200,000","200,000","200,000","200,000","400,000","300,000","200,000"
	TotalNonCurrentAssets,"1,220,450,000","1,206,685,000","1,194,361,000","1,199,220,000","1,205,059,000","1,207,955,000","1,203,582,000","1,188,047,000","1,184,492,000","1,227,685,000","1,224,850,000","1,252,329,000","1,228,445,000","1,183,567,000","1,080,203,000","1,029,348,000","871,577,000","860,081,000","785,158,000","729,209,000","598,166,000","593,886,000","575,732,000","562,537,000","558,146,000","559,159,000","555,239,000","556,592,000","530,233,000","530,450,000","470,187,000","470,357,000","446,547,000","451,515,000","448,885,000","456,195,000","439,858,000","435,277,000","439,407,000","420,877,000","354,679,000","347,365,000","326,624,000","334,579,000","331,782,000","242,518,000","241,148,000","223,969,000","218,982,000","215,652,000","137,193,000","132,206,000","117,370,000","115,643,000","112,745,000","100,214,000","97,067,000","49,105,000","32,734,000","33,225,000","33,079,000","33,453,000","19,820,000","20,016,000","16,798,000","17,302,000","17,868,000","18,136,000","18,474,000","18,649,000","21,207,000","11,257,000","11,427,000","1,905,000","2,029,000","1,957,000","1,794,000","1,770,000","1,612,000","1,588,000","1,536,000","1,559,000","1,505,000","1,333,000","1,249,000","1,306,000","1,870,000","2,154,000","2,488,000","2,736,000","8,200,000","8,100,000","8,700,000","8,600,000","8,900,000","9,000,000","7,800,000","7,200,000","10,000,000","10,600,000","11,200,000","11,700,000","10,100,000","10,400,000","14,500,000","15,200,000","15,800,000","16,600,000","16,100,000","16,700,000","17,500,000","17,800,000","16,800,000","12,800,000","12,600,000","12,400,000","10,100,000","11,300,000","11,500,000","11,700,000","5,100,000","5,000,000","5,100,000","5,100,000","4,600,000","4,500,000","4,400,000"
		NetPPE,"71,593,000","64,410,000","65,060,000","65,125,000","64,268,000","64,893,000","62,129,000","63,057,000","63,470,000","67,965,000","69,605,000","70,269,000","69,017,000","50,294,000","45,648,000","41,061,000","40,647,000","41,704,000","41,430,000","40,939,000","38,823,000","37,061,000","36,187,000","34,507,000","34,154,000","34,088,000","33,583,000","32,250,000","28,121,000","24,661,000","22,648,000","21,148,000","8,309,000","8,528,000","8,819,000","9,226,000","9,676,000","10,082,000","10,383,000","10,319,000","9,399,000","8,834,000","8,718,000","9,171,000","9,287,000","7,806,000","7,991,000","7,705,000","7,757,000","7,865,000","5,142,000","4,668,000","4,143,000","3,774,000","3,539,000","3,427,000","3,470,000","3,356,000","2,201,000","2,169,000","2,162,000","2,183,000","1,598,000","1,676,000","1,408,000","1,488,000","1,498,000","1,559,000","1,614,000","1,450,000","1,359,000","1,364,000","1,469,000","1,353,000","1,355,000","1,371,000","1,181,000","1,131,000","909,000","894,000","831,000","869,000","904,000","838,000","887,000","904,000","1,438,000","1,634,000","1,882,000","2,059,000","1,800,000","1,900,000","1,900,000","1,800,000","1,900,000","2,100,000","1,900,000","2,000,000","2,100,000","2,200,000","2,400,000","2,700,000","2,700,000","2,900,000","2,900,000","3,200,000","3,300,000","3,600,000","3,900,000","4,200,000","4,400,000","4,500,000","4,400,000","3,700,000","3,600,000","3,600,000","3,100,000","1,800,000","1,900,000","2,000,000","1,400,000","1,400,000","1,500,000","1,600,000","1,900,000","2,100,000","2,200,000"
			GrossPPE,"71,593,000","91,919,000","65,060,000","65,125,000","64,268,000","90,908,000","62,129,000","63,057,000","63,470,000","87,809,000","69,605,000","70,269,000","69,017,000","68,696,000",,,,"57,522,000",,,,"57,669,000",,,,"50,142,000",,,,"37,834,000",,,,"23,278,000",,,,"22,418,000",,,,"18,929,000",,,,"15,773,000",,,,"13,377,000",,,,"7,726,000","6,729,000","6,617,000","6,660,000","6,546,000","4,672,000","4,640,000","4,633,000","4,654,000","3,545,000","3,623,000","3,355,000","3,435,000","2,999,000","3,060,000","3,115,000","2,951,000","2,430,000","2,435,000","2,540,000","2,424,000","2,093,000","2,109,000","1,919,000","1,869,000","1,371,000","1,356,000","1,293,000","1,331,000","1,138,000","1,072,000",,"1,138,000","10,009,000","9,720,000","10,556,000","10,489,000","2,900,000","10,300,000","10,100,000","9,600,000","9,200,000","9,400,000","8,700,000","8,800,000","8,900,000","8,400,000","8,300,000","8,200,000","11,500,000","11,200,000","9,300,000","9,600,000","9,700,000","10,000,000","9,200,000","9,500,000","9,700,000","10,900,000","10,800,000","10,100,000","10,000,000","10,000,000","9,600,000","4,800,000","4,900,000","5,000,000","4,000,000","4,000,000","4,100,000","4,200,000","4,100,000","3,800,000","3,500,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"17,515,000",,,,"17,581,000",,,,"17,674,000",,,,"17,674,000",,,,"12,836,000",,,,"7,986,000",,,,"6,545,000",,,,"3,924,000",,,,"59,000",,,,"66,000",,,,"67,000",,,,"80,000",,,,"105,000",,,,"100,000",,,,"125,000",,,,"78,000",,,,"109,000",,,,"113,000",,,,"108,000",,,,"103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"28,569,000",,,,"26,564,000",,,,"26,475,000",,,,"25,283,000",,,,"23,749,000",,,,"22,607,000",,,,"20,741,000",,,,"3,912,000",,,,"3,119,000",,,,"3,103,000",,,,"3,362,000",,,,"2,992,000",,,,"2,271,000",,,,"1,838,000",,,,"1,911,000",,,,"907,000",,,,"397,000",,,,"437,000",,,,"358,000",,,,"178,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"34,679,000",,,,"33,628,000",,,,"23,206,000",,,,"24,398,000",,,,"19,502,000",,,,"25,611,000",,,,"21,617,000",,,,"18,109,000",,,,"17,452,000",,,,"16,617,000",,,,"13,755,000",,,,"11,136,000",,,,"9,444,000",,,,"5,788,000",,,,"4,510,000",,,,"3,669,000",,,,"2,929,000",,,,"2,401,000",,,,"1,958,000",,,,"1,588,000",,,,"1,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"71,593,000","10,051,000","65,060,000","65,125,000","64,268,000","12,372,000","62,129,000","63,057,000","63,470,000","19,544,000","69,605,000","70,269,000","69,017,000",,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"11,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,441,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
