name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,12/31/1996
TotalAssets,"919,195,000","1,014,487,000","1,004,990,000","967,849,000","944,719,000","903,339,000","876,068,000","853,777,000","827,439,000","803,896,000","636,410,000","620,389,000","600,505,000","588,697,000","604,427,000","588,027,000","604,434,000","621,074,000","624,483,000","601,538,000","588,660,000","555,338,000","535,288,000","509,506,000","492,796,000","487,537,000","473,490,000","499,519,000","507,174,000","493,663,000","519,416,000","517,589,000","521,329,000","501,421,000","483,639,000","449,897,000","426,649,000","399,130,000","416,602,000","479,614,000","450,253,000","432,919,000","440,488,000","454,308,000","436,973,000","433,070,000","403,347,000","392,081,000","374,171,000","344,567,000","318,837,000","294,157,000","294,315,000","313,078,000","368,779,000","375,980,000","347,614,000","335,099,000","302,263,000","278,209,000","271,159,000","260,859,000","255,671,000","245,736,000","250,334,000","236,921,000","229,590,000","220,766,000","220,480,000","235,432,000","238,639,000","230,384,000","220,287,000","211,162,000","196,829,000","178,624,000","171,536,000","161,694,000","153,538,000","145,914,000","139,974,000","135,665,000","133,196,000","131,106,000","132,680,000","127,391,000","117,539,000","112,986,000","105,624,000","98,571,000","90,941,000","79,516,000","72,288,000","65,054,000","59,813,000","55,158,000","50,945,000","48,600,000","27,400,000","22,400,000","19,500,000"
	CurrentAssets,"592,501,000","686,815,000","703,347,000","667,545,000","642,312,000","601,232,000","592,947,000","577,228,000","560,442,000","541,339,000","374,656,000","360,002,000","341,119,000","332,432,000","348,833,000","332,967,000","349,635,000","364,534,000","346,923,000","342,026,000","333,053,000","318,502,000","298,555,000","269,471,000","249,408,000","240,403,000","223,312,000","257,810,000","262,334,000","265,912,000","292,079,000","295,727,000","301,092,000","277,422,000","251,383,000","216,468,000","191,111,000","164,864,000","186,937,000","208,600,000","280,669,000","250,101,000","267,907,000","276,733,000","255,733,000","261,510,000","249,898,000","239,672,000","221,302,000","215,875,000","213,467,000","211,586,000","215,792,000","233,968,000","278,738,000","286,620,000","256,231,000","243,607,000","217,401,000","193,063,000","186,936,000","173,720,000","169,120,000","159,080,000","166,787,000","160,375,000","157,216,000","155,299,000","153,700,000","166,408,000","178,534,000","170,788,000","160,544,000","156,120,000","172,393,000","155,926,000","150,867,000","140,686,000","133,218,000","125,262,000","117,977,000","112,483,000","108,641,000","106,233,000","107,722,000","104,894,000","99,220,000","99,993,000","93,601,000","88,099,000","82,140,000","71,451,000","65,340,000","58,715,000","53,236,000","48,960,000","44,613,000","42,900,000","22,200,000","17,800,000","14,700,000"
		CashCashEquivalentsAndShortTermInvestments,"444,043,000","530,352,000","548,941,000","515,258,000","491,339,000","449,192,000","443,940,000","445,881,000","422,642,000","411,088,000","244,811,000","229,766,000","218,696,000","228,588,000","248,317,000","246,681,000","257,697,000","282,891,000","263,742,000","253,995,000","250,088,000","250,457,000","226,563,000","202,234,000","185,154,000","173,861,000","150,957,000","170,885,000","173,197,000","175,283,000","213,864,000","212,414,000","217,651,000","202,107,000","180,169,000","145,056,000","119,019,000","95,160,000","110,352,000","133,428,000","214,010,000","180,735,000","197,510,000","203,585,000","169,764,000","183,022,000","180,122,000","172,048,000","147,424,000","155,541,000","153,216,000","157,583,000","149,511,000","173,835,000","225,293,000","237,510,000","213,066,000","204,174,000","175,664,000","147,363,000","135,316,000","127,443,000","122,948,000","117,753,000","132,184,000","126,079,000","114,881,000","113,706,000","111,395,000","122,346,000","138,969,000","130,056,000","118,642,000","115,320,000","130,114,000","116,881,000","113,090,000","109,400,000","103,622,000","96,378,000","84,044,000","76,865,000","67,003,000","67,463,000","66,200,000","63,434,000","60,735,000","65,687,000","63,395,000","61,672,000","60,817,000","51,514,000","48,855,000","44,418,000","38,201,000","32,658,000","29,012,000","25,600,000","5,800,000","3,900,000","3,300,000"
			CashAndCashEquivalents,"170,624,000","158,117,000","262,435,000","297,481,000","343,272,000","258,874,000","232,014,000","251,325,000","190,459,000","178,690,000","80,162,000","99,491,000","125,795,000","134,137,000","148,551,000","148,187,000","121,327,000","93,655,000","50,700,000","32,649,000","46,335,000","62,134,000","95,890,000","105,343,000","94,735,000","90,092,000","59,735,000","75,941,000","85,637,000","60,708,000","60,720,000","79,060,000","83,967,000","92,928,000","78,118,000","85,426,000","69,489,000","63,394,000","74,747,000","73,360,000","147,155,000","139,836,000","148,578,000","170,494,000","137,694,000","155,667,000","164,083,000","159,775,000","125,295,000","134,974,000","150,024,000","152,652,000","144,566,000","167,472,000","218,301,000","237,505,000","197,096,000","118,353,000","162,402,000","137,325,000","130,811,000","124,937,000","101,505,000","91,462,000","101,224,000","109,879,000","100,143,000","106,496,000","104,985,000","119,596,000","129,969,000","119,001,000","111,048,000","110,271,000","117,942,000","95,979,000","88,001,000","77,524,000","74,756,000","60,738,000","65,338,000","62,141,000","42,584,000","38,805,000","41,975,000","36,462,000","40,176,000","43,072,000","33,398,000","27,883,000","25,971,000","7,882,000","11,436,000","24,176,000","10,708,000","6,481,000","5,596,000","25,600,000","5,800,000","3,900,000","3,300,000"
			OtherShortTermInvestments,"273,419,000","372,235,000","286,506,000","217,777,000","148,067,000","190,318,000","211,926,000","194,556,000","232,183,000","232,398,000","164,649,000","130,275,000","92,901,000","94,451,000","99,766,000","98,494,000","136,370,000","189,236,000","213,042,000","221,346,000","203,753,000","188,323,000","130,673,000","96,891,000","90,419,000","83,769,000","91,222,000","94,944,000","87,560,000","114,575,000","153,144,000","133,354,000","133,684,000","109,179,000","102,051,000","59,630,000","49,530,000","31,766,000","35,605,000","60,068,000","66,855,000","40,899,000","48,932,000","33,091,000","32,070,000","27,355,000","16,039,000","12,273,000","22,129,000","20,567,000","3,192,000","4,931,000","4,945,000","6,363,000","6,992,000","5,000","15,970,000","85,821,000","13,262,000","10,038,000","4,505,000","2,506,000","21,443,000","26,291,000","30,960,000","16,200,000","14,738,000","7,210,000","6,410,000","2,750,000","9,000,000","11,055,000","7,594,000","5,049,000","12,172,000","20,902,000","25,089,000","31,876,000","28,866,000","35,640,000","18,706,000","14,724,000","24,419,000","28,658,000","24,225,000","26,972,000","20,559,000","22,615,000","29,997,000","33,789,000","34,846,000","43,632,000","37,419,000","20,242,000","27,493,000","26,177,000","23,416,000",,,,
		Receivables,"30,658,000","41,393,000","38,872,000","41,352,000","42,257,000","35,910,000","32,282,000","16,951,000","28,539,000","31,168,000","31,133,000","31,645,000","25,483,000","14,748,000","15,195,000","8,397,000","18,773,000","18,453,000","18,882,000","20,361,000","17,044,000","10,135,000","15,739,000","15,266,000","12,019,000","8,646,000","11,061,000","13,212,000","12,631,000","10,186,000","11,982,000","20,883,000","21,147,000","20,429,000","15,101,000","23,432,000","22,170,000","18,938,000","11,106,000","17,966,000","16,696,000","10,021,000","10,330,000","11,760,000","13,314,000","5,713,000","12,925,000","23,032,000","27,586,000","21,756,000","30,440,000","24,374,000","28,172,000","23,042,000","16,974,000","18,061,000","17,296,000","14,221,000","14,652,000","14,322,000","17,784,000","10,489,000","13,668,000","15,509,000","13,749,000","13,488,000","14,749,000","11,929,000","10,156,000","12,230,000","9,617,000","13,052,000","13,290,000","10,326,000","11,944,000","11,126,000","9,604,000","8,522,000","8,800,000","8,310,000","7,641,000","5,124,000","9,278,000","7,208,000","9,357,000","9,189,000","11,196,000","9,447,000","8,760,000","9,682,000","9,474,000","7,700,000","6,021,000","4,640,000","5,578,000","5,097,000","6,469,000","6,200,000","6,900,000","5,300,000","2,800,000"
			AccountsReceivable,"30,658,000","41,393,000","38,872,000","41,352,000","42,257,000","35,910,000","29,447,000","12,872,000","20,597,000","24,274,000","25,819,000","25,468,000","20,545,000","11,072,000","13,742,000","6,843,000","17,727,000","16,798,000","17,192,000","18,697,000","15,046,000","6,961,000","14,679,000","14,010,000","11,294,000","7,818,000","11,061,000","13,212,000","12,631,000","10,186,000","10,381,000","16,443,000","16,421,000","12,389,000","15,101,000","15,772,000","14,739,000","7,326,000","11,106,000","17,966,000","16,696,000","9,396,000","10,330,000","8,070,000","13,314,000","5,713,000","7,925,000","18,282,000","27,586,000","21,756,000","20,440,000","14,374,000","18,172,000","13,042,000","16,974,000","18,061,000","17,296,000","14,221,000","14,652,000","14,322,000","17,784,000","10,489,000","13,668,000","15,509,000","13,749,000","13,488,000","14,749,000","11,929,000","10,156,000","12,230,000","9,617,000","13,052,000","13,290,000","10,326,000","11,944,000","11,126,000","9,604,000","8,522,000","8,800,000","8,310,000","7,641,000","5,124,000","9,278,000","7,208,000","9,357,000","9,189,000","11,196,000","9,447,000","8,760,000","9,682,000","9,474,000","7,700,000","6,021,000","4,640,000","5,578,000","5,097,000","6,469,000",,,,
				GrossAccountsReceivable,"82,463,000","87,503,000","91,299,000","78,759,000","73,382,000","66,703,000","65,427,000","53,118,000","64,232,000","61,036,000","26,582,000","26,231,000","21,071,000","54,055,000","61,197,000","7,594,000","18,466,000","17,532,000","17,926,000","19,302,000","15,571,000","7,486,000","15,300,000","14,521,000","11,294,000","7,818,000","11,380,000","13,372,000","12,817,000","10,377,000","10,576,000","16,548,000","16,526,000","12,509,000","15,221,000","15,867,000","14,966,000","7,573,000","11,398,000","18,223,000","16,912,000","9,611,000","10,532,000","8,382,000","13,611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-51,805,000","-46,110,000","-52,427,000","-37,407,000","-31,125,000","-30,793,000","-35,980,000","-40,246,000","-43,635,000","-36,762,000","-763,000","-763,000","-526,000","-42,983,000","-47,455,000","-751,000","-739,000","-734,000","-734,000","-605,000","-525,000","-525,000","-621,000","-511,000",,,"-319,000","-160,000","-186,000","-191,000","-195,000","-105,000","-105,000","-120,000","-120,000","-95,000","-227,000","-247,000","-292,000","-257,000","-216,000","-215,000","-202,000","-312,000","-297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
