name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"5,126,500,000","1,239,500,000","1,359,600,000","1,358,300,000","1,169,100,000","1,043,800,000","1,057,000,000","1,132,300,000","665,200,000","822,400,000","871,300,000","821,000,000","722,800,000","690,900,000","676,100,000","729,500,000","669,700,000","648,000,000","648,200,000","724,800,000","659,300,000","722,100,000","769,500,000","832,400,000","804,400,000","721,000,000","767,300,000","880,000,000","764,400,000","739,500,000","745,500,000","827,400,000","715,000,000","701,900,000","678,100,000","735,500,000","660,600,000","390,100,000","341,102,000","347,944,000","329,461,000","384,393,000","366,803,000","383,085,000","342,212,000","325,838,000","292,703,000","295,785,000","263,044,000","253,889,000","244,794,000","224,082,000","185,176,000","177,104,000","189,121,000","252,814,000","238,661,000","247,222,000","288,954,000","294,094,000","257,642,000","266,032,000","256,580,000","240,917,000","218,962,000","228,586,000","215,643,000","206,095,000","192,615,000","222,379,000","198,406,000","181,737,000","151,600,000","153,123,000","136,776,000","123,555,000","113,675,000","105,129,000"
	OperatingRevenue,"5,126,500,000","1,239,500,000","1,359,600,000","1,358,300,000","1,169,100,000","1,043,800,000","1,057,000,000","1,132,300,000","665,200,000","822,400,000","871,300,000","821,000,000","722,800,000","690,900,000","676,100,000","729,500,000","669,700,000","648,000,000","648,200,000","724,800,000","659,300,000","722,100,000","769,500,000","832,400,000","804,400,000","721,000,000","767,300,000","880,000,000","764,400,000","739,500,000","745,500,000","827,400,000","715,000,000","701,900,000","678,100,000","735,500,000","660,600,000","390,100,000","341,102,000","347,944,000","329,461,000","384,393,000","366,803,000","383,085,000","342,212,000","325,838,000","292,703,000","295,785,000","263,044,000","253,889,000","244,794,000","224,082,000","185,176,000","177,104,000","189,121,000","252,814,000","238,661,000","247,222,000","288,954,000","294,094,000","257,642,000","266,032,000","256,580,000","240,917,000","218,962,000","228,586,000","215,643,000","206,095,000","192,615,000","222,379,000","198,406,000","181,737,000","151,600,000","153,123,000","136,776,000","123,555,000","113,675,000","105,129,000"
CostOfRevenue,"2,903,900,000","716,700,000","755,100,000","781,200,000","650,900,000","584,900,000","571,800,000","602,100,000","399,300,000","465,300,000","484,900,000","460,400,000","409,400,000","409,100,000","392,900,000","429,500,000","393,600,000","380,100,000","374,900,000","412,600,000","390,700,000","435,500,000","450,100,000","470,300,000","467,500,000","430,000,000","454,200,000","520,400,000","466,900,000","460,800,000","451,400,000","508,900,000","446,700,000","432,400,000","405,200,000","436,800,000","405,700,000","201,700,000","170,606,000","176,709,000","162,578,000","178,407,000","175,635,000","182,491,000","161,194,000","155,528,000","140,880,000","145,031,000","135,003,000","129,080,000","125,953,000","117,373,000","98,845,000","95,243,000","107,752,000","147,323,000","132,645,000","139,141,000","147,966,000","152,484,000","133,073,000","138,373,000","129,835,000","124,894,000","112,446,000","117,332,000","106,997,000","103,577,000","94,080,000","108,136,000","95,624,000","85,657,000","70,787,000","71,784,000","65,060,000","60,170,000","51,140,000","47,495,000"
GrossProfit,"2,222,600,000","522,800,000","604,500,000","577,100,000","518,200,000","458,900,000","485,200,000","530,200,000","265,900,000","357,100,000","386,400,000","360,600,000","313,400,000","281,800,000","283,200,000","300,000,000","276,100,000","267,900,000","273,300,000","312,200,000","268,600,000","286,600,000","319,400,000","362,100,000","336,900,000","291,000,000","313,100,000","359,600,000","297,500,000","278,700,000","294,100,000","318,500,000","268,300,000","269,500,000","272,900,000","298,700,000","254,900,000","188,400,000","170,496,000","171,235,000","166,883,000","205,986,000","191,168,000","200,594,000","181,018,000","170,310,000","151,823,000","150,754,000","128,041,000","124,809,000","118,841,000","106,709,000","86,331,000","81,861,000","81,369,000","105,491,000","106,016,000","108,081,000","140,988,000","141,610,000","124,569,000","127,659,000","126,745,000","116,023,000","106,516,000","111,254,000","108,646,000","102,518,000","98,535,000","114,243,000","102,782,000","96,080,000","80,813,000","81,339,000","71,716,000","63,385,000","62,535,000","57,634,000"
OperatingExpense,"1,340,900,000","341,100,000","363,800,000","334,100,000","301,900,000","277,200,000","298,800,000","354,800,000","217,500,000","251,600,000","307,300,000","243,900,000","236,000,000","224,200,000","231,400,000","219,100,000","224,400,000","217,900,000","200,600,000","221,100,000","216,400,000","229,800,000","216,600,000","233,400,000","240,100,000","217,100,000","224,800,000","250,700,000","248,900,000","227,300,000","220,300,000","233,200,000","220,100,000","208,800,000","200,700,000","218,700,000","212,000,000","144,100,000","119,257,000","107,788,000","119,334,000","119,921,000","105,354,000","103,987,000","98,188,000","95,030,000","80,215,000","82,600,000","74,191,000","72,519,000","71,615,000","64,033,000","57,169,000","55,980,000","56,048,000","62,600,000","69,697,000","78,748,000","73,307,000","74,061,000","69,439,000","73,905,000","65,658,000","62,284,000","59,254,000","64,037,000","54,587,000","59,700,000","53,938,000","64,863,000","58,105,000","53,245,000","47,824,000","50,805,000","46,851,000","40,658,000","35,434,000","35,253,000"
	SellingGeneralAndAdministration,"1,340,900,000","341,100,000","363,800,000","334,100,000","301,900,000","277,200,000","298,800,000","354,800,000","217,500,000","251,600,000","307,300,000","243,900,000","236,000,000","224,200,000","231,400,000","219,100,000","224,400,000","217,900,000","206,400,000","226,400,000","221,300,000","220,200,000","221,000,000","239,200,000","244,700,000","221,800,000","229,400,000","255,400,000","253,700,000","231,500,000","224,900,000","237,600,000","224,700,000","213,300,000","205,200,000","222,800,000","216,100,000","145,100,000","119,257,000","107,788,000","119,334,000","119,921,000","105,354,000","103,987,000","98,188,000","95,030,000","80,215,000","82,600,000","74,191,000","72,519,000","71,615,000","64,033,000","57,169,000","55,980,000","56,048,000","62,600,000","69,697,000","78,748,000","71,659,000","72,458,000","67,879,000","72,790,000","64,961,000","61,044,000","58,303,000","63,197,000","53,835,000","59,073,000","53,425,000","64,059,000","57,203,000","52,594,000","47,582,000","50,317,000","46,547,000","39,881,000","35,296,000","34,977,000"
		GeneralAndAdministrativeExpense,"372,000,000","97,600,000","99,000,000","90,300,000","85,100,000","79,500,000","94,400,000","125,100,000","82,400,000","80,600,000","126,400,000","75,300,000","72,700,000","70,700,000","88,200,000","73,200,000","67,000,000","69,000,000","66,500,000","71,000,000","69,000,000","66,500,000","70,600,000","64,000,000","71,900,000","71,700,000","79,400,000","79,800,000","85,100,000","77,700,000","70,000,000","70,800,000","69,500,000","70,300,000","59,400,000","71,900,000","76,300,000","58,700,000","43,360,000","31,556,000","35,662,000","36,622,000","33,273,000","31,548,000","30,208,000","30,660,000","26,766,000","29,385,000","27,364,000","26,288,000","26,510,000","24,761,000","21,978,000","22,108,000",,,,,,,,,,,,,,,,,,,,,,"13,452,000","11,302,000","9,901,000"
			OtherGandA,"372,000,000","97,600,000","99,000,000","90,300,000","85,100,000","79,500,000","94,400,000","125,100,000","82,400,000","80,600,000","126,400,000","75,300,000","72,700,000","70,700,000","88,200,000","73,200,000","67,000,000","69,000,000","66,500,000","71,000,000","69,000,000","66,500,000","70,600,000","64,000,000","71,900,000","71,700,000","79,400,000","79,800,000","85,100,000","77,700,000","70,000,000","70,800,000","69,500,000","70,300,000","59,400,000","71,900,000","76,300,000","58,700,000","43,360,000","31,556,000","35,662,000","36,622,000","33,273,000","31,548,000","30,208,000","30,660,000","26,766,000","29,385,000","27,364,000","26,288,000","26,510,000","24,761,000","21,978,000","22,108,000",,,,,,,,,,,,,,,,,,,,,,"13,452,000","11,302,000","9,901,000"
		SellingAndMarketingExpense,"968,900,000","243,500,000","264,800,000","243,800,000","216,800,000","197,700,000","204,400,000","229,700,000","135,100,000","171,000,000","180,900,000","168,600,000","163,300,000","153,500,000","143,200,000","145,900,000","157,400,000","148,900,000","139,900,000","155,400,000","152,300,000","153,700,000","150,400,000","175,200,000","172,800,000","150,100,000","150,000,000","175,600,000","168,600,000","153,800,000","154,900,000","166,800,000","155,200,000","143,000,000","145,800,000","150,900,000","139,800,000","86,400,000","75,897,000","76,232,000","83,672,000","83,299,000","72,081,000","72,439,000","67,980,000","64,370,000","53,449,000","53,215,000","46,827,000","46,231,000","45,105,000","39,272,000","35,191,000","33,872,000",,,,,,,,,,,,,,,,,,,,,,"26,429,000","23,994,000","25,076,000"
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,648,000","1,603,000","1,560,000","1,115,000","697,000","1,240,000","951,000","840,000","752,000","627,000","513,000","804,000","902,000","651,000","242,000","488,000","304,000","777,000","138,000","276,000"
