name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
	OtherNonOperatingIncomeExpenses,"-746,000","-177,000","-332,000","-299,000","62,000","-63,000","-187,000","65,000",
PretaxIncome,"-37,551,000","-10,744,000","-399,000","-15,278,000","-18,318,637","-5,981,000","-10,965,000","-5,941,000","-14,343,071"
TaxProvision,"1,805,000","309,000","7,090,000","-5,521,000","0","-1,039,000","1,134,000","6,244,000","22,769"
NetIncomeCommonStockholders,"-65,684,000","-11,670,000","-8,050,000","-9,666,000","-18,318,637","-14,133,000","-25,159,000","-17,800,000","-14,365,840"
	NetIncome,"-41,550,000","-11,670,000","-8,050,000","-10,274,000","-18,318,637","-5,339,000","-12,126,000","-12,185,000","-14,365,840"
		NetIncomeIncludingNoncontrollingInterests,"-39,356,000","-11,053,000","-7,489,000","-9,757,000","-18,318,637","-4,942,000","-12,099,000","-12,185,000","-14,365,840"
			NetIncomeContinuousOperations,"-39,356,000","-11,053,000","-7,489,000","-9,757,000","-18,318,637","-4,942,000","-12,099,000","-12,185,000","-14,365,840"
		MinorityInterests,"-2,194,000","-617,000","-561,000","-517,000","-499,000","-397,000","-27,000","0",
	PreferredStockDividends,,,"0","-608,000","24,742,000","8,794,000","13,033,000","5,615,000",
DilutedNIAvailtoComStockholders,"-65,684,000","-11,670,000","-8,050,000","-9,666,000","-18,318,637","-14,133,000","-25,159,000","-17,800,000","-14,365,840"
BasicEPS,,"-0.06",,"-0.05","-0.201","-0.078",,"-0.099","-0.08"
DilutedEPS,,"-0.06",,"-0.05","-0.201","-0.078",,"-0.099","-0.08"
BasicAverageShares,,"182,833,000",,"176,621,000","180,272,638","180,272,638",,"180,272,638","180,272,638"
DilutedAverageShares,,"182,833,000",,"176,621,000","180,272,638","180,272,638",,"180,272,638","180,272,638"
TotalOperatingIncomeAsReported,"-61,408,000","-13,848,000","-7,672,000","-28,685,000","-4,381,469","-5,931,000","-10,793,000","-6,023,000","-263,837"
TotalExpenses,"264,808,000","64,139,000","61,510,000","82,612,000","4,381,469","44,731,000","56,915,000","45,817,000","263,837"
NetIncomeFromContinuingAndDiscontinuedOperation,"-41,550,000","-11,670,000","-8,050,000","-10,274,000","-18,318,637","-5,339,000","-12,126,000","-12,185,000","-14,365,840"
NormalizedIncome,"-56,250,000","-13,630,200","-13,585,590","-18,969,050","-4,372,987","-5,339,000","-12,126,000","-12,185,000","-3,992,102"
InterestIncome,"103,000","14,000","22,000","56,000","8,482","13,000","15,000","17,000","131,366"
NetInterestIncome,"103,000","14,000","22,000","56,000","8,482","13,000","15,000","17,000","131,366"
EBIT,"-61,408,000","-13,848,000","-7,672,000","-28,685,000","-4,381,469","-5,931,000","-10,793,000","-6,023,000","-263,837"
EBITDA,"-58,766,000"
ReconciledCostOfRevenue,"55,365,000","13,479,000","14,944,000","15,222,000","11,720,000","10,778,000","10,594,000","10,256,000",
ReconciledDepreciation,"2,642,000","1,662,000","375,000","326,000","279,000","258,000","259,000","259,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-41,550,000","-11,670,000","-8,050,000","-10,274,000","-18,318,637","-5,339,000","-12,126,000","-12,185,000","-14,365,840"
TotalUnusualItemsExcludingGoodwill,"24,500,000","3,267,000","7,583,000","13,650,000","-13,945,650",,,,"-14,210,600"
TotalUnusualItems,"24,500,000","3,267,000","7,583,000","13,650,000","-13,945,650",,,,"-14,210,600"
NormalizedEBITDA,"-83,266,000","-15,453,000","-14,880,000","-42,009,000","9,564,181","-5,673,000","-10,534,000","-5,764,000","13,946,763"
TaxRateForCalcs,"0.4","0.4","0.27","0.363","0","0.174","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"9,800,000","1,306,800","2,047,410","4,954,950","0","0","0","0","-3,836,862"
