name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016
TotalRevenue,"230,972,000","57,567,000","54,440,000","77,902,000","41,063,000","24,605,000","1,379,000","0","33,333,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"230,972,000","57,567,000","54,440,000","77,902,000","41,063,000","24,605,000","1,379,000","0","33,333,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"51,551,000","17,742,000","16,329,000","11,187,000","6,293,000","1,965,000",,,,,,,,,,,,,,,,,,,
GrossProfit,"179,421,000","39,825,000","38,111,000","66,715,000","34,770,000","22,640,000",,,,,,,,,,,,,,,,,,,
OperatingExpense,"366,767,000","91,763,000","97,851,000","85,061,000","92,092,000","99,589,000","79,696,000","71,837,000","67,014,000","64,143,000","78,069,000","67,406,000","65,269,000","71,500,000","69,120,000","64,123,000","60,083,000","47,347,000","41,515,000","30,311,000","21,890,000","22,946,000","9,056,000","6,720,000","17,134,892"
	SellingGeneralAndAdministration,"259,364,000","67,246,000","72,125,000","58,781,000","61,212,000","78,036,000","49,243,000","31,316,000","22,828,000","22,430,000","29,142,000","16,603,000","14,152,000","12,481,000","10,686,000","10,310,000","8,742,000","7,268,000","6,640,000","6,141,000","4,182,000","3,930,000","2,898,000","2,967,000","2,561,878"
		GeneralAndAdministrativeExpense,,,,,,,,"31,316,000","22,828,000","22,430,000","29,142,000","16,603,000","14,152,000","12,481,000","10,686,000","10,310,000","8,742,000","7,268,000","6,640,000","6,141,000","4,182,000","3,930,000","2,898,000","2,967,000","2,561,878"
			OtherGandA,,,,,,,,"31,316,000","22,828,000","22,430,000","29,142,000","16,603,000","14,152,000","12,481,000","10,686,000","10,310,000","8,742,000","7,268,000","6,640,000","6,141,000","4,182,000","3,930,000","2,898,000","2,967,000","2,561,878"
	ResearchAndDevelopment,"107,403,000","24,517,000","25,726,000","26,280,000","30,880,000","21,553,000","30,453,000","40,521,000","44,186,000","41,713,000","48,927,000","50,803,000","51,117,000","59,019,000","58,434,000","53,813,000","51,341,000","40,079,000","34,875,000","24,170,000","17,708,000","19,016,000","6,158,000","3,753,000","14,573,014"
OperatingIncome,"-187,346,000","-51,938,000","-59,740,000","-18,346,000","-57,322,000","-76,949,000","-78,317,000","-71,837,000","-33,681,000","-64,143,000","-78,069,000","-67,406,000","-65,269,000","-71,500,000","-69,120,000","-64,123,000","-60,083,000","-47,347,000","-41,515,000","-30,311,000","-21,890,000","-22,946,000","-9,056,000","-6,720,000","-17,134,892"
NetNonOperatingInterestIncomeExpense,"-13,587,000","-3,357,000","-3,409,000","-3,394,000","-3,427,000","-3,460,000","-2,577,000","-2,077,000","-2,076,000","-1,178,000","-3,060,000","-2,846,000","-3,027,000","-3,109,000","-1,634,000","-1,580,000","-1,617,000","-1,142,000","-904,000",,,,,,
	InterestIncomeNonOperating,"384,000","136,000","70,000","100,000","78,000","33,000","32,000","38,000","108,000","247,000","597,000","942,000","766,000","804,000",,,,,,,,,,,
	InterestExpenseNonOperating,"13,971,000","3,493,000","3,479,000","3,494,000","3,505,000","3,493,000","2,609,000","2,115,000","2,184,000","1,425,000","3,657,000","3,788,000","3,793,000","3,990,000","1,634,000","1,580,000","1,617,000","1,142,000","904,000",,,,,,
OtherIncomeExpense,,,,,,"-2,000","5,891,000","6,718,000","3,569,000","470,000","-4,284,000","-121,000","705,000","-162,000","121,000","21,000","-289,000","-158,000","429,000","138,000","-342,000","1,158,000","1,002,000","-27,984,000","-1,832,543"
	GainOnSaleOfSecurity,,,,,,"-2,000",,,,,,,,,,,,,,,,"1,297,000","1,002,000","-27,984,000","-1,832,543"
	SpecialIncomeCharges,"0",,,,,"0","0",,,"0","-4,851,000",,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"0","4,851,000",,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,"5,891,000","6,718,000","3,569,000","470,000","567,000","-121,000","705,000","-162,000","121,000","21,000","-289,000","-158,000","429,000","138,000","-342,000",,,,
PretaxIncome,"-200,933,000","-55,295,000","-63,149,000","-21,740,000","-60,749,000","-80,411,000","-75,003,000","-67,196,000","-32,188,000","-64,851,000","-85,413,000","-70,373,000","-67,591,000","-74,771,000","-70,633,000","-65,682,000","-61,989,000","-48,647,000","-41,990,000","-30,173,000","-22,232,000","-21,788,000","-8,054,000","-34,704,000","-18,967,435"
TaxProvision,"5,048,000","3,990,000","296,000","-149,000","911,000","952,000","-1,154,000","-134,000","672,000","62,000","191,000","195,000","313,000","243,000","0","88,000","145,000","-394,000","-213,000","-265,000","1,085,000","-114,000","29,000","8,000","3,054"
NetIncomeCommonStockholders,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
	NetIncome,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
		NetIncomeIncludingNoncontrollingInterests,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
			NetIncomeContinuousOperations,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
DilutedNIAvailtoComStockholders,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
BasicEPS,,"-0.63","-0.68","-0.23","-0.67","-0.89","-0.82","-0.75","-0.37","-0.73","-0.96","-0.79","-0.89","-1.07","-1.04","-0.99","-0.98","-0.81","-0.7","-0.5","-0.39",,"-0.15","-0.593","-0.44"
DilutedEPS,,"-0.63","-0.68","-0.23","-0.67","-0.89","-0.82","-0.75","-0.37","-0.73","-0.96","-0.79","-0.89","-1.07","-1.04","-0.99","-0.98","-0.81","-0.7","-0.5","-0.39",,"-0.15","-0.593","-0.44"
BasicAverageShares,,"94,397,965","93,474,985","92,355,150","91,637,151","91,018,204","90,096,557","89,744,142","89,300,210","89,130,806","88,893,579","88,798,398","76,468,347","70,076,475","67,616,419","66,666,876","63,310,177","59,748,711","59,629,486","59,459,500","59,247,273",,"54,447,203","58,523,408","42,748,817"
DilutedAverageShares,,"94,397,965","93,474,985","92,355,150","91,637,151","91,018,204","90,096,557","89,744,142","89,300,210","89,130,806","88,893,579","88,798,398","76,468,347","70,076,475","67,616,419","66,666,876","63,310,177","59,748,711","59,629,486","59,459,500","59,247,273",,"54,447,203","58,523,408","42,748,817"
TotalOperatingIncomeAsReported,"-187,346,000","-51,938,000","-59,740,000","-18,346,000","-57,322,000","-76,949,000","-78,317,000","-71,837,000","-33,681,000",,,,,,,,,,,,,,,,
TotalExpenses,"418,318,000","109,505,000","114,180,000","96,248,000","98,385,000","101,554,000","79,696,000","71,837,000","67,014,000","64,143,000","78,069,000","67,406,000","65,269,000","71,500,000","69,120,000","64,123,000","60,083,000","47,347,000","41,515,000","30,311,000","21,890,000","22,946,000","9,056,000","6,720,000","17,134,892"
NetIncomeFromContinuingAndDiscontinuedOperation,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
NormalizedIncome,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-94,465,560","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-80,763,672.2","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-22,964,213.787","-8,884,600","-12,324,800","-17,504,454.6"
InterestIncome,"384,000","136,000","70,000","100,000","78,000","33,000","32,000","38,000","108,000","247,000","597,000","942,000","766,000","804,000",,,,,,,,,,,
InterestExpense,"13,971,000","3,493,000","3,479,000","3,494,000","3,505,000","3,493,000","2,609,000","2,115,000","2,184,000","1,425,000","3,657,000","3,788,000","3,793,000","3,990,000","1,634,000","1,580,000","1,617,000","1,142,000","904,000",,,,,,
NetInterestIncome,"-13,587,000","-3,357,000","-3,409,000","-3,394,000","-3,427,000","-3,460,000","-2,577,000","-2,077,000","-2,076,000","-1,178,000","-3,060,000","-2,846,000","-3,027,000","-3,109,000","-1,634,000","-1,580,000","-1,617,000","-1,142,000","-904,000",,,,,,
EBIT,"-186,962,000","-51,802,000","-59,670,000","-18,246,000","-57,244,000","-76,918,000","-72,394,000","-65,081,000","-30,004,000","-63,426,000","-81,756,000","-66,585,000","-63,798,000","-70,781,000","-68,999,000","-64,102,000","-60,372,000","-47,505,000","-41,086,000","-30,311,000","-21,890,000","-22,946,000","-9,056,000","-6,720,000","-17,134,892"
EBITDA,"-183,890,000"
ReconciledCostOfRevenue,"51,551,000","17,742,000","16,329,000","11,187,000","6,293,000","1,965,000",,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"3,072,000","760,000","776,000","812,000","724,000","692,000","641,000","595,000","551,000","529,000","510,000","370,000","356,000","140,000","107,000","100,000","91,000","76,000","63,000","54,000","50,000","52,000","8,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"-205,981,000","-59,285,000","-63,445,000","-21,591,000","-61,660,000","-81,363,000","-73,849,000","-67,062,000","-32,860,000","-64,913,000","-85,604,000","-70,568,000","-67,904,000","-75,014,000","-70,633,000","-65,770,000","-62,134,000","-48,253,000","-41,777,000","-29,908,000","-23,317,000","-21,674,000","-8,083,000","-34,712,000","-18,970,489"
TotalUnusualItemsExcludingGoodwill,"0",,,,,"16,176,000","0",,,"0","-4,851,000",,,,,,,,,,,"1,297,000","1,002,000","-27,984,000","-1,832,543"
TotalUnusualItems,"0",,,,,"16,176,000","0",,,"0","-4,851,000",,,,,,,,,,,"1,297,000","1,002,000","-27,984,000","-1,832,543"
NormalizedEBITDA,"-183,890,000","-51,042,000","-58,894,000","-17,434,000","-56,520,000","-92,402,000","-71,753,000","-64,486,000","-29,453,000","-62,897,000","-76,395,000","-66,215,000","-63,442,000","-70,641,000","-68,892,000","-64,002,000","-60,281,000","-47,429,000","-41,023,000","-30,257,000","-21,840,000","-24,191,000","-10,050,000","21,264,000","-15,302,349"
TaxRateForCalcs,"0.4","0.4","0.19","0.007","0.19","0.19","0.015","0.002","0.19","0.19","0.002","0.19","0.19","0.19","0","0.19","0.19","0.008","0.005","0.009","0.19","0.005","0.2","0.2","0.2"
TaxEffectOfUnusualItems,"0","0","0","0","0","3,073,440","0","0","0","0","-10,672.2","0","0","0","0","0","0","0","0","0","0","6,786.213","200,400","-5,596,800","-366,508.6"
