name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
OperatingCashFlow,"213,000,000","86,000,000","65,000,000","-63,000,000","125,000,000","-19,000,000","-14,000,000","-32,000,000","-78,000,000","-70,000,000","60,000,000","1,000,000","181,000,000","182,000,000","31,000,000","14,000,000","186,000,000","174,000,000","18,000,000","-135,000,000","221,000,000","134,000,000","44,000,000","-80,000,000","237,000,000","120,000,000","75,000,000","8,000,000","200,000,000","99,000,000","61,000,000","59,000,000","158,000,000","109,000,000","71,200,000","145,036,000","89,621,000","43,666,000","71,137,000","76,452,000","61,758,000","29,719,000","26,161,000","77,850,000","60,555,000","53,316,000"
	CashFlowFromContinuingOperatingActivities,"213,000,000","86,000,000","65,000,000","-63,000,000","125,000,000","-19,000,000","-14,000,000","-32,000,000","-78,000,000","-70,000,000","60,000,000","1,000,000","181,000,000","182,000,000","31,000,000","14,000,000","186,000,000","174,000,000","18,000,000","-135,000,000","221,000,000","134,000,000","44,000,000","-80,000,000","237,000,000","120,000,000","75,000,000","8,000,000","200,000,000","99,000,000","61,000,000","59,000,000","158,000,000","109,000,000","71,200,000","145,036,000","89,621,000","43,666,000","71,137,000","76,452,000","61,758,000","29,719,000","26,161,000","77,850,000","60,555,000","53,316,000"
		NetIncomeFromContinuingOperations,"-102,000,000","-34,000,000","-29,000,000","1,000,000","-40,000,000","-80,000,000","-72,000,000","-48,000,000","-153,000,000","-16,000,000","16,000,000","50,000,000","34,000,000","26,000,000","8,000,000","69,000,000","31,000,000","5,000,000","-84,000,000","25,000,000","27,000,000","13,000,000","1,000,000","57,000,000","35,000,000","27,000,000","3,000,000","74,000,000","58,000,000","63,000,000","36,000,000","54,000,000","68,000,000","68,000,000","20,274,000","55,882,000","66,988,000","62,299,000","33,717,000","59,535,000","53,165,000","48,171,000","22,017,000","54,293,000","54,110,000","47,371,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,000,000",,,,,,,,"-183,000","-2,510,000","926,000","1,613,000","-135,000","-544,000","2,812,000","-489,000","225,000","602,000","-261,000","-357,000"
			GainLossOnSaleOfBusiness,,,"0",,,,"0",,,,,,,,,,,,,,,,"0",,,"0","-3,000,000",,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-183,000","-2,510,000","926,000","1,613,000","-135,000","-544,000","2,812,000","-489,000","225,000","602,000","-261,000","-357,000"
		DepreciationAmortizationDepletion,"107,000,000","25,000,000","26,000,000","28,000,000","28,000,000","29,000,000","31,000,000","30,000,000","32,000,000","32,000,000","34,000,000","31,000,000","30,000,000","31,000,000","31,000,000","28,000,000","29,000,000","28,000,000","29,000,000","28,000,000","27,000,000","27,000,000","27,000,000","26,000,000","24,000,000","24,000,000","25,000,000","24,000,000","23,000,000","21,000,000","21,000,000","18,000,000","14,000,000","12,000,000","10,210,000","9,077,000","8,506,000","7,433,000","7,134,000","6,347,000","6,475,000","6,120,000","6,996,000","7,024,000","5,646,000","6,219,000"
			DepreciationAndAmortization,"107,000,000","25,000,000","26,000,000","28,000,000","28,000,000","29,000,000","31,000,000","30,000,000","32,000,000","32,000,000","34,000,000","31,000,000","30,000,000","31,000,000","31,000,000","28,000,000","29,000,000","28,000,000","29,000,000","28,000,000","27,000,000","27,000,000","27,000,000","26,000,000","24,000,000","24,000,000","25,000,000","24,000,000","23,000,000","21,000,000","21,000,000","18,000,000","14,000,000","12,000,000","10,210,000","9,077,000","8,506,000","7,433,000","7,134,000","6,347,000","6,475,000","6,120,000","6,996,000","7,024,000","5,646,000","6,219,000"
				Depreciation,,,,,,,,,,"25,000,000","24,000,000","23,000,000","23,000,000","23,000,000","21,000,000","20,000,000","21,000,000","20,000,000","22,000,000","19,000,000","19,000,000","19,000,000","18,000,000","18,000,000","17,000,000","16,000,000","15,000,000","14,000,000","14,000,000","14,000,000","14,000,000","12,000,000","11,000,000","10,000,000","8,661,000","7,634,000","6,876,000","6,324,000","5,933,000","5,037,000","4,715,000","4,281,000","5,116,000","4,630,000","4,514,000","4,102,000"
				AmortizationCashFlow,,,,,,,,,,"7,000,000","10,000,000","8,000,000","7,000,000","8,000,000","10,000,000","8,000,000","8,000,000","8,000,000","7,000,000","9,000,000","8,000,000","8,000,000","9,000,000","8,000,000","7,000,000","8,000,000","10,000,000","10,000,000","9,000,000","7,000,000","7,000,000","6,000,000","3,000,000","2,000,000","1,549,000","1,443,000","1,630,000","1,109,000","1,201,000","1,310,000","1,760,000","1,839,000","1,880,000","2,394,000","1,132,000","2,117,000"
