name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalAssets,"1,199,855,000","1,187,977,000","1,037,419,000","950,495,000","933,581,000","892,172,000","864,306,000","903,453,000","924,711,000","876,835,000","862,818,000","810,601,000","636,075,000","655,646,000","619,185,000","588,162,000","587,941,000","591,223,000","585,255,000","560,796,000","565,581,000","574,146,000","561,901,000","539,401,000","539,326,000","537,657,000","530,751,000","347,752,000","326,704,000","317,036,000","314,391,000","301,339,000","291,863,000"
	CurrentAssets,"541,831,000","562,505,000","441,093,000","376,457,000","374,456,000","351,234,000","324,321,000","368,847,000","384,651,000","345,886,000","338,591,000","296,075,000","277,343,000","298,209,000","264,030,000","234,700,000","241,127,000","245,329,000","241,575,000","218,186,000","224,303,000","234,527,000","222,982,000","204,528,000","203,219,000","206,723,000","206,932,000","161,946,000","145,396,000","137,474,000","136,321,000","124,089,000","114,696,000"
		CashCashEquivalentsAndShortTermInvestments,"20,674,000","114,714,000","39,545,000","49,640,000","73,148,000","76,342,000","35,672,000","83,123,000","69,563,000","45,446,000","13,219,000","22,739,000","16,614,000","50,614,000","9,406,000","7,374,000","9,016,000","19,126,000","9,434,000","7,305,000","8,035,000","31,209,000","11,063,000","5,839,000","7,195,000","17,840,000","7,458,000","12,920,000","1,448,000","3,598,000","1,381,000","1,115,000","1,118,000"
			CashAndCashEquivalents,"20,674,000","114,714,000","39,545,000","49,640,000","73,148,000","76,342,000","35,672,000","83,123,000","69,563,000","45,446,000","13,219,000","22,739,000","16,614,000","50,614,000","9,406,000","7,374,000","9,016,000","19,126,000","9,434,000","7,305,000","8,035,000","31,209,000","11,063,000","5,839,000","7,195,000","17,840,000","7,458,000","12,920,000","1,448,000","3,598,000","1,381,000","1,115,000","1,118,000"
		Receivables,"11,867,000","7,891,000","13,202,000","10,000,000","12,771,000","13,876,000","13,281,000","10,703,000","17,259,000","11,239,000","7,388,000","6,552,000","9,629,000","8,006,000","4,445,000","5,440,000","10,223,000","6,388,000","6,253,000","4,144,000","10,031,000","6,553,000","4,570,000","3,460,000","10,000,000","5,732,000","4,490,000","3,002,000","4,779,000","4,512,000","1,839,000","2,093,000","2,191,000"
			AccountsReceivable,"9,662,000","7,891,000","13,202,000","10,000,000","12,771,000","13,876,000","13,281,000","10,703,000","12,087,000","11,239,000","7,388,000","6,552,000","8,095,000","8,006,000","4,445,000","5,440,000","4,389,000","6,388,000","6,253,000","4,144,000","4,354,000","6,553,000","4,570,000","3,460,000","4,131,000","5,732,000","4,490,000","3,002,000","3,863,000","4,512,000","1,839,000","2,093,000","2,191,000"
				GrossAccountsReceivable,"9,962,000",,,,"13,071,000",,,,"12,187,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-300,000",,,,"-300,000",,,,"-100,000",,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"2,205,000",,,,"0",,,,"5,172,000",,,,"1,534,000",,,,"5,834,000",,,,"5,677,000",,,,"5,869,000",,,,"916,000",,,,"0"
		Inventory,"474,300,000","385,642,000","350,274,000","296,762,000","275,760,000","246,008,000","260,940,000","261,546,000","288,717,000","275,352,000","301,737,000","253,895,000","240,734,000","225,241,000","230,089,000","204,434,000","211,472,000","207,538,000","211,750,000","192,343,000","189,096,000","180,032,000","190,760,000","179,225,000","176,335,000","174,060,000","177,977,000","136,415,000","129,312,000","121,855,000","119,447,000","110,265,000","102,702,000"
