name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"6,944,000,000","6,864,900,000","6,721,700,000","6,612,900,000","6,542,200,000","6,445,900,000","6,610,500,000","6,502,500,000","6,137,700,000","6,080,700,000","6,386,800,000","5,812,100,000","5,583,800,000","5,175,000,000","5,131,900,000","5,089,400,000","4,939,600,000","4,893,700,000","4,883,400,000","4,840,000,000","4,703,800,000","4,681,900,000","4,631,300,000","4,632,600,000","4,608,300,000","4,606,100,000","4,249,300,000","3,469,500,000","3,577,900,000","3,408,800,000","2,794,000,000","2,576,500,000","2,539,100,000","2,534,400,000","2,556,500,000","2,511,700,000","2,392,300,000","2,423,800,000","2,456,200,000","2,315,700,000","2,295,400,000","2,271,200,000","2,271,000,000","2,377,400,000","2,481,100,000","2,372,100,000","1,796,900,000","1,756,100,000","1,716,100,000","1,681,500,000","1,754,400,000","1,888,400,000","1,921,700,000","1,998,200,000","1,980,500,000","1,965,100,000","2,012,000,000","2,050,600,000","2,528,900,000","2,402,400,000","3,237,800,000","3,359,600,000","3,285,144,000","3,310,549,000","3,456,962,000","3,592,213,000","4,536,700,000","7,930,465,000","8,131,598,000","7,730,371,000","7,579,237,000","7,374,764,000","7,253,766,000","7,453,009,000","7,380,440,000","7,179,737,000","7,122,338,000","6,934,590,000","6,832,334,000","7,123,200,000","7,069,900,000","6,820,200,000","6,773,008,000","7,057,300,000","6,112,800,000","5,791,800,000","5,401,053,000","4,249,800,000","3,894,800,000","3,705,800,000","3,371,952,000","3,182,800,000","3,084,800,000","3,002,500,000","2,460,129,000","2,150,700,000","2,063,000,000","1,592,700,000","1,552,334,000","1,340,400,000","1,280,000,000","1,238,800,000","1,168,100,000","746,000,000","708,000,000","679,900,000","641,800,000","591,400,000","561,400,000","547,900,000","471,600,000","413,600,000","375,600,000","315,900,000","301,200,000","289,200,000","239,900,000","230,300,000","219,100,000","133,800,000","99,700,000","51,900,000","13,700,000"
	CurrentAssets,"949,700,000","921,400,000","909,800,000","859,300,000","1,001,100,000","948,600,000","1,174,400,000","1,101,700,000","784,500,000","755,800,000","1,077,400,000","844,900,000","682,700,000","662,100,000","638,000,000","671,600,000","708,500,000","702,200,000","687,400,000","693,500,000","682,300,000","654,500,000","666,000,000","659,500,000","632,100,000","598,700,000","1,463,000,000","712,400,000","866,000,000","686,600,000","783,000,000","580,900,000","585,200,000","580,400,000","575,100,000","591,500,000","597,300,000","636,800,000","548,800,000","424,500,000","431,100,000","391,000,000","410,400,000","428,500,000","521,400,000","406,200,000","514,300,000","503,900,000","483,400,000","426,000,000","484,300,000","628,200,000","654,500,000","682,700,000","642,200,000","678,400,000","697,500,000","637,400,000","668,900,000","682,900,000","849,200,000","880,300,000","718,612,000","723,859,000","841,393,000","874,255,000",,"1,884,451,000","2,021,805,000","1,753,558,000","1,736,455,000","1,493,735,000","1,442,363,000","1,475,171,000","1,431,118,000","1,322,297,000","1,332,419,000","1,318,697,000","1,270,896,000","1,641,500,000","1,594,400,000","1,382,200,000","1,346,985,000","1,517,800,000","1,347,600,000","1,282,200,000","1,083,198,000","1,096,500,000","1,014,200,000","940,900,000","847,511,000","734,600,000","747,500,000","716,700,000","563,440,000","494,300,000","467,700,000","398,400,000","395,960,000","309,300,000","325,300,000","281,800,000","261,700,000","224,600,000","228,400,000","226,800,000","212,500,000","206,500,000","216,000,000","213,400,000","185,400,000","178,300,000","175,200,000","129,700,000","127,800,000","127,900,000","89,100,000","89,700,000","86,800,000","52,400,000","44,100,000","19,100,000","4,500,000"
		CashCashEquivalentsAndShortTermInvestments,"94,200,000","54,800,000","94,800,000","73,200,000","223,900,000","224,000,000","450,000,000","419,000,000","104,900,000","94,800,000","422,000,000","221,700,000","56,100,000","69,200,000","56,900,000","59,000,000","86,400,000","54,400,000","67,600,000","71,100,000","61,200,000","40,500,000","76,400,000","70,300,000","73,200,000","61,600,000","801,600,000","45,500,000","208,300,000","66,700,000","272,300,000","65,800,000","53,100,000","64,500,000","65,000,000","68,700,000","80,100,000","132,800,000","163,200,000","41,100,000","44,300,000","45,100,000","47,700,000","60,300,000","141,000,000","66,600,000","190,500,000","172,600,000","116,800,000","83,600,000","125,000,000","71,000,000","110,700,000","52,500,000","52,700,000","96,400,000","89,700,000","48,700,000","33,400,000","37,800,000","42,600,000","78,100,000","44,459,000","53,856,000","138,106,000","199,336,000",,"390,441,000","546,864,000","238,051,000","278,456,000","193,062,000","191,689,000","183,039,000","180,407,000","166,710,000","172,097,000","140,516,000","132,882,000","161,800,000","166,600,000","116,300,000","142,513,000","206,400,000","200,300,000","200,800,000","152,399,000","189,400,000","175,800,000","151,400,000","151,788,000","121,100,000","104,600,000","113,000,000","108,973,000","87,000,000","62,300,000","59,500,000","82,577,000","52,800,000","81,900,000","59,700,000","53,500,000","54,000,000","55,800,000","63,100,000","70,800,000","68,300,000","75,900,000","80,200,000","82,900,000","93,300,000","101,900,000","58,900,000","62,100,000","61,700,000","28,200,000","24,700,000","28,600,000","17,700,000","24,100,000","8,800,000","1,500,000"
			CashAndCashEquivalents,"94,200,000","54,800,000","94,800,000","73,200,000","223,900,000","224,000,000","450,000,000","419,000,000","104,900,000","94,800,000","422,000,000","221,700,000","56,100,000","69,200,000","56,900,000","59,000,000","86,400,000","54,400,000","67,600,000","71,100,000","61,200,000","40,500,000","76,400,000","70,300,000","73,200,000","61,600,000","801,600,000","45,500,000","208,300,000","66,700,000","272,300,000","65,800,000","53,100,000","64,500,000","65,000,000","68,700,000","80,100,000","132,800,000","163,200,000","41,100,000","44,300,000","30,100,000","47,700,000","60,300,000","141,000,000","48,400,000","190,500,000","172,600,000","116,800,000","80,900,000","117,300,000","49,800,000","90,700,000","32,200,000","24,900,000","67,200,000","60,400,000","19,800,000","15,900,000","21,000,000","26,200,000","40,600,000","34,167,000","53,856,000","137,294,000","175,497,000",,"389,367,000","544,991,000","236,178,000","276,583,000","190,876,000","190,312,000","181,677,000","180,317,000","166,590,000","170,957,000","138,326,000","129,400,000","158,200,000","166,600,000","116,300,000","138,827,000","206,400,000","200,300,000","200,800,000","148,073,000","189,400,000","175,800,000","151,400,000","148,028,000","121,100,000","104,600,000","113,000,000","104,896,000","87,000,000","62,300,000","59,500,000","65,949,000","52,800,000","81,900,000","59,700,000","53,500,000","54,000,000","55,800,000","63,100,000","70,800,000","68,300,000","75,900,000","80,200,000","82,900,000","93,300,000","101,900,000","58,900,000","62,100,000","61,700,000","28,200,000","24,700,000","28,600,000","17,700,000","24,100,000","8,800,000","1,500,000"
				CashFinancial,,"54,800,000",,,,"224,000,000",,,,"94,800,000",,,,"69,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000",,,,"18,200,000",,,,"2,700,000","7,700,000","21,200,000","20,000,000","20,300,000","27,800,000","29,200,000","29,300,000","28,900,000","17,500,000","16,800,000","16,400,000","37,500,000","10,292,000",,"812,000","23,839,000",,"1,074,000","1,873,000","1,873,000","1,873,000","2,186,000","1,377,000","1,362,000","90,000","120,000","1,140,000","2,190,000","3,482,000","3,600,000",,,"3,686,000",,,,"4,326,000",,,,"3,760,000",,,,"4,077,000",,,,"16,628,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"683,500,000","680,300,000","637,800,000","627,500,000","633,600,000","572,800,000","593,300,000","553,200,000","543,400,000","506,100,000","516,900,000","496,000,000","500,600,000","467,700,000","458,000,000","456,600,000","463,100,000","472,100,000","441,600,000","426,500,000","438,000,000","443,800,000","419,200,000","420,600,000","431,900,000","410,500,000","350,900,000","351,800,000","337,900,000","323,200,000","261,600,000","272,300,000","272,700,000","261,800,000","253,400,000","273,700,000","266,300,000","249,300,000","247,500,000","245,700,000","244,000,000","222,800,000","219,200,000","212,800,000","240,900,000","224,900,000","215,200,000","224,800,000","234,100,000","219,700,000","216,200,000","426,200,000","423,200,000","418,700,000","456,000,000","470,900,000","470,900,000","450,200,000","459,700,000","445,400,000","454,300,000","597,400,000","414,074,000","404,699,000","417,933,000","405,173,000",,"1,053,443,000","1,041,532,000","1,072,223,000","1,019,704,000","920,237,000","916,435,000","967,880,000","946,965,000","909,578,000","916,153,000","953,321,000","937,967,000","1,154,800,000","1,084,800,000","976,500,000","956,733,000","1,041,500,000","891,400,000","838,200,000","745,994,000","659,400,000","622,100,000","580,200,000","510,567,000","504,700,000","481,300,000","463,600,000","336,818,000","298,200,000","281,300,000","231,800,000","222,720,000","196,400,000","175,900,000","157,100,000","143,800,000","122,100,000","129,400,000","126,300,000","94,400,000","112,100,000","117,200,000","111,500,000","61,400,000","58,200,000","53,600,000","49,400,000","49,000,000","49,200,000","47,200,000","50,800,000","47,800,000","28,300,000","16,900,000","8,600,000","2,500,000"
			AccountsReceivable,"683,500,000","680,300,000","637,800,000","627,500,000","633,600,000","572,800,000","593,300,000","553,200,000","543,400,000","506,100,000","516,900,000","496,000,000","500,600,000","467,700,000","458,000,000","456,600,000","463,100,000","472,100,000","441,600,000","426,500,000","438,000,000","443,800,000","419,200,000","420,600,000","431,900,000","410,500,000","350,900,000","351,800,000","337,900,000","323,200,000","261,600,000","272,300,000","272,700,000","261,800,000","253,400,000","273,700,000","266,300,000","249,300,000","247,500,000","245,700,000","244,000,000","222,800,000","219,200,000","212,800,000","240,900,000","224,900,000","215,200,000","224,800,000","234,100,000","219,700,000","216,200,000","244,400,000","241,400,000","235,900,000","226,000,000","240,900,000","240,900,000","220,200,000","229,700,000","215,400,000","224,300,000","367,400,000","414,074,000","404,699,000","417,933,000","405,173,000",,"1,028,562,000","1,010,083,000","1,023,160,000","940,414,000","920,237,000","916,435,000","967,880,000","946,965,000","909,578,000","916,153,000","913,883,000","898,529,000",,,,"897,901,000",,,,"745,994,000",,,,"510,567,000",,,,"336,818,000",,,,"222,720,000",,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"533,000,000","500,100,000","484,600,000","493,600,000","497,700,000","471,400,000","469,500,000","476,600,000","449,800,000","385,700,000","377,900,000","362,900,000","345,400,000","285,800,000","297,100,000","296,600,000","284,900,000","287,800,000","305,700,000","296,500,000","278,000,000","274,200,000","270,300,000","266,900,000","244,200,000","240,600,000","234,300,000",,,"245,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
