name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-159,460,000","-55,051,000","-42,790,000","-29,395,000","-32,224,000","-17,729,000","-16,823,000","-7,235,000","-3,276,000","-2,282,000"
	CashFlowFromContinuingOperatingActivities,"-159,460,000","-55,051,000","-42,790,000","-29,395,000","-32,224,000","-17,729,000","-16,823,000","-7,235,000","-3,276,000","-2,282,000"
		NetIncomeFromContinuingOperations,"-187,783,000","-54,117,000","-55,350,000","-43,005,000","-35,311,000","-23,128,000","-17,185,000","-7,262,000","-9,202,000","-4,089,000"
		OperatingGainsLosses,"280,000","-454,000","108,000","557,000","69,000","-24,000","-463,000","-237,000","-99,000","156,000"
			NetForeignCurrencyExchangeGainLoss,"280,000","-454,000","108,000","557,000","69,000","-24,000","-463,000","-237,000","-99,000","156,000"
		DepreciationAmortizationDepletion,"3,212,000","899,000","893,000","764,000","656,000","439,000","148,000","67,000","34,000","7,000"
			DepreciationAndAmortization,"3,212,000","899,000","893,000","764,000","656,000","439,000","148,000","67,000","34,000","7,000"
		StockBasedCompensation,"30,878,000","7,493,000","8,904,000","8,736,000","5,745,000","2,812,000","415,000","330,000","899,000","62,000"
		OtherNonCashItems,"1,243,000","827,000","506,000","167,000","-257,000","220,000","665,000","66,000",,
		ChangeInWorkingCapital,"-7,290,000","-9,699,000","2,161,000","3,374,000","-3,126,000","1,952,000","-403,000","-199,000","495,000","1,582,000"
			ChangeInPrepaidAssets,"-8,706,000","-2,825,000","-2,168,000","-99,000","-3,614,000","836,000","-903,000","-1,823,000","-96,000","1,924,000"
			ChangeInPayablesAndAccruedExpense,"6,449,000","-6,127,000","7,671,000","5,102,000","-197,000","3,332,000","1,612,000","1,645,000","591,000","-334,000"
				ChangeInPayable,"934,000","-3,199,000","112,000","1,755,000","2,266,000","-271,000","-485,000","317,000","-288,000","-598,000"
					ChangeInAccountPayable,"934,000","-3,199,000","112,000","1,755,000","2,266,000","-271,000","-485,000","317,000","-288,000","-598,000"
				ChangeInAccruedExpense,"5,515,000","-2,928,000","7,559,000","3,347,000","-2,463,000","3,603,000","2,097,000","1,328,000","879,000","264,000"
			ChangeInOtherCurrentAssets,"-4,577,000","-291,000","-3,342,000","-1,629,000","685,000","-2,216,000","-1,112,000","-21,000","0","-8,000"
			ChangeInOtherCurrentLiabilities,,"-456,000",,,,,,,,
InvestingCashFlow,"-387,400,000","77,867,000","59,958,000","-516,732,000","-8,493,000","-9,129,000","-45,271,000","-4,302,000","-275,000","-1,274,000"
	CashFlowFromContinuingInvestingActivities,"-387,400,000","77,867,000","59,958,000","-516,732,000","-8,493,000","-9,129,000","-45,271,000","-4,302,000","-275,000","-1,274,000"
		NetPPEPurchaseAndSale,"-68,937,000","-20,235,000","-18,464,000","-21,745,000","-8,493,000","-9,129,000","-45,271,000","-4,302,000","-275,000","-968,000"
			PurchaseOfPPE,"-68,937,000","-20,235,000","-18,464,000","-21,745,000","-8,493,000","-9,129,000","-45,271,000","-4,302,000","-275,000","-968,000"
		NetBusinessPurchaseAndSale,,,"0","0","0","0","0","0","0","-306,000"
			PurchaseOfBusiness,,,"0","0","0","0","0","0","0","-306,000"
		NetInvestmentPurchaseAndSale,"-318,463,000","98,102,000","78,422,000",,,,,,,
			PurchaseOfInvestment,"-1,359,963,000","-252,398,000","-407,578,000",,,,,,,
			SaleOfInvestment,"1,041,500,000","350,500,000","486,000,000",,,,,,,
FinancingCashFlow,"-1,203,000","338,000","198,000","121,000","-1,860,000","394,705,000","133,071,000","114,000","179,863,000","0"
	CashFlowFromContinuingFinancingActivities,"-1,203,000","338,000","198,000","121,000","-1,860,000","394,705,000","133,071,000","114,000","179,863,000","0"
		NetCommonStockIssuance,"-1,860,000","0","0","0","-1,860,000","340,876,000",,"0","0","0"
			CommonStockIssuance,"-1,860,000","0","0","0","-1,860,000","340,876,000",,"0","0","0"
		NetPreferredStockIssuance,"0","0","0","0","0","52,460,000","132,809,000","14,000","179,795,000","0"
			PreferredStockIssuance,"0","0","0","0","0","52,460,000","132,809,000","14,000","179,795,000","0"
		ProceedsFromStockOptionExercised,"657,000","338,000","198,000","121,000","0","1,438,000","260,000","99,000","6,000","0"
		NetOtherFinancingCharges,,,"0","0","0","-69,000","2,000","1,000",,
EndCashPosition,"61,626,000","61,973,000","38,090,000","20,900,000","566,775,000","609,689,000","241,764,000","170,679,000","181,845,000","5,607,000"
	ChangesInCash,"-548,063,000","23,154,000","17,366,000","-546,006,000","-42,577,000","367,847,000","70,977,000","-11,423,000","176,312,000","-3,556,000"
	EffectOfExchangeRateChanges,"347,000","729,000","-176,000","131,000","-337,000","78,000","108,000","257,000","-74,000","268,000"
	BeginningCashPosition,"609,689,000","38,090,000","20,900,000","566,775,000","609,689,000","241,764,000","170,679,000","181,845,000","5,607,000","8,895,000"
CapitalExpenditure,"-68,937,000","-20,235,000","-18,464,000","-21,745,000","-8,493,000","-9,129,000","-45,271,000","-4,302,000","-275,000","-968,000"
IssuanceOfCapitalStock,"-1,860,000","0","0","0","-1,860,000","393,336,000","132,809,000","14,000","179,795,000","0"
FreeCashFlow,"-228,397,000","-75,286,000","-61,254,000","-51,140,000","-40,717,000","-26,858,000","-62,094,000","-11,537,000","-3,551,000","-3,250,000"
