name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"78,600,000","-67,400,000","41,600,000","53,300,000","51,100,000","65,600,000","44,400,000","19,700,000","17,500,000","15,700,000","31,927,000","21,056,000","49,919,000","18,098,000","26,378,000","27,377,000","-17,125,000","5,079,000","11,279,000","17,445,000","11,037,000","9,144,000","8,195,000","5,737,000","3,841,000","-196,000","-3,517,000","321,000","9,774,000","-5,652,000","6,180,000","16,561,000","3,602,000","4,016,000","-3,808,000","8,255,000","9,217,000","16,267,000","-1,590,000","8,610,000","16,420,000","3,899,000","15,561,000","1,753,000","4,530,000","1,880,000","-3,895,000","4,602,000","-3,821,000","-1,743,000","-3,015,000","1,014,000","1,506,000","1,586,000","5,281,000","-1,631,000","12,453,000","-4,521,000","13,944,000","8,534,000","-2,157,000","3,199,000","9,369,000","4,037,000","-4,533,000","-1,188,000","-3,852,000","2,729,000","-1,028,000","-1,025,000","3,061,000","3,203,000","-7,530,000","5,288,000","-689,000","877,000","560,000","-319,000"
	CashFlowFromContinuingOperatingActivities,"78,600,000","-67,400,000","41,600,000","53,300,000","51,100,000","65,600,000","44,400,000","19,700,000","17,500,000","15,700,000","31,927,000","21,056,000","49,919,000","18,098,000","26,378,000","27,377,000","-17,125,000","5,079,000","11,279,000","17,445,000","11,037,000","9,144,000","8,195,000","5,737,000","3,841,000","-196,000","-3,517,000","321,000","9,774,000","-5,652,000","6,180,000","16,561,000","3,602,000","4,016,000","-3,808,000","8,255,000","9,217,000","16,267,000","-1,590,000","8,610,000","16,420,000","3,899,000","15,561,000","1,753,000","4,530,000","1,880,000","-3,895,000","4,602,000","-3,821,000","-1,743,000","-3,015,000","1,014,000","1,506,000","1,586,000","5,281,000","-1,631,000","12,453,000","-4,521,000","13,944,000","8,534,000","-2,157,000","3,199,000","9,369,000","4,037,000","-4,533,000","-1,188,000","-3,852,000","2,729,000","-1,028,000","-1,025,000","3,061,000","3,203,000","-7,530,000","5,288,000","-689,000","877,000","560,000","-319,000"
		NetIncomeFromContinuingOperations,"131,600,000","30,800,000","48,800,000","34,000,000","18,000,000","25,600,000","22,700,000","25,100,000","22,100,000","10,500,000","-9,688,000","888,000","-254,000","1,354,000","-312,000","-6,440,000","18,960,000","24,741,000","20,849,000","19,716,000","20,179,000","14,341,000","9,953,000","2,614,000","723,000","-3,239,000","-15,788,000","1,676,000","2,207,000","1,173,000","3,532,000","-5,263,000","6,032,000","7,056,000","6,371,000","2,048,000","2,316,000","-311,000",,,,,"7,801,000","3,155,000","6,958,000","5,820,000","3,896,000","6,697,000","5,654,000","3,850,000",,,"-14,063,000","-7,040,000","-52,216,000","-1,928,000","-162,000","1,889,000","2,071,000","3,541,000","5,096,000","5,185,000","4,662,000","5,560,000","3,957,000","2,131,000","683,000","-566,000","692,000","1,194,000","2,135,000","1,913,000","3,089,000","1,413,000","686,000","21,000","-155,000","-444,000"
		OperatingGainsLosses,,,,,,,"0","-1,700,000",,,"1,975,000","299,000","-441,000","167,000","-341,000","1,151,000","149,000","52,000","0",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,000","17,000","50,000","13,000",,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,"149,000","52,000","0",,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"74,000,000","17,900,000","19,600,000","18,400,000","18,100,000","11,400,000","11,200,000","11,100,000","11,200,000","11,300,000","10,794,000","10,482,000","8,615,000","11,709,000","10,707,000","5,296,000","2,698,000","2,414,000","3,124,000","2,540,000","2,603,000","2,445,000","3,179,000","2,880,000","2,843,000","2,837,000","3,451,000","3,161,000","2,287,000","2,041,000","1,977,000","1,973,000","1,970,000","1,968,000","2,297,000","2,337,000","2,174,000","2,305,000","2,758,000","2,760,000","758,000","705,000","773,000","811,000","722,000","639,000","606,000","603,000","589,000","525,000","477,000","493,000","646,000","663,000","1,635,000","1,564,000","1,265,000","1,135,000","965,000","1,272,000","1,015,000","1,123,000","206,000","1,986,000","1,142,000","537,000","596,000","618,000","609,000","565,000","458,000","449,000","469,000","989,000","494,000","418,000","440,000","456,000"
			DepreciationAndAmortization,"74,000,000","17,900,000","19,600,000","18,400,000","18,100,000","11,400,000","11,200,000","11,100,000","11,200,000","11,300,000","10,794,000","10,482,000","8,615,000","11,709,000","10,707,000","5,296,000","2,698,000","2,414,000","3,124,000","2,540,000","2,603,000","2,445,000","3,179,000","2,880,000","2,843,000","2,837,000","3,451,000","3,161,000","2,287,000","2,041,000","1,977,000","1,973,000","1,970,000","1,968,000","2,297,000","2,337,000","2,174,000","2,305,000","2,758,000","2,760,000","758,000","705,000","773,000","811,000","722,000","639,000","606,000","603,000","589,000","525,000","477,000","493,000","646,000","663,000","1,635,000","1,564,000","1,265,000","1,135,000","965,000","1,272,000","1,015,000","1,123,000","206,000","1,986,000","1,142,000","537,000","596,000","618,000","609,000","565,000","458,000","449,000","469,000","989,000","494,000","418,000","440,000","456,000"
				Depreciation,"37,400,000","9,800,000","10,100,000","8,900,000","8,600,000","6,500,000","6,200,000","6,200,000","6,200,000","6,400,000","5,692,000","5,391,000","3,562,000","6,855,000","5,734,000","2,884,000","1,601,000","1,316,000","1,380,000","1,309,000","1,372,000","1,214,000","1,739,000","1,441,000","1,404,000","1,397,000","1,281,000","1,611,000","932,000","904,000","756,000","752,000","749,000","747,000","770,000","810,000","733,000","806,000","809,000",,,,,,,,,,,,,,,,,,,,,,,,,"1,438,000","464,000","486,000","532,000","566,000","556,000","513,000","406,000","397,000","417,000","385,000","372,000","349,000","373,000","389,000"
				AmortizationCashFlow,"36,600,000","8,100,000","9,500,000","9,500,000","9,500,000","4,900,000","5,000,000","4,900,000","5,000,000","4,900,000","5,102,000","5,091,000","5,053,000","4,854,000","4,973,000","2,412,000","1,097,000","1,098,000","1,744,000","1,231,000","1,231,000","1,231,000","1,440,000","1,439,000","1,439,000","1,440,000","2,170,000","1,550,000","1,355,000","1,137,000","1,221,000","1,221,000","1,221,000","1,221,000","1,527,000","1,527,000","1,441,000","1,499,000","1,949,000",,,,,,,,,,,,,,,,,,,,,,,,,"548,000","678,000","51,000","64,000","52,000","53,000","52,000","52,000","52,000","52,000","604,000","122,000","69,000","67,000","67,000"
					AmortizationOfIntangibles,"36,600,000","8,100,000","9,500,000","9,500,000","9,500,000","4,900,000","5,000,000","4,900,000","5,000,000","4,900,000","5,102,000","5,091,000","5,053,000","4,854,000","4,973,000","2,412,000","1,097,000","1,098,000","1,744,000","1,231,000","1,231,000","1,231,000","1,440,000","1,439,000","1,439,000","1,440,000","2,170,000","1,550,000","1,355,000","1,137,000","1,221,000","1,221,000","1,221,000","1,221,000","1,527,000","1,527,000","1,441,000","1,499,000","1,949,000",,,,,,,,,,,,,,,,,,,,,,,,,"548,000","678,000","51,000","64,000","52,000","53,000","52,000","52,000","52,000","52,000","604,000","122,000","69,000","67,000","67,000"
