name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,09/30/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"2,430,255,000","2,425,229,000","2,484,306,000","2,540,300,000","2,871,392,000","2,917,618,000","3,146,265,000","3,188,838,000","3,252,856,000","3,205,739,000","3,229,941,000","3,235,473,000","3,242,408,000","3,181,484,000","4,518,080,000","4,353,676,000","4,370,212,000","4,230,150,000","3,883,388,000","3,784,055,000","3,799,018,000","3,832,159,000","3,810,137,000","3,710,097,000","2,624,322,000","2,681,948,000","2,673,313,000","2,703,888,000","2,504,754,000","2,508,164,000","2,570,861,000","2,592,531,000","2,634,238,000","2,619,663,000","2,638,414,000","2,675,945,000","2,622,813,000","2,384,464,000","2,407,628,000","2,481,079,000","2,551,622,000","2,517,341,000","2,426,509,000","2,445,607,000","2,445,941,000","2,377,643,000","1,094,690,000","1,029,816,000","973,662,000","964,224,000","952,656,000","979,931,000","981,336,000","595,397,000","580,806,000","581,743,000","578,143,000","498,979,000","499,471,000","490,018,000","477,610,000","465,719,000","449,067,000","449,412,000","220,964,000","207,886,000","202,300,000","198,153,000","194,177,000","189,311,000","113,136,000","110,293,000","110,392,000","108,742,000","99,846,000","101,666,000","104,353,000","105,117,000","107,375,000","110,907,000","117,444,000","126,626,000","515,685,000","545,490,000","305,420,000","320,641,000","334,142,000","183,312,000","74,000,000","78,900,000","17,200,000","22,500,000"
	CurrentAssets,"1,540,684,000","761,342,000","804,961,000","840,989,000","1,135,437,000","1,153,222,000","948,782,000","869,801,000","907,193,000","841,262,000","773,661,000","804,051,000","834,333,000","858,965,000","843,743,000","855,664,000","911,064,000","845,834,000","667,997,000","622,793,000","627,161,000","604,333,000","589,768,000","594,094,000","539,334,000","538,346,000","550,197,000","540,142,000","557,388,000","522,811,000","548,711,000","542,508,000","541,855,000","539,819,000","555,691,000","594,011,000","619,301,000","607,502,000","631,816,000","655,391,000","718,406,000","680,649,000","593,308,000","608,453,000","598,623,000","550,160,000","408,154,000","347,818,000","290,556,000","275,487,000","260,977,000","285,125,000","267,114,000","200,783,000","176,438,000","178,448,000","169,124,000","187,258,000","182,727,000","169,375,000","153,897,000","120,776,000","109,341,000","110,619,000","153,044,000","128,780,000","111,249,000","89,189,000","67,720,000","89,018,000","48,185,000","39,414,000","42,339,000","39,938,000","47,685,000","48,835,000","63,095,000","57,034,000","65,189,000","65,419,000","64,846,000","73,139,000","79,817,000","85,326,000","119,331,000","123,015,000","131,151,000","158,852,000","65,400,000","72,100,000","11,700,000","20,000,000"
		CashCashEquivalentsAndShortTermInvestments,"82,782,000","188,351,000","214,179,000","229,254,000","513,400,000","531,104,000","218,701,000","199,004,000","204,308,000","129,668,000","129,349,000","138,903,000","137,167,000","174,243,000","111,775,000","135,851,000","135,003,000","155,839,000","104,301,000","82,714,000","104,391,000","96,610,000","77,251,000","90,655,000","100,116,000","116,873,000","91,398,000","76,537,000","88,480,000","53,173,000","37,345,000","39,250,000","41,580,000","62,954,000","60,790,000","71,984,000","92,228,000","103,956,000","93,672,000","120,373,000","175,680,000","157,753,000","84,778,000","115,671,000","145,446,000","120,067,000","143,410,000","115,757,000","88,646,000","84,849,000","71,159,000","74,905,000","74,384,000","76,624,000","62,748,000","53,917,000","49,544,000","60,352,000","67,368,000","64,874,000","57,014,000","46,984,000","47,190,000","48,951,000","115,313,000","94,626,000","81,593,000","59,320,000","39,768,000","62,553,000","23,821,000","16,304,000","16,771,000","16,194,000","25,669,000","25,278,000","36,364,000","30,768,000","38,528,000","39,491,000","40,476,000","46,971,000","51,894,000","56,695,000","97,176,000","101,048,000","114,160,000","142,364,000","55,600,000","63,100,000","4,900,000","8,000,000"
			CashAndCashEquivalents,"82,782,000","188,351,000","214,179,000","229,254,000","513,400,000","531,104,000","218,701,000","199,004,000","204,308,000","129,668,000","129,349,000","138,903,000","137,167,000","174,243,000","111,775,000","135,851,000","135,003,000","155,839,000","104,301,000","82,714,000","104,391,000","96,610,000","77,251,000","90,655,000","100,116,000","116,873,000","91,398,000","76,537,000","88,480,000","53,173,000","37,345,000","39,250,000","41,580,000","62,954,000","60,790,000","71,984,000","92,228,000","103,956,000","93,672,000","120,373,000","175,680,000","157,753,000","84,778,000","115,671,000","145,446,000","120,067,000","143,410,000","115,757,000","88,646,000","84,849,000","71,159,000","69,859,000","68,890,000","71,189,000","50,844,000","43,721,000","43,785,000","31,968,000","40,376,000","44,221,000","42,461,000","35,734,000","32,978,000","35,225,000","60,905,000","37,719,000","36,779,000","25,262,000","16,972,000","47,328,000","18,339,000","12,004,000","13,336,000","10,496,000","17,974,000","18,234,000","17,247,000","18,471,000","21,144,000","22,117,000","34,124,000","40,576,000","45,919,000","49,964,000","76,513,000","77,657,000","83,243,000","110,478,000","40,600,000","27,100,000","4,900,000","8,000,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,859,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"5,046,000","5,494,000","5,435,000","11,904,000","10,196,000","5,759,000","28,384,000","26,992,000","20,653,000","14,553,000","11,250,000","14,212,000","13,726,000","54,408,000","56,907,000","44,814,000","34,058,000","22,796,000","15,225,000","5,482,000","4,300,000","3,435,000","5,698,000","7,695,000","7,044,000","19,117,000","12,297,000","17,384,000","17,374,000","6,352,000","6,395,000","5,975,000","6,731,000","20,663,000","23,391,000","30,917,000","31,886,000","15,000,000","36,000,000",,
		Receivables,"225,659,000","451,880,000","464,168,000","458,638,000","491,434,000","479,493,000","483,221,000","515,523,000","569,384,000","555,733,000","492,094,000","503,436,000","553,037,000","531,715,000","592,126,000","586,563,000","540,763,000","567,873,000","442,872,000","420,116,000","414,613,000","405,172,000","400,101,000","395,629,000","340,091,000","327,851,000","324,552,000","323,486,000","325,237,000","331,625,000","340,696,000","336,846,000","341,591,000","313,486,000","322,342,000","346,417,000","351,772,000","337,024,000","371,322,000","363,050,000","370,022,000","362,793,000","371,182,000","356,938,000","320,433,000","308,377,000","181,920,000","179,169,000","154,951,000","150,335,000","155,122,000","167,966,000","148,038,000","95,560,000","83,847,000","80,997,000","81,351,000","81,225,000","69,610,000","57,380,000","55,579,000","57,613,000","44,760,000","43,528,000","29,746,000","27,330,000","23,994,000","23,885,000","22,009,000","20,837,000","19,211,000","17,484,000","18,456,000","16,165,000","15,344,000","16,704,000","19,406,000","18,808,000","19,067,000","17,790,000","15,183,000","17,055,000","19,759,000","19,437,000","15,141,000","13,899,000","10,869,000","11,690,000","5,500,000","4,800,000","3,600,000","9,400,000"
			AccountsReceivable,"170,497,000","327,069,000","340,924,000","338,587,000","359,068,000","347,355,000","381,888,000","415,848,000","471,213,000","459,751,000","426,579,000","428,085,000","457,960,000","465,264,000","520,381,000","522,144,000","495,695,000","567,873,000","442,872,000","420,116,000","414,613,000","405,172,000","400,101,000","395,629,000","340,091,000","327,851,000","324,552,000","323,486,000","325,237,000","331,625,000","340,696,000","336,846,000","341,591,000","313,486,000","322,342,000","346,417,000","351,772,000","337,024,000","371,322,000","363,050,000","370,022,000","362,793,000","371,182,000","356,938,000","320,433,000","308,377,000","181,920,000","179,169,000","154,951,000","150,335,000","155,122,000","167,966,000","148,038,000","95,560,000","83,847,000","80,997,000","81,351,000","81,225,000","69,610,000","57,380,000","55,579,000","57,394,000","44,610,000","43,366,000","29,244,000","26,765,000","23,323,000","23,278,000","21,382,000","20,441,000","18,898,000","17,255,000","18,219,000","15,796,000","14,819,000","16,029,000","18,659,000","16,803,000","17,083,000","15,784,000","13,811,000","15,447,000","18,137,000","14,274,000","13,850,000",,,,"5,500,000",,,
				GrossAccountsReceivable,"184,270,000","357,012,000","370,946,000","370,578,000","391,146,000","378,951,000","418,913,000","452,820,000","506,835,000","504,695,000","467,966,000","469,732,000","497,174,000","515,670,000","582,307,000","575,699,000","540,347,000","605,608,000","478,902,000","457,734,000","449,873,000","437,842,000","435,365,000","430,278,000","372,792,000","363,898,000","360,599,000","356,089,000","361,154,000","367,672,000","380,051,000","383,278,000","392,876,000","367,738,000","378,129,000","385,088,000","390,858,000","374,862,000","390,456,000","379,782,000","388,770,000","375,298,000","381,374,000","367,637,000",,"320,050,000",,,,,,,"159,051,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-13,773,000","-29,943,000","-30,022,000","-31,991,000","-32,078,000","-31,596,000","-37,025,000","-36,972,000","-35,622,000","-44,944,000","-41,387,000","-41,647,000","-39,214,000","-50,406,000","-61,926,000","-53,555,000","-44,652,000","-37,735,000","-36,030,000","-37,618,000","-35,260,000","-32,670,000","-35,264,000","-34,649,000","-32,701,000","-36,047,000","-36,047,000","-32,603,000","-35,917,000","-36,047,000","-39,355,000","-46,432,000","-51,285,000","-54,252,000","-55,787,000","-38,671,000","-39,086,000","-37,838,000","-19,134,000","-16,732,000","-18,748,000","-12,505,000","-10,192,000","-10,699,000",,"-11,673,000",,,,,,,"-11,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"0","0","0","25,421,000","25,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"55,162,000","124,811,000","123,244,000","120,051,000","106,945,000","106,717,000","101,333,000","99,675,000","98,171,000","95,982,000","65,515,000","75,351,000","95,077,000","66,451,000","71,745,000","64,419,000","45,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219,000","150,000","162,000","502,000","565,000","671,000","607,000","627,000","396,000","313,000","229,000","237,000","369,000","525,000","675,000","747,000","2,005,000","1,984,000","2,006,000","1,372,000","1,608,000","1,622,000","5,163,000","1,291,000",,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,722,000","1,262,000","2,693,000","2,059,000","2,020,000","3,193,000","2,575,000","4,303,000","3,184,000","3,606,000","3,722,000","2,324,000","2,583,000","6,079,000","6,049,000","5,193,000","5,373,000","6,300,000","4,178,000","4,370,000","4,012,000","4,257,000","3,247,000","3,609,000","5,124,000","4,063,000","2,174,000","1,935,000","1,929,000","2,169,000","2,372,000","2,413,000","2,665,000","2,790,000","3,249,000","3,244,000","3,410,000","3,507,000","3,988,000","4,011,000","4,591,000","5,666,000","6,225,000","6,296,000","6,513,000","7,505,000","5,290,000","5,315,000","4,335,000","3,938,000","3,600,000","3,700,000","2,900,000","2,400,000"
