name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
TotalAssets,"1,205,724,000","1,175,136,000","1,007,823,000","956,090,000","925,126,000","964,888,000","775,319,000","735,960,000","873,104,000","835,406,000","784,083,000","755,407,000","749,025,000","695,694,000","640,538,000","655,912,000","690,154,000","676,909,000","639,990,000","661,256,000","673,129,000","586,132,000","546,688,000","545,829,000","575,176,000","510,610,000","467,622,000","444,483,000","460,004,000","431,937,000","402,681,000","412,313,000","425,704,000","378,137,000","381,902,000","412,038,000","393,557,000","363,253,000","365,121,000","361,242,000","363,757,000","363,102,000","363,129,000","357,940,000","337,557,000","331,485,000","336,760,000","336,527,000","322,080,000","350,050,000","393,644,000","512,092,000","566,079,000","602,275,000","661,323,000","717,061,000","896,125,000","868,916,000","825,878,000","848,163,000","894,623,000","861,910,000","801,563,000","801,328,000","841,442,000","593,185,000","539,490,000","523,302,000","561,884,000","511,952,000","474,359,000","448,043,000","459,809,000","432,005,000","329,155,000","342,369,000","365,400,000","344,947,000","301,146,000","321,125,000","296,517,000","273,568,000","264,490,000","289,590,000","306,390,000","270,244,000","231,330,000","256,572,000","272,320,000","258,800,000","235,800,000","245,900,000","240,600,000","186,600,000","150,500,000","114,500,000"
	CurrentAssets,"629,003,000","597,915,000","517,519,000","488,050,000","515,054,000","558,386,000","503,327,000","481,626,000","616,476,000","577,055,000","568,583,000","566,672,000","572,499,000","520,661,000","465,291,000","490,217,000","521,947,000","511,627,000","473,756,000","491,775,000","498,338,000","429,368,000","391,111,000","400,834,000","440,742,000","388,444,000","345,059,000","333,041,000","346,647,000","318,112,000","288,952,000","305,010,000","319,567,000","272,429,000","276,056,000","307,011,000","286,020,000","260,430,000","262,610,000","259,410,000","261,560,000","260,479,000","259,951,000","254,919,000","237,652,000","231,191,000","235,501,000","235,857,000","220,112,000","246,800,000","289,236,000","398,102,000","450,355,000","484,452,000","542,824,000","595,778,000","651,361,000","623,903,000","581,229,000","603,782,000","648,369,000","619,753,000","558,480,000","557,586,000","599,543,000","436,847,000","383,101,000","371,852,000","416,885,000","368,735,000","333,281,000","306,700,000","329,601,000","303,472,000","203,302,000","218,180,000","244,635,000","226,761,000","186,538,000","206,107,000","200,303,000","179,855,000","172,253,000","198,574,000","217,169,000","187,360,000","148,928,000","177,619,000","198,812,000","185,400,000","163,900,000","179,200,000","184,700,000","143,500,000","110,000,000","92,000,000"
		CashCashEquivalentsAndShortTermInvestments,"219,400,000","216,315,000","222,192,000","200,121,000","142,888,000","120,939,000","155,493,000","86,919,000","64,406,000","35,985,000","38,511,000","71,618,000","63,598,000","38,581,000","48,822,000","62,108,000","57,103,000","35,566,000","41,952,000","58,930,000","51,670,000","37,079,000","38,585,000","55,560,000","43,974,000","25,159,000","32,611,000","47,448,000","42,695,000","17,764,000","27,839,000","41,820,000","30,798,000","15,904,000","23,756,000","37,304,000","30,092,000","15,393,000","23,617,000","33,237,000","29,042,000","13,804,000","19,386,000","27,043,000","21,436,000","17,338,000","16,539,000","24,356,000","16,786,000","13,060,000","25,508,000","13,825,000","14,982,000","14,829,000","30,264,000","21,600,000","24,116,000","22,765,000","30,375,000","25,327,000","23,489,000","13,130,000","25,113,000","28,213,000","14,938,000","10,638,000","27,271,000","21,761,000","20,928,000","9,501,000","15,076,000","15,383,000","17,168,000","8,760,000","10,508,000","16,034,000","14,898,000","7,260,000","4,323,000","13,257,000","12,795,000","5,875,000","9,997,000","16,371,000","14,745,000","6,577,000","12,583,000","14,370,000","17,182,000","5,700,000","8,300,000","21,100,000","17,600,000","10,100,000","7,900,000","15,500,000"
			CashAndCashEquivalents,"219,400,000","216,315,000","222,192,000","200,121,000","142,888,000","120,939,000","155,493,000","86,919,000","64,406,000","35,985,000","38,511,000","71,618,000","63,598,000","38,581,000","48,822,000","62,108,000","57,103,000","35,566,000","41,952,000","58,930,000","51,670,000","37,079,000","38,585,000","55,560,000","43,974,000","25,159,000","32,611,000","47,448,000","42,695,000","17,764,000","27,839,000","41,820,000","30,798,000","15,904,000","23,756,000","37,304,000","30,092,000","15,393,000","23,617,000","33,237,000","29,042,000","13,804,000","19,386,000","27,043,000","21,436,000","17,338,000","16,539,000","24,356,000","16,786,000","13,060,000","25,508,000","13,825,000","14,982,000","14,829,000","30,264,000","21,600,000","24,116,000","22,765,000","30,375,000","25,327,000","23,489,000","13,130,000","25,113,000","28,213,000","14,938,000","10,638,000","27,271,000","21,761,000","20,928,000","9,501,000","15,076,000","15,383,000","17,168,000","8,760,000","10,508,000","16,034,000","14,898,000","7,260,000","4,323,000","13,257,000","12,795,000","5,875,000","9,997,000","16,371,000","14,745,000","6,577,000","12,583,000","14,370,000","17,182,000","5,700,000","8,300,000","21,100,000","17,600,000","10,100,000","7,900,000","15,500,000"
		Receivables,"62,276,000","39,468,000","47,651,000","60,195,000","54,489,000","44,001,000","40,195,000","69,478,000","35,814,000","36,118,000","42,398,000","49,104,000","45,505,000","25,711,000","34,003,000","42,683,000","35,844,000","28,726,000","24,661,000","41,696,000","36,941,000","22,954,000","24,583,000","27,324,000","31,855,000","15,900,000","18,474,000","23,018,000","23,046,000","17,597,000","12,547,000","24,196,000","24,232,000","13,674,000","19,410,000","29,893,000","21,755,000","13,513,000","18,820,000","21,123,000","23,010,000","17,702,000","16,345,000","21,504,000","19,987,000","17,434,000","22,774,000","19,388,000","20,312,000","32,532,000","45,480,000","34,065,000","28,228,000","20,765,000","35,675,000","49,399,000","60,337,000","52,177,000","57,333,000","72,043,000","65,309,000","48,834,000","57,589,000","80,548,000","59,406,000","26,515,000","26,235,000","40,204,000","32,374,000","18,043,000","24,977,000","26,549,000","23,591,000","16,331,000","21,757,000","26,329,000","20,353,000","11,579,000","14,268,000","25,402,000","16,771,000","13,163,000","12,614,000","22,623,000","20,310,000","10,403,000","18,845,000","26,378,000","23,299,000","11,800,000","14,800,000","17,100,000","15,200,000","9,300,000","18,500,000","12,000,000"
			AccountsReceivable,"62,276,000","39,468,000","38,953,000","60,195,000","54,489,000","44,001,000","31,289,000","69,478,000","35,814,000","36,118,000","29,750,000","49,104,000","45,505,000","25,711,000","18,864,000","42,683,000","35,844,000","28,726,000","15,860,000","41,696,000","36,941,000","22,954,000","16,296,000","27,324,000","31,855,000","15,900,000","13,010,000","23,018,000","23,046,000","17,597,000","7,175,000","24,196,000","24,232,000","13,674,000","14,982,000","29,893,000","21,755,000","13,513,000","18,820,000","21,123,000","23,010,000","17,702,000","10,694,000","21,504,000","19,987,000","17,434,000","22,774,000","19,388,000","20,312,000","12,471,000","35,497,000","34,065,000","28,228,000","20,765,000","35,675,000","49,399,000","60,337,000","52,177,000","57,333,000","72,043,000","65,309,000","48,834,000","48,212,000","80,548,000","59,406,000","26,515,000","26,235,000","40,204,000","32,374,000","18,043,000","24,977,000","26,549,000","23,591,000","16,331,000","14,453,000","26,329,000","20,353,000","11,579,000","14,268,000","25,402,000","16,771,000","13,163,000","12,614,000","22,623,000","20,310,000",,,"26,378,000",,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","20,061,000","9,983,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,"7,344,000",,,,"7,575,000",,,,"11,245,000",,,,"14,343,000",,,,"8,192,000",,,,"7,386,000",,,,"4,879,000",,,,"4,974,000",,,,"4,060,000",,,,,,,,"5,393,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"1,354,000",,,,"1,331,000",,,,"1,403,000",,,,"796,000",,,,"609,000",,,,"901,000",,,,"585,000",,,,"398,000",,,,"368,000",,,,,,,,"258,000",,,,,,,,,,,,,,,,,,,,"9,377,000",,,,,,,,,,,,"7,304,000",,,,,,,,,,,,,,,,,,,,,
		Inventory,"329,731,000","325,396,000","230,984,000","209,418,000","302,979,000","378,863,000","298,002,000","314,096,000","506,887,000","493,943,000","477,468,000","434,729,000","454,557,000","445,465,000","377,074,000","379,425,000","423,907,000","440,720,000","401,301,000","385,277,000","404,686,000","363,622,000","321,978,000","306,631,000","346,411,000","326,369,000","273,875,000","257,597,000","277,030,000","278,119,000","244,151,000","234,257,000","260,396,000","238,052,000","228,041,000","235,048,000","230,705,000","226,812,000","215,120,000","199,096,000","206,212,000","224,714,000","219,632,000","200,944,000","190,160,000","189,234,000","188,724,000","181,388,000","173,695,000","190,243,000","205,934,000","339,849,000","399,116,000","440,854,000","468,629,000","515,302,000","553,890,000","532,844,000","478,039,000","491,656,000","547,959,000","545,282,000","462,847,000","435,661,000","514,548,000","388,072,000","317,705,000","297,867,000","354,664,000","332,136,000","283,797,000","257,007,000","284,241,000","272,984,000","165,382,000","170,868,000","206,758,000","204,308,000","164,121,000","163,315,000","168,658,000","158,343,000","147,956,000","156,768,000","180,699,000","167,027,000","115,036,000","133,552,000","156,253,000","163,800,000","137,800,000","137,400,000","148,400,000","119,500,000","80,800,000","60,400,000"
